Block,Time,BRBCL,CHAMERA3,DADRT2,FSTPP I & II,JHAJJAR,KHSTPP-II,PARBATI2,SIMHST2,TALST2,URI,BSIUL,CHAMERA2,DHAULIGNGA,MAPS,NJPC,NNTPP,RAMPUR,SIMHST1,UNCHAHAR2,UNCHAHAR4,KGSU3AND4,KKNP,NAPP,RSTPSU7,SEWA2,SINGRAULI_HYDRO,VALLURNTECL,ANTA_RF,AURY_CRF,AURY_LF,DULHASTI,KGSU1AND2,KHSTPP-I,KISHANGANGA,NLCIIST2,NTPL,RAPPB,RIHAND1,RIHAND3,TANDA2,NLCEXP,RAPPC,RIHAND2,SASAN,TALA,DADRI_CRF,DADRI_LF,DADRI_RF,KKNPPU2,KOTESHWR,KUDGI,SALAL,TANAKPUR,UNCHAHAR1,ANTA_LF,DADRI_GF,NLCIIST1,NLCTS2EXP,TEHRI,TelanganaSTPP,UNCHAHAR3,URI2,ANTA_CRF,CHAMERA1,KOLDAM,PARBATI3,RSTPSU1TO6,SINGRAULI,ANTA_GF,AURY_GF,AURY_RF
60,14:45-15:00,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,22.37,0,0.88,0,17.8,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

61,15:00-15:15,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,22.37,0,0.88,0,17.8,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,39.62,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

62,15:15-15:30,20,0,688.87,11.7,523.84,148.3,0,0,0,48.57,6.52,0,0,0,44.74,0,1.76,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,39.62,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

63,15:30-15:45,20,0,688.87,11.7,557.17,148.3,0,0,0,48.57,6.52,0,0,0,44.74,0,1.76,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

64,15:45-16:00,20,0,688.87,11.7,557.17,148.3,0,0,0,48.57,6.52,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,0,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

65,16:00-16:15,20,0,688.87,11.7,557.17,148.3,0,0,0,48.57,6.52,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,12.66,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

66,16:15-16:30,20,0,688.87,11.7,557.17,148.3,0,0,0,48.57,6.52,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,130.75,5.65,0,70.95,124.53,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,12.66,0,0,37.71,0,0,0,0,0,150.25,0,0,85.35

67,16:30-16:45,20,0,688.87,11.7,557.17,148.3,0,0,0,48.57,0,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,25.32,0,0,37.71,0,0,0,0,0,145.75,0,0,85.35

68,16:45-17:00,20,0,688.87,11.7,630.51,148.3,0,0,0,48.57,0,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,4.26,0,0,74.38,0,10.41,0,2.33,0.77,21.63,0,0,0,0,25.32,0,0,37.71,0,0,0,0,0,145.75,0,0,85.35

69,17:00-17:15,20,0,688.87,11.7,630.51,148.3,0,0,0,48.57,0,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,4.26,0,0,74.38,0,10.41,0,38.35,1.79,21.63,0,0,0,0,25.32,0,5.79,37.71,0,12.64,1.92,0,0,145.75,0,0,85.35

70,17:15-17:30,20,0,688.87,11.7,630.51,148.3,0,0,0,48.57,0,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,0,0.98,0,50.83,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,4.26,0,0,74.38,0,10.41,0,79.38,1.79,21.63,0,0,0,0,37.98,0,10.13,37.71,0,25.28,3.85,0,0,145.75,0,0,85.35

71,17:30-17:45,20,0,688.87,11.7,630.51,148.3,0,0,0,48.57,6.52,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,12.58,0.98,0,51.35,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,0,0,0,74.38,0,10.41,0,79.38,3.07,21.63,0,0,0,0,37.98,0,10.13,37.71,0,38.71,4.76,0,0,145.75,0,0,85.35

72,17:45-18:00,20,0,688.87,11.7,670.51,148.3,0,0,0,48.57,6.52,0,0,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,18.63,0.98,0,51.35,0,0,59.43,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,0,0,0,74.38,0,10.41,0,79.38,3.07,21.63,0,0,0,0,37.98,0,14.48,37.71,0,38.71,4.76,0,0,145.75,0,0,85.35

73,18:00-18:15,20,0,688.87,11.7,670.51,148.3,0,0,0,48.57,6.52,0,10.93,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,18.63,0.98,0,51.35,0,0,44.24,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,0,0,0,74.38,0,10.41,0,16.27,3.07,21.63,0,0,0,0,37.98,0,14.48,37.71,0,42.15,7.14,0,0,145.75,0,0,85.35

74,18:15-18:30,20,0,688.87,11.7,670.51,148.3,0,0,0,48.57,13.04,6.57,21.86,0,79.54,0,3.14,0,20.77,3.18,0,0,51.86,0,18.63,0.98,0,51.35,0,0,44.24,0,45.53,8.56,0,0,0,97.18,128.05,5.65,0,70.95,122.13,348.98,0,0,0,74.38,0,10.41,0,2.33,3.07,21.63,0,0,0,0,37.98,0,18.1,37.71,0,42.15,9.52,4.29,0,145.75,0,0,85.35

75,18:30-18:45,20,0,688.87,11.7,670.51,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,1.88,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,5.65,0,70.95,113.13,348.98,0,0,0,74.38,0,23.14,0,2.33,3.72,21.63,0,0,0,0,37.98,0,21.72,39.63,0,42.15,9.52,33.71,0,150.25,0,0,85.35

76,18:45-19:00,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,1.88,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,113.13,348.98,0,0,0,74.38,0,23.14,0,2.33,3.72,21.63,0,0,0,0,37.98,0,25.34,39.63,0,42.15,9.52,39.84,0,150.25,0,0,85.35

77,19:00-19:15,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,112.13,348.98,0,0,0,74.38,0,23.14,0,2.33,3.72,21.63,0,0,0,0,37.98,0,27.67,39.63,0,42.15,9.52,39.84,0,150.25,0,0,85.35

78,19:15-19:30,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,113.13,348.98,0,0,0,74.38,0,23.14,0,2.33,3.72,21.63,0,0,0,0,37.98,0,27.67,39.63,0,42.15,9.52,39.84,0,150.25,0,0,85.35

79,19:30-19:45,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,107.13,348.98,0,0,0,74.38,0,23.14,0,26.73,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,39.84,0,150.25,0,0,85.35

80,19:45-20:00,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,107.13,348.98,0,0,0,74.38,0,23.14,0,79.38,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,39.84,0,150.25,0,0,85.35

81,20:00-20:15,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,123.13,348.98,0,0,0,74.38,0,23.14,0,79.38,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,39.84,0,150.25,0,0,85.35

82,20:15-20:30,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,32.49,43.72,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,51.87,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,107.13,348.98,0,0,0,74.38,0,23.14,0,79.38,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,33.71,0,150.25,0,0,85.35

83,20:30-20:45,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,3.3,3.29,19.12,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,52.14,0,0,44.24,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,107.13,348.98,0,0,0,74.38,0,10.41,0,16.27,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,4.29,0,150.25,0,0,85.35

84,20:45-21:00,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,3.3,3.29,19.12,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,52.14,0,0,44.24,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,10.41,0,13.36,1.79,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,4.29,0,150.25,0,0,85.35

85,21:00-21:15,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,3.3,3.29,19.12,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,52.66,0,0,44.24,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,4.29,0,150.25,0,0,85.35

86,21:15-21:30,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,6.52,3.29,19.12,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,52.66,0,0,44.24,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,20.83,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,4.29,0,150.25,0,0,85.35

87,21:30-21:45,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,48.74,41.47,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,52.66,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,34.72,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,19.92,0,150.25,0,0,85.35

88,21:45-22:00,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,48.74,41.47,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,52.66,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,34.72,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,19.92,0,150.25,0,0,85.35

89,22:00-22:15,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,48.74,41.47,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,53.05,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,34.72,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,19.92,0,150.25,0,0,85.35

90,22:15-22:30,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,19.56,48.74,19.12,0,110.53,0,4.3,0,20.77,3.18,0,0,51.86,0,20.07,0.98,0,53.05,0,0,59.43,0,45.53,8.61,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,34.72,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,19.92,0,150.25,0,0,85.35

91,22:30-22:45,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,13.04,4.94,9.48,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.05,0,0,39.62,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,11.57,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,9.52,4.29,0,150.25,0,0,85.35

92,22:45-23:00,20,0,688.87,11.7,502.5,148.3,0,0,0,48.57,13.04,4.94,0,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.05,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,10.41,0,13.36,0.77,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,8.29,4.29,0,150.25,0,0,85.35

93,23:00-23:15,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,13.04,16.25,0,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.05,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,10.41,0,13.36,0,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,7.14,4.29,0,150.25,0,0,85.35

94,23:15-23:30,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,13.04,16.25,0,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.88,0.98,0,53.05,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,124.53,348.98,0,0,0,74.38,0,10.41,0,13.36,0,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,4.76,4.29,0,150.25,0,0,85.35

95,23:30-23:45,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,13.04,16.25,0,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.63,0.98,0,53.05,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,113.13,348.98,0,0,0,74.38,0,10.41,0,13.36,0,21.63,0,0,0,0,37.98,0,27.67,37.71,0,42.15,2.38,4.29,0,150.25,0,0,85.35

96,23:45-24:00,20,0,682.17,11.7,502.5,148.3,0,0,0,48.57,13.04,16.25,0,0,82.89,0,3.27,0,20.77,3.18,0,0,51.86,0,18.63,0.98,0,53.05,0,0,19.81,0,45.53,8.56,0,0,0,97.18,130.75,3.45,0,70.95,113.13,348.98,0,0,0,74.38,0,10.41,0,13.36,0,21.63,0,0,0,0,36.05,0,27.67,37.71,0,42.15,0,4.29,0,150.25,0,0,85.35

