Block,Time,KOLDAM,RIHAND1,KOTESHWR,UNCHAHAR1,SINGRAULI,AURY_LF,UNCHAHAR4,BSIUL,DADRI_LF,KISHANGANGA,DULHASTI,URI2,TEHRI,RAPPB,ANTA_LF,AURY_GF,RAPPC,SINGRAULI_HYDRO,ANTA_GF,RIHAND3,PARBATI3,SEWA2,DADRT2,DHAULIGNGA,UNCHAHAR3,DADRI_RF,NAPP,TANDA2,CHAMERA2,RIHAND2,NJPC,URI,SALAL,AURY_CRF,TANAKPUR,CHAMERA1,JHAJJAR,RAMPUR,ANTA_CRF,AURY_RF,CHAMERA3,DADRI_CRF,ANTA_RF,UNCHAHAR2,DADRI_GF,KGSU1AND2,SOLAPUR,KHARGONE-I,NLCIIST2,KAPS,SASAN,KKNP,VSTPS II,SIPAT I,MOUDA_II,TALST2,BRBCL,MOUDA,TAPS-II,SIPAT II,NLCIIST1,RSTPSU1TO6,KSTPS7,GANDHAR-RLNG,VALLURNTECL,NLCTS2EXP,KAWAS-NAPM,NLCEXP,VSTPS V,SIMHST2,GADARWARA-I,VSTPS IV,KAWAS-RLNG,KGSU3AND4,VSTPS I,KAWAS-zLIQ,NTPL,GANDHAR-ComGas,NNTPP,LARA-I,KSTPS I&II,KAWAS-ComGas,KAWAS-APM,RSTPSU7,KHSTPP-II,FSTPP I & II,KUDGI,GANDHAR-NAPM,GANDHAR-APM,MAPS,TALA,KHSTPP-I,VSTPS III,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,51.937806,33.382780,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,215.824000,0.000000,11.460832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,13.472620,223.692545,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,7.699554,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.754203,12.692186,0.00,0.000000,0.000000,0.24,0.000000,22.352757,1.888156,0,0,0,0,0

8,01:45-02:00,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,51.937806,33.382780,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,215.824000,0.000000,11.460832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,223.692545,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,8.668819,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.754203,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

9,02:00-02:15,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,51.937806,34.492159,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,215.824000,0.000000,11.460832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,223.692545,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,7.708971,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

10,02:15-02:30,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,51.937806,34.492159,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,215.824000,0.000000,11.460832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,223.692545,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,8.604535,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

11,02:30-02:45,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,34.506588,34.492159,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,215.824000,0.000000,12.382832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,5.677520,0.000000,187.561295,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,9.519957,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

12,02:45-03:00,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,18.943759,0.000000,2.458347,34.506588,34.492159,31.246675,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,9.934258,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,5.677520,0.000000,136.978097,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.78,7.53,1.292867,0.000000,0.00,0.85,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

13,03:00-03:15,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,20.831117,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,13.468574,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,5.677520,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

14,03:15-03:30,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,10.211331,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,9.920397,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,5.677520,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

15,03:30-03:45,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,9.920397,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

16,03:45-04:00,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,12.896474,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

17,04:00-04:15,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,7.983079,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

18,04:15-04:30,0.000000,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,0.000000,16.552025,181.661975,0.000000,7.983079,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,0.000000,118.671597,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.53,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.18,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

19,04:30-04:45,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,3.345696,16.552025,215.824000,0.000000,11.165846,0.000000,42.311605,0.000000,13.900684,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,13.472620,154.802847,0.000000,0.000000,0.000000,10.173846,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

20,04:45-05:00,0.000000,90.877303,8.394844,10.275053,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,6.691394,16.552025,215.824000,0.000000,11.460832,0.000000,42.311605,0.000000,27.943212,116.284815,0.000000,48.398532,35.826784,0.000000,0.493697,27.073117,138.510226,0.000000,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

21,05:00-05:15,0.000000,90.877303,8.394844,10.083124,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,0.000000,11.361408,0.000000,42.311605,0.000000,27.943212,116.284815,19.728169,51.057792,47.022654,0.000000,0.493697,27.073117,118.671597,0.381296,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

22,05:15-05:30,0.828388,90.877303,8.394844,10.083124,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,9.553233,13.110289,0.000000,42.311605,0.000000,27.943212,116.284815,48.728579,51.057792,80.610264,0.000000,0.493697,27.073117,118.671597,0.939625,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.307991,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

23,05:30-05:45,1.025130,90.877303,8.394844,10.083124,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,19.106467,13.110289,0.000000,42.311605,0.000000,27.943212,116.284815,73.092867,48.398532,80.610264,0.000000,0.493697,27.073117,118.671597,1.409439,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.77,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

24,05:45-06:00,1.656776,90.877303,8.394844,10.083124,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,33.382780,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,28.659700,13.110289,0.000000,42.311605,0.000000,27.943212,116.284815,73.092867,48.398532,80.610264,0.000000,0.493697,27.073117,118.671597,1.409439,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.81,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.637836,0.000000,0.000000,1.87,94.162084,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

25,06:00-06:15,1.656776,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,28.659700,7.983079,0.000000,42.311605,0.000000,27.943212,116.284815,64.116550,48.398532,80.610264,0.000000,1.110819,24.357280,118.671597,1.239217,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,11.118790,1.867362,1.321053,1.801965,0.81,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.716952,0.000000,0.000000,1.87,123.071468,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

26,06:15-06:30,1.656776,90.877303,8.394844,6.922844,138.209475,0.000000,0.000000,12.629173,0.000000,2.458347,34.506588,34.492159,0.000000,0.000000,0.000000,0.000000,57.558022,1.036106,0.000000,121.902116,34.795244,16.552025,181.661975,28.659700,7.983079,0.000000,42.311605,0.000000,27.943212,116.284815,73.092867,48.398532,80.610264,0.000000,1.110819,27.073117,118.671597,1.409439,0.000000,0.000000,20.347692,0.000000,0.000000,29.802211,0.000000,1.92,1.706584,1.706583,0.40,0.799281,336.237412,1.56,1.872044,5.119751,3.383514,0.00,14.452466,1.867362,1.321053,1.801965,0.81,7.50,1.292867,0.000000,0.00,0.84,0.000000,1.67,1.279076,0.00,0.000000,2.585733,0.000000,2.10,2.297595,0.000000,1.82,0.000000,0.16,4.102703,2.725764,0.000000,0.000000,1.87,123.071468,12.692186,0.00,0.000000,0.000000,0.24,0.000000,23.624577,1.888156,0,0,0,0,0

