Block,Time,BRBCL,NAPP,NJPC,RSTPSU7,SINGRAULI,TALA,URI2,ANTA_LF,DADRT2,DULHASTI,JHAJJAR,KUDGI,PARBATI3,SINGRAULI_HYDRO,VALLURNTECL,AURY_RF,KGSU1AND2,KGSU3AND4,KKNPPU2,KOTESHWR,RAMPUR,RAPPB,RIHAND2,SIMHST2,TALST2,TANDA2,DADRI_GF,KHSTPP-II,NLCIIST1,RIHAND1,SASAN,UNCHAHAR3,ANTA_GF,CHAMERA1,CHAMERA3,KHSTPP-I,KKNP,SALAL,SIMHST1,UNCHAHAR1,UNCHAHAR4,AURY_CRF,DADRI_CRF,DADRI_RF,CHAMERA2,KOLDAM,NLCTS2EXP,TANAKPUR,TEHRI,UNCHAHAR2,BSIUL,DHAULIGNGA,KISHANGANGA,NLCEXP,NNTPP,RAPPC,RIHAND3,SEWA2,TelanganaSTPP,ANTA_RF,FSTPP I & II,MAPS,NLCIIST2,NTPL,RSTPSU1TO6,URI,ANTA_CRF,AURY_GF,AURY_LF,DADRI_LF
57,14:00-14:15,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

58,14:15-14:30,20.01,45.1,167.1,0,93.48,10.88,24.38,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

59,14:30-14:45,20.01,45.1,167.1,0,93.48,10.88,26.6,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

60,14:45-15:00,20.01,45.1,167.1,0,93.48,10.88,26.6,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,46.37,0,0,0,0

61,15:00-15:15,20.01,45.1,167.1,0,93.48,10.88,26.6,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,46.37,0,0,0,0

62,15:15-15:30,20.01,45.1,167.1,0,93.48,10.88,26.6,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

63,15:30-15:45,20.01,45.1,167.1,0,93.48,10.88,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,33.72,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

64,15:45-16:00,20.01,45.1,167.1,0,93.48,10.88,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,35.15,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,45.53,14.3,0,0,0,0,38.64,0,0,0,0

65,16:00-16:15,20.01,45.1,167.1,0,93.48,10.88,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,2.56,53.16,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,38.64,0,0,0,0

66,16:15-16:30,20.01,45.1,167.1,0,93.48,10.88,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,33.43,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,2.56,70.87,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,46.37,0,0,0,0

67,16:30-16:45,20.01,45.1,167.1,0,93.48,9.27,27.34,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,3.85,70.87,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,46.37,0,0,0,0

68,16:45-17:00,20.01,45.1,167.1,0,93.48,9.27,27.34,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,70.87,43.71,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,38.64,0,0,0,0

69,17:00-17:15,20.01,45.1,167.1,0,93.48,9.27,27.34,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,74.03,44.22,5.35,0,11.78,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,38.64,0,0,0,0

70,17:15-17:30,20.01,45.1,167.1,0,93.48,8.23,27.34,0,686.07,36.8,413.81,0,17.56,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,76.69,0,20.96,1.62,0,0,76.88,44.22,5.35,0,11.78,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,38.64,0,0,0,0

71,17:30-17:45,20.01,45.1,167.1,0,93.48,8.23,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,19.32,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,75.52,0,20.96,1.62,0,0,6.17,44.22,5.35,0,11.78,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,26.49,0,0,0,0

72,17:45-18:00,20.01,45.1,167.1,0,93.48,8.23,27.34,0,686.07,36.8,413.81,0,3.94,0.45,0,59.67,0,0,0,28.98,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,75.52,0,20.96,1.62,0,0,14.8,44.22,5.35,0,11.78,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,44.95,14.3,0,0,0,0,26.49,0,0,0,0

73,18:00-18:15,20.01,45.1,167.1,0,93.48,8.06,27.34,0,686.07,36.8,413.81,0,21.08,0.45,0,60.28,0,0,0,28.98,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,75.52,0,20.96,1.62,0,0,20.96,44.22,5.35,0,9.74,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,2.36,14.3,0,0,0,0,22.08,0,0,0,0

74,18:15-18:30,20.01,45.1,167.1,0,93.48,8.06,27.34,0,686.07,36.8,413.81,0,36.54,0.45,0,4.87,0,0,0,28.98,3.54,0,121.71,0,0,2.89,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,75.52,0,20.96,1.62,0,0,29.59,44.22,5.35,0,9.74,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,4.73,14.3,0,0,0,0,22.08,0,0,0,0

75,18:30-18:45,20.01,45.1,167.1,0,93.48,7.76,27.34,0,686.07,36.8,413.81,0,53.4,0.45,0,12.18,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,27.05,0,42.15,32.08,44.31,0,75.52,0,20.96,1.62,0,0,43.16,44.22,5.35,0,9.99,70.87,43.71,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,7.1,14.3,0,0,0,0,22.08,0,0,0,0

76,18:45-19:00,20.01,45.1,168.66,0,93.48,7.76,26.6,0,686.07,36.8,413.81,0,53.4,0.45,0,24.35,0,0,0,42.51,3.62,0,121.71,0,0,0.12,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,9.46,14.3,0,0,0,0,22.08,0,0,0,0

77,19:00-19:15,20.01,45.1,168.66,0,93.48,7.76,26.6,0,686.07,36.8,413.01,0,53.4,0.45,0,36.54,0,0,0,42.51,3.62,0,121.71,0,0,0.12,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,11.83,14.3,0,0,0,0,22.08,0,0,0,0

78,19:15-19:30,20.01,45.1,168.66,0,93.48,7.76,26.6,0,686.07,36.8,413.01,0,53.4,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.12,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,14.19,14.3,0,0,0,0,22.08,0,0,0,0

79,19:30-19:45,20.01,45.1,168.66,0,93.48,8.06,24.38,0,686.07,36.8,413.01,0,36.54,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.12,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,16.56,14.3,0,0,0,0,35.33,0,0,0,0

80,19:45-20:00,20.01,45.1,168.66,0,93.48,8.06,24.38,0,686.07,36.8,413.01,0,7.03,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,18.92,14.3,0,0,0,0,35.33,0,0,0,0

81,20:00-20:15,20.01,45.1,168.66,0,93.48,8.35,24.38,0,686.07,36.8,413.01,0,7.03,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,43.16,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,21.29,14.3,0,0,0,0,37.53,0,0,0,0

82,20:15-20:30,20.01,45.1,168.66,0,93.48,8.64,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.15,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,75.52,0,20.57,0,0,0,6.17,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,28.98,14.3,0,0,0,0,37.53,0,0,0,0

83,20:30-20:45,20.01,45.1,168.66,0,93.48,8.94,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.15,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,73.21,0,20.57,0,0,0,0,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,28.98,14.3,0,0,0,0,37.53,0,0,0,0

84,20:45-21:00,20.01,45.1,167.1,0,93.48,9.23,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,32.08,44.31,0,73.21,0,20.57,0,0,0,0,44.22,5.35,0,9.99,70.87,42.41,6.52,40.4,2.88,0,0,60.53,127.6,17.37,0,28.98,14.3,0,0,0,0,37.53,0,0,0,0

85,21:00-21:15,20.01,45.1,167.1,0,93.48,9.53,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,32.08,44.31,0,73.21,0,20.57,0,0,0,0,44.22,5.35,0,9.99,70.87,42.41,20.21,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

86,21:15-21:30,20.01,45.1,167.1,0,93.48,9.53,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,32.08,44.31,0,73.21,0,20.57,0,0,0,0,44.22,5.35,0,9.99,70.87,42.41,20.21,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

87,21:30-21:45,20.01,45.1,167.1,0,93.48,9.53,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,32.08,44.31,0,73.21,0,20.57,0,0,0,0,44.22,5.35,0,9.99,70.87,42.41,20.21,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

88,21:45-22:00,20.01,45.1,168.66,0,93.48,9.76,24.38,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.15,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,73.21,0,20.57,0,0,0,0,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

89,22:00-22:15,20.01,45.1,168.66,0,93.48,10.49,24.38,0,686.07,36.8,413.01,0,33.73,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,73.21,0,20.57,0,0,0,0,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

90,22:15-22:30,20.01,45.1,168.66,0,93.48,10.49,24.38,0,686.07,36.8,413.01,0,33.73,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,73.21,0,20.57,0,0,0,0,45.65,5.35,0,10.63,70.87,42.41,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

91,22:30-22:45,20.01,45.1,168.66,0,93.48,10.49,26.6,0,686.07,36.8,413.01,0,33.73,0.45,0,38.97,0,0,0,42.51,3.62,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,33.74,44.31,0,73.21,0,20.57,0,0,0,0,45.65,5.35,0,10.63,70.87,36.2,20.21,41.42,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

92,22:45-23:00,20.01,45.1,167.1,0,93.48,10.79,26.6,0,686.07,36.8,413.01,0,33.73,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,134.27,0,41.15,410.62,26.42,0,42.15,32.08,44.31,0,73.21,0,20.57,0,0,0,0,44.22,5.35,0,9.74,70.87,36.2,13.04,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

93,23:00-23:15,20.01,45.1,167.1,0,93.48,10.79,20.68,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,136.37,0,42.18,410.62,26.45,0,42.15,32.08,44.31,0,73.21,0,17.75,0.02,0,0,0,44.22,5.35,0,9.74,70.87,36.2,19.56,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,34.23,0,0,0,0

94,23:15-23:30,20.01,45.1,167.1,0,93.48,10.79,20.68,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,136.37,0,42.18,410.62,26.45,0,42.15,32.08,44.31,0,73.21,0,14.84,0.02,0,0,0,44.22,5.35,0,9.74,70.87,36.2,19.56,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,34.23,0,0,0,0

95,23:30-23:45,20.01,45.1,167.1,0,93.48,10.79,20.68,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,136.37,0,42.18,410.62,26.45,0,42.15,32.08,44.31,0,73.21,0,14.84,0.02,0,0,0,44.22,5.35,0,9.74,70.87,36.2,19.56,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

96,23:45-24:00,20.01,45.1,167.1,0,93.48,10.79,20.68,0,686.07,36.8,413.01,0,21.08,0.45,0,38.97,0,0,0,38.64,3.54,0,121.71,0,0,0.19,0,136.37,0,42.18,410.62,26.45,0,42.15,32.08,44.31,0,73.21,0,14.84,0.02,0,0,0,44.22,5.35,0,9.74,70.87,36.2,19.56,40.4,2.88,0,0,60.53,127.6,17.37,0,29.56,14.3,0,0,0,0,38.64,0,0,0,0

