Column1,Time,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/7791,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/7902,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/6957,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/5800,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/6160,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/16/1698,NR/01102023/31052040/LT-31,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/16/9317,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/05/01/2474,GNA/NR/2025/04/01/8510,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/4138,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07
65,16:00-16:15,58.5,66.53,5.12,0,8.68,28.89,0,11.23,10.59,0,0,192.6,5.76,0,0,5.23,14.44,0,24.08,11.23,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.96,3.23,27.25,26.95,0,52.96,134.82,11.21,42.68,0,34.26,27,42.68,33,61.65,19.5,171.27,51,33,32,64,33,17,53,19.5

66,16:15-16:30,62.51,58.8,5.12,0,7.86,28.89,0,10.18,10.59,0,0,192.6,5.76,0,0,5.23,14.44,0,24.08,10.18,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.96,3.23,28.25,26.95,0,52.96,134.82,10.8,44.49,0,31.05,23,44.49,33,58.45,20.83,155.23,45,33,27,58,33,18.33,47,20.83

67,16:30-16:45,49.99,52.06,5.12,0,7.05,28.89,0,9.13,10.59,0,0,192.6,5.76,0,0,5.23,14.44,0,24.08,9.13,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.96,3.23,29.27,26.95,0,52.96,134.82,10.4,46.45,0,27.81,20,46.45,33,49.19,16.67,139.04,39,33,23,49,33,16.67,40,16.67

68,16:45-17:00,49.99,45.17,5.12,0,6.24,28.89,0,8.08,10.59,0,0,192.6,5.76,0,0,5.23,14.44,0,24.08,8.08,13.48,96.3,40.45,17.51,4.33,149.76,70.23,26.95,2.17,9.96,3.23,29.27,26.95,0,52.96,134.82,10,46.69,0,24.3,17,46.69,33,41.5,16.67,121.51,33,33,21,43,33,16.67,35,16.67

69,17:00-17:15,50.51,38.4,5.52,0,5.38,28.89,0,6.96,10.59,0,0,192.6,6.07,0,0,5.51,14.44,0,24.08,6.96,13.48,96.3,40.45,17.51,7.68,192.6,70.23,26.95,2.17,10.41,3.23,30.28,26.95,0,52.96,134.82,9.6,46.26,0,18.55,15,46.26,33,33.61,16.83,92.74,27,27.17,17,38,33,16.67,30,16.83

70,17:15-17:30,51,30.94,5.52,0,4.49,28.89,0,5.81,10.59,0,0,192.6,6.07,0,0,5.51,14.44,0,24.08,5.81,13.48,96.3,40.45,17.51,7.68,192.6,70.23,26.95,2.17,10.41,3.23,30.28,26.95,0,52.96,134.82,9.6,45.91,0,15.43,12,45.91,32.59,27.27,17,77.16,21,9.7,12,32,30.98,17,23,17

71,17:30-17:45,42.49,24.34,5.52,0,3.64,28.89,0,4.71,10.59,0,0,192.6,6.53,0,0,5.51,14.44,0,24.08,4.71,13.48,96.3,40.45,17.51,7.68,192.6,70.23,26.95,2.17,10.41,3.23,31.29,26.95,0,52.96,134.82,9.2,40,0,12.32,8,40,21.12,20.16,14.17,61.59,15,4.85,10,22,21.91,15,17,14.17

72,17:45-18:00,43.01,18.05,5.52,0,2.81,28.89,0,3.63,10.59,0,0,192.6,6.53,0,0,5.51,14.44,0,24.08,3.63,13.48,96.3,40.45,17.51,7.68,231.12,70.23,26.95,2.17,10.41,3.23,31.29,26.95,0,52.96,134.82,8.8,40,0,9.35,5,40,12.35,12.64,14.33,46.75,9,0.97,7,13,13.85,15.33,10,14.33

73,18:00-18:15,43.5,13.01,5.52,19.26,2.02,28.89,28.89,2.61,10.59,5.78,14.44,192.6,6.91,5.78,67.41,5.51,0,0,24.08,2.61,13.48,96.3,52.65,17.51,4.33,272.29,70.23,26.95,2.17,10.87,3.23,31.29,26.95,0,52.96,166.3,8.2,40.33,0,6.72,3,40.33,0,7.63,14.5,33.61,6,0,5,8,7.81,12.67,7,14.5

74,18:15-18:30,43.99,8.98,5.52,19.26,1.3,28.89,28.89,1.68,10.59,5.78,14.44,192.6,6.91,5.78,67.41,5.51,0,0,24.08,1.68,13.48,96.3,52.65,17.51,4.33,272.29,70.23,26.95,2.17,10.87,3.23,31.29,26.95,0,100.33,200.66,8,40.67,0,4.5,1,40.67,0,4.05,14.67,22.51,1,0,3,5,3.02,13.33,1,14.67

75,18:30-18:45,46.01,0.76,5.52,19.26,0.74,28.89,28.89,0.96,10.59,5.78,14.44,192.6,6.91,5.78,67.41,5.51,0,0,24.08,0.96,13.48,96.3,52.65,17.51,10.98,272.29,67.96,26.95,5.27,10.87,7.69,31.29,26.95,0,100.33,200.66,7.8,41,0,2.82,0,41,0,1.63,15.33,14.08,0,0,1,2,0.25,13.67,0,15.33

76,18:45-19:00,48,0.29,5.52,19.26,0.34,28.89,28.89,0.44,10.59,5.78,14.44,192.6,6.91,5.78,67.41,5.51,0,0,24.08,0.44,13.48,96.3,52.65,17.51,10.98,272.29,67.96,26.95,5.27,10.87,7.69,31.29,26.95,0,100.33,200.66,7.8,41.67,0,1.55,0,41.67,0,0,16,7.77,0,0,1,1,0,14.33,0,16

77,19:00-19:15,49.01,0.19,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.29,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,63.15,17.51,15.49,272.29,76.46,26,5.27,11.33,10.17,31.29,29,0,100.33,200.66,7.8,42,0,0.59,0,42,0,0,16.33,2.92,0,0,0,0,0,12.33,0,16.33

78,19:15-19:30,51,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.29,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,63.15,17.51,15.49,272.29,84.96,26,5.27,11.33,10.17,31.29,29,0,100.33,200.66,7.6,42.67,0,0.07,0,42.67,0,0,17,0.34,0,0,0,0,0,13,0,17

79,19:30-19:45,62.51,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.29,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,63.15,17.51,15.49,272.29,93.45,26,5.27,11.33,10.17,31.29,29,0,100.33,200.66,7.4,51.67,0,0.01,0,51.67,0,0,20.83,0.04,0,0,0,0,0,18.33,0,20.83

80,19:45-20:00,62.51,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.29,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,63.15,17.51,15.49,272.29,115.16,26,5.27,11.33,10.17,31.29,29,0,100.33,200.66,7.2,51.67,0,0,0,51.67,0,0,20.83,0,0,0,0,0,0,18.33,0,20.83

81,20:00-20:15,49.99,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,31.29,25.7,0,100.33,248.81,7,51.33,0,0,0,51.33,0,0,16.67,0,0,0,0,0,0,18.33,0,16.67

82,20:15-20:30,49.99,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,31.29,25.7,0,100.33,260.59,6.8,51,0,0,0,51,0,0,16.67,0,0,0,0,0,0,18.33,0,16.67

83,20:30-20:45,49.99,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,31.29,25.7,0,100.33,260.59,6.8,50,0,0,0,50,0,0,16.67,0,0,0,0,0,0,18.67,0,16.67

84,20:45-21:00,49.99,0,5.52,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.51,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,30.29,24.09,0,100.33,260.59,7,49.33,0,0,0,49.33,0,0,16.67,0,0,0,0,0,0,19,0,16.67

85,21:00-21:15,49.99,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.33,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,31.29,24.09,0,100.33,260.59,14.61,48.67,0,0,0,48.67,0,0,16.67,0,0,0,0,0,0,20,0,16.67

86,21:15-21:30,49.99,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.33,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,31.29,24.09,0,100.33,260.59,14.61,47.67,0,0,0,47.67,0,0,16.67,0,0,0,0,0,0,20,0,16.67

87,21:30-21:45,49.99,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.33,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,30.28,24.09,0,100.33,260.59,21.61,47.33,0,0,0,47.33,0,0,16.67,0,0,0,0,0,0,20,0,16.67

88,21:45-22:00,49.99,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.76,5.78,67.41,5.33,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,11.8,10.17,30.28,24.09,0,100.33,260.59,21.61,47,0,0,0,47,0,0,16.67,0,0,0,0,0,0,20,0,16.67

89,22:00-22:15,57.49,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.07,5.78,67.41,5.13,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,30.28,24.09,0,100.33,260.59,21.61,46.67,0,0,0,46.67,0,0,19.17,0,0,0,0,0,0,19.33,0,19.17

90,22:15-22:30,57.49,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.07,5.78,67.41,5.13,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,29.77,24.09,0,100.33,260.59,20.61,46.67,0,0,0,46.67,0,0,19.17,0,0,0,0,0,0,18.67,0,19.17

91,22:30-22:45,57.49,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.07,5.78,67.41,5.13,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,29.27,12.33,0,100.33,260.59,20.61,47.33,0,0,0,47.33,0,0,19.17,0,0,0,0,0,0,18.33,0,19.17

92,22:45-23:00,57.49,0,6.06,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,7.07,5.78,67.41,5.13,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,29.27,12.33,0,100.33,260.59,20.61,47.67,0,0,0,47.67,0,0,19.17,0,0,0,0,0,0,18,0,19.17

93,23:00-23:15,57.49,0,5.9,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.84,5.78,67.41,4.95,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,29.27,12.33,0,100.33,260.59,20.21,48,0,0,0,48,0,0,19.17,0,0,0,0,0,0,17.67,0,19.17

94,23:15-23:30,57.49,0,5.9,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.84,5.78,67.41,4.95,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,29.27,12.33,0,100.33,260.59,19.81,48.33,0,0,0,48.33,0,0,19.17,0,0,0,0,0,0,17.33,0,19.17

95,23:30-23:45,57.49,0,5.9,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.84,5.78,67.41,4.95,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,28.25,12.33,0,100.33,260.59,19.41,48.67,0,0,0,48.67,0,0,19.17,0,0,0,0,0,0,16.67,0,19.17

96,23:45-24:00,57.49,0,5.9,19.26,0,28.89,28.89,0,10.59,5.78,14.44,192.6,6.84,5.78,67.41,4.95,0,0,24.08,0,13.48,96.3,86.86,17.51,15.49,272.29,115.16,29.5,5.49,13.19,10.17,28.25,12.33,0,100.33,260.59,19.01,49.33,0,0,0,49.33,0,0,19.17,0,0,0,0,0,0,16.67,0,19.17

