Block,Time,TALA,BRBCL,FSTPP I & II,KHSTPP-II,KHSTPP-I,SASAN,SEWA2,CHAMERA3,SINGRAULI_HYDRO,AURY_GF,UNCHAHAR1,URI,SALAL,RIHAND3,RAPPC,JHAJJAR,CHAMERA1,ANTA_LF,UNCHAHAR2,TANDA2,SINGRAULI,DADRI_LF,NJPC,NAPP,ANTA_GF,RAMPUR,ANTA_RF,AURY_RF,DULHASTI,UNCHAHAR3,TANAKPUR,DADRI_GF,KISHANGANGA,DADRI_CRF,BSIUL,RIHAND1,URI2,PARBATI3,AURY_CRF,RAPPB,UNCHAHAR4,KOTESHWR,DADRT2,DADRI_RF,KOLDAM,DHAULIGNGA,AURY_LF,TEHRI,ANTA_CRF,RIHAND2,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,11.920533,20.092800,142.162936,42.803460,399.924000,18.161396,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,37.470618,57.163439,26.699256,4.702295,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,4.126840,0.000000,0.000000,2.984940,0.000000,664.720005,46.302277,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

9,02:00-02:15,0.000000,11.662869,20.092800,142.162936,42.803460,399.924000,18.161396,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,37.470618,57.163439,26.699256,11.755737,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,0.000000,0.000000,0.000000,2.984940,0.000000,664.720005,47.220452,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

10,02:15-02:30,0.000000,11.795684,20.092800,142.162936,42.803460,399.924000,18.161396,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,37.470618,57.163439,26.699256,11.755737,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,0.000000,0.000000,0.000000,2.984940,0.000000,664.720005,47.220452,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

11,02:30-02:45,0.000000,12.529145,20.092800,142.162936,42.803460,399.924000,12.101470,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,37.470618,57.163439,26.699256,11.755737,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,0.000000,0.000000,0.000000,2.984940,0.000000,664.720005,47.220452,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

12,02:45-03:00,0.000000,14.577753,20.092800,142.162936,42.803460,399.924000,5.820960,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,37.470618,57.163439,26.699256,5.939741,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,0.000000,0.000000,0.000000,2.984940,0.000000,664.720005,47.220452,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

13,03:00-03:15,0.000000,15.022691,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,74.941237,57.163439,26.699256,11.755737,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,0.000000,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

14,03:15-03:30,0.000000,15.657019,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,74.941237,57.163439,26.699256,11.755737,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,4.126840,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

15,03:30-03:45,0.000000,16.562828,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,34.130712,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

16,03:45-04:00,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.039798,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

17,04:00-04:15,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

18,04:15-04:30,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

19,04:30-04:45,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

20,04:45-05:00,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

21,05:00-05:15,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,408.077040,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,11.790973,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

22,05:15-05:30,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,396.689252,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,11.790973,0.000000,0.000000,2.984940,0.000000,664.720005,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

23,05:30-05:45,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,396.689252,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,17.686459,0.000000,0.000000,2.984940,0.000000,556.702226,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

24,05:45-06:00,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.066977,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,396.689252,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,479.422226,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

25,06:00-06:15,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,396.689252,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,442.714226,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

26,06:15-06:30,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,387.195018,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,434.794571,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

27,06:30-06:45,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,368.864685,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,434.794571,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

28,06:45-07:00,0.000000,19.319988,20.092800,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,21.860580,35.193312,74.084472,126.140377,65.192679,359.088668,40.715045,0.000000,43.379800,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,26.699256,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,434.794571,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

29,07:00-07:15,0.000000,19.319988,17.319028,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,18.946931,35.193312,74.084472,126.140377,65.192679,350.339920,40.715045,0.000000,37.725971,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,23.178301,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,76.641323,0.000000,0.000000,2.984940,0.000000,414.745048,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

30,07:15-07:30,0.000000,19.319988,17.319028,142.162936,42.803460,399.924000,0.000000,33.646990,1.087899,0.000000,14.630360,35.193312,74.084472,126.140377,65.192679,193.954832,40.715045,0.000000,29.110410,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,17.974942,8.043399,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,7.369358,0.000000,0.000000,2.345931,0.000000,396.101152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

31,07:30-07:45,0.000000,19.319988,13.324231,114.403187,34.630134,399.924000,0.000000,33.646990,1.087899,0.000000,14.630360,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,29.110410,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,17.974942,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,4.126840,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

32,07:45:08:00,0.000000,19.319988,13.324231,114.403187,34.630134,399.924000,0.000000,33.646990,1.087899,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,4.126840,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

33,08:00-08:15,0.000000,19.319988,13.324231,114.403187,34.630134,401.976750,0.000000,33.646990,1.087899,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

34,08:15-08:30,0.000000,19.319988,11.118660,114.403187,34.630134,402.097500,0.000000,33.646990,1.087899,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

35,08:30-08:45,0.000000,19.319988,11.118660,114.403187,34.630134,402.097500,0.000000,33.646990,1.087899,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,11.755737,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

36,08:45:09:00,0.000000,19.319988,11.118660,114.403187,34.630134,402.097500,0.000000,33.646990,1.087899,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,11.755737,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

37,09:00:09:15,0.000000,19.319988,11.118660,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.174691,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,11.755737,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

38,09:15-09:30,0.000000,19.319988,11.118660,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.174691,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

39,09:30-09:45,0.000000,19.319988,11.118660,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.174691,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

40,09:45-10:00,0.000000,19.319988,11.118660,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.174691,35.193312,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.503170,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.361429,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

41,10:00-10:15,0.000000,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

42,10:15-10:30,0.000000,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,7.424676,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

43,10:30-10:45,0.000000,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,11.755737,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

44,10:45-11:00,0.000000,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,42.658560,74.084472,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,8.662122,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

45,11:00-11:15,1.846026,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,35.193312,50.512140,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,8.662122,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

46,11:15-11:30,1.846026,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,35.193312,50.512140,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,8.662122,0.000000,8.057069,0.000000,12.598186,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

47,11:30-11:45,1.846026,19.319988,11.060700,78.941520,24.652320,402.097500,0.000000,33.646990,1.108819,0.000000,12.078091,35.193312,50.512140,126.140377,65.192679,116.674832,40.715045,0.000000,24.300310,5.175914,144.889326,0.000000,173.843731,45.412912,0.000000,6.516168,0.000000,0.000000,57.163439,15.226189,8.662122,0.000000,8.057069,0.000000,6.299093,93.756041,36.602241,16.212588,0.000000,0.000000,2.345931,0.000000,367.121152,0.000000,9.887081,42.055908,0.000000,0.000000,0.000000,120.151080,46.850834,0,0,0,0,0

