Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
28,06:45-07:00,15.852,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,28.09872,13.0416,55.776,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

29,07:00-07:15,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,28.09872,13.0416,55.776,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

30,07:15-07:30,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,116.9545,54.4401,4.7082,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,28.09872,13.0416,55.776,2.76,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

31,07:30-07:45,27.408108,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,113.64,54.4401,4.57368,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,28.09872,13.0416,41.832,26.496,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

32,07:45:08:00,27.408108,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,104.17,54.4401,4.57368,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,14.04936,13.0416,41.832,26.496,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

33,08:00-08:15,18.272072,32.957704,435.435,0,0,0,26.34008,679.193168,0,0,92,44.793,26.39091,0.87998,85.23,54.4401,4.57368,0,42.392196,0,132.75,21.1464,7.998,21.82362,113.4,0,38.96672,14.04936,13.0416,41.832,3.312,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,367.875

34,08:15-08:30,15.852,16.478852,435.435,0,0,0,3.3325,679.193168,0,0,92,44.793,26.39091,0.87998,66.29,54.4401,4.57368,0,42.392196,0,132.75,21.1464,5.27868,21.82362,113.4,0,17.748,8.69,0,6.972,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,379.125

35,08:30-08:45,8.5865,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,37.88,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,384.75

36,08:45:09:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,17.993,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,390.375

37,09:00:09:15,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,396

38,09:15-09:30,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,2.76,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,401.625

39,09:30-09:45,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,26.496,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,407.25

40,09:45-10:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,26.496,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,412.875

41,10:00-10:15,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,3.312,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

42,10:15-10:30,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

43,10:30-10:45,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

44,10:45-11:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,44.793,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

45,11:00-11:15,0,0,435.435,0,0,0,0,679.193168,0,0,92,29.862,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

46,11:15-11:30,0,0,435.435,0,0,0,0,679.193168,0,0,92,14.931,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

47,11:30-11:45,0,0,435.435,0,0,0,0,679.193168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

48,11:45-12:00,0,0,435.435,0,0,0,0,679.193168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

49,12:00-12:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

50,12:15-12:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

51,12:30-12:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

52,12:45-13:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

53,13:00-13:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

54,13:15-13:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

55,13:30-13:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

56,13:45-14:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

57,14:00-14:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

58,14:15-14:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.7082,0,42.392196,0,139.3125,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,418.77

