Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,6.2769,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

2,00:15-00:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,6.2769,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

3,00:30-00:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,26.496,0,6.2769,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

4,00:45-01:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,8.34024,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,26.496,0,6.2769,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

5,01:00-01:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,3.312,0,6.2769,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

6,01:15-01:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,7.0455,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

7,01:30-01:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

8,01:45-02:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

9,02:00-02:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

10,02:15-02:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

11,02:30-02:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

12,02:45-03:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

13,03:00-03:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

14,03:15-03:30,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

15,03:30-03:45,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

16,03:45-04:00,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

17,04:00-04:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

18,04:15-04:30,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

19,04:30-04:45,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,14.931,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

20,04:45-05:00,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,14.931,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

21,05:00-05:15,0,16.478852,435.435,0,0,0,0,679.493168,0,0,92,29.862,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

22,05:15-05:30,0,32.957704,435.435,0,0,0,0,679.493168,0,0,92,29.862,26.39091,0.87998,0,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.99908,147.515625,20.73185,0,20.0018,345.375

23,05:30-05:45,0,32.957704,435.435,0,0,0,0,679.493168,0,0,92,29.862,26.39091,0.87998,18.94,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

24,05:45-06:00,0,32.957704,435.435,0,0,0,0,679.493168,0,0,92,44.793,26.39091,0.87998,37.88,54.4401,4.57368,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

25,06:00-06:15,0,32.957704,435.435,0,0,0,0,679.493168,0,0,92,44.793,26.39091,0.87998,39.774,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,9.0712,0,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

26,06:15-06:30,0,32.957704,435.435,0,0,0,3.3325,679.193168,0,0,92,44.793,26.39091,0.87998,66.29,54.4401,4.7082,0,42.392196,0,132.75,21.1464,0,21.82362,113.4,0,17.748,6.557,0,1.3944,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

27,06:30-06:45,8.5865,32.957704,435.435,0,0,0,13.17004,679.193168,0,0,92,44.793,26.39091,0.87998,85.23,54.4401,4.7082,0,42.392196,0,132.75,21.1464,5.27868,21.82362,113.4,0,26.622,14.04146,1.1,6.972,1.5456,0,0,0,32.88,0,59.184,0,71.2416,0,0,0,15.225,15.225,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,20.73185,0,20.0018,345.375

