Block,Time,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HP-26,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/12012024/12012024/IEX_240111_06078,NR/01102023/22052037/LT-59,NR/01012024/31012024/HP-27,NR/12012024/12012024/HPX-TAMCTG-110124-05736,NR/12012024/12012024/HPX-TAMCTG-110124-05734,NR/01012024/15012024/IEX_231227_05966,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01012024/31012024/52,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,WR/01102023/24112044/L_NR_2020_07,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,NR/01012024/15012024/IEX_231227_05965,NR/12012024/12012024/HPX-TAMCTG-110124-05735,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01012024/31012024/HP-28,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/06022042/L_NR_2012_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/15012024/HPX-TAMDLY-271223-05546,WR/01102023/29112042/L_NR_2019_05,NR/01102023/05012040/L_NR_2020_02,NR/26072023/31072042/L_NR_2023_07,NR/12012024/12012024/HPX-TAMCTG-110124-05737,WR/01102023/01102023/L_NR_2022_09,NR/01102023/19072037/LT-05,L_NR_2019_19,NR/01102023/31102037/L_NR_2019_11,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/12012024/12012024/DD20240112NR22185,NR/01012024/31032024/ ChanjuII
6,01:15-01:30,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,7.34,22.71,47.980000,109.380000,0.000000,37.06,0,0.000000,7.87,0.000000,0,0,0,95.950000,0.000000,23.030000,7.88,11.510000,24.460000,18.230000,32.620000,23.62,0,8.160000,47.980000,0,1.430000,0,0.000000,22.71,69.950000,0,1.070000,0,0,47.980000,0,0,0,0,0.000000,1.470000

7,01:30-01:45,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,7.34,20.68,47.980000,109.380000,0.000000,36.87,0,0.000000,7.75,0.000000,0,0,0,95.950000,0.000000,23.030000,7.74,11.510000,24.460000,18.230000,32.620000,23.24,0,8.160000,47.980000,0,1.430000,0,0.000000,20.68,69.950000,0,1.070000,0,0,47.980000,0,0,0,0,0.000000,1.470000

8,01:45-02:00,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,7.34,19.48,47.980000,109.380000,0.000000,36.58,0,0.000000,7.59,0.000000,0,0,0,95.950000,0.000000,23.030000,7.58,11.510000,24.460000,18.230000,32.620000,22.76,0,8.160000,47.980000,0,1.430000,0,0.000000,19.48,69.950000,0,1.070000,0,0,47.980000,0,0,0,0,0.000000,1.470000

9,02:00-02:15,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,7.34,17.9,47.980000,109.380000,0.000000,31.41,0,0.000000,7.42,0.000000,0,0,0,95.950000,0.000000,23.030000,7.42,11.510000,24.460000,18.230000,32.620000,22.26,0,8.160000,47.980000,0,1.430000,0,0.000000,17.9,69.950000,0,1.030000,0,0,47.980000,0,0,0,0,0.000000,1.550000

10,02:15-02:30,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,7.34,16.85,47.980000,109.380000,0.000000,31.01,0,0.000000,7.25,0.000000,0,0,0,95.950000,0.000000,23.030000,7.26,11.510000,24.460000,18.230000,32.620000,21.76,0,8.160000,47.980000,0,1.430000,0,0.000000,16.85,69.950000,0,1.030000,0,0,47.980000,0,0,0,0,0.000000,1.550000

11,02:30-02:45,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,16.11,47.980000,109.380000,0.000000,30.81,0,0.000000,7.09,0.000000,0,0,0,95.950000,0.000000,23.030000,7.08,11.510000,24.460000,18.230000,32.620000,21.26,0,8.160000,47.980000,0,1.430000,0,0.000000,16.11,69.950000,0,1.030000,0,0,47.980000,0,0,0,0,0.000000,1.550000

12,02:45-03:00,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,14.63,47.980000,109.380000,0.000000,30.78,0,0.000000,6.92,0.000000,0,0,0,95.950000,0.000000,23.030000,6.92,11.510000,24.460000,18.230000,32.620000,20.76,0,8.160000,47.980000,0,1.430000,0,0.000000,14.63,69.950000,0,1.030000,0,0,47.980000,0,0,0,0,0.000000,1.550000

13,03:00-03:15,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.39,47.980000,109.380000,0.000000,30.05,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.39,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.550000

14,03:15-03:30,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,29.44,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.550000

15,03:30-03:45,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,23.02,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.550000

16,03:45-04:00,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,22.62,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.550000

17,04:00-04:15,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,22.82,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.470000

18,04:15-04:30,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,22.42,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.470000

19,04:30-04:45,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,26.83,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,69.950000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.470000

20,04:45-05:00,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,26.38,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.990000,0,0,47.980000,0,0,0,0,0.000000,1.470000

21,05:00-05:15,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,29.01,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.470000

22,05:15-05:30,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,148.420000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,28.41,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.470000

23,05:30-05:45,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,191.900000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,24.82,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.470000

24,05:45-06:00,47.980000,152.060000,0.000000,5.760000,0.000000,0.690000,57.140000,0.000000,0.000000,47.980000,6.720000,25.810000,230.280000,25.810000,0.000000,6.66,13.33,47.980000,109.380000,0.000000,24.62,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,24.460000,18.230000,32.620000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.470000

25,06:00-06:15,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,0.000000,0.000000,47.980000,6.720000,30.700000,269.860000,24.960000,95.950000,6.66,13.33,47.980000,157.360000,0.000000,26.82,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,0.000000,18.230000,56.250000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.550000

26,06:15-06:30,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,0.000000,0.000000,47.980000,6.720000,30.700000,269.860000,24.960000,95.950000,6.66,13.33,76.760000,205.330000,0.000000,26.78,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,0.000000,18.230000,56.250000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.550000

27,06:30-06:45,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,0.000000,0.000000,47.980000,6.720000,30.700000,269.860000,24.960000,95.950000,6.66,13.33,100.500000,204.290000,0.000000,26.42,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,0.000000,18.230000,56.250000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,65.810000,0,0.950000,0,0,47.980000,0,0,0,0,0.000000,1.550000

28,06:45-07:00,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,0.000000,0.000000,47.980000,6.720000,30.700000,230.280000,24.960000,95.950000,6.66,13.33,100.500000,204.290000,0.000000,26.02,0,0.000000,6.67,0.000000,0,0,0,95.950000,0.000000,23.030000,6.66,11.510000,0.000000,18.230000,67.670000,20,0,8.160000,47.980000,0,1.430000,0,0.000000,13.33,84.620000,0,0.950000,0,0,47.980000,0,4.5,0,0,0.000000,1.550000

29,07:00-07:15,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,33.580000,0.000000,47.980000,6.720000,30.700000,269.860000,24.960000,95.950000,6.66,13.33,100.500000,252.260000,0.000000,26.01,0.02,0.000000,6.67,0.000000,0.9,0,0,95.950000,0.000000,23.030000,6.66,11.510000,0.000000,18.230000,86.550000,20,0.12,8.160000,47.980000,0.9,1.430000,0,102.670000,13.33,114.710000,0.29163,0.950000,0,0,47.980000,0,9.2,0,0,0.000000,1.550000

30,07:15-07:30,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,33.580000,0.000000,47.980000,6.720000,30.700000,269.860000,24.470000,95.950000,6.66,13.33,100.500000,259.640000,0.000000,26.01,0.22,0.000000,6.67,0.000000,2.57,0,0,95.950000,0.000000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,1.08,8.160000,47.980000,2.57,1.430000,0,102.670000,13.33,114.710000,3.091278,0.950000,1,0,47.980000,0,15.6,0,0,0.000000,1.550000

31,07:30-07:45,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,33.580000,0.000000,47.980000,6.720000,30.700000,269.860000,30.700000,95.950000,6.66,13.33,100.500000,259.640000,0.070000,26.01,0.54,0.070000,6.67,0.070000,6.04,0,0,95.950000,0.000000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,2.71,8.160000,47.980000,6.04,1.430000,2,102.670000,13.33,114.710000,7.893452,0.950000,3,0,47.980000,1,23,1,5,0.000000,1.550000

32,07:45:08:00,47.980000,77.380000,0.000000,5.760000,0.000000,0.690000,0.000000,33.580000,0.000000,47.980000,6.720000,30.700000,269.860000,30.700000,95.950000,6.66,13.33,100.500000,259.640000,0.390000,26.01,1.79,0.390000,6.67,0.400000,21.69,0,0,95.950000,0.000000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,8.94,8.160000,47.980000,21.69,1.430000,7,102.670000,13.33,114.710000,13.006698,0.950000,5,0.33,47.980000,3,33,3,5,0.000000,1.550000

33,08:00-08:15,47.980000,77.380000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,0.000000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,6.66,13.33,100.500000,259.640000,1.140000,26.01,4.98,1.140000,6.67,1.170000,26.09,0,0,95.950000,130.490000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,24.9,8.160000,47.980000,26.09,1.430000,18,102.670000,13.33,114.710000,18.907345,0.950000,8,0.38,47.980000,7,32.52,4,5,0.000000,1.470000

34,08:15-08:30,47.980000,77.380000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,6.66,13.33,100.500000,259.640000,2.260000,26.42,9.36,2.260000,6.67,2.320000,30.05,0,0,95.950000,130.490000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,46.83,8.160000,47.980000,30.05,1.430000,32,102.670000,13.33,114.710000,26.470283,0.950000,12,9.81,47.980000,13,30.9,6,5,0.000000,1.470000

35,08:30-08:45,47.980000,77.380000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,6.66,13.33,100.500000,259.640000,3.650000,26.42,15.36,3.650000,6.67,3.730000,32,0,0,95.950000,130.490000,22.070000,6.66,11.510000,0.000000,18.230000,86.550000,20,76.83,8.160000,47.980000,32,1.430000,49,102.670000,13.33,114.710000,35.812164,0.950000,22,20.92,47.980000,21,32,11,10,0.000000,1.470000

36,08:45:09:00,47.980000,77.380000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,6.66,13.33,100.500000,259.640000,5.430000,26.61,20.15,5.430000,6.67,5.570000,32,0,0,95.950000,130.490000,23.030000,6.66,11.510000,0.000000,18.230000,86.550000,20,100.77,8.160000,47.980000,32,1.430000,63,102.670000,13.33,114.710000,46.019214,0.950000,31,30.25,47.980000,27,32,15,15,0.000000,1.470000

37,09:00:09:15,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,7.110000,30.72,24.89,7.110000,4.17,7.300000,32,0,0,95.950000,130.490000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,124.48,8.160000,47.980000,32,1.430000,88,102.670000,9,114.710000,56.245706,0.950000,45,38.68,47.980000,37,32,22,20,47.980000,1.470000

38,09:15-09:30,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,8.570000,31.3,29.42,8.570000,4.17,8.780000,32,0,0,95.950000,130.490000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,147.13,8.160000,47.980000,32,1.430000,102,102.670000,9,114.710000,67.405414,0.950000,52,46.56,47.980000,43,32,26,25,47.980000,1.470000

39,09:30-09:45,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,11.130000,32.07,33.46,11.130000,4.17,11.400000,32,0,0,95.950000,322.390000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,167.31,8.160000,47.980000,32,1.430000,119,102.670000,9,114.710000,78.477633,0.950000,62,54.04,47.980000,51,32,31,32.26,47.980000,1.470000

40,09:45-10:00,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,12.230000,32.78,37.04,12.230000,4.17,12.540000,32.5,0,0,95.950000,322.390000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,185.21,8.160000,47.980000,32.5,1.430000,137,102.670000,9,114.710000,90.191438,0.950000,69,60.34,47.980000,58,32.5,34,35.19,47.980000,1.470000

41,10:00-10:15,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,13.390000,26.86,40.51,13.390000,4.17,13.720000,32.5,0,0,95.950000,322.390000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,202.55,8.160000,47.980000,32.5,1.430000,147,102.670000,9,114.710000,101.603892,0.950000,77,66.18,47.980000,63,32.5,38,37.71,95.950000,1.550000

42,10:15-10:30,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,14.290000,26.85,43.56,14.290000,4.17,14.650000,32.5,0,0,95.950000,322.390000,23.030000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,217.79,8.160000,47.980000,32.5,1.430000,161,102.670000,9,114.710000,111.849826,0.950000,81,71.72,47.980000,69,32.5,41,39.72,95.950000,1.550000

43,10:30-10:45,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,15.010000,26.79,46.34,15.010000,4.17,15.390000,32.5,0,0,95.950000,322.390000,0.000000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,231.68,8.160000,47.980000,32.5,1.430000,172,102.670000,9,114.710000,130.74745,0.950000,87,80.7,47.980000,73,32.5,43,41.4,95.950000,1.550000

44,10:45-11:00,47.980000,229.450000,0.000000,5.760000,100.750000,0.650000,0.000000,33.580000,176.550000,47.980000,6.720000,30.700000,269.860000,30.700000,47.980000,4,9,100.500000,259.640000,15.740000,26.5,47,15.740000,4.17,16.130000,32.5,0,0,95.950000,322.390000,0.000000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,235,8.160000,47.980000,32.5,1.430000,182,102.670000,9,114.710000,135.880138,0.950000,90,85.8,47.980000,78,32.5,45,42.82,95.950000,1.550000

45,11:00-11:15,47.980000,229.450000,0.000000,5.760000,0.000000,0.650000,0.000000,0.000000,0.000000,47.980000,6.720000,30.700000,269.860000,30.700000,95.950000,4,9,100.500000,259.640000,16.350000,30.02,47,16.350000,4.17,16.750000,32.5,19.67,23.03,95.950000,0.000000,0.000000,4.16,11.510000,0.000000,18.230000,86.550000,12.5,235,8.160000,47.980000,31,1.480000,189,0.000000,9,114.710000,139.807422,0.950000,93,89.93,47.980000,81,31,47,44.06,0.000000,1.550000

