Block,Time,DULHASTI,MAPS,RIHAND2,SINGRAULI,ANTA_CRF,AURY_RF,FSTPP I & II,JHAJJAR,KOTESHWR,RAPPC,TANDA2,BRBCL,CHAMERA3,DHAULIGNGA,KOLDAM,NLCEXP,RAPPB,VALLURNTECL,DADRI_GF,DADRI_LF,CHAMERA1,KHSTPP-II,KKNPPU2,NAPP,NJPC,NLCTS2EXP,RSTPSU7,SIMHST2,UNCHAHAR2,DADRI_CRF,CHAMERA2,KGSU1AND2,KKNP,NNTPP,NTPL,SIMHST1,UNCHAHAR3,URI,ANTA_LF,ANTA_RF,BSIUL,DADRT2,KISHANGANGA,NLCIIST2,PARBATI3,SALAL,SEWA2,URI2,AURY_GF,AURY_LF,DADRI_RF,RIHAND1,RSTPSU1TO6,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR4,AURY_CRF,KGSU3AND4,KHSTPP-I,KUDGI,NLCIIST1,RAMPUR,RIHAND3,SASAN,TALA,TALST2,TelanganaSTPP,UNCHAHAR1,ANTA_GF
58,14:15-14:30,53.79,0,121.71,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,96.19,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.17,0,0,20.96,0

59,14:30-14:45,53.79,0,121.71,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,96.19,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.17,0,0,20.96,0

60,14:45-15:00,53.79,0,121.71,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,96.19,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,127.6,281.25,11.17,0,0,20.96,0

61,15:00-15:15,53.79,0,121.14,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,96.19,47.33,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,124.4,281.25,11.17,0,0,20.96,0

62,15:15-15:30,53.79,0,118.81,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,127.78,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,2.74,124.4,281.25,11.17,0,0,20.96,0

63,15:30-15:45,53.79,0,118.81,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,3.51,38.35,0,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.96,0,0,20.96,0

64,15:45-16:00,53.79,0,118.81,141.78,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,46.37,6.52,686.07,1.44,0,15.46,38.35,0,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.94,0,0,20.96,0

65,16:00-16:15,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,45.18,6.52,686.07,1.44,0,15.46,30.21,0,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.91,0,0,20.96,0

66,16:15-16:30,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,13.43,0,0,0,0,0,0,44.71,0,45.18,6.52,686.07,1.44,0,15.46,30.21,5.79,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.94,0,0,20.96,0

67,16:30-16:45,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,6.52,686.07,1.44,0,15.46,30.21,5.79,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.84,0,0,20.96,0

68,16:45-17:00,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,6.52,686.07,1.44,0,15.46,30.21,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.82,0,0,20.96,0

69,17:00-17:15,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,0,686.07,1.44,0,15.46,30.21,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.84,0,0,20.96,0

70,17:15-17:30,53.79,0,118.81,136.58,0,77.58,20.8,342.53,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,0,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,0,686.07,1.44,0,15.46,30.21,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,281.25,8.73,0,0,20.96,0

71,17:30-17:45,53.79,0,118.81,136.58,0,77.58,20.8,368.71,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,12.64,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,0,686.07,1.44,0,18.27,30.21,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,258.75,8.44,0,0,20.96,0

72,17:45-18:00,53.79,0,118.81,136.58,0,77.58,20.8,380.43,28.98,60.38,1.42,20.01,10.69,40.4,4.01,0,0,0,0,0,12.64,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.18,0,686.07,1.44,0,18.27,30.21,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,7.97,0,0,20.96,0

73,18:00-18:15,53.79,0,118.79,136.52,0,77.58,20.8,380.43,28.98,60.38,1.42,20.01,21.37,40.4,4.01,0,0,0,0,0,28.1,98.87,0,45.46,167.1,0,0,0,43.71,0,11.19,0,0,0,0,0,0,44.71,0,45.77,6.52,686.07,1.44,0,25.3,30.21,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,7.67,0,0,20.96,0

74,18:15-18:30,53.79,0,118.79,136.52,0,77.58,20.8,392.15,38.64,60.38,0.08,20.01,32.06,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,43.71,0,18.65,0,0,0,0,0,0,44.71,0,45.77,6.52,686.07,2.88,0,54.11,30.21,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.34,230.62,7.67,0,0,20.96,0

75,18:30-18:45,55.08,0,118.79,136.52,0,77.58,20.8,392.15,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,43.71,0,45.65,0,0,0,0,0,0,44.71,0,45.77,19.56,686.07,4.32,0,54.11,30.21,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.62,124.34,230.62,7.67,0,0,20.96,0

76,18:45-19:00,55.08,0,118.79,136.52,0,77.58,20.8,403.86,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.13,19.56,686.07,4.32,0,54.11,30.21,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,7.82,0,0,20.96,0

77,19:00-19:15,55.08,0,118.79,136.52,0,77.58,20.8,403.86,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,339.78,4.32,0,54.11,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,7.7,0,0,20.66,0

78,19:15-19:30,55.08,0,118.79,136.52,0,77.58,20.8,415.58,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,339.78,4.32,0,54.11,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,7.88,0,0,20.66,0

79,19:30-19:45,55.08,0,118.79,136.52,0,77.58,20.8,427.3,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,339.78,4.32,0,54.11,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,8.26,0,0,20.66,0

80,19:45-20:00,55.08,0,118.79,136.52,0,77.58,20.8,439.01,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,339.78,4.32,0,49.19,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,8.44,0,0,20.66,0

81,20:00-20:15,55.08,0,118.79,136.52,0,77.58,20.8,462.45,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,407.45,4.32,0,49.19,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,8.64,0,0,20.66,0

82,20:15-20:30,55.08,0,118.79,136.52,0,77.58,20.8,485.88,42.94,60.38,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.37,19.56,444.79,4.32,0,49.19,83.67,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,8.68,0,0,20.66,0

83,20:30-20:45,53.79,0,118.79,136.52,0,77.58,20.8,509.32,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,482.12,4.32,0,49.19,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,8.88,0,0,20.66,0

84,20:45-21:00,53.79,0,118.79,136.52,0,77.58,20.8,532.75,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,519.46,4.32,0,49.19,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,9.06,0,0,20.66,0

85,21:00-21:15,53.79,0,118.79,136.52,0,77.58,20.8,563.81,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,556.79,4.32,0,49.19,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,9.2,0,0,20.66,0

86,21:15-21:30,53.79,0,118.79,136.52,0,77.58,20.8,563.81,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,556.79,4.32,0,49.19,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,9.23,0,0,20.66,0

87,21:30-21:45,53.79,0,118.79,136.52,0,77.58,20.8,563.81,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,575.46,4.32,0,49.19,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,9.35,0,0,20.66,0

88,21:45-22:00,53.79,0,118.79,136.52,0,77.58,20.8,563.81,38.64,60.38,0.08,20.01,32.08,40.4,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,42.4,0,44.22,0,0,0,0,0,0,44.71,0,46.37,0,594.13,4.32,0,33.73,25.57,16.12,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.54,124.34,230.62,9.41,0,0,20.66,0

89,22:00-22:15,55.08,0,118.79,136.52,0,77.58,20.8,563.81,42.94,60.23,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,42.4,0,45.65,0,0,0,0,0,0,44.71,0,46.96,19.56,634.72,4.32,0,33.73,25.57,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,0,0,0,44.92,0,0,3.62,124.34,230.62,9.41,0,0,20.96,0

90,22:15-22:30,55.08,0,118.79,136.52,0,77.58,20.8,563.81,42.94,60.23,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,43.71,0,45.65,0,0,0,0,0,0,44.71,0,46.96,19.56,653.39,4.32,0,33.73,38.35,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.62,124.34,230.62,9.43,0,0,20.96,0

91,22:30-22:45,55.08,0,118.79,136.52,0,77.58,20.8,563.81,42.94,60.23,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,43.71,0,45.65,0,0,0,0,0,0,44.71,0,46.96,19.56,672.05,4.32,0,33.73,38.35,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.62,124.34,230.62,9.62,0,0,20.96,0

92,22:45-23:00,55.08,0,118.79,136.52,0,77.58,20.8,563.81,42.94,60.23,0.08,20.01,33.74,41.42,4.01,0,0,0,0,0,42.15,98.87,0,45.46,168.66,0,0,0,43.71,0,45.65,0,0,0,0,0,0,44.71,0,46.96,19.56,686.07,4.32,0,33.73,38.35,17.37,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.62,124.34,230.62,9.67,0,0,20.96,0

93,23:00-23:15,53.79,0,118.79,136.52,0,77.58,20.8,563.81,38.64,60.23,0.08,20.01,21.37,30.09,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,43.71,0,44.22,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,2.88,0,30.92,38.35,11.58,33.98,0,0,96.19,46.02,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,9.76,0,0,20.96,0

94,23:15-23:30,53.79,0,118.81,136.52,0,77.58,20.8,563.81,38.64,60.23,0.08,20.01,21.37,30.09,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,30.92,38.35,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,9.74,0,0,20.96,0

95,23:30-23:45,53.79,0,118.81,136.52,0,77.58,20.8,563.81,38.64,60.23,0.08,20.01,21.37,30.09,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,30.92,38.35,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,9.85,0,0,20.96,0

96,23:45-24:00,53.79,0,118.81,136.52,0,77.58,20.8,563.81,38.64,60.23,1.42,20.01,21.37,30.09,4.01,0,0,0,0,0,42.15,98.87,0,45.46,167.1,0,0,0,43.71,0,28.34,0,0,0,0,0,0,44.71,0,48.13,6.52,686.07,1.44,0,30.92,38.35,11.58,33.98,0,0,96.19,46.03,0,0,0,76.9,1.62,0,0,44.92,0,0,3.54,124.4,230.62,9.9,0,0,20.96,0

