Column1,Time,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/8456,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/19072037/LT-05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,GNARE/SR/2025/01/13/4532,L_NR_2019_19,NR/30092023/31122025/SH-07,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/06/01/7786,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/5280,GNA/NR/2025/06/16/8791,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/7663,NR/01082024/19092033/Chanju/TPDDL/01082024
64,15:45-16:00,10.03,3,8.3,4.42,54.17,8.45,28.76,3.97,70.53,33,36.67,0,36.67,0,109.99,40,66.69,33,33,0,31.69,29,49,67,30,158.45,60,42.02,42.97,3,-0,48.37,19.35,150.44,10.61,48.37,12.63,38.7,11.92,11.93,15.33,53.21,12.63,9.76,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.28

65,16:00-16:15,10.8,3,8.08,4.42,54.17,6.94,27.25,3.97,70.53,30,36.67,0,36.67,0,109.99,40,65.18,33,33,0,29.02,27,45,60,30,145.08,60,43.02,51.02,3,-0,48.37,19.35,150.44,10.61,48.37,11.48,38.7,11.92,11.93,15.33,53.21,11.48,8.87,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

66,16:15-16:30,10.8,3,8.08,4.42,54.17,6.94,27.75,3.97,70.53,20,36.67,0,36.67,0,109.99,40,59.63,33,33,0,26.34,23,42,56,27,131.72,53,43.02,45.82,3,-0,48.37,19.35,150.44,10.61,48.37,10.34,38.7,11.92,11.93,15.33,53.21,10.34,7.98,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

67,16:30-16:45,10.8,0,8.08,5.42,54.17,6.94,27.75,3.97,70.53,10,36.67,0,36.67,0,109.99,40,53.92,33,33,0,23.67,18,37,48,23,118.35,47,43.02,39.75,0,-0,48.37,19.35,150.44,10.61,48.37,9.2,38.7,11.92,11.93,15.33,53.21,9.2,7.11,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

68,16:45-17:00,10.8,0,8.08,5.42,54.17,6.94,27.75,3.97,70.53,5,36.67,0,36.67,0,109.99,40,49.52,33,33,0,21,15,33,41,20,104.98,40,43.02,33.52,0,-0,48.37,19.35,150.44,10.61,48.37,8.05,38.7,11.92,11.93,15.33,53.21,8.05,6.22,24.18,62.88,17.41,24.18,193.48,24.18,48.37,15.64

69,17:00-17:15,10.8,26.97,8.08,5.42,54.17,7.79,27.75,3.97,70.53,2,36.67,0,36.67,0,109.99,40,42.76,33,33,0,18.37,12,28,37,17,91.84,33,43.02,28.8,26.97,-0,48.37,19.35,150.44,10.61,48.37,6.97,38.7,11.92,11.93,15.33,53.21,6.97,5.39,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

70,17:15-17:30,10.8,26.97,8.08,5.42,54.17,7.79,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,35.7,30.69,33,0,15.74,9,24,32,13,78.71,27,43.02,24.97,26.97,-0,48.37,19.35,150.44,10.61,48.37,5.9,38.7,11.92,11.93,15.33,53.21,5.9,4.56,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

71,17:30-17:45,10.8,26.97,8.08,5.42,54.17,7.79,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,28.61,22.44,25.38,0,13.12,8,19,23,10,65.57,20,43.02,15.6,26.97,-0,48.37,19.35,150.44,10.61,48.37,4.82,38.7,11.92,11.93,15.33,53.21,4.82,3.72,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

72,17:45-18:00,10.8,26.97,8.08,5.42,54.17,7.79,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,21.69,15.22,17.41,0,10.49,7,15,14,7,52.43,13,43.02,15.6,26.97,-0,48.37,19.35,150.44,10.61,48.37,3.75,38.7,11.92,11.93,15.33,53.21,3.75,2.89,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.02

73,18:00-18:15,10.8,29,8.08,5.42,54.17,7.97,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,15.26,0,0,0,8.43,5,12,8,5,42.16,10,43.02,12.12,26.73,-0,48.37,0,150.44,10.61,48.37,3.06,38.7,11.92,11.93,0,53.21,3.06,2.36,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

74,18:15-18:30,10.8,29,8.08,4.42,54.17,7.97,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,9.51,0,0,0,6.19,3,9,5,3,30.95,5,43.02,8.72,26.73,-0,48.37,0,150.44,10.61,48.37,2.36,38.7,11.92,11.93,0,53.21,2.36,1.82,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

75,18:30-18:45,10.8,29,8.08,2.46,54.17,7.97,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,3.38,0,0,0,4,1,6,2,1,19.99,3,43.02,5.7,26.73,-0,48.37,0,150.44,10.61,48.37,0.9,38.7,11.92,11.93,0,100.78,0.9,0.7,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

76,18:45-19:00,10.8,29,8.08,2.46,54.17,7.97,27.75,3.97,70.53,0,36.67,0,36.67,0,109.99,40,3.21,0,0,0,2.42,1,4,1,1,12.11,1,43.02,2.9,26.73,-0,48.37,0,150.44,10.61,48.37,0,38.7,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.39

77,19:00-19:15,10.8,29,7.68,2.46,100.79,8.16,29.77,1.93,79.07,0,36.67,0,36.67,0,109.99,40,1.47,0,0,0,1.45,0,2,0,0,7.23,0,43.02,0.74,26.49,-0,48.37,0,189.14,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

78,19:15-19:30,10.8,29,3.87,2.46,100.79,8.16,30.28,1.93,87.6,0,36.67,0,36.67,0,109.99,40,1.07,0,0,0,0.83,0,1,0,0,4.14,0,43.02,0,26.49,-0,48.37,0,227.83,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

79,19:30-19:45,10.8,29,15.72,10.58,100.79,8.16,30.78,1.93,100.49,0,36.67,0,36.67,0,109.99,40,0.53,0,0,0,0.34,0,0,0,0,1.69,0,43.02,0,26.49,-0,48.37,0,266.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

80,19:45-20:00,10.8,29,15.72,10.58,100.79,8.16,30.78,1.93,109.03,0,36.67,0,36.67,0,109.99,40,0.17,0,0,0,0,0,0,0,0,0.02,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,193.48,24.18,48.37,16.48

81,20:00-20:15,10.8,29,15.72,10.58,100.79,8.45,30.28,1.93,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0.01,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

82,20:15-20:30,10.8,29,15.72,10.58,100.79,8.45,30.28,1.93,64.47,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

83,20:30-20:45,10.8,29,15.72,10.58,100.79,8.45,30.28,1.93,64.47,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

84,20:45-21:00,10.8,29,15.72,10.58,100.79,8.45,30.28,1.93,108.08,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

85,21:00-21:15,10.8,29,15.72,10.58,100.79,8.45,30.28,2.18,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

86,21:15-21:30,10.8,29,15.72,10.58,100.79,8.45,30.28,2.18,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,69.25,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

87,21:30-21:45,10.8,29,15.72,10.58,124.98,8.45,30.28,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

88,21:45-22:00,10.8,29,15.72,10.58,130.89,8.45,29.77,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

89,22:00-22:15,10.8,29,12.99,9.05,130.89,8.07,29.26,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,39.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

90,22:15-22:30,10.8,29,12.99,9.05,130.89,8.07,29.26,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,38.62,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

91,22:30-22:45,10.8,29,12.99,9.05,130.89,8.07,29.26,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,35.81,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

92,22:45-23:00,10.8,29,12.99,9.05,130.89,8.07,28.76,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,35.01,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.87

93,23:00-23:15,10.8,29,12.99,9.05,130.89,7.87,28.76,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,39.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.4

94,23:15-23:30,10.8,29,12.99,9.05,130.89,7.87,28.26,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,39.22,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.4

95,23:30-23:45,10.8,29,12.99,9.05,130.89,7.87,28.26,3.97,116.04,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,11.92,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.4

96,23:45-24:00,10.8,29,12.99,9.05,130.89,7.87,28.26,3.97,64.47,0,36.67,0,36.67,0,109.99,40,0,0,0,0,0,0,0,0,0,0,0,43.02,0,26.49,-0,48.37,0,273.53,10.61,48.37,0,87.26,12.19,11.93,0,100.78,0,0,24.18,62.88,17.41,24.18,0,24.18,48.37,17.4

