Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,KHSTPP-I,KISHANGANGA,KHSTPP-II,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,KGSU3AND4,RIHAND1,SASAN,RAPPC,TALST2,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,SIMHST2,RSTPSU7,RIHAND3,SALAL,SEWA2,SINGRAULI,RAPPB,TALA,RIHAND2,TEHRI,TANDA2,TANAKPUR,VALLURNTECL,ANTA_GF,UNCHAHAR1,UNCHAHAR4,ANTA_CRF,URI2,ANTA_RF,UNCHAHAR3,AURY_CRF,TelanganaSTPP,ANTA_LF,UNCHAHAR2,URI,JHAJJAR,KGSU1AND2,PARBATI3,NLCIIST2,RAMPUR,NLCTS2EXP,NNTPP,NTPL,KOTESHWR,NAPP,KKNP,NLCIIST1,KKNPPU2,KOLDAM,KUDGI,NLCEXP,MAPS,NJPC,CHAMERA1,DADRT2,BSIUL,CHAMERA3,BRBCL,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
73,18:00-18:15,26.66,43.57,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,20.28,2.59,99.82,0,2.28,115.21,45.29,0,10.82,0,0,19.95,0,0,7.31,0,0,0,0,0,41.13,5.89,442.79,0,4.94,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,113.45,27.26,182.24,6.33,18.78,14.55,12.78,0,0,0,0,0

74,18:15-18:30,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,77.01,6.98,99.82,0,2.28,115.21,60.38,0,12.67,0,0,17.79,0,0,7.31,0,0,0,0,0,36.5,5.89,532.04,0,32.11,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,182.24,18.98,29.65,14.55,39.57,0,0,0,0,0

75,18:30-18:45,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,77.01,15.34,99.82,0,2.28,115.21,60.38,0,12.67,0,0,17.79,0,0,7.31,0,0,0,0,0,36.5,5.89,532.04,0,32.11,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,182.24,18.98,29.65,14.55,39.57,0,0,0,0,0

76,18:45-19:00,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,77.01,15.34,99.82,0,2.28,115.21,60.38,0,12.67,0,0,17.79,0,0,7.31,0,0,0,0,0,36.5,8.57,532.04,0,32.11,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,182.24,18.98,29.65,14.55,39.57,0,0,0,0,0

77,19:00-19:15,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,77.01,15.34,99.82,0,2.28,115.21,60.38,0,12.67,0,0,17.79,0,0,7.31,0,0,0,0,0,36.5,47.12,440.85,0,47.54,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,182.24,18.98,29.65,14.55,39.57,0,0,0,0,0

78,19:15-19:30,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,20.28,15.34,99.82,0,2.42,115.21,60.38,0,12.18,0,0,17.79,0,0,7.31,0,0,0,0,0,36.5,47.12,382.65,0,47.54,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,182.24,18.98,29.65,14.55,39.57,0,0,0,0,0

79,19:30-19:45,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,15.34,99.82,0,2.72,115.21,60.38,0,12.18,0,0,17.79,0,0,7.18,0,0,0,0,0,36.5,8.57,382.65,0,47.54,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,217.65,18.98,29.65,14.55,39.57,0,0,0,0,0

80,19:45-20:00,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,15.34,99.82,0,2.72,115.21,60.38,0,12.18,0,0,17.79,0,0,7.18,0,0,0,0,0,36.5,6.43,382.65,0,6.17,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,288.47,18.98,29.65,14.55,39.57,0,0,0,0,0

81,20:00-20:15,36.52,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,11.64,99.82,0,2.72,115.21,60.38,0,12.18,0,0,17.79,0,0,7.18,0,0,0,0,0,36.5,6.43,382.65,0,3.45,0,0,0,0,0,19.13,40.4,0,0,0,0,0,0,0,136.14,40.89,293.2,18.98,29.65,14.55,39.57,0,0,0,0,0

82,20:15-20:30,26.66,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,8.58,99.82,0,2.72,115.21,60.38,0,10.69,0,0,17.79,0,0,7.18,0,0,0,0,0,36.5,6.43,382.65,0,0,0,0,0,0,0,9.57,40.4,0,0,0,0,0,0,0,113.45,40.89,293.2,6.33,28.16,14.55,25.52,0,0,0,0,0

83,20:30-20:45,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.06,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,6.43,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,90.76,40.89,290.89,6.33,18.78,14.55,25.52,0,0,0,0,0

84,20:45-21:00,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.06,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,6.43,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,68.07,40.89,290.89,6.33,18.78,14.55,25.55,0,0,0,0,0

85,21:00-21:15,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.33,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,43.92,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,40.89,326.3,6.33,18.78,14.55,25.55,0,0,0,0,0

86,21:15-21:30,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.48,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,43.92,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,40.89,329.17,6.33,18.78,14.55,25.55,0,0,0,0,0

87,21:30-21:45,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.48,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,8.57,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,27.26,329.17,0,9.39,14.55,12.78,0,0,0,0,0

88,21:45-22:00,17.68,47.95,15.47,43.58,0,143.87,0,0,0,0,0,0,0,0,65,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,3.76,115.21,60.38,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,5.89,412.09,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,27.26,329.17,0,9.39,14.55,12.78,0,0,0,0,0

89,22:00-22:15,17.68,47.95,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,70.51,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,4.2,115.21,59.16,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,5.89,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,12.11,329.17,0,9.39,14.55,12.78,0,0,0,0,0

90,22:15-22:30,17.68,47.95,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,78.27,381.98,50.23,0,0,0,0,0,0,120.6,7.89,7.76,99.82,0,4.2,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,5.89,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,12.78,0,0,0,0,0

91,22:30-22:45,17.68,47.95,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,86.4,381.98,50.23,0,0,0,0,0,0,120.6,2.26,2.59,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,5.89,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,12.78,0,0,0,0,0

92,22:45-23:00,8.84,31.97,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,89.25,381.98,50.23,0,0,0,0,0,0,120.6,2.26,0,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,5.89,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,12.78,0,0,0,0,0

93,23:00-23:15,8.84,31.97,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,89.25,381.98,50.23,0,0,0,0,0,0,120.6,2.26,0,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,8.57,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,2.33,0,0,0,0,0

94,23:15-23:30,8.84,31.97,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,89.25,381.98,50.23,0,0,0,0,0,0,120.6,2.26,0,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,43.92,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,2.33,0,0,0,0,0

95,23:30-23:45,8.84,31.97,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,89.25,381.98,50.23,0,0,0,0,0,0,120.6,7.89,0,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,47.12,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,2.33,0,0,0,0,0

96,23:45-24:00,8.84,31.97,13.87,43.58,0,143.87,0,0,0,0,0,0,0,0,89.25,381.98,50.23,0,0,0,0,0,0,120.6,7.89,0,99.82,0,4.47,115.21,45.29,0,10.69,0,0,19.95,0,0,7.18,0,0,0,0,0,41.13,10.71,460.59,0,0,0,0,0,0,0,8.6,40.4,0,0,0,0,0,0,0,40.42,11.5,329.17,0,9.39,14.55,2.33,0,0,0,0,0

