Column1,Time,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNA/NR/2025/04/01/7960,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/1333,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/4565,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/16/1389,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,GNA/NR/2025/04/16/4327,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/16/2139,GNA/WR/2025/04/01/4420,NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/16/8132,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/6216,GNA/NR/2025/04/01/1831,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/7459,NR/01102023/05012040/L_NR_2020_02
71,17:30-17:45,17.01,17.78,33.07,17,15,8,2.14,7,6.61,7,32,13,14.53,32.67,78.67,78.66,11.7,97.99,39.33,32.67,43.74,30.28,2.89,260.4,95.63,48.12,3.35,2.89,3.35,9.62,72.17,28.87,86.8,3.35,5.27,72.17,92.24,5.43,96.23,50,13.68,13.68,10.96,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.78

72,17:45-18:00,16.21,12.94,22.94,13,12,6,10.69,1,4.59,5,21,9,7.75,31.5,78.67,78.66,6.3,94.5,38.33,31.5,43.74,30.28,2.89,260.4,104.12,48.12,2.2,2.89,2.2,9.62,72.17,28.87,86.8,2.2,5.27,72.17,92.24,5.43,96.23,50,13.68,13.68,10.96,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.78

73,18:00-18:15,15.01,8.87,15.55,8,5,3,5.51,0,3.11,5,11,4,0,30.5,77,77,0,91.5,33.67,30.5,43.74,30.28,2.89,260.4,112.61,48.12,1.24,2.89,1.24,9.62,72.17,28.87,86.8,1.24,5.27,72.17,92.24,5.43,96.23,50,13,13,11.33,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.97

74,18:15-18:30,14.61,5.54,6.23,5,3,2,2.34,0,1.25,3,7,3,0,30,75.67,75.66,0,90,32,30,43.74,30.28,2.89,260.4,115.06,48.12,0.59,2.89,0.59,9.62,72.17,28.87,86.8,0.59,5.27,72.17,92.24,5.43,96.23,50,13,13,11.33,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.97

75,18:30-18:45,13.61,3.66,3.56,2,1,1,0,0,0.71,1,4,1,0,29.67,73.33,73.34,0,88.99,27,29.67,43.74,30.28,2.89,260.4,115.06,48.12,0.09,2.89,0.09,9.62,72.17,28.87,86.8,0.09,5.27,72.17,92.24,5.43,96.23,50,0,29.5,11.33,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.97

76,18:45-19:00,12.81,0.74,1.62,1,0,0,0,0,0.32,1,0,0,0,29.17,70.67,70.66,0,87.49,25.34,29.17,43.74,30.78,2.89,260.4,115.06,48.12,0.03,2.89,0.03,9.62,72.17,28.87,86.8,0.03,5.27,72.17,92.24,5.43,96.23,50,0,29.5,11.33,14.58,272.09,0,9.62,1.92,6.52,19.25,2.89,4.04,7.74,9.62,5.97

77,19:00-19:15,11.61,0.01,0.25,0,0,0,0,0,0.05,0,0,0,0,28.33,70,70,0,85.01,25,28.33,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,5.27,72.17,92.24,5.43,96.23,50,0,29.5,11.79,14.58,272.09,0,9.62,1.92,7.28,19.25,2.89,4.04,7.74,9.62,5.97

78,19:15-19:30,10.6,0,0,0,0,0,0,0,0,0,0,0,0,28,70,70,0,84,24.67,28,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,5.27,72.17,92.24,5.43,96.23,50,0,29.5,11.79,14.58,272.09,0,9.62,1.92,7.28,19.25,2.89,4.04,7.74,9.62,5.97

79,19:30-19:45,12.61,0,0,0,0,0,0,0,0,0,0,0,0,23.33,53.33,53.34,0,70.01,18,23.33,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,92.24,5.43,96.23,50,0,29.5,11.79,14.58,272.09,0,9.62,1.92,7.28,19.25,2.89,4.04,7.74,9.62,5.97

80,19:45-20:00,11.61,0,0,0,0,0,0,0,0,0,0,0,0,22.83,53.33,53.34,0,68.51,17,22.83,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,92.24,5.43,96.23,50,0,29.5,11.79,14.58,272.09,0,9.62,1.92,7.28,19.25,2.89,4.04,7.74,9.62,5.97

81,20:00-20:15,10.8,0,0,0,0,0,0,0,0,0,0,0,0,22.5,61.71,61.72,0,67.5,17,22.5,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,92.24,5.43,96.23,50,0,29.5,12.25,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.97

82,20:15-20:30,10,0,0,0,0,0,0,0,0,0,0,0,0,22,60.9,60.89,0,66,17.33,22,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,92.24,5.43,96.23,50,0,29.5,12.25,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.97

83,20:30-20:45,9.8,0,0,0,0,0,0,0,0,0,0,0,0,21.67,59.68,59.68,0,64.99,17.33,21.67,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,92.24,5.43,96.23,50,5.92,5.92,10.86,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.97

84,20:45-21:00,9,0,0,0,0,0,0,0,0,0,0,0,0,21.33,58.62,58.62,0,64.01,17,21.33,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,92.24,5.43,96.23,50,5.92,5.92,10.86,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.97

85,21:00-21:15,13.61,0,0,0,0,0,0,0,0,0,0,0,0,21.17,57.84,57.83,0,63.49,16.67,21.17,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,5.92,5.92,10.68,14.58,272.09,0,9.62,1.92,7.44,19.25,2.89,4.04,7.74,9.62,5.83

86,21:15-21:30,13.01,0,0,0,0,0,0,0,0,0,0,0,0,21.5,57.38,57.39,0,64.5,17.33,21.5,43.74,30.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,5.92,5.92,10.68,14.58,272.09,0,9.62,1.92,7.44,19.25,2.89,4.04,7.74,9.62,5.83

87,21:30-21:45,7,0,0,0,0,0,0,0,0,0,0,0,0,21.67,61.67,61.66,0,64.99,17.33,21.67,43.74,29.77,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,5.92,5.92,10.68,14.58,272.09,0,9.62,1.92,7.44,19.25,2.89,4.04,7.74,9.62,5.83

88,21:45-22:00,7,0,0,0,0,0,0,0,0,0,0,0,0,21.33,60.67,60.66,0,64.01,17.67,21.33,43.74,29.77,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,5.92,5.92,10.68,14.58,272.09,0,9.62,1.92,7.44,19.25,2.89,4.04,7.74,9.62,5.83

89,22:00-22:15,7,0,0,0,0,0,0,0,0,0,0,0,0,20.67,60,60,0,61.99,17.67,20.67,43.74,31.29,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,13,13,10.59,14.58,272.09,0,9.62,1.92,7.9,19.25,2.89,4.04,7.74,9.62,5.83

90,22:15-22:30,7,0,0,0,0,0,0,0,0,0,0,0,0,21,60,60,0,63,18,21,43.74,31.29,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.59,72.17,100.25,5.43,96.23,50,13,13,10.59,14.58,272.09,0,9.62,1.92,7.9,19.25,2.89,4.04,7.74,9.62,5.83

91,22:30-22:45,7,0,0,0,0,0,0,0,0,0,0,0,0,21.33,60,60,0,64.01,18.67,21.33,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,25.39,25.39,10.59,14.58,272.09,0,9.62,1.92,7.9,19.25,2.89,4.04,7.74,9.62,5.83

92,22:45-23:00,7,0,0,0,0,0,0,0,0,0,0,0,0,21.83,60,60,0,65.51,18.67,21.83,43.74,30.78,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,25.39,25.39,10.59,14.58,272.09,0,9.62,1.92,7.9,19.25,2.89,4.04,7.74,9.62,5.83

93,23:00-23:15,7,0,0,0,0,0,0,0,0,0,0,0,0,23,60,60,0,69,19.33,23,43.74,31.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,25.39,25.39,10.5,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.69

94,23:15-23:30,7,0,0,0,0,0,0,0,0,0,0,0,0,24.17,60.67,60.66,0,72.49,20,24.17,43.74,31.28,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,25.39,25.39,10.5,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.69

95,23:30-23:45,7,0,0,0,0,0,0,0,0,0,0,0,0,25.33,61.7,61.7,0,76.01,20.67,25.33,43.74,30.77,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,24.09,29.5,10.5,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.69

96,23:45-24:00,7,0,0,0,0,0,0,0,0,0,0,0,0,26.5,62.76,62.77,0,79.5,21,26.5,43.74,30.77,2.89,260.4,115.06,48.12,0,2.89,0,9.62,72.17,28.87,86.8,0,6.21,72.17,100.25,5.43,96.23,50,24.09,29.5,10.5,14.58,272.09,0,9.62,1.92,7.67,19.25,2.89,4.04,7.74,9.62,5.69

