Block,Time,KOTESHWR,PARBATI3,SIMHST2,UNCHAHAR3,DADRI_GF,CHAMERA1,RAMPUR,RIHAND3,SEWA2,SIMHST1,TEHRI,DADRI_CRF,KGSU1AND2,KKNPPU2,NAPP,RSTPSU1TO6,SALAL,SASAN,TALA,TANDA2,KGSU3AND4,KUDGI,NJPC,RAPPB,TALST2,TelanganaSTPP,UNCHAHAR4,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,DADRI_RF,DHAULIGNGA,DULHASTI,FSTPP I & II,KOLDAM,NLCEXP,NLCIIST2,NNTPP,SINGRAULI_HYDRO,URI2,ANTA_GF,AURY_GF,AURY_RF,BRBCL,CHAMERA3,DADRT2,KKNP,RIHAND1,RIHAND2,UNCHAHAR1,BSIUL,KHSTPP-I,KHSTPP-II,NLCTS2EXP,RAPPC,TANAKPUR,URI,VALLURNTECL,ANTA_CRF,DADRI_LF,CHAMERA2,JHAJJAR,KISHANGANGA,MAPS,NLCIIST1,NTPL,RSTPSU7,SINGRAULI,UNCHAHAR2
12,02:45-03:00,38.64,21.08,0,27.05,0,42.15,3.54,127.6,5.79,0,68.01,0,0,0,45.34,0,65.07,368.44,9.11,2.89,0,0,167.1,0,0,0,0.01,0,31.81,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,60.89,20.00002,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,9.48,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

13,03:00-03:15,38.64,17.56,0,27.05,0,42.15,3.54,127.6,5.79,0,68.01,0,0,0,45.34,0,65.07,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.81,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,60.89,20.000015,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,9.48,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

14,03:15-03:30,38.64,17.56,0,27.05,0,42.15,3.54,127.6,5.79,0,68.01,0,0,0,45.34,0,65.07,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,60.89,20.000012,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,9.48,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

15,03:30-03:45,38.64,17.56,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,65.07,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,60.89,20.000017,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,9.48,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

16,03:45-04:00,38.64,17.56,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,65.07,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,60.89,20.000038,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,9.48,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

17,04:00-04:15,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,79.01,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.89,20.000045,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

18,04:15-04:30,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,79.01,368.44,8.82,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.89,20.000054,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

19,04:30-04:45,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,368.44,8.68,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.89,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

20,04:45-05:00,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,368.44,8.68,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.89,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

21,05:00-05:15,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,388.69,8.53,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,12.79,5.35,0,0,0,0.5,26.6,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,30.91,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

22,05:15-05:30,38.64,7.73,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,405,8.09,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,12.79,5.35,0,0,0,0.5,26.6,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,30.91,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

23,05:30-05:45,28.98,12.65,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,409.5,7.79,2.89,0,0,167.1,0,0,0,1.62,0,31.58,0,0,79.73,40.4,53.79,12.79,5.35,0,0,0,0.5,26.6,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,30.91,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

24,05:45-06:00,28.98,53.4,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,31.23,0,0,79.73,40.4,53.79,12.79,5.35,0,0,0,0.5,26.6,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,30.91,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

25,06:00-06:15,28.98,53.4,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,0.02,0,31.23,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

26,06:15-06:30,28.98,53.4,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,0.02,0,31.23,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

27,06:30-06:45,28.98,36.54,0,27.05,0,42.15,3.54,127.6,0,0,68.01,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,0.02,0,31.23,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

28,06:45-07:00,28.98,36.54,0,27.05,0,42.15,3.54,127.6,0,0,68.87,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,0.02,0,31.23,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

29,07:00-07:15,28.98,36.54,0,27.05,0,42.15,3.54,127.6,0,0,68.87,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,31.1,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000006,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,42.41

30,07:15-07:30,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,83.67,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.99,0,0,76.88,40.4,53.79,12.79,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

31,07:30-07:45,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,79.01,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.99,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000013,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

32,07:45-08:00,28.98,21.08,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,79.01,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.87,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000023,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.53,11.53,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

33,08:00-08:15,28.98,21.08,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.87,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000026,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

34,08:15-08:30,28.98,21.08,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.87,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000026,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

35,08:30-08:45,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.87,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.000024,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,2.56,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

36,08:45-09:00,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,53.16,0,0,0,45.34,0,77.85,409.5,7.2,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,2.56,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

37,09:00-09:15,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,2.56,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

38,09:15-09:30,28.98,7.03,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.75,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,10.89,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

39,09:30-09:45,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.64,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,38.64,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

40,09:45-10:00,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.51,0,0,76.88,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

41,10:00-10:15,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.4,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

42,10:15-10:30,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.4,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,36.05,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,36.43,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

43,10:30-10:45,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.4,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

44,10:45-11:00,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,7.64,2.89,0,0,167.1,0,0,0,1.62,0,30.28,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,23.65,0,0,60.28,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,12.94,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,105.16,43.71

45,11:00-11:15,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.68,2.89,0,0,167.1,0,0,0,1.62,0,30.28,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,110.22,43.71

46,11:15-11:30,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.68,2.89,0,0,167.1,0,0,0,1.62,0,30.28,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,35.33,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

47,11:30-11:45,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.68,2.89,0,0,167.1,0,0,0,1.62,0,30.16,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,36.43,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

48,11:45-12:00,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.61,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,36.43,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

49,12:00-12:15,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

50,12:15-12:30,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.8,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,46.37,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

51,12:30-12:45,19.32,7.03,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

52,12:45-13:00,19.32,7.03,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,409.5,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,24.38,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

53,13:00-13:15,19.32,7.03,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,390.94,10.88,2.89,0,0,167.1,0,0,0,1.62,0,30.04,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

54,13:15-13:30,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,390.94,10.88,2.89,0,0,167.1,0,0,0,1.62,0,30.04,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

55,13:30-13:45,19.32,21.08,0,27.05,0,42.15,3.54,127.6,0,0,35.44,0,0,0,45.34,0,77.85,390.94,10.88,2.89,0,0,167.1,0,0,0,1.62,0,29.93,0,0,74.03,40.4,53.79,14.3,5.35,0,0,0,0.5,25.85,0,0,59.67,20.01,32.08,686.07,0,84.36,121.71,20.96,13.04,44.31,148.3,0,60.68,11.53,37.53,0,0,0,44.22,413.81,2.88,0,0,0,0,116.85,43.71

