Column1,Time,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/20/4168,GNA/NR/2025/01/20/4698,NR/30092023/31122025/SH-07,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/7459,NR/01102023/06022042/L_NR_2012_07,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,NR/26072023/25122043/L_NR_2023_10,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/20/5216,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/01/6528,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/02/1250,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/01/01/6775,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/01/01/8625,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/8058,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3514,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8738,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3945
65,16:00-16:15,28.82,20.17,0,0,0,0,19.21,64.96,0,0,55,0,100.09,28,55,28,0,130,33.32,9.67,9,13.01,33,20.67,9,33,70.34,27,20.66,67.14,10,63,166.61,0,8.65,48.04,48.04,10.1,19.21,10.84,21.19,0,271.64,0,26.9,10.84,19.21,94.94,1.07,0.61,48.04,1.29,1.48,70.06,19.21

66,16:15-16:30,28.82,20.17,0,0,0,0,19.21,64.96,0,0,49,0,100.09,24,47,23,0,116,29.64,9.67,8.83,13.61,33,20.67,8.83,33,57.7,26.51,20.66,58.67,5,55,148.21,0,8.65,48.04,48.04,8.55,19.21,9.17,21.7,0,271.64,0,26.9,9.17,19.21,94.94,1.07,0.61,48.04,1.29,1.48,70.06,19.21

67,16:30-16:45,28.82,20.17,0,0,0,0,19.21,64.96,0,0,43,0,100.09,20,40,20,0,102,25.42,10,8.67,15.01,33,20.67,8.67,33,44.75,25.99,20.66,49.41,1,47,127.11,0,8.65,48.04,48.04,6.96,19.21,7.47,22.2,0,271.64,0,26.9,7.47,19.21,94.94,1.07,0.61,48.04,1.29,1.48,58.39,19.21

68,16:45-17:00,28.82,20.17,0,0,0,0,19.21,76.17,0,0,36,0,100.09,16,30,15,0,84,20.88,10.33,8.33,15.21,24.05,20.67,8.33,32.68,32.11,25.01,20.66,40.24,0,40,104.42,0,8.65,48.04,48.04,5.28,19.21,5.67,22.71,0,271.64,0,26.9,5.67,19.21,113.16,1.07,0.61,48.04,1.29,1.48,58.39,19.21

69,17:00-17:15,28.82,20.17,0,0,0,0,34.59,86.66,0,0,27,0,100.09,10,20,10,0,63,15.96,10.33,8,15.61,14.11,20.67,8,19.65,21.14,24,20.66,30.91,0,30,79.8,0,8.65,48.04,48.04,4.05,34.59,4.34,23.21,0,271.64,0,26.9,4.34,19.21,130.42,1.07,0.61,48.04,1.29,1.43,58.39,34.59

70,17:15-17:30,28.82,20.17,0,0,0,0,34.59,86.66,0,0,21,0,100.09,5,12,6,0,49,10.99,10.33,7.5,15.61,7.67,20.67,7.5,10.05,13.06,22.5,20.66,22.12,0,20,54.96,0,8.65,48.04,48.04,3,34.59,3.22,24.22,0,271.64,0,26.9,3.22,19.21,130.42,1.07,0.61,48.04,1.29,1.43,66.86,34.59

71,17:30-17:45,28.82,20.17,0,0,0,0,34.59,86.66,0,0,15,0,100.09,3,3,2,0,35,6.44,10,7,14.81,3.87,18,7,4.29,7.1,21,18,14.08,0,13,32.2,0,8.65,48.04,48.04,1.94,34.59,2.08,24.22,0,271.64,0,26.9,2.08,19.21,130.42,1.07,0,48.04,1.29,1.43,75.34,34.59

72,17:45-18:00,28.82,20.17,0,0,0,0,34.59,86.66,0,0,9,0,100.09,2,1,0,0,21,3.11,9.67,6.5,15.41,1.79,16.67,6.5,1.23,2,19.5,16.66,7.61,0,9,15.54,0,8.65,48.04,48.04,0.94,34.59,1,25.23,0,271.64,0,26.9,1,19.21,130.42,1.07,0,48.04,1.29,1.43,114.9,34.59

73,18:00-18:15,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,4,0,100.09,1,0,0,9.61,11,1.14,8,7.17,15.41,0,17.67,7.17,0,0,21.49,17.66,3.01,0,5,5.72,96.07,8.65,48.04,48.04,0.5,34.59,0.53,25.74,50,271.64,90.31,26.9,0.53,19.21,130.42,1.07,0.61,48.04,1.37,1.43,114.9,34.59

74,18:15-18:30,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,1,0,100.09,1,0,0,9.61,4,0.26,7.67,7.5,15.61,0,17.67,7.5,0,0,22.5,17.66,0.68,0,2,1.28,96.07,8.65,48.04,48.04,0.2,34.59,0.21,25.74,50,271.64,90.31,26.9,0.21,19.21,130.42,1.07,0.61,48.04,1.37,1.43,114.9,34.59

75,18:30-18:45,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,7.67,7.67,15.81,0,18,7.67,0,0,22.99,18,0,0,0,0,96.07,8.65,48.04,48.04,0.03,34.59,0.03,25.74,50,271.64,90.31,26.9,0.03,19.21,130.42,1.07,0.61,48.04,1.37,1.43,114.9,34.59

76,18:45-19:00,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,7.67,7.83,16.01,0,17.67,7.83,0,0,23.51,17.66,0,0,0,0,96.07,8.65,48.04,48.04,0,34.59,0,25.74,50,271.64,90.31,26.9,0,19.21,130.42,1.07,0.61,48.04,1.37,1.43,114.9,34.59

77,19:00-19:15,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,7.33,7.83,12.01,0,14.67,7.83,0,0,23.51,14.66,0,0,0,0,96.07,8.65,48.04,48.04,0,34.59,0,25.74,50,271.64,90.31,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,114.9,34.59

78,19:15-19:30,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,6.67,7.67,12.01,0,14.67,7.67,0,0,22.99,14.66,0,0,0,0,96.07,8.65,48.04,48.04,0,34.59,0,25.74,50,271.64,90.31,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,114.9,34.59

79,19:30-19:45,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,6.33,7.67,12.01,0,14.67,7.67,0,0,22.99,14.66,0,0,0,0,96.07,8.65,48.04,48.04,0,34.59,0,25.74,50,271.64,90.31,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,114.9,34.59

80,19:45-20:00,28.82,20.17,5.76,7.69,0,30.74,34.59,86.66,30,50,0,0,100.09,0,0,0,9.61,0,0,6,7.5,12.41,0,15,7.5,0,0,22.5,15,0,0,0,0,96.07,8.65,48.04,48.04,0,34.59,0,25.74,50,271.64,90.31,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,114.9,34.59

81,20:00-20:15,28.82,20.17,0,0,0,0,31.7,86.66,30,50,0,0,100.09,0,0,0,0,0,0,5.67,9.33,13.01,0,26.67,9.33,0,0,28.01,26.66,0,0,0,0,0,8.65,48.04,48.04,0,31.7,0,25.74,50,271.64,0,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,106.42,31.7

82,20:15-20:30,28.82,20.17,0,0,0,0,31.7,86.66,30,50,0,0,100.09,0,0,0,0,0,0,5.33,10.33,13.21,0,30,10.33,0,0,31.01,30,0,0,0,0,0,8.65,48.04,48.04,0,31.7,0,25.74,50,271.64,0,26.9,0,19.21,130.42,0.99,0.61,48.04,1.29,1.38,97.94,31.7

83,20:30-20:45,28.82,20.17,0,0,0,0,31.7,86.66,30,50,0,0,100.09,0,0,0,0,0,0,5.33,9.17,9.2,0,33.33,9.17,0,0,27.49,33.34,0,0,0,0,0,8.65,48.04,48.04,0,31.7,0,25.74,50,271.64,0,26.9,0,19.21,130.42,0.99,0,48.04,1.29,1.38,89.47,31.7

84,20:45-21:00,28.82,20.17,0,0,0,0,31.7,75.44,30,50,0,0,100.09,0,0,0,0,0,0,5,9.5,9.4,0,39.67,9.5,0,0,28.5,39.66,0,0,0,0,0,8.65,48.04,48.04,0,31.7,0,25.74,50,271.64,0,26.9,0,19.21,130.42,0.99,0,48.04,1.29,1.38,81,31.7

85,21:00-21:15,28.82,20.17,0,0,0,0,25.94,75.44,30,50,0,0,100.09,0,0,0,0,0,0,6,10,9.6,0,30,10,0,0,30,30,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,50,271.64,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,72.51,31.7

86,21:15-21:30,28.82,20.17,0,0,0,0,25.94,75.44,30,50,0,0,100.09,0,0,0,0,0,0,7,10.83,9.8,0,30,10.83,0,0,32.51,30,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,50,271.64,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

87,21:30-21:45,28.82,20.17,0,0,0,0,25.94,64.96,30,50,0,0,100.09,0,0,0,0,0,0,8,12.5,13.01,0,31,12.5,0,0,37.5,31,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,50,271.64,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

88,21:45-22:00,28.82,20.17,0,0,0,0,25.94,64.96,30,50,0,0,100.09,0,0,0,0,0,0,9,13.5,12.81,0,31.67,13.5,0,0,40.5,31.66,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,50,271.64,0,26.9,0,19.21,102.14,0.95,0.61,48.04,1.29,1.34,70.06,31.7

89,22:00-22:15,28.82,20.17,0,0,0,0,25.94,64.15,30,50,0,0,100.09,0,0,0,0,0,0,10,15.33,17.01,0,33.33,15.33,0,0,46.01,33.34,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,0,231.29,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

90,22:15-22:30,28.82,20.17,0,0,0,0,25.94,64.15,30,50,0,0,100.09,0,0,0,0,0,0,10.33,16.17,17.41,0,34.67,16.17,0,0,48.49,34.66,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,25.23,0,190.94,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

91,22:30-22:45,28.82,20.17,0,0,0,0,25.94,64.15,30,50,0,0,100.09,0,0,0,0,0,0,6.67,16.83,18.01,0,35,16.83,0,0,50.51,35,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,24.73,0,190.94,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

92,22:45-23:00,28.82,20.17,0,0,0,0,25.94,64.15,30,50,0,0,100.09,0,0,0,0,0,0,7.33,17.33,18.01,0,35,17.33,0,0,52.01,35,0,0,0,0,0,8.65,48.04,48.04,0,25.94,0,24.73,0,190.94,0,26.9,0,19.21,112.19,0.95,0.61,48.04,1.29,1.34,70.06,31.7

93,23:00-23:15,28.82,20.17,0,0,0,0,23.06,64.15,30,50,0,0,100.09,0,0,0,0,0,0,7.67,8.33,18.01,0,29,8.33,0,0,25.01,29,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,24.73,0,190.94,0,26.9,0,19.21,99.26,0.95,0,48.04,1.29,1.34,70.06,23.06

94,23:15-23:30,28.82,20.17,0,0,0,0,23.06,59.4,30,50,0,0,86.46,0,0,0,0,0,0,8.33,8.67,18.01,0,29.67,8.67,0,0,25.99,29.66,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,24.73,0,190.94,0,26.9,0,19.21,62.45,0.95,0,48.04,1.29,1.34,70.06,23.06

95,23:30-23:45,28.82,20.17,0,0,0,0,23.06,59.4,30,50,0,0,62.68,0,0,0,0,0,0,8.33,8.67,18.01,0,30,8.67,0,0,25.99,30,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,24.73,0,190.94,0,26.9,0,19.21,62.45,0.95,0.61,48.04,1.29,1.34,70.06,23.06

96,23:45-24:00,28.82,20.17,0,0,0,0,23.06,59.4,30,50,0,0,62.68,0,0,0,0,0,0,8.33,9,18.01,0,30,9,0,0,27,30,0,0,0,0,0,8.65,48.04,48.04,0,23.06,0,24.73,0,190.94,0,26.9,0,19.21,62.45,0.95,0.61,48.04,1.29,1.34,70.06,23.06

