Block,Time,FSTPP I & II,KHSTPP-I,SASAN,BRBCL,KHSTPP-II,TALA,RIHAND2,TANAKPUR,SINGRAULI_HYDRO,JHAJJAR,CHAMERA3,SINGRAULI,DADRI_RF,KOLDAM,UNCHAHAR1,UNCHAHAR2,DADRT2,DADRI_CRF,DHAULIGNGA,TANDA2,AURY_GF,NAPP,ANTA_LF,AURY_LF,RAPPC,ANTA_CRF,URI,DADRI_LF,CHAMERA1,TEHRI,RAMPUR,SALAL,RIHAND1,AURY_RF,PARBATI3,SEWA2,KOTESHWR,KISHANGANGA,ANTA_GF,URI2,DADRI_GF,BSIUL,ANTA_RF,CHAMERA2,UNCHAHAR4,RIHAND3,DULHASTI,NJPC,RAPPB,AURY_CRF,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,13.783770,31.008759,268.928100,14.458500,142.946370,5.809425,117.048498,11.730181,1.127284,363.216798,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,16.177343,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

2,00:15-00:30,13.783770,31.008759,268.928100,14.458500,142.946370,5.809425,117.048498,11.730181,1.127284,363.216798,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,16.177343,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

3,00:30-00:45,13.783770,31.008759,268.928100,14.458500,142.946370,5.809425,117.048498,11.730181,1.106409,354.051266,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,16.177343,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

4,00:45-01:00,13.783770,31.008759,268.928100,14.458500,142.946370,5.809425,117.048498,11.730181,1.106409,257.661266,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,16.177343,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

5,01:00-01:15,13.783770,31.008759,268.928100,14.458500,142.946370,4.534186,117.048498,10.495425,1.106409,209.466266,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

6,01:15-01:30,13.783770,31.008759,268.928100,14.458500,142.946370,4.534186,117.048498,10.495425,1.106409,170.910266,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,492.116542,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

7,01:30-01:45,13.532192,31.008759,268.928100,14.458500,142.946370,4.534186,117.048498,10.495425,1.106409,165.067875,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,420.441133,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

8,01:45-02:00,13.532192,31.008759,268.928100,14.458500,142.946370,4.534186,117.048498,10.495425,1.106409,136.150875,33.573845,138.432234,0.000000,9.865587,19.882269,20.518925,398.437704,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,6.285399,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

9,02:00-02:15,13.532192,31.008759,268.928100,14.458500,142.946370,5.100959,117.048498,11.730181,1.106409,136.150875,33.573845,137.394147,0.000000,9.865587,21.405135,20.518925,358.924166,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,12.570798,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

10,02:15-02:30,13.532192,31.008759,268.928100,14.458500,142.946370,5.100959,117.048498,11.730181,1.106409,115.523415,33.573845,137.394147,0.000000,9.865587,21.405135,20.518925,317.219490,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,12.570798,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,26.013540,0,0,0,0,0

11,02:30-02:45,13.532192,31.008759,268.928100,14.458500,142.946370,5.100959,117.048498,11.730181,1.106409,115.523415,33.573845,132.448150,0.000000,9.865587,18.954804,18.341668,282.519090,0.000000,41.964482,2.840807,0.000000,48.098859,0.000000,0.000000,65.536411,0.000000,34.052659,0.000000,40.626534,0.000000,6.502002,80.643730,44.645978,0.000000,18.824545,0.000000,0.000000,8.039553,0.000000,36.522672,0.000000,12.570798,0.000000,46.748985,1.648269,122.706880,57.039171,173.465809,0.000000,0.000000,23.405709,0,0,0,0,0

