Block,Time,AURY_GF,AURY_LF,RIHAND3,SINGRAULI,DADRI_CRF,RAMPUR,KOLDAM,JHAJJAR,UNCHAHAR4,UNCHAHAR1,TANDA2,AURY_RF,RAPPB,NJPC,URI2,NAPP,PARBATI3,RIHAND1,DADRI_LF,BSIUL,DADRT2,SEWA2,DADRI_RF,AURY_CRF,KOTESHWR,RIHAND2,ANTA_CRF,DULHASTI,KISHANGANGA,TANAKPUR,ANTA_RF,UNCHAHAR3,DHAULIGNGA,URI,DADRI_GF,ANTA_GF,CHAMERA3,SINGRAULI_HYDRO,CHAMERA1,UNCHAHAR2,RAPPC,ANTA_LF,SALAL,TEHRI,CHAMERA2,KHSTPP-I,FSTPP I & II,KHSTPP-II,BRBCL,KUDGI,SASAN,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,10.106313,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,43.531992,37.917862,38.728034,13.675725,141.326286,19.194008,0.00,333.066884,9.875313,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,10.106313,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,43.531992,37.917862,41.942729,13.675725,141.326286,19.194008,0.00,333.075881,9.875313,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,4.989192,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,29.021328,37.917862,40.777653,13.675725,141.326286,18.400929,0.00,333.075881,9.875313,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,29.021328,37.917862,40.777653,13.675725,141.326286,16.879944,0.00,333.075881,9.875313,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,10.327908,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,14.510664,37.917862,40.777653,13.675725,141.326286,16.691385,0.00,333.075881,9.875313,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,626.828151,0.000000,19.179604,0.000000,0.000000,0.000000,112.241234,9.036919,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,25.326579,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,14.510664,37.917862,40.777653,13.675725,141.326286,16.280771,0.00,333.075881,9.875313,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,536.966325,0.000000,16.373944,0.000000,0.000000,0.000000,112.241234,9.036919,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,23.073939,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,0.000000,37.917862,40.777653,13.675725,141.326286,16.015436,0.00,333.075881,9.875313,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,445.929499,0.000000,16.177759,0.000000,0.000000,0.000000,112.241234,9.036919,38.230993,0.000000,88.292400,0.000000,6.258012,659.102725,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,22.354868,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,82.522684,0.000000,37.917862,40.777653,13.675725,141.326286,14.488398,0.00,333.075881,9.875313,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,413.078872,0.000000,13.224282,0.000000,0.000000,0.000000,112.241234,9.036919,38.230993,0.000000,88.292400,0.000000,6.258012,600.648184,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,18.801003,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,15.749093,0.00,333.075881,9.875313,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,393.884872,0.000000,13.224282,0.000000,0.000000,0.000000,112.241234,9.036919,38.230993,0.000000,88.292400,0.000000,6.258012,582.294904,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,18.801003,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,14.867938,0.00,333.075881,9.875313,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,387.718800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,582.294904,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,13.661704,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,15.132063,0.00,333.075881,9.875313,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,358.927800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,582.294904,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,12.785507,0.000000,13.661704,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,15.698850,0.00,333.075881,9.875313,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,339.733800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,639.109144,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,16.792071,0.00,333.075881,9.875313,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,339.733800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,634.166689,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,17.555690,0.00,333.075881,9.875313,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,343.328206,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,629.224234,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,9.535579,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,16.703088,0.00,333.075881,9.875313,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,343.328206,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,629.224234,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,9.535579,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,16.665053,0.00,333.075881,9.875313,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,343.328206,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,624.281779,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,18.363903,0.00,333.075881,9.875313,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,343.328206,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,586.394838,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,40.777653,13.675725,141.326286,19.162157,0.00,333.075881,9.875313,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,339.733800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,557.603838,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,333.075881,9.875313,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,339.733800,0.000000,11.421954,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,549.926238,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.661704,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,26.914786,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,333.075881,9.875313,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,339.733800,0.000000,11.341838,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,540.319641,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,12.920462,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,333.075881,9.875313,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,391.330931,0.000000,11.477570,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,555.223782,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,15.070265,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,14.510664,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,333.075881,9.875313,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,506.942427,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,12.579364,529.311882,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,40.681779,49.079730,0.000000,79.177169,29.021328,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,545.330427,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,12.579364,498.017121,4.989192,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,37.908150,32.807153,49.079730,0.000000,79.177169,44.801675,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,88.292400,0.000000,12.579364,540.811200,10.106313,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,59.735567,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,88.292400,0.000000,12.579364,592.559183,12.792801,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,8.476070,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,59.735567,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,12.579364,611.753183,12.792801,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,59.735567,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,12.579364,581.042783,12.792801,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,47.159658,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,12.579364,507.145883,12.792801,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,47.159658,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,88.292400,0.000000,12.579364,476.435483,10.106313,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,46.618387,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,79.177169,47.159658,37.917862,39.903846,13.675725,141.326286,19.194008,0.00,334.155544,9.875313,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,620.662078,0.000000,13.637721,0.000000,0.000000,0.000000,112.241234,10.327908,38.230993,0.000000,88.292400,0.000000,6.258012,475.475783,9.338745,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,18.041976,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,40.449512,40.681779,49.079730,0.000000,76.946827,29.021328,37.917862,39.903846,13.675725,141.326286,18.916264,9.60,334.155544,9.875313,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,545.330427,0.000000,11.407483,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,454.737722,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,14.110565,0.000000,10.595088,0.000000,0.000000,27.891577,0.954671,40.449512,34.649777,49.079730,0.000000,76.946827,14.510664,37.917862,39.903846,13.675725,141.326286,19.194008,9.60,334.155544,9.875313,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,406.912800,0.000000,11.045572,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,424.955160,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,12.946749,0.000000,10.595088,0.000000,0.000000,27.891577,0.973030,40.410088,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,27.83,334.155544,9.875313,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.045572,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,414.398460,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,12.946749,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,37.908150,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,45.11,334.155544,9.875313,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.338682,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,416.317860,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.286111,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,59.50,334.893673,9.875313,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.338682,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,392.325360,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.286111,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,72.94,334.911308,9.875313,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,392.325360,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,34.55,334.911308,9.875313,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.295117,38.230993,0.000000,88.292400,0.000000,6.258012,431.673060,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,47.03,334.911308,9.875313,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,88.292400,0.000000,6.258012,466.222260,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,46.618387,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,57.58,334.911308,9.875313,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,328.217400,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,88.292400,0.000000,6.258012,502.690860,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,46.618387,0.000000,0.000000,18.575646,0.973030,25.777542,34.649777,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,68.14,334.911308,9.875313,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,406.912800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,78.695400,0.000000,6.258012,521.509521,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,8.476070,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,74.86,334.911308,9.875313,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,483.688800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,69.098400,0.000000,6.258012,535.905021,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,11.679069,0.000000,13.242622,0.000000,8.476070,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,39.903846,13.675725,141.326286,19.194008,78.70,334.911308,9.875313,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,483.688800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,69.098400,0.000000,6.258012,527.267721,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,9.712068,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,40.777653,13.675725,141.326286,19.194008,87.33,334.911308,9.875313,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,502.882800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,69.098400,0.000000,6.258012,540.703521,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,9.712068,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,40.777653,13.675725,141.326286,17.332627,84.45,334.911308,9.875313,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,531.673800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,69.098400,0.000000,6.258012,580.051221,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,9.712068,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,40.777653,13.675725,141.326286,18.304682,89.92,334.911308,9.875313,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,531.673800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,30.983723,38.230993,0.000000,69.098400,0.000000,6.258012,582.294904,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,9.712068,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,40.777653,13.675725,141.326286,16.185533,89.92,334.911308,9.875313,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,118.681900,98.609175,0.000000,0.000000,0.000000,531.673800,0.000000,11.319653,0.000000,0.000000,0.000000,112.241234,9.682413,38.230993,0.000000,69.098400,0.000000,6.258012,658.264171,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,47.444263,0.000000,9.712068,0.000000,13.242622,0.000000,10.595088,0.000000,0.000000,18.575646,0.973030,25.777542,40.681779,49.079730,0.000000,73.601312,0.000000,37.917862,40.777653,13.675725,141.326286,17.212773,89.92,334.911308,8.464554,0,0,0,0,0

