Block,Time,RAPPC,RIHAND3,RIHAND2,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,UNCHAHAR4,SINGRAULI_HYDRO,TEHRI,URI2,UNCHAHAR3,SINGRAULI,TANDA2,UNCHAHAR2,SEWA2,DADRT2,NJPC,DULHASTI,KOLDAM,CHAMERA3,DHAULIGNGA,NAPP,KISHANGANGA,CHAMERA2,JHAJJAR,KOTESHWR,SALAL,RAPPB,TANAKPUR,URI,CHAMERA1,BSIUL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,KGSU1AND2,NTPL,MAPS,KGSU3AND4,KKNP,KKNPPU2,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,68.830275,130.580717,124.384996,4.272091,5.159241,53.380768,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,9.798912,79.37622,0,0.5124,34.776,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

2,00:15-00:30,68.830275,130.580717,124.384996,4.272091,5.159241,53.380768,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,9.798912,79.37622,0,0.5124,34.776,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

3,00:30-00:45,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,9.798912,79.37622,0,9.4794,34.776,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

4,00:45-01:00,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,31.075711,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,9.798912,79.37622,0,9.4794,34.776,42.14808,13.0416,0,101.83845,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

5,01:00-01:15,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,20.717141,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,20.750636,79.37622,0,9.4794,34.776,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

6,01:15-01:30,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,20.717141,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,20.750636,79.37622,0,8.1984,34.776,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

7,01:30-01:45,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,10.35857,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.415947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,48.499828,482.443799,20.750636,79.37622,0,3.0744,34.776,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

8,01:45-02:00,68.830275,130.580717,124.384996,0,5.159241,53.380768,22.630299,3.094586,0.779669,0,35.154834,27.638981,149.98895,5.534073,44.906625,18.800617,688.715947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,32.333219,482.443799,20.750636,79.37622,0,3.0744,34.776,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,31.933814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

9,02:00-02:15,68.830275,130.580717,124.384996,0,5.159241,53.380768,19.930299,3.094586,0.779669,0,35.154834,24.338981,149.98895,5.534073,44.906625,18.800617,688.715947,133.718232,59.175403,6.956102,23.197435,21.717709,50.425525,5.560434,32.333219,482.443799,20.750636,79.37622,0,3.0744,34.776,42.14808,13.0416,0,104.554142,0,0,0,80.254056,0,0,0,32.585525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.86825,46.39908,11.815,0,20.0018,416.25

