Block,Time,DHAULIGNGA,KHSTPP-I,NAPP,RAPPD,SIMHST1,FSTPP I & II,NNTPP,RIHAND2,SINGRAULI,UNCHAHAR2,BSIUL,NLCIIST1,RAMPUR,TALST2,TelanganaSTPP,URI2,VALLURNTECL,AURY_GF,CHAMERA2,JHAJJAR,MAPS,NLCEXP,SASAN,TANDA2,URI,DADRI_CRF,CHAMERA1,DADRT2,SEWA2,TALA,TANAKPUR,ANTA_CRF,ANTA_LF,ANTA_RF,AURY_LF,DADRI_RF,CHAMERA3,KHSTPP-II,KOTESHWR,KUDGI,NJPC,NLCTS2EXP,NTPL,PARBATI2,RAPPC,AURY_RF,DULHASTI,KGSU1AND2,KGSU3AND4,RIHAND3,RSTPSU1TO6,RSTPSU7,SIMHST2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,AURY_CRF,BRBCL,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,NLCIIST2,PARBATI3,RAPPB,RIHAND1,SALAL,ANTA_GF,DADRI_GF,DADRI_LF
56,13:45-14:00,0,45.53,25.38,19.14,0,18.2,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,1.76,5.38,0,0,49.2,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

57,14:00-14:15,0,45.53,25.38,19.14,0,19.6,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,2.06,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

58,14:15-14:30,0,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,2.06,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

59,14:30-14:45,0,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,3.39,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

60,14:45-15:00,0,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,3.39,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

61,15:00-15:15,10.95,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,4.56,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

62,15:15-15:30,10.95,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,24.49,688.92,0,4.56,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

63,15:30-15:45,10.95,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,40.67,573.92,0,5.88,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

64,15:45-16:00,10.95,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,42.15,573.92,0,5.88,5.38,0,0,48.55,0,98.41,35.03,148.3,10.43,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

65,16:00-16:15,10.95,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,42.15,573.92,0,6.33,5.38,0,0,47.89,0,98.41,35.03,148.3,20.85,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

66,16:15-16:30,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.98,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,42.15,573.92,0,6.33,5.38,0,0,47.89,0,98.41,35.03,148.3,20.85,0,180.89,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

67,16:30-16:45,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,42.15,573.92,0,0,5.38,0,0,47.24,0,98.41,29.16,148.3,20.85,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

68,16:45-17:00,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,670.67,0,0,274.5,5.7,51.01,0,42.15,573.92,6.3,0,5.38,0,0,47.24,0,98.41,29.16,148.3,20.85,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,130.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,33.76,0,97.23,80.18,0,0,0

69,17:00-17:15,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,274.5,5.7,50.79,0,42.15,573.92,6.3,0,5.38,0,0,47.24,0,98.41,29.16,148.3,31.28,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,39.28,0,97.23,80.18,0,0,0

70,17:15-17:30,32.83,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,274.5,5.7,50.79,0,42.15,573.92,12.61,0,5.38,0,0,47.24,0,98.41,29.16,148.3,31.28,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,39.28,0,97.23,80.18,0,0,0

71,17:30-17:45,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,259.88,5.7,50.79,0,42.15,573.92,12.61,0,5.38,0,0,47.24,0,98.41,35.03,148.3,31.28,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

72,17:45-18:00,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,259.88,5.7,50.79,0,42.15,573.92,12.61,0,5.38,0,0,47.24,0,98.41,35.03,148.3,31.28,0,156.81,0,0,41.33,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,42.96,0,97.23,80.18,0,0,0

73,18:00-18:15,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,259.88,5.7,50.79,0,42.15,573.92,18.9,0,5.38,0,0,47.24,0,98.41,35.03,148.3,31.28,0,156.81,0,0,48.84,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,50.64,0,97.23,80.18,0,0,0

74,18:15-18:30,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,6.52,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,259.88,5.7,50.79,0,42.15,573.92,18.9,0,5.38,0,0,47.24,0,98.41,35.03,148.3,31.28,0,156.81,0,0,48.84,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,53.7,0,97.23,80.18,0,0,0

75,18:30-18:45,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,7.7,0,6.05,0,0,38.1,0,0,48.81,625.67,0,0,259.88,5.7,50.79,0,42.15,573.92,18.9,0,4.35,0,0,47.24,0,98.41,35,148.3,31.28,0,156.81,0,0,48.84,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.63,0,0,9.59,0,78.25,0,97.23,80.18,0,0,0

76,18:45-19:00,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,625.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,0,4.35,0,0,47.24,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,3.2,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

77,19:00-19:15,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,4.35,0,0,47.5,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

78,19:15-19:30,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,4.35,0,0,47.5,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

79,19:30-19:45,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,4.35,0,0,47.89,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

80,19:45-20:00,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,4.35,0,0,47.89,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

81,20:00-20:15,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,4.35,0,0,47.89,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,79.38,0,0,0

82,20:15-20:30,44.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,259.88,5.7,50.79,0,42.97,573.92,20.09,2.94,6.4,0,0,47.89,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,79.38,0,0,0

83,20:30-20:45,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,282.38,5.7,50.79,0,42.15,573.92,18.9,4.7,6.4,0,0,47.89,0,98.41,35.03,148.3,31.28,0,180.89,0,0,48.84,67.88,80.77,58.84,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.63,0,0,9.59,0,13.81,0,97.23,79.38,0,0,0

84,20:45-21:00,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,293.62,5.7,50.79,0,42.15,573.92,18.9,4.7,6.4,0,0,47.89,0,98.41,35.03,148.3,31.28,0,180.89,0,0,48.84,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.64,27.68,2.3,0,20,8.63,0,0,9.59,0,12.28,0,97.23,79.38,0,0,0

85,21:00-21:15,43.78,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,303.75,5.7,50.79,0,42.15,573.92,18.9,4.7,6.4,0,0,48.55,0,98.41,35.03,148.3,31.28,0,180.89,0,0,48.84,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.63,0,0,9.59,0,15.35,0,97.23,80.18,0,0,0

86,21:15-21:30,44.78,45.53,25.38,19.14,0,20.8,0,124.58,130.88,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,311.62,5.7,50.79,0,42.97,573.92,20.09,4.7,6.4,0,0,48.55,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

87,21:30-21:45,44.78,45.53,25.38,19.14,0,20.8,0,124.58,130.88,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,320.62,5.7,50.79,0,42.97,573.92,20.09,4.7,6.4,0,0,48.55,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

88,21:45-22:00,44.78,45.53,25.38,19.14,0,20.8,0,124.58,130.88,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,320.62,5.7,50.79,0,42.97,573.92,20.09,4.7,6.4,0,0,48.55,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

89,22:00-22:15,44.78,45.53,25.38,19.14,0,20.8,0,124.58,130.88,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,320.62,5.7,50.79,0,42.97,573.92,20.09,4.7,6.4,0,0,48.81,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

90,22:15-22:30,44.78,45.53,25.38,19.14,0,20.8,0,124.58,130.88,45,20.46,0,7.15,0,0,40.16,0,0,51.05,615.67,0,0,320.62,5.7,50.79,0,42.97,573.92,20.09,4.7,6.4,0,0,48.81,0,98.41,36.84,148.3,34.76,0,182.59,0,0,59.51,67.88,80.77,59.5,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.68,0,0,9.59,0,78.83,0,97.23,80.18,0,0,0

91,22:30-22:45,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,320.62,5.7,50.79,0,42.15,573.92,18.9,4.7,6.4,0,0,48.81,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.63,0,0,9.59,0,67.51,0,97.23,80.18,0,0,0

92,22:45-23:00,21.88,45.53,25.38,19.14,0,20.8,0,124.58,143.68,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,320.62,5.7,50.79,0,42.15,573.92,18.9,4.7,6.4,0,0,48.81,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,20.45,27.68,2.3,0,20,8.63,0,0,9.59,0,67.51,0,97.23,80.18,0,0,0

93,23:00-23:15,21.88,45.53,25.38,19.14,0,20.8,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,327.38,5.7,50.56,0,42.15,573.92,18.9,4.7,6.4,0,0,49.2,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.34,27.68,2.3,0,20,8.63,0,0,9.59,0,67.51,0,97.23,80.18,0,0,0

94,23:15-23:30,21.88,45.53,25.38,19.14,0,20.8,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,327.38,5.7,50.56,0,42.15,573.92,18.9,4.7,6.4,0,0,49.2,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.34,27.68,2.3,0,20,8.63,0,0,9.59,0,67.51,0,97.23,80.18,0,0,0

95,23:30-23:45,21.88,45.53,25.38,19.14,0,20.8,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,327.38,5.7,50.56,0,42.15,573.92,18.9,4.7,3.85,0,0,49.2,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.34,27.68,2.3,0,20,8.63,0,0,9.59,0,78.25,0,97.23,80.18,0,0,0

96,23:45-24:00,21.88,45.53,25.38,19.14,0,20.8,0,124.58,150.34,45,13.04,0,6.98,0,0,38.1,0,0,48.81,615.67,0,0,327.38,5.7,50.56,0,42.15,573.92,18.9,4.7,3.85,0,0,49.2,0,98.41,35.03,148.3,31.28,0,180.89,0,0,52.6,67.88,80.77,58.69,0,0,95.79,0,0,0,1.13,30.33,21.34,27.68,2.3,0,20,8.63,0,0,9.59,0,78.25,0,97.23,80.18,0,0,0

