Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,DADRI_CRF,ANTA_GF,AURY_CRF,DADRI_RF,AURY_RF,ANTA_CRF,ANTA_RF,DADRI_LF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,TANDA2,UNCHAHAR2,URI,VALLURNTECL,TALST2,UNCHAHAR1,UNCHAHAR4,TANAKPUR,TelanganaSTPP,URI2,TALA,UNCHAHAR3,TEHRI,RSTPSU7,SALAL,SEWA2,RIHAND3,SINGRAULI_HYDRO,RIHAND2,SASAN,SIMHST2,SINGRAULI,SIMHST1,RSTPSU1TO6,KISHANGANGA,KHSTPP-II,KKNP,KKNPPU2,RIHAND1,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAPPB,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,RAMPUR,NNTPP,RAPPC,NTPL,KUDGI,MAPS,NAPP,BSIUL,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,KOTESHWR,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

64,15:45-16:00,0,11,0,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,1.07,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

65,16:00-16:15,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0.63,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,8.53,0,0,0,0,0,0

66,16:15-16:30,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0.63,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,122.41,0,0,0,94.73,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,20.9,17.07,0,0,0,0,0,0

67,16:30-16:45,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0.63,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,0,0,361.64,0,0,0,0,0,18.22,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,38.21,17.07,0,0,0,0,0,0

68,16:45-17:00,0,11,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0.63,0,0,5.77,0,1.48,0,4.15,0,14.26,42.53,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,35.39,0,0,361.64,0,0,0,0,0,40.08,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,38.21,17.07,0,0,0,0,0,0

69,17:00-17:15,8.79,13.44,31.7,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0.63,0,0,5.77,0,0,0,4.15,0,14.26,56.72,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,39.24,0,0,361.64,0,0,0,0,0,60.12,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,38.21,25.6,0,0,0,0,0,0

70,17:15-17:30,17.57,13.44,31.7,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,0.63,0,0,6.86,0,0,0,4.15,0,17.77,56.72,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,9.31,3.6,361.64,0,0,0,0,0,80.15,0,0,0,51.87,0,0,0,42.21,2.12,19.24,12.73,0,38.21,25.6,0,0,0,0,0,0

71,17:30-17:45,26.36,16.85,31.7,240.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,0.63,0,0,6.86,0,0,0,4.15,0,17.77,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,361.64,0,0,0,0,0,112.48,0,0,0,51.87,0,0,0,42.21,12.54,19.24,23.17,0,38.21,37.56,0,0,0,0,0,0

72,17:45-18:00,35.15,16.85,31.7,318.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.07,0.63,0,0,8.82,0,0,0,4.15,0,20.05,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,386.68,0,0,0,0,0,112.48,0,0,0,51.87,0,0,0,42.21,12.54,19.24,23.17,0,38.21,37.56,0,0,0,0,0,0

73,18:00-18:15,35.15,18.72,31.7,386.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,0.63,0,0,9.89,0,0,0,4.15,0,23.95,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,467.94,0,0,0,0,0,112.48,0,0,0,51.87,0,0,0,42.21,12.54,19.24,23.17,0,43.49,37.56,0,0,0,0,0,0

74,18:15-18:30,35.15,18.72,31.7,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.63,0,0,9.89,0,0,0,4.15,0,25.39,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,574.34,0,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,12.73,0,43.49,37.56,0,0,0,0,0,0

75,18:30-18:45,17.57,18.72,31.7,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,0.63,0,0,9.89,0,0,0,4.15,0,25.39,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,656.71,0,0,0,0,0,109.3,0,0,0,51.87,0,0,0,42.21,12.54,19.24,0,0,43.49,37.56,0,0,0,0,0,0

76,18:45-19:00,8.79,18.72,31.7,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,0.63,0,0,9.89,0,0,0,4.15,0,25.39,56.72,0,1.35,7.6,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,18.64,38,656.71,0,0,0,0,0,80.24,0,0,0,51.87,0,0,0,42.21,12.54,19.24,0,0,43.49,37.56,0,0,0,0,0,0

77,19:00-19:15,0,18.72,31.7,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,0.63,0,0,9.89,0,0,0,4.15,0,25.39,56.72,0,8.94,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,9.31,2.56,657.04,3.67,0,0,0,0,60.12,0,0,0,51.87,0,0,0,42.21,2.12,19.24,0,0,31.82,25.6,0,0,0,0,0,0

78,19:15-19:30,0,18.72,15.85,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,0.63,0,0,9.89,0,0,0,4.15,0,25.39,42.53,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,9.31,0,570.85,15.91,0,0,0,0,40.08,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,25.6,0,0,0,0,0,0

79,19:30-19:45,0,18.72,15.85,418.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.77,0.63,0,0,9.89,0,0,0,10.35,0,25.39,42.53,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,9.31,0,517.03,15.91,0,0,0,0,18.22,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,25.6,0,0,0,0,0,0

80,19:45-20:00,0,18.72,15.85,345.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,25.48,0,0,7.93,0,0,0,10.35,0,20.38,42.53,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,0,0,410.66,15.91,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,25.6,0,0,0,0,0,0

81,20:00-20:15,0,15.3,15.85,279.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,25.48,0,0,7.93,0,0,0,10.35,0,20.38,28.35,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,0,0,361.64,15.91,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,25.6,0,0,0,0,0,0

82,20:15-20:30,0,15.3,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.71,25.48,0,0,7.93,0,0,0,10.35,0,20.38,28.35,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,142.63,0,0,43.28,0,0,361.64,15.91,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,25.6,0,0,0,0,0,0

83,20:30-20:45,0,13.44,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.05,25.48,0,0,7.34,0,0,0,10.35,0,18.18,28.35,0,40.23,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,141.19,0,0,43.28,0,0,361.64,15.91,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,17.07,0,0,0,0,0,0

84,20:45-21:00,0,13.44,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,25.48,0,0,7.34,0,0,0,10.35,0,17.77,28.35,0,8.94,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,141.19,0,0,43.28,0,0,361.64,3.43,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,31.82,17.07,0,0,0,0,0,0

85,21:00-21:15,0,13.25,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,25.48,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,26.86,17.07,0,0,0,0,0,0

86,21:15-21:30,0,13.25,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,2.13,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,26.86,17.07,0,0,0,0,0,0

87,21:30-21:45,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,8.49,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,26.86,17.07,0,0,0,0,0,0

88,21:45-22:00,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,8.49,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,26.86,17.07,0,0,0,0,0,0

89,22:00-22:15,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,8.49,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,17.07,0,0,0,0,0,0

90,22:15-22:30,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,8.49,0,0,5.97,0,1.97,0,4.15,0,14.26,28.35,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,17.07,0,0,0,0,0,0

91,22:30-22:45,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.97,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

92,22:45-23:00,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.97,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

93,23:00-23:15,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.97,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

94,23:15-23:30,0,16.85,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.97,0,4.15,0,14.26,14.18,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

95,23:30-23:45,0,13.44,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

96,23:45-24:00,0,13.44,15.85,229.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.42,2.13,0,0,5.97,0,1.48,0,4.15,0,14.26,0,0,1.35,0,59.79,0.63,114.22,402.77,0,134.35,0,0,0,120.99,0,0,43.28,0,0,361.64,0,0,0,0,0,0,0,0,0,51.87,0,0,0,42.21,0,19.24,0,0,24.55,8.53,0,0,0,0,0,0

