Block,Time Block,TEHRI,UNCHAHAR2,UNCHAHAR1,TelanganaSTPP,JHAJJAR,CHAMERA3,BSIUL,CHAMERA2,DHAULIGNGA,FSTPP I & II,KGSU1AND2,BRBCL,DULHASTI,DADRT2,CHAMERA1,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,NAPP,KUDGI,NLCEXP,KOTESHWR,MAPS,NLCIIST1,NLCIIST2,NJPC,KOLDAM,RIHAND3,NTPL,RAPPB,PARBATI3,RIHAND2,SASAN,RIHAND1,SIMHST1,RSTPSU1TO6,RAMPUR,RAPPC,RSTPSU7,NLCTS2EXP,SALAL,SEWA2,NNTPP,SINGRAULI,SINGRAULI_HYDRO,SIMHST2,TANDA2,TALST2,TANAKPUR,TALA,DADRI_LF,DADRI_GF,DADRI_RF,ANTA_GF,URI2,AURY_CRF,UNCHAHAR3,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,URI,ANTA_LF,VALLURNTECL,AURY_GF,UNCHAHAR4,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,48.28,30.59,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,409.37,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,98.01,0,0,0,0,10.85,12.03,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,48.28,30.59,14.92,0,110.84,30.89,12.56,42.58,38.9,12.2,0,14.44,51.79,457.51,40.59,27.92,0,125.78,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,98.01,0,0,0,0,10.85,12.03,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,63.83,30.59,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,505.65,40.59,27.92,0,95.2,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,12.33,12.17,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,63.83,30.59,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,553.79,40.59,27.92,0,95.2,0,0,2.77,43.43,0,0,18.6,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,12.33,9.34,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,63.83,36.229,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,582.3,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,11.1,9.34,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,63.83,36.229,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,582.3,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,11.1,9.34,0,0,0,0,27.03,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,63.83,36.229,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,524.91,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,9.06,0,0,0,0,28.46,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,63.83,36.229,14.92,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,524.91,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,8.93,0,0,0,0,28.46,0,19.3,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,63.83,36.019,14.81,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,524.91,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,387.27,91.14,0,0,3.41,58,0,0,76.44,0,0,123.01,0,0,0,0,10.85,8.77,0,0,0,0,28.46,0,19.15,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,63.83,36.019,14.81,0,110.84,30.89,6.28,42.58,38.9,12.2,0,14.44,51.79,476.76,40.59,27.92,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,387.27,91.14,0,0,3.41,58,0,0,76.44,0,0,123.01,0,0,0,0,10.85,8.63,0,0,0,0,28.46,0,19.15,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,63.83,36.019,14.81,0,110.84,30.89,6.28,42.58,38.9,13.77,0,14.44,51.79,467.13,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,8.49,0,0,0,0,28.46,0,19.15,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,63.83,36.019,14.81,0,110.84,30.89,6.28,42.58,38.9,13.77,0,14.44,51.79,476.76,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,8.36,0,0,0,0,28.46,0,19.15,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,63.83,36.019,17.55,0,139.11,30.89,6.28,42.58,38.9,13.77,0,14.44,51.79,416.58,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,8.36,0,0,0,0,28.46,0,22.67,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,63.83,36.019,17.55,0,139.11,30.89,6.28,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,387.27,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,10.85,8.36,0,0,0,0,28.46,0,22.67,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,64.93,36.229,17.66,0,139.11,30.89,6.28,42.58,38.9,13.77,0,14.44,51.79,367.18,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,9.87,8.21,0,0,0,0,29.88,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,64.93,36.229,17.66,0,139.11,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,394.14,40.59,30.98,0,47.6,0,0,2.77,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,20.3,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,9.87,7.92,0,0,0,0,29.88,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,64.93,36.019,17.55,0,167.95,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,458.33,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,6.77,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,0,0,123.01,0,0,0,0,8.15,7.92,0,0,0,0,29.88,0,22.67,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,64.93,40.439,19.61,0,268.24,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,458.33,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,27.9,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,5.58,0,123.01,0,0,0,0,8.15,7.92,0,0,0,0,29.88,0,25.18,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,64.93,36.229,17.66,0,327.59,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,461.55,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,11.15,0,123.01,0,0,0,0,8.15,7.92,0,0,0,0,29.88,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,64.93,36.229,17.66,0,327.59,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,461.55,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,8.15,7.92,0,0,0,0,29.88,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,64.93,36.229,17.66,0,356.25,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,393.1,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,7.92,0,0,0,0,28.46,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,64.93,36.229,17.66,0,356.25,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,393.1,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,7.92,0,0,0,0,28.46,0,22.81,0,0,0,0,30.82,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,64.93,36.869,18.04,0,356.25,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,450.09,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,35.18,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,7.92,0,0,0,0,28.46,0,23.44,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

80,19:45-20:00,64.93,36.869,18.04,0,356.25,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,521.25,40.59,30.98,0,47.6,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,20.3,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,8.21,0,0,0,0,28.46,0,23.44,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

81,20:00-20:15,64.93,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,628.97,40.59,30.98,0,51.73,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,8.21,0,0,0,0,28.46,0,25.63,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

82,20:15-20:30,64.93,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,657.78,40.59,30.98,0,57.11,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,7.9,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

83,20:30-20:45,64.93,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,657.78,40.59,30.98,0,62.12,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,0.49,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

84,20:45-21:00,64.93,41.454,20.18,0,389.44,30.89,7.41,42.58,38.9,13.77,0,14.44,51.79,657.78,40.59,30.98,0,63.64,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,16.73,0,120.01,0,0,1.4,0,0.49,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

85,21:00-21:15,64.93,41.454,20.18,0,389.44,30.89,7.41,42.58,38.9,13.77,0,14.44,51.79,657.78,40.59,30.98,0,63.64,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,16.73,0,122.78,0,0,1.4,0,0.49,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

86,21:15-21:30,64.93,41.454,20.18,0,389.44,30.89,7.41,42.58,38.9,13.77,0,14.44,51.79,657.78,40.59,30.98,0,66.9,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,7.27,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

87,21:30-21:45,64.93,41.454,20.18,0,389.44,30.89,7.41,42.58,38.9,13.77,0,14.44,51.79,657.78,40.59,30.98,0,68.68,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,8.51,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

88,21:45-22:00,65.07,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,657.78,40.59,30.98,0,68.68,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,8.51,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

89,22:00-22:15,65.07,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,657.78,40.59,30.98,0,71.96,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,8.51,8.21,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

90,22:15-22:30,65.07,41.454,20.18,0,389.44,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,657.78,40.59,30.98,0,73.74,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,74.96,16.73,0,123.01,0,0,1.4,0,8.51,8.49,0,0,0,0,28.46,0,26.05,0,0,0,0,30.82,0,0,0,1.56,0,0,0,0,0,0

91,22:30-22:45,65.07,37.179,18.04,0,360.11,30.89,19.46,43.96,39.88,13.77,0,14.44,52.51,600.77,40.59,30.98,0,77.01,0,0,4.16,43.43,0,0,40.93,0,0,0,162.4,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.49,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,8.51,9.08,0,0,0,0,25.61,0,23.63,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

92,22:45-23:00,64.93,36.869,18.04,0,360.11,30.89,12.56,42.58,38.9,13.77,0,14.44,51.79,586.35,40.59,30.98,0,78.79,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,8.51,9.08,0,0,0,0,25.61,0,23.44,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

93,23:00-23:15,64.93,36.869,18.04,0,360.11,30.89,12.56,42.58,38.9,13.77,0,14.44,34.89,586.35,40.59,30.98,0,83.18,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,10.36,9.15,0,0,0,0,25.61,0,23.44,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

94,23:15-23:30,64.93,36.869,18.04,0,360.11,30.89,12.56,42.58,38.9,13.77,0,14.44,34.89,586.35,40.59,30.98,0,83.83,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,8.88,9.2,0,0,0,0,25.61,0,23.44,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

95,23:30-23:45,64.93,36.869,18.04,0,354.44,30.89,12.56,42.58,38.9,13.77,0,14.44,34.89,529.95,40.59,30.98,0,87.68,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,8.88,9.22,0,0,0,0,25.61,0,23.44,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

96,23:45-24:00,64.93,36.869,18.04,0,354.44,30.89,12.56,42.58,38.9,13.77,0,14.44,34.89,432.66,40.59,30.98,0,88.89,0,0,4.16,43.43,0,0,37.21,0,0,0,160.9,5.15,122.87,0,0,33.84,117.19,395.39,91.14,0,0,3.41,58,0,0,73.84,16.73,0,123.01,0,0,1.4,0,8.88,9.31,0,0,0,0,25.61,0,23.44,0,0,0,0,31.89,0,0,0,1.56,0,0,0,0,0,0

