Block,Time,PARBATI3,DULHASTI,RIHAND3,UNCHAHAR2,RAPPB,TANDA2,AURY_GF,UNCHAHAR3,UNCHAHAR4,RAPPC,DADRI_LF,AURY_LF,ANTA_LF,NAPP,UNCHAHAR1,KISHANGANGA,DADRI_RF,RAMPUR,TEHRI,AURY_RF,ANTA_RF,JHAJJAR,SINGRAULI_HYDRO,DADRT2,RIHAND1,SALAL,DADRI_GF,NJPC,ANTA_GF,DADRI_CRF,SINGRAULI,SEWA2,AURY_CRF,URI2,CHAMERA2,BSIUL,KOTESHWR,CHAMERA1,RIHAND2,KOLDAM,DHAULIGNGA,CHAMERA3,TANAKPUR,ANTA_CRF,URI,LARA-I,KHARGONE-I,NLCIIST1,SIPAT I,VSTPS II,NLCIIST2,FSTPP I & II,KAWAS-NAPM,VSTPS V,SIMHST2,GANDHAR-ComGas,TALST2,TALA,GANDHAR-RLNG,MAPS,KAWAS-RLNG,NLCTS2EXP,VSTPS IV,KSTPS I&II,VALLURNTECL,SASAN,KAWAS-ComGas,NTPL,KHSTPP-II,BRBCL,KGSU3AND4,NNTPP,SOLAPUR,TAPS-II,KSTPS7,KUDGI,KKNP,GANDHAR-NAPM,MOUDA_II,MOUDA,KAPS,SIPAT II,VSTPS I,KGSU1AND2,NLCEXP,KHSTPP-I,GANDHAR-APM,KAWAS-APM,RSTPSU1TO6,GADARWARA-I,RSTPSU7,KAWAS-zLIQ,VSTPS III,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,51.937806,121.902116,41.956548,0.000000,1.133849,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,10.691852,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,212.438865,1.016557,326.942143,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.769784,16.552025,0.000000,33.382780,42.042478,0.000000,8.394844,0.000000,116.284815,0.000000,0.000000,20.347692,5.677520,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.257372,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

7,01:30-01:45,0.000000,51.937806,121.902116,41.956548,0.000000,1.133849,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,10.691852,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,212.438865,1.016557,326.942143,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.769784,16.552025,0.000000,33.382780,42.042478,0.000000,8.394844,0.000000,116.284815,0.000000,0.000000,20.347692,5.677520,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,8.825841,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

8,01:45-02:00,0.000000,51.937806,121.902116,41.956548,0.000000,1.133849,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,10.691852,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,212.438865,1.016557,326.942143,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.769784,16.552025,0.000000,33.382780,42.042478,0.000000,8.394844,0.000000,116.284815,0.000000,0.000000,20.347692,5.677520,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,7.860160,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

9,02:00-02:15,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,326.942143,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.769784,16.552025,0.000000,34.632945,27.943212,0.000000,8.394844,0.000000,116.284815,0.000000,0.000000,20.347692,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.005971,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

10,02:15-02:30,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,326.942143,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.769784,16.552025,0.000000,34.632945,27.943212,0.000000,8.394844,0.000000,116.284815,0.000000,0.000000,20.347692,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

11,02:30-02:45,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,331.458549,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,27.943212,0.000000,8.906724,0.000000,116.284815,0.000000,0.000000,20.347692,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.806645,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

12,02:45-03:00,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,331.458549,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,27.943212,0.000000,8.906724,0.000000,116.284815,0.000000,0.000000,10.173846,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

13,03:00-03:15,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,331.458549,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,0.000000,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

14,03:15-03:30,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,11.161720,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,215.107381,1.016557,331.458549,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,0.000000,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.73,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

15,03:30-03:45,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,25.975960,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,21.377067,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,224.447181,1.016557,314.783062,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.75,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

16,03:45-04:00,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,188.315931,1.016557,312.193655,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.755073,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

17,04:00-04:15,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,145.649597,1.016557,312.193655,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.783389,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.18,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

18,04:15-04:30,0.000000,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.000000,31.042448,0.000000,0.000000,145.649597,1.016557,312.193655,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,34.632945,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

19,04:30-04:45,3.345696,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.000000,20.558814,0.000000,0.000000,145.649597,1.016557,307.376155,90.877303,47.022654,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

20,04:45-05:00,6.691394,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.000000,10.211331,0.000000,0.000000,145.649597,1.016557,307.376155,90.877303,59.338111,0.000000,0.000000,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,6.359100,8.906724,0.000000,116.284815,0.000000,0.000000,0.000000,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.287199,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

21,05:00-05:15,34.795244,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.381296,0.000000,0.000000,0.000000,145.649597,1.016557,288.106155,90.877303,80.610264,0.000000,19.728169,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,12.629173,8.906724,12.178640,116.284815,0.000000,0.000000,10.173846,0.000000,0.000000,51.057792,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297475,1.92,1.76,22.352757,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

22,05:15-05:30,34.795244,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,0.857919,0.000000,0.000000,0.000000,145.649597,1.016557,288.106155,90.877303,80.610264,0.000000,44.388380,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,13.900684,12.629173,8.906724,12.178640,116.284815,0.000000,9.553233,20.347692,0.000000,0.000000,51.057792,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

23,05:30-05:45,34.795244,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,11.460832,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.311553,2.458347,0.000000,1.409439,0.000000,0.000000,0.000000,157.211597,1.016557,238.874485,90.877303,80.610264,0.000000,73.092867,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,12.178640,116.284815,0.000000,19.106467,20.347692,0.000000,0.000000,48.930384,4.102703,1.706583,0.78,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

24,05:45-06:00,34.795244,51.937806,121.902116,26.911711,0.000000,1.143298,0.000000,11.460832,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,9.311553,2.458347,0.000000,1.409439,0.000000,0.000000,0.000000,157.211597,1.016557,216.119987,90.877303,80.610264,0.000000,73.092867,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,12.178640,116.284815,0.000000,19.106467,20.347692,0.000000,0.000000,48.930384,4.102703,1.706583,0.82,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,142.131305,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

25,06:00-06:15,34.795244,51.937806,121.902116,41.949818,0.000000,1.143298,0.000000,20.214022,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,1.239217,0.000000,0.000000,0.000000,149.488085,1.016557,223.827987,90.877303,80.610264,0.000000,64.116550,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,12.178640,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.83,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

26,06:15-06:30,34.795244,51.937806,121.902116,41.956548,0.000000,1.143298,0.000000,20.214808,0.000000,57.136866,0.000000,0.000000,0.000000,42.539088,16.925697,2.458347,0.000000,1.409439,0.000000,0.000000,0.000000,149.488085,1.016557,246.951987,90.877303,80.610264,0.000000,73.092867,0.000000,0.000000,138.214075,16.552025,0.000000,33.382780,27.943212,18.943759,8.906724,24.357280,116.284815,0.000000,19.106467,20.347692,1.110819,0.000000,48.930384,4.102703,1.706583,0.83,5.119751,1.872044,0.40,17.477986,0.000000,1.279076,0.00,0.000000,0.00,0.000000,0.000000,0.24,0.000000,0.82,2.585733,2.784382,0.00,336.237412,0.000000,1.82,94.754203,10.829779,2.10,0.19,1.706584,1.321053,1.292867,0.00,1.56,0.000000,1.691758,1.867362,0.799281,1.801965,2.297595,1.92,1.76,33.529135,0.000000,0.000000,7.51,0.000000,1.87,0.000000,1.888156,0,0,0,0,0

