Column1,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456,GNA/NR/2025/05/01/9252,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/6160,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8964,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/4138,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/05/01/8954,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/16/1698,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/05/16/9317,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/01/9395,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/5800
65,16:00-16:15,32.91,56.67,164.55,22.98,66.49,22.17,56.67,61.86,33,28.61,66.54,33,52,22.17,32,64,0,33,28,55,0,1.79,13.52,5.99,0,17.39,14.49,66.28,8.95,1.64,10.63,0,10.78,0,8.77,11.35,11.35,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,3.57,0,12.3,53.13,26,0

66,16:15-16:30,29.83,56.67,149.13,24.58,70.01,23.33,56.67,59.29,33,28.61,60.31,33,46,23.33,27,58,0,33,25,50,0,1.79,13.52,5.99,0,17.39,14.49,66.28,8.95,1.64,10.63,0,10.78,0,7.95,10.28,10.28,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,3.57,0,12.3,53.13,26,0

67,16:30-16:45,26.72,57,133.58,24.81,73.5,24.5,57,51.75,33,34.01,53.72,33,40,24.5,23,49,0,33,22,43,0,1.79,13.52,8.9,0,17.39,14.49,66.28,8.95,1.64,10.63,0,10.78,0,7.12,9.22,9.22,28.98,0,0,193.2,24.15,150.22,27.25,29,96.6,45.4,134.27,3.57,0,12.3,53.13,26,0

68,16:45-17:00,23.35,57,116.73,25.6,78,26,57,44.61,33,34.01,46.69,33,34,26,21,43,0,33,18,37,0,1.79,13.52,8.9,0,17.39,14.49,66.28,8.95,1.64,10.63,0,10.78,0,6.3,8.16,8.16,28.98,0,0,193.2,24.15,150.22,29.27,29,96.6,45.4,134.27,3.57,0,12.3,53.13,26,0

69,17:00-17:15,19.8,56.67,98.99,24.95,64.99,21.67,56.67,37.22,33,34.01,39.32,33,30,21.67,17,38,0,26,15,30,0,1.79,13.52,9.37,0,17.39,14.49,66.28,9.74,1.64,10.63,0,10.78,0,5.43,7.03,7.03,28.98,0,0,193.2,24.15,150.22,29.27,29,96.6,45.4,134.27,3.57,0,12.76,53.13,26,0

70,17:15-17:30,16.47,56,82.36,23.56,66,22,56,29.46,23.23,34.01,31.87,26.22,24,22,12,32,0,9,12,23,0,1.79,13.52,9.37,0,17.39,14.49,66.28,9.74,1.64,10.63,0,10.78,0,4.54,5.86,5.86,28.98,0,0,193.2,24.15,150.22,29.27,29,96.6,45.4,134.27,3.57,0,12.76,53.13,26,0

71,17:30-17:45,13.15,56,65.74,22.77,75,25,56,21.95,15.24,34.01,24.88,18.97,18,25,10,22,0,5,8,17,0,1.79,13.52,9.37,0,17.39,14.49,66.28,9.74,1.64,10.63,0,10.78,0,3.68,4.76,4.76,28.98,0,0,193.2,24.15,150.22,29.27,29,96.6,45.4,134.27,3.57,0,12.76,53.13,26,0

72,17:45-18:00,9.98,55.67,49.91,22.07,75.49,25.17,55.67,15.34,10.04,34.01,18.71,13.25,12,25.17,7,13,0,1,4,9,0,1.79,13.52,9.37,0,17.39,14.49,66.28,9.74,1.64,10.63,0,10.78,0,2.83,3.67,3.67,28.98,0,0,193.2,24.15,150.22,29.27,29,96.6,45.4,134.27,3.57,0,12.76,53.13,26,0

73,18:00-18:15,7.18,56.33,35.87,22.74,76.01,25.33,56.33,11.9,0,35.21,13.53,0,6,25.33,5,8,0,0,2,3,19.32,1.79,13.52,9.83,14.49,17.39,14.49,66.28,10.12,1.64,10.63,0,10.78,5.8,2.03,2.63,2.63,28.98,0,28.98,193.2,24.15,193.2,29.27,29,96.6,45.4,134.27,3.57,5.8,13.68,53.13,26,67.62

74,18:15-18:30,4.81,55,24.02,22.24,76.5,25.5,55,8.09,0,35.21,9.31,0,3,25.5,3,5,0,0,1,2,19.32,1.79,13.52,9.83,14.49,17.39,14.49,66.28,10.12,1.64,10.63,0,10.78,5.8,1.31,1.7,1.7,28.98,0,28.98,193.2,24.15,231.84,28.76,29,96.6,45.4,134.27,3.57,5.8,13.68,53.13,26,67.62

75,18:30-18:45,3.01,54,15.03,22.24,77.51,25.83,54,4.83,0,35.01,0.78,0,2,25.83,1,2,0,0,0,1,19.32,1.79,13.52,9.83,14.49,17.39,14.49,66.28,10.12,1.64,10.63,0,10.78,5.8,0.57,0.74,0.74,28.98,0,28.98,193.2,24.15,273.14,28.76,29,96.6,55.94,169.71,3.57,5.8,13.68,82.11,26,67.62

76,18:45-19:00,1.66,54,8.29,22.21,78.49,26.17,54,1.65,0,35.01,0.28,0,1,26.17,1,1,0,0,0,0,19.32,1.79,13.52,9.83,14.49,17.39,14.49,66.28,10.12,1.64,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,28.76,29,96.6,55.94,169.71,3.57,5.8,13.68,100.64,26,67.62

77,19:00-19:15,0.62,54,3.12,22.37,79.01,26.33,54,0,0,34.81,0,0,0,26.33,0,0,0,0,0,0,19.32,6.27,13.52,10.3,14.49,17.39,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,28.76,29,96.6,68.18,201.29,10.24,5.8,14.14,100.64,29,67.62

78,19:15-19:30,0.07,54,0.37,22.49,79.5,26.5,54,0,0,35.01,0,0,0,26.5,0,0,0,0,0,0,19.32,6.27,13.52,10.3,14.49,17.39,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29,96.6,87.13,261.4,10.24,5.8,14.14,100.64,29,67.62

79,19:30-19:45,0.01,54.33,0.05,22.64,79.5,26.5,54.33,0,0,31.61,0,0,0,26.5,0,0,0,0,0,0,19.32,6.27,13.52,10.3,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.77,26,96.6,87.13,261.4,10.24,5.8,14.14,100.64,29,67.62

80,19:45-20:00,0,55,0,22.63,79.99,26.67,55,0,0,31.41,0,0,0,26.67,0,0,0,0,0,0,19.32,6.27,13.52,10.3,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.77,26,96.6,87.13,261.4,10.24,5.8,14.14,100.64,29,67.62

81,20:00-20:15,0,54,0,19.24,73.5,24.5,54,0,0,24.81,0,0,0,24.5,0,0,0,0,0,0,19.32,6.27,13.52,10.77,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,31.29,29.5,96.6,87.13,261.4,10.24,5.8,14.61,100.64,29.5,67.62

82,20:15-20:30,0,52.67,0,18.39,70.99,23.67,52.67,0,0,24.21,0,0,0,23.67,0,0,0,0,0,0,19.32,6.27,13.52,10.77,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.78,29.5,96.6,87.13,261.4,10.24,5.8,14.61,100.64,29.5,67.62

83,20:30-20:45,0,58.33,0,18.15,67.5,22.5,58.33,0,0,21.61,0,0,0,22.5,0,0,0,0,0,0,19.32,6.27,13.52,10.77,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.27,29.5,96.6,87.13,261.4,10.24,5.8,14.61,100.64,29.5,67.62

84,20:45-21:00,0,58,0,18.03,64.5,21.5,58,0,0,20.61,0,0,0,21.5,0,0,0,0,0,0,19.32,6.27,13.52,10.77,14.49,17.56,14.49,66.28,10.52,4.75,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.27,29.5,96.6,87.13,261.4,10.24,5.8,14.61,100.64,29.5,67.62

85,21:00-21:15,0,56.67,0,17.8,64.01,21.33,56.67,0,0,19.41,0,0,0,21.33,0,0,0,0,0,0,19.32,10.28,13.52,10.77,14.49,17.39,14.49,66.28,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,100.64,29.5,67.62

86,21:15-21:30,0,55.33,0,18.09,63.49,21.17,55.33,0,0,18.21,0,0,0,21.17,0,0,0,0,0,0,19.32,10.28,13.52,10.77,14.49,17.39,14.49,66.28,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,100.64,29.5,67.62

87,21:30-21:45,0,54,0,18.49,63,21,54,0,0,30.41,0,0,0,21,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.77,29.5,96.6,87.13,261.4,15.54,5.8,17.39,100.64,29.5,67.62

88,21:45-22:00,0,53.33,0,18.32,62.51,20.83,53.33,0,0,30.01,0,0,0,20.83,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,100.64,29.5,67.62

89,22:00-22:15,0,50.67,0,14.91,58.01,19.33,50.67,0,0,29.61,0,0,0,19.33,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.28,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

90,22:15-22:30,0,48,0,15.64,59.51,19.83,48,0,0,29.01,0,0,0,19.83,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.52,7.25,10.63,0,10.78,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,30.28,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

91,22:30-22:45,0,55.33,0,16.17,60.49,20.17,55.33,0,0,35.81,0,0,0,20.17,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

92,22:45-23:00,0,54.33,0,16.22,61.99,20.67,54.33,0,0,32.61,0,0,0,20.67,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

93,23:00-23:15,0,54,0,16.81,63,21,54,0,0,34.41,0,0,0,21,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

94,23:15-23:30,0,53.33,0,16.83,64.01,21.33,53.33,0,0,31.61,0,0,0,21.33,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

95,23:30-23:45,0,54,0,16.91,64.99,21.67,54,0,0,28.21,0,0,0,21.67,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

96,23:45-24:00,0,54.67,0,17,66.49,22.17,54.67,0,0,26.41,0,0,0,22.17,0,0,0,0,0,0,19.32,10.28,13.52,9.37,14.49,17.39,14.49,115.51,10.12,7.25,10.63,0,10.32,5.8,0,0,0,28.98,0,28.98,193.2,24.15,273.14,29.27,29.5,96.6,87.13,261.4,15.54,5.8,17.39,0,29.5,67.62

