Block,Time,DADRT2,NNTPP,RAPPB,RIHAND2,SEWA2,TelanganaSTPP,UNCHAHAR2,RAPPC,RIHAND1,RSTPSU1TO6,SINGRAULI,TANDA2,CHAMERA3,KHSTPP-I,SIMHST2,ANTA_RF,AURY_GF,AURY_LF,CHAMERA2,FSTPP I & II,KKNP,NJPC,NLCIIST2,SASAN,TEHRI,UNCHAHAR1,UNCHAHAR3,AURY_CRF,DADRI_LF,KISHANGANGA,KOTESHWR,NLCEXP,NLCIIST1,PARBATI3,SIMHST1,URI,URI2,VALLURNTECL,ANTA_CRF,ANTA_LF,BRBCL,BSIUL,JHAJJAR,KGSU1AND2,KKNPPU2,KUDGI,RAMPUR,DHAULIGNGA,KHSTPP-II,MAPS,NAPP,NLCTS2EXP,RSTPSU7,SALAL,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,ANTA_GF,DADRI_CRF,DADRI_RF,CHAMERA1,DULHASTI,KGSU3AND4,KOLDAM,NTPL,RIHAND3,UNCHAHAR4,AURY_RF,DADRI_GF
58,14:15-14:30,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,27.6,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

59,14:30-14:45,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

60,14:45-15:00,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

61,15:00-15:15,686.07,0,0,121.71,0,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,0,20.96,27.05,0,0,1.44,9.66,0,0,3.94,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,84.06,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

62,15:15-15:30,686.07,0,0,121.71,5.63,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,44.22,20.8,0,167.1,0,365.62,17,20.96,27.05,0,0,1.44,9.66,0,0,3.94,0,29.81,26.6,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,76.68,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

63,15:30-15:45,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,35.8,20.8,0,167.1,0,365.62,17,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

64,15:45-16:00,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,46.37,0,0,35.8,20.8,0,167.1,0,365.62,34.3,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,11.76,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

65,16:00-16:15,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,9.15,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

66,16:15-16:30,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,29.81,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,9.15,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

67,16:30-16:45,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,9.06,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

68,16:45-17:00,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.91,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

69,17:00-17:15,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.82,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

70,17:15-17:30,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,25.31,44.31,0,45.18,0,0,35.8,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.7,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

71,17:30-17:45,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,23.2,44.31,0,45.18,0,0,31.33,20.8,0,167.1,0,365.62,35.44,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.61,0,0,0,0,97.42,25.28,18.12,0,2.43,0,127.6,1.62,77.33,0

72,17:45-18:00,686.07,0,0,121.71,5.79,0,43.71,60.23,90.54,0,128.54,2.89,23.2,44.31,0,45.18,0,0,31.33,20.8,0,167.1,0,365.62,53.16,20.96,27.05,0,0,1.44,9.66,0,0,15.46,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.47,0,0,0,0,4.94,25.28,36.23,0,3.64,0,127.6,1.62,77.33,0

73,18:00-18:15,686.07,0,0,121.71,11.58,0,43.71,60.23,90.54,0,128.54,2.89,23.2,44.31,0,2.36,0,0,31.33,20.8,0,167.1,0,365.62,53.16,20.96,27.05,0,0,1.44,19.32,0,0,22.49,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8.26,0,0,0,0,12.33,25.28,36.23,0,3.64,0,127.6,1.62,77.33,0

74,18:15-18:30,686.07,0,0,121.71,11.58,0,43.71,60.23,90.54,0,128.54,2.89,23.2,44.31,0,8.28,0,0,31.33,20.8,0,167.1,0,365.62,53.16,20.96,27.05,0,0,2.88,28.98,0,0,54.81,0,13.25,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,8,0,0,0,0,18.5,25.28,36.23,0,5.35,0,127.6,1.62,77.33,0

75,18:30-18:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,23.2,44.31,0,19.39,0,0,31.33,20.8,0,167.1,0,365.62,53.16,20.96,27.05,0,0,2.88,38.64,0,0,54.81,0,33.12,29.56,0,0,0,20.01,6.52,413.81,0,0,0,3.54,40.4,70.29,0,44.62,0,0,80.18,0,7.7,0,0,0,0,30.82,25.28,36.23,0,5.35,0,127.6,1.62,4.87,0

76,18:45-19:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,44.31,0,26.61,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,54.81,0,33.12,29.56,0,0,0,20.01,20.21,413.81,0,0,0,3.62,41.42,70.29,0,44.62,0,0,80.18,0,7.7,0,0,0,0,43.16,42.15,36.8,0,5.35,0,127.6,1.62,12.18,0

77,19:00-19:15,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,28.63,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,54.81,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,77.83,0,44.62,0,0,80.18,0,7.79,0,0,0,0,55.49,42.15,36.8,0,5.35,0,127.6,1.62,21.92,0

78,19:15-19:30,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,28.63,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,54.81,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,88.12,0,44.62,0,0,80.18,0,7.85,0,0,0,0,59.19,42.15,36.8,0,5.35,0,127.6,1.62,29.23,0

79,19:30-19:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,28.63,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,54.81,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,8.09,0,0,0,0,59.19,42.15,36.8,0,5.35,0,127.6,1.62,38.97,0

80,19:45-20:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,28.63,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,8.26,0,0,0,0,59.19,42.15,36.8,0,5.35,0,127.6,1.62,38.97,0

81,20:00-20:15,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,29.8,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,8.44,0,3.85,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

82,20:15-20:30,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,29.8,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,33.12,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,8.56,0,3.85,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

83,20:30-20:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,29.8,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,39.75,29.56,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,8.7,0,8.2,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

84,20:45-21:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,25.31,41.89,0,29.8,0,0,31.33,20.8,0,167.1,0,365.62,70.87,20.96,27.05,0,0,4.32,38.64,0,0,21.08,0,39.75,29.56,0,0,0,20,3.3,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,8.82,0,8.2,0,0,97.42,42.15,36.36,0,5.35,0,127.6,1.62,77.33,0

85,21:00-21:15,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,25.31,41.89,0,29.8,0,0,31.33,20.8,0,167.1,0,365.62,70.87,20.96,27.05,0,0,4.32,38.64,0,0,21.08,0,39.75,29.56,0,0,0,20,3.3,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9,0,8.2,0,0,97.42,42.15,36.36,0,5.35,0,127.6,1.62,77.33,0

86,21:15-21:30,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,25.31,41.89,0,29.8,0,0,31.33,20.8,0,167.1,0,365.62,70.87,20.96,27.05,0,0,4.32,38.64,0,0,21.08,0,39.75,29.56,0,0,0,20,3.3,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.06,0,8.2,0,0,97.42,42.15,36.36,0,5.35,0,127.6,1.62,77.33,0

87,21:30-21:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,25.31,41.89,0,29.8,0,0,31.33,20.8,0,167.1,0,365.62,70.87,20.96,27.05,0,0,4.32,38.64,0,0,21.08,0,24.29,32.51,0,0,0,20,3.3,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.17,0,8.2,0,0,97.42,42.15,36.36,0,5.35,0,127.6,1.62,77.33,0

88,21:45-22:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,29.8,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,24.29,32.51,0,0,0,20,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,9.29,0,8.2,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

89,22:00-22:15,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,30.4,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,36.43,32.51,0,0,0,20.01,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,9.41,0,8.2,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

90,22:15-22:30,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,30.4,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,36.43,32.51,0,0,0,20.01,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,9.53,0,8.2,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

91,22:30-22:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,33.74,41.89,0,30.4,0,0,45.65,20.8,0,168.66,0,365.62,70.87,20.96,27.05,0,0,4.32,42.51,0,0,21.08,0,33.12,32.51,0,0,0,20.01,20.21,413.81,0,0,0,3.62,41.42,98.87,0,44.62,0,0,80.18,0,9.64,0,8.2,0,0,97.42,42.15,36.8,0,5.35,0,127.6,1.62,77.33,0

92,22:45-23:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,32.08,41.89,0,30.4,0,0,44.22,20.8,0,167.1,0,365.62,70.87,20.96,27.05,0,0,2.88,38.64,0,0,21.08,0,33.12,32.51,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.7,0,8.2,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

93,23:00-23:15,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,32.08,41.89,0,31.58,0,0,44.22,20.8,0,167.1,0,365.62,51.01,20.96,27.05,0,0,1.44,29.2,0,0,21.08,0,33.12,32.51,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.76,0,8.2,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

94,23:15-23:30,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,32.08,41.89,0,31.58,0,0,44.22,20.8,0,167.1,0,365.62,51.01,20.96,27.05,0,0,1.44,19.32,0,0,21.08,0,29.81,32.51,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.82,0,8.2,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

95,23:30-23:45,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,32.08,41.89,0,31.58,0,0,44.22,20.8,0,167.1,0,365.62,51.01,20.96,27.05,0,0,1.44,19.32,0,0,21.08,0,36.43,32.51,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.85,0,8.2,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

96,23:45-24:00,686.07,0,0,121.71,17.37,0,43.71,60.23,90.54,0,128.54,2.89,32.08,41.89,0,31.58,0,0,44.22,20.8,0,167.1,0,365.62,51.01,20.96,27.05,0,0,1.44,19.32,0,0,21.08,0,36.43,32.51,0,0,0,20.01,13.04,413.81,0,0,0,3.54,40.4,98.87,0,44.62,0,0,80.18,0,9.9,0,8.2,0,0,97.42,24.33,36.23,0,5.35,0,127.6,1.62,77.33,0

