Block,Time Block,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,KOTESHWR,KUDGI,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,ANTA_LF,ANTA_GF,JHAJJAR,KOLDAM,KKNP,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNPPU2,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,RAMPUR,RAPPC,NTPL,PARBATI3,NLCTS2EXP,RAPPB,NNTPP,RIHAND1,SALAL,SEWA2,RIHAND3,RIHAND2,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,TEHRI,SINGRAULI,TANDA2,TelanganaSTPP,TALST2,SINGRAULI_HYDRO,TANAKPUR,TALA,URI,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,UNCHAHAR1,URI2,UNCHAHAR3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,0,16.72,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,12.26,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

63,15:30-15:45,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,8.74,16.72,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

64,15:45-16:00,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,234.56,0,0,142.31,0,43.12,0,0,8.74,16.72,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

65,16:00-16:15,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,231.54,0,0,142.31,0,43.12,0,0,8.74,16.72,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,14.33,84.92,0,0,0,0,5.53,0,1.07,30.34,0,0,14.42,4.39,18.8,0,0,0,0,0

66,16:15-16:30,0,0,0,0,66.79,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,231.54,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,5.53,0,1.07,36.11,0,0,17.6,4.39,22.73,0,0,0,0,0

67,16:30-16:45,0,0,0,0,66.79,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,277.6,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,6.14,0,1.07,36.11,0,0,17.6,4.39,22.73,0,0,0,0,0

68,16:45-17:00,0,0,0,0,66.79,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,335.18,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,2.3,0,287.7,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,6.14,0,1.07,36.11,0,0,17.6,4.39,22.73,0,0,0,0,0

69,17:00-17:15,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,398.93,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,3.84,0,318.39,19.19,11.37,1.06,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,6.14,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

70,17:15-17:30,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,231.94,0,0,142.31,0,43.12,0,0,17.49,17.07,31.63,0,7.68,9.29,327.77,19.19,26.07,2.11,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,6.14,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

71,17:30-17:45,0,0,0,0,112.23,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,26.37,17.07,31.63,0,15.34,18.58,327.77,19.19,40.45,6.26,0,49.93,0,0,0,0,0,88.28,2.24,5.06,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,6.14,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

72,17:45-18:00,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,327.77,19.19,40.45,18.77,0,49.93,0,0,0,0,0,88.28,2.24,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,11.43,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

73,18:00-18:15,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,327.77,19.19,40.45,18.77,0,49.93,0,0,0,0,0,88.28,13.39,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,11.43,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

74,18:15-18:30,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,327.77,19.19,40.45,18.77,0,49.93,0,0,0,0,0,88.28,76.17,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,7.99,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

75,18:30-18:45,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,327.77,19.19,40.45,18.77,0,49.93,0,0,0,0,0,88.28,76.17,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,7.99,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

76,18:45-19:00,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,327.77,19.19,40.45,18.77,0,49.93,0,2.45,0,0,0,88.28,76.17,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,7.99,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

77,19:00-19:15,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,221.23,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,325.2,19.19,40.45,18.77,0,49.93,0,6.1,0,0,0,88.28,76.17,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,7.99,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

78,19:15-19:30,0,0,0,0,134.67,40.27,9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,407.87,0,0,142.31,0,43.12,0,0,35.07,17.07,47.43,0,37.91,27.89,325.2,19.19,40.45,18.77,0,49.93,0,31.76,0,0,0,88.28,13.39,10.11,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,7.99,0,2.12,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

79,19:30-19:45,0,0,0,0,112.23,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,407.87,0,0,142.31,0,43.12,0,0,26.37,17.07,31.63,0,25.28,18.58,325.2,19.19,40.45,1.06,0,49.93,0,31.76,0,0,0,88.28,2.24,5.06,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,4.92,0,33.9,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

80,19:45-20:00,0,0,0,0,112.23,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,374.11,0,0,142.31,0,43.12,0,0,17.49,17.07,31.63,0,11.52,9.29,325.2,19.19,26.07,0,0,49.93,0,31.76,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,4.92,0,33.9,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

81,20:00-20:15,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,306.94,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,11.37,0,0,49.93,0,31.76,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,59.73,84.92,0,0,0,0,4.92,0,1.59,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

82,20:15-20:30,0,0,0,0,89.78,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,43.12,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,31.76,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.8,84.92,0,0,0,0,4.92,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

83,20:30-20:45,0,0,0,0,67.34,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,31.76,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,4.92,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

84,20:45-21:00,0,0,0,0,67.34,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,4.88,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,44.44,84.92,0,0,0,0,4.92,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

85,21:00-21:15,0,0,0,0,67.34,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,2.45,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,4.92,0,0.63,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

86,21:15-21:30,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,29.62,84.92,0,0,0,0,4.92,0,1.59,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

87,21:30-21:45,0,0,0,0,44.89,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,29.62,90.39,0,0,0,0,4.92,0,33.9,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

88,21:45-22:00,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,14.82,93.49,0,0,0,0,4.92,0,33.9,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

89,22:00-22:15,0,0,0,0,22.45,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,11.52,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,14.82,94.93,0,0,0,0,4.92,0,1.59,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,2.3,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,14.33,96.37,0,0,0,0,4.92,0,1.07,40.69,0,0,19.73,4.39,25.32,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,2.3,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,96.44,0,0,0,0,6.14,0,1.07,40.69,0,0,19.73,10.33,25.32,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,17.07,31.63,0,2.3,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,97.81,0,0,0,0,6.14,0,1.07,40.69,0,0,19.73,10.33,25.32,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,16.72,31.63,0,2.3,9.29,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,97.88,0,0,0,0,6.14,0,1.07,40.69,0,0,19.73,18.07,25.32,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,16.72,31.63,0,2.3,0,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,98.58,0,0,0,0,6.14,0,1.07,37.58,0,0,19.73,18.07,25.32,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,16.72,31.63,0,2.3,0,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,98.6,0,0,0,0,6.14,0,25.42,34.36,0,0,19.73,18.07,25.32,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,40.27,8.51,0,0,0,0,0,0,0,0,0,0,0,0,0,251.28,0,0,142.31,0,32.62,0,0,8.74,16.72,31.63,0,2.3,0,325.2,19.19,0,0,0,49.93,0,0,0,0,0,88.28,2.24,0,119.3,113.96,401.85,0,0,0,0,0,98.6,0,0,0,0,6.14,0,25.42,31.15,0,0,19.73,18.07,25.32,0,0,0,0,0

