Block,Time,CHAMERA1,DHAULIGNGA,KGSU3AND4,KHSTPP-II,NJPC,NLCIIST2,SASAN,TANDA2,UNCHAHAR2,UNCHAHAR4,URI,ANTA_LF,DADRI_CRF,DADRI_GF,DADRI_LF,KKNP,KKNPPU2,KOTESHWR,RSTPSU1TO6,SEWA2,SIMHST1,TALA,AURY_LF,MAPS,RIHAND3,ANTA_CRF,AURY_GF,DULHASTI,FSTPP I & II,KHSTPP-I,KUDGI,NAPP,NLCEXP,NNTPP,RAPPC,RIHAND1,RIHAND2,SALAL,TEHRI,UNCHAHAR1,BSIUL,JHAJJAR,KGSU1AND2,KISHANGANGA,KOLDAM,NLCTS2EXP,RSTPSU7,SIMHST2,SINGRAULI,TANAKPUR,VALLURNTECL,AURY_RF,CHAMERA2,NTPL,PARBATI3,SINGRAULI_HYDRO,TALST2,UNCHAHAR3,BRBCL,CHAMERA3,DADRT2,NLCIIST1,RAMPUR,RAPPB,URI2,ANTA_RF,TelanganaSTPP,ANTA_GF,AURY_CRF,DADRI_RF
66,16:15-16:30,0,0,0,148.3,0,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,42.32,0,16.48,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

67,16:30-16:45,0,0,0,148.3,18.94,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,42.32,0,16.48,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

68,16:45-17:00,0,0,0,148.3,41.67,0,343.12,0,42.39,0,1.11,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,42.32,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

69,17:00-17:15,0,1.32,0,148.3,62.51,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,42.63,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,1.4,57.46,10.28,0,434.65,0,0,0,0,0,0,139.69,0.25,0,0,0,0,0,0.63,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.59,0

70,17:15-17:30,13.24,18.27,0,148.3,83.33,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,42.95,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,9.29,57.46,10.28,2.2,434.65,0,0,0,0,0,0,139.69,0.25,0,0,2.66,0,0,0.63,0,26.4,20,9.68,683.14,0,0,0,4.31,0,0,0,70.59,0

71,17:30-17:45,24.09,18.27,0,148.3,116.95,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.47,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0.25,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

72,17:45-18:00,24.09,18.27,0,148.3,116.95,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.47,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0.25,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

73,18:00-18:15,24.09,18.27,0,148.3,116.95,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.47,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.59,0

74,18:15-18:30,13.24,18.27,0,148.3,113.64,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.47,0,32.96,19.18,45.53,0,44,0,0,53.3,45,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.81,0

75,18:30-18:45,0,18.27,0,148.3,113.64,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.68,0,32.96,19.18,45.53,0,44,0,0,53.3,55,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.81,0

76,18:45-19:00,0,18.27,0,148.3,83.43,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,39.05,0,7.9,0,0,0,0,62.16,43.68,0,32.96,19.18,45.53,0,44,0,0,53.3,60,118.76,41.83,57.46,10.28,13.04,434.65,0,0,0,0,0,0,139.69,0,0,0,39.51,0,0,0.63,0,26.4,20,19.38,682.79,0,0,0,4.31,0,0,0,70.81,0

77,19:00-19:15,0,18.27,0,148.3,62.51,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.68,0,32.96,19.18,45.53,0,44,0,0,53.3,65,118.76,9.29,57.46,10.28,2.2,434.65,0,0,0,0,0,0,139.69,0,0,0,2,0,3.82,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.81,0

78,19:15-19:30,0,9.14,0,148.3,41.67,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.68,0,32.96,19.18,45.53,0,44,0,0,53.3,70,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.81,0

79,19:30-19:45,0,0,0,148.3,18.94,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.79,0,32.96,19.18,45.53,0,44,0,0,53.3,74,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.81,0

80,19:45-20:00,0,0,0,148.3,0,0,348.98,0,42.39,0,1.11,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.79,0,32.96,19.18,45.53,0,44,0,0,53.3,77,118.76,1.4,43.09,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,682.79,0,0,0,4.31,0,0,0,70.81,0

81,20:00-20:15,0,0,0,148.3,0,0,348.98,0,42.39,0,11.04,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.79,0,32.96,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,683.14,0,0,0,4.31,0,0,0,70.81,0

82,20:15-20:30,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,26.62,0,0,0,0,0,0,62.16,43.79,0,32.96,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,683.14,0,0,0,4.31,0,0,0,70.81,0

83,20:30-20:45,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.79,0,32.96,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,16.54,0.63,0,26.4,20,9.68,683.14,0,0,0,10.76,0,0,0,70.81,0

84,20:45-21:00,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.79,0,32.96,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,3.57,0.63,0,26.4,20,9.68,683.14,0,0,0,10.76,0,0,0,70.81,0

85,21:00-21:15,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.89,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,9.68,683.14,0,0,0,10.76,0,0,0,70.81,0

86,21:15-21:30,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.89,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.73,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,9.68,683.14,0,0,0,10.76,0,0,0,70.81,0

87,21:30-21:45,0,0,0,148.3,0,0,348.98,0,42.39,0,26.49,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.89,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,28.1,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.81,0

88,21:45-22:00,0,0,0,148.3,0,0,348.98,0,42.39,0,5.52,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.89,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,27.47,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,10.76,0,0,0,70.81,0

89,22:00-22:15,0,0,0,148.3,0,0,348.98,0,42.39,0,3.31,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,43.99,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,27.47,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

90,22:15-22:30,0,0,0,148.3,0,0,348.98,0,42.39,0,3.31,0,92.62,0,0,0,0,17.75,0,0,0,0,0,0,62.16,44.21,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,27.47,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

91,22:30-22:45,0,0,0,148.3,0,0,348.98,0,42.39,0,3.31,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.21,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,27.47,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

92,22:45-23:00,0,0,0,148.3,0,0,348.98,0,42.39,0,3.31,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.21,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,13.74,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

93,23:00-23:15,0,0,0,148.3,0,0,348.98,0,42.39,0,0.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.21,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,13.74,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

94,23:15-23:30,0,0,0,148.3,0,0,348.98,0,42.39,0,0.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,13.74,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

95,23:30-23:45,0,0,0,148.3,0,0,348.98,0,42.39,0,0.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

96,23:45-24:00,0,0,0,148.3,0,0,348.98,0,42.39,0,0.66,0,92.62,0,0,0,0,8.87,0,0,0,0,0,0,62.16,44.42,0,16.48,20.15,45.53,0,44,0,0,53.3,77,118.76,1.4,0,10.28,0,434.65,0,0,0,0,0,0,139.69,0,0,0,0,0,0,0,0,26.4,20,0,683.14,0,0,0,4.31,0,0,0,70.81,0

