Block,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/13072024/13072024/IEX-240712-01506_GNA,NR/01072024/31072024/R2,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/31052040/LT-31,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024
9,02:00-02:15,32.5,0,0,0,79.33,79.33,0,97.5,0,0,29.34,10.21,32.5,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.690000,4.450000,15.520000,81.880000,0.000000,25.360000,29.270000,163.760000,0.000000,6.670000,30.830000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,32.750000,234.610000,272.370000,0.000000,12.410000

10,02:15-02:30,32.16,0,0,0,79.33,79.33,0,96.5,0,0,29.34,9.81,32.17,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.690000,4.450000,15.520000,81.880000,0.000000,25.360000,29.270000,163.760000,0.000000,6.670000,30.830000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,32.750000,234.610000,272.370000,0.000000,12.410000

11,02:30-02:45,31.84,0,0,0,79.33,79.33,0,95.5,0,0,31.66,9.01,31.83,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.690000,4.450000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.670000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,32.750000,205.710000,272.370000,0.000000,12.410000

12,02:45-03:00,31.5,0,0,0,79.33,79.33,0,94.5,0,0,31,8.81,31.5,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.690000,4.450000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.670000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,32.750000,205.710000,272.370000,0.000000,12.410000

13,03:00-03:15,31.16,0,0,0,79.33,79.33,0,93.5,0,0,31,12.81,31.17,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.500000,4.260000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,0.000000,205.710000,272.370000,0.000000,12.410000

14,03:15-03:30,30.84,0,0,0,79.33,79.33,0,92.5,0,0,30.34,12.61,30.83,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.500000,4.260000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,0.000000,205.710000,272.370000,0.000000,12.410000

15,03:30-03:45,33.34,0,0,0,81.67,81.67,0,100,0,0,35,11.2,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.500000,4.260000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,0.000000,171.120000,272.370000,0.000000,12.410000

16,03:45-04:00,33.34,0,0,0,81.67,81.67,0,100,0,0,35,11,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.500000,4.260000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.360000,0.000000,0.000000,81.880000,0.000000,0.000000,171.120000,272.370000,0.000000,12.410000

17,04:00-04:15,33.34,0,0,0,81.67,81.67,0,100,0,0,29.66,11,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,4.070000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.210000,0.000000,0.000000,81.880000,0.000000,0.000000,171.120000,272.370000,0.000000,12.410000

18,04:15-04:30,33.34,0,0,0,81.67,81.67,0,100,0,0,30,10.8,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,4.070000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,7.650000,70.220000,52.980000,7.210000,0.000000,0.000000,81.880000,0.000000,0.000000,171.120000,272.370000,0.000000,12.410000

19,04:30-04:45,33.34,0,0,0,81.67,81.67,0,100,0,0,30.34,7.4,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,4.070000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,7.210000,0.000000,0.000000,81.880000,0.000000,0.000000,122.960000,272.370000,0.000000,12.410000

20,04:45-05:00,33.34,0,0,0,81.67,81.67,0,100,0,0,30.66,7.4,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,4.070000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,7.210000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

21,05:00-05:15,33.34,0,0,0,81.67,81.67,0,100,0,0,34.34,7.4,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,3.990000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,7.050000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

22,05:15-05:30,33.34,0,0,0,81.67,81.67,0,100,0,0,33.66,7.4,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,3.990000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,7.050000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

23,05:30-05:45,33.34,0,0,0,81.67,81.67,0,100,0,0,33.66,7.6,33.33,0,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,3.990000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,6.510000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

24,05:45-06:00,33.34,0,0,0,81.67,81.67,1.150146,100,0.2,0.25,33,7.8,33.33,1.26,0,0,0,0,0,57.510000,61.410000,0.000000,20.470000,12.320000,3.990000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.510000,25.920000,3.850000,70.220000,52.980000,6.510000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

25,06:00-06:15,33.34,6.25,0,11.08,81.67,81.67,3.655125,100,1,0.44,33,8,33.33,2.21,1,1,0.94,0,1,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,0.000000,25.920000,29.270000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.510000,0.000000,0.000000,81.880000,0.000000,0.000000,110.780000,272.370000,0.000000,12.410000

26,06:15-06:30,33.34,9.09,2,17.33,81.67,81.67,8.080263,100,2,0.93,32.34,8.2,33.33,4.65,2,4,3.31,1,1,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,0.200000,25.920000,28.260000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.510000,0.210000,0.000000,81.880000,0.200000,0.000000,110.780000,272.370000,0.000000,12.410000

27,06:30-06:45,33.34,13.1,5,24.93,81.67,81.67,13.45086,100,5,1.87,32.34,8.6,33.33,9.37,5,7,5.32,3,3,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,0.620000,25.920000,28.260000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.510000,0.630000,0.000000,81.880000,0.620000,0.000000,110.780000,272.370000,0.000000,12.410000

28,06:45-07:00,33.34,22.03,9,33,81.67,81.67,19.757169,100,6,3.19,33,9,33.33,15.98,8,14,7.98,4,6,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,0.970000,25.920000,28.260000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.510000,1.000000,0.000000,81.880000,0.970000,0.000000,110.780000,272.370000,0.000000,12.410000

29,07:00-07:15,33.34,33,16,33,73.33,73.33,26.745768,100,7,4.71,28,13,33.33,23.57,11,21,11.95,5,9,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,1.420000,25.920000,28.760000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.360000,1.460000,0.000000,81.880000,1.420000,0.000000,110.780000,252.380000,0.000000,12.410000

30,07:15-07:30,33.34,33,26,33,73.33,73.33,34.085259,100,9.5,6.53,28.66,12.8,33.33,32.64,16,35,17.22,8,15,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,1.950000,25.920000,28.760000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.360000,2.010000,0.000000,81.880000,1.950000,0.000000,110.780000,233.120000,0.000000,12.410000

31,07:30-07:45,33.34,32.66,32.67,32.67,73.33,73.33,35.147682,100,13.5,8.68,30,15,33.33,43.41,20,42,16.67,10,18,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,2.560000,25.920000,28.760000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.360000,2.630000,0.000000,81.880000,2.560000,0.000000,110.780000,211.930000,0.000000,12.410000

32,07:45:08:00,33.34,32.66,32.67,32.67,75,75,41.473485,100,16.5,10.94,31,14.8,33.33,54.69,27,53,18.34,13,22,57.510000,61.410000,0.000000,20.470000,12.230000,3.890000,15.520000,81.880000,3.520000,25.920000,28.760000,163.760000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.360000,3.610000,0.000000,81.880000,3.520000,0.000000,110.780000,211.930000,0.000000,12.410000

33,08:00-08:15,32,33,33,33,76.67,76.67,47.877264,96,20.5,14.85,28.34,19.2,32,74.28,25,67,24,12,28,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,4.520000,25.920000,28.260000,0.000000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.200000,4.630000,0.000000,0.000000,4.520000,0.000000,110.780000,211.930000,0.000000,12.410000

34,08:15-08:30,32.34,33,33,33,78.33,78.33,54.339525,97,23.5,17.81,29.34,19.4,32.33,89.03,32,81,31,15,34,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,5.510000,25.920000,28.260000,0.000000,0.000000,6.360000,25.920000,3.850000,70.220000,52.980000,6.200000,5.650000,0.000000,0.000000,5.510000,0.000000,110.780000,211.930000,0.000000,12.410000

35,08:30-08:45,26.66,33,33,33,53.33,53.33,61.396353,80,27,21.02,21.66,23.61,26.67,105.13,39,77,37,18,33,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,6.520000,25.920000,28.760000,0.000000,0.000000,5.420000,25.920000,3.850000,70.220000,52.980000,6.200000,6.690000,0.000000,0.000000,6.520000,0.000000,110.780000,211.930000,0.000000,12.410000

36,08:45:09:00,27.16,33,33,33,54.33,54.33,68.579892,81.5,30,24.09,21.66,24.01,27.17,120.47,45,91,43,21,39,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,7.480000,25.920000,28.760000,0.000000,0.000000,5.420000,25.920000,3.850000,70.220000,52.980000,6.200000,7.660000,0.000000,0.000000,7.480000,0.000000,110.780000,211.930000,0.000000,12.410000

37,09:00:09:15,30.84,33,33,33,71.67,71.67,73.404657,92.5,32,26.24,30,24.01,30.83,131.22,51,105,50,24,45,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,8.340000,25.920000,29.270000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.200000,8.550000,0.000000,0.000000,8.340000,0.000000,110.780000,211.930000,0.000000,12.410000

38,09:15-09:30,32.16,33,33,33,73.33,73.33,80.169075,96.5,34,28.45,31.66,24.41,32.17,142.27,57,119,56,27,51,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,9.160000,25.920000,29.270000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.200000,9.390000,0.000000,0.000000,9.160000,0.000000,110.780000,211.930000,0.000000,12.410000

39,09:30-09:45,33,33,33,33,76.67,76.67,85.432455,99,37.5,29.68,33.34,24.01,33,148.38,63,130,61,30,55,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,9.900000,25.920000,28.760000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.200000,10.150000,0.000000,0.000000,9.900000,0.000000,110.780000,211.930000,0.000000,12.410000

40,09:45-10:00,34.16,33,33,33,80,80,90.432666,102.5,38,31.51,36.66,24.21,34.17,157.54,69,140,65,33,60,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,10.600000,25.920000,28.760000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.200000,10.870000,0.000000,0.000000,10.600000,0.000000,110.780000,211.930000,0.000000,12.410000

41,10:00-10:15,37.5,33,33,33,81.67,81.67,94.770081,112.5,38.5,33.95,38.34,24.21,37.5,169.75,73,151,69,35,64,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,11.780000,25.920000,27.750000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,12.070000,0.000000,0.000000,11.780000,0.000000,110.780000,211.930000,0.000000,12.410000

42,10:15-10:30,40,33,33,33,81.67,81.67,98.356977,120,40.5,35.57,40,24.21,40,177.83,77,161,72,37,69,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,12.460000,25.920000,27.750000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,12.780000,0.000000,0.000000,12.460000,0.000000,110.780000,211.930000,0.000000,12.410000

43,10:30-10:45,40,33,33,33,81.67,81.67,91.641294,120,40.5,30.47,40,17,40,152.36,81,172,76,38,73,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,13.200000,25.920000,26.740000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,13.530000,0.000000,0.000000,13.200000,0.000000,110.780000,211.930000,0.000000,12.410000

44,10:45-11:00,40,33,33,33,81.67,81.67,84.097116,120,41.5,31.67,40,17,40,158.33,85,179,79,40,76,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,13.950000,25.920000,26.740000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,14.300000,0.000000,0.000000,13.950000,0.000000,110.780000,211.930000,0.000000,12.410000

45,11:00-11:15,40,33,33,33,81.67,81.67,75.295575,120,42.5,31.32,40,17,40,156.63,88,182,81,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.360000,25.920000,26.740000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,14.720000,0.000000,0.000000,14.360000,0.000000,110.780000,211.930000,0.000000,12.410000

46,11:15-11:30,40,33,33,33,81.67,81.67,65.217177,120,42.5,31.69,40,17,40,158.44,89,182,82,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.610000,25.920000,26.740000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,14.970000,0.000000,0.000000,14.610000,0.000000,110.780000,211.930000,0.000000,12.410000

47,11:30-11:45,40,33,33,33,81.67,81.67,77.069529,120,42.5,32.14,40,17.6,40,160.68,89,182,86,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.800000,25.920000,26.240000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,15.170000,0.000000,0.000000,14.800000,0.000000,110.780000,211.930000,0.000000,12.410000

48,11:45-12:00,40,33,33,33,81.67,81.67,88.415037,120,43.5,32.94,40,18.2,40,164.71,89,182,86,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.800000,25.920000,26.240000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,15.170000,0.000000,0.000000,14.800000,0.000000,110.780000,211.930000,0.000000,12.410000

49,12:00-12:15,40,33,33,33,81.67,81.67,93.658923,120,44.5,45,40,25.01,40,225,89,182,87,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.800000,25.920000,24.730000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,15.170000,0.000000,0.000000,14.800000,0.000000,110.780000,211.930000,0.000000,12.410000

50,12:15-12:30,40,33,33,33,81.67,81.67,102.772368,120,44.5,45,40,25.41,40,225,89,182,87,42,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,14.800000,25.920000,24.730000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,15.170000,0.000000,0.000000,14.800000,0.000000,110.780000,211.930000,0.000000,12.410000

51,12:30-12:45,40,33,33,33,81.67,81.67,102.080331,120,45,45,40,37.02,40,225,88,179,87,42,76,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,16.280000,25.920000,24.220000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,16.690000,0.000000,0.000000,16.280000,0.000000,110.780000,211.930000,0.000000,12.410000

52,12:45-13:00,40,33,33,33,81.67,81.67,101.008161,120,44,45,40,37.61,40,225,88,179,87,42,76,57.510000,0.000000,0.000000,0.000000,12.230000,3.710000,15.520000,0.000000,16.280000,25.920000,24.220000,0.000000,0.000000,5.810000,25.920000,3.850000,70.220000,52.980000,6.130000,16.690000,0.000000,0.000000,16.280000,0.000000,110.780000,211.930000,0.000000,12.410000

53,13:00-13:15,40,33,33,33,81.67,81.67,100.00422,120,44,45,40,38.21,40,225,88,179,87,42,76,57.510000,0.000000,0.000000,0.000000,12.230000,3.750000,15.520000,0.000000,16.280000,25.920000,24.220000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.280000,16.690000,0.000000,0.000000,16.280000,0.000000,110.780000,132.380000,0.000000,12.410000

54,13:15-13:30,40,33,33,33,81.67,81.67,99.058761,120,44,45,40,38.61,40,225,88,179,87,42,76,57.510000,0.000000,0.000000,0.000000,12.230000,3.750000,15.520000,0.000000,16.280000,25.920000,24.220000,0.000000,0.000000,5.890000,25.920000,3.850000,70.220000,52.980000,6.280000,16.690000,0.000000,0.000000,16.280000,0.000000,110.780000,113.110000,0.000000,12.410000

55,13:30-13:45,40,33,33,33,81.67,81.67,68.375205,120,43,45,40,43.01,40,225,88,186,85,42,79,57.510000,0.000000,0.000000,0.000000,12.230000,3.750000,15.520000,0.000000,16.040000,25.920000,25.230000,0.000000,0.000000,5.890000,25.920000,7.650000,70.220000,52.980000,6.280000,16.450000,0.000000,0.000000,16.040000,0.000000,110.780000,93.840000,0.000000,12.410000

56,13:45-14:00,40,33,33,33,81.67,81.67,61.415847,120,43,45,40,43.01,40,225,88,186,84,42,79,57.510000,0.000000,0.000000,0.000000,12.230000,3.750000,15.520000,0.000000,15.740000,25.920000,25.230000,0.000000,0.000000,5.890000,25.920000,7.650000,70.220000,52.980000,6.280000,16.140000,0.000000,0.000000,15.740000,0.000000,110.780000,74.170000,0.000000,12.410000

57,14:00-14:15,40,33,33,33,81.67,81.67,55.021815,120,41.5,45,40,43.01,40,225,86,182,79,41,78,57.510000,0.000000,0.000000,0.000000,12.230000,3.800000,15.520000,0.000000,15.360000,25.920000,25.730000,0.000000,0.000000,6.040000,25.920000,7.650000,70.220000,52.980000,6.510000,15.740000,0.000000,0.000000,15.360000,0.000000,110.780000,93.840000,0.000000,12.410000

