Block,Time,SINGRAULI_HYDRO,ANTA_GF,TANAKPUR,UNCHAHAR3,CHAMERA2,URI2,RIHAND1,PARBATI3,DADRT2,DHAULIGNGA,KOLDAM,CHAMERA1,BSIUL,RIHAND3,SEWA2,RAPPB,JHAJJAR,TEHRI,AURY_RF,ANTA_CRF,RAMPUR,DADRI_LF,UNCHAHAR4,ANTA_RF,RAPPC,NJPC,SALAL,ANTA_LF,AURY_LF,DADRI_RF,AURY_GF,KOTESHWR,RIHAND2,DADRI_GF,KISHANGANGA,UNCHAHAR2,DULHASTI,CHAMERA3,DADRI_CRF,NAPP,UNCHAHAR1,AURY_CRF,SINGRAULI,TANDA2,URI,KHSTPP-I,KHSTPP-II,FSTPP I & II,SASAN,KUDGI,BRBCL,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.973030,0.000000,10.818506,25.326579,37.917862,30.983723,88.292400,0.000000,659.102725,0.000000,0.000000,37.908150,6.258012,118.681900,0.000000,0.000000,626.828151,43.531992,31.803978,0.000000,0.000000,0.000000,0.000000,20.731247,49.079730,112.241234,72.486141,0.000000,0.000000,57.324800,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,96.432548,0.000000,46.618387,41.938890,141.326286,13.675725,333.615712,0.00,12.656524,12.696831,0,0,0,0,0

2,00:15-00:30,0.973030,0.000000,10.818506,25.326579,37.917862,30.983723,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,43.531992,27.005478,0.000000,0.000000,0.000000,0.000000,15.932747,49.079730,109.060308,72.486141,0.000000,0.000000,57.324800,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.152323,0.000000,46.618387,41.938890,141.326286,13.675725,333.615712,0.00,12.656524,12.696831,0,0,0,0,0

3,00:30-00:45,0.973030,0.000000,10.818506,25.326579,37.917862,30.983723,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,29.021328,27.005478,0.000000,0.000000,0.000000,0.000000,15.932747,49.079730,109.060308,72.486141,0.000000,0.000000,33.332300,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,41.938890,141.326286,13.675725,333.615712,0.00,12.656524,12.696831,0,0,0,0,0

4,00:45-01:00,0.973030,0.000000,10.818506,25.326579,37.917862,30.983723,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,29.021328,27.005478,0.000000,0.000000,0.000000,0.000000,15.932747,49.079730,109.060308,72.486141,0.000000,0.000000,25.176194,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,41.938890,141.326286,13.675725,333.615712,0.00,12.656524,12.696831,0,0,0,0,0

5,01:00-01:15,0.973030,0.000000,10.818506,25.326579,37.917862,10.327908,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,14.510664,25.921497,0.000000,0.000000,0.000000,0.000000,15.288021,49.079730,109.060308,72.486141,0.000000,0.000000,24.165246,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,333.615712,0.00,13.731490,12.696831,0,0,0,0,0

6,01:15-01:30,0.973030,0.000000,10.818506,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,14.510664,25.921497,0.000000,0.000000,0.000000,0.000000,15.288021,49.079730,109.060308,72.486141,0.000000,0.000000,24.165246,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,333.615712,0.00,15.882297,12.696831,0,0,0,0,0

7,01:30-01:45,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,25.921497,0.000000,0.000000,0.000000,0.000000,15.288021,49.079730,109.060308,72.486141,0.000000,0.000000,24.165246,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,333.615712,0.00,15.820654,12.696831,0,0,0,0,0

8,01:45-02:00,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,0.000000,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,25.921497,0.000000,0.000000,0.000000,0.000000,15.288021,49.079730,99.971949,72.486141,0.000000,0.000000,24.165246,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,333.615712,0.00,14.488398,12.696831,0,0,0,0,0

9,02:00-02:15,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,5.304088,0.000000,0.000000,0.000000,0.000000,0.553495,49.079730,99.971949,72.486141,0.000000,0.000000,7.243820,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,331.456388,0.67,15.749093,13.543286,0,0,0,0,0

10,02:15-02:30,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,331.456388,0.00,14.867938,13.543286,0,0,0,0,0

11,02:30-02:45,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,330.376725,0.00,15.132063,13.543286,0,0,0,0,0

12,02:45-03:00,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,330.376725,0.00,15.698850,13.543286,0,0,0,0,0

13,03:00-03:15,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,330.376725,0.00,16.792071,13.543286,0,0,0,0,0

14,03:15-03:30,0.973030,0.000000,9.712068,25.326579,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,19.179604,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,330.376725,0.00,17.555690,13.543286,0,0,0,0,0

15,03:30-03:45,0.973030,0.000000,9.712068,20.813014,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,15.271226,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,328.217400,0.00,16.703088,14.107590,0,0,0,0,0

16,03:45-04:00,0.973030,0.000000,9.712068,20.813014,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,15.271226,0.000000,97.169625,0.000000,8.476070,40.195115,141.326286,13.675725,328.217400,0.00,16.665053,14.107590,0,0,0,0,0

17,04:00-04:15,0.973030,0.000000,9.712068,17.841303,37.917862,9.036919,88.292400,0.000000,654.871545,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,541.899499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,34.918493,47.444263,18.575646,0.000000,35.873586,12.264582,0.000000,97.169625,0.000000,10.595088,40.195115,141.326286,13.675725,328.217400,0.00,18.363903,14.107590,0,0,0,0,0

18,04:15-04:30,0.973030,0.000000,9.712068,20.813014,37.917862,9.036919,88.292400,0.000000,659.102725,17.495139,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,604.554480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,15.271226,0.000000,97.169625,0.000000,46.618387,40.195115,141.326286,13.675725,328.217400,0.00,19.180790,14.107590,0,0,0,0,0

19,04:30-04:45,0.973030,0.000000,10.818506,20.813014,37.917862,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,15.271226,0.000000,98.539966,0.000000,46.618387,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,14.107590,0,0,0,0,0

20,04:45-05:00,0.973030,0.000000,10.818506,20.813014,37.917862,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,15.271226,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,12.696831,0,0,0,0,0

21,05:00-05:15,0.973030,0.000000,10.818506,25.064485,37.917862,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,18.985265,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,12.696831,0,0,0,0,0

22,05:15-05:30,0.973030,0.000000,10.818506,25.064485,37.917862,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,14.510664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,18.985265,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,12.696831,0,0,0,0,0

23,05:30-05:45,0.973030,0.000000,10.818506,25.064485,30.702722,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,29.021328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,18.985265,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,14.107590,0,0,0,0,0

24,05:45-06:00,0.973030,0.000000,10.818506,25.064485,30.702722,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,37.529068,6.258012,118.681900,0.000000,0.000000,626.828151,44.801675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,18.985265,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,14.107590,0,0,0,0,0

25,06:00-06:15,0.973030,0.000000,9.712068,25.064485,30.702722,9.682413,88.292400,0.000000,659.102725,26.242709,0.000000,40.449512,6.258012,118.681900,0.000000,0.000000,626.828151,59.735567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.079730,99.971949,72.486141,0.000000,0.000000,0.000000,0.000000,8.516378,113.364562,0.000000,0.000000,40.681779,47.444263,18.575646,0.000000,35.873586,18.985265,0.000000,98.609175,0.000000,8.476070,41.938890,141.326286,15.148097,328.217400,0.00,19.194008,14.107590,0,0,0,0,0

