Block,Time,L_NR_2023_10,L_NR_2021_15,L_NR_2021_12,L_NR_2021_14,L_NR_2021_17,L_NR_2021_13,L_NR_2023_07,L_NR_2021_16,LT-05,L_NR_2012_07,L_NR_2019_05,L_NR_2012_04,L_NR_2020_02,L_NR_2019_11,SH-07,L_NR_2020_05,L_NR_2019_06,L_NR_2022_09,SH-06,LT-31,L_NR_2012_01,L_NR_2023_04,L_NR_2018_61,L_NR_2022_10,L_NR_2022_08,L_NR_2019_07,LT-35,L_NR_2020_06,L_NR_2020_07,LT-59,L_NR_2019_19,LT-36,L_NR_2012_02
12,02:45-03:00,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.540000,6.490000,25.270000,30.07,0,21.05,30.710000,0.000000,100.530000,30.460000,7.2,21.05,9.94,0,0.000000,10.02,10.03,6.330000,0,0.000000,257.110000

13,03:00-03:15,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.540000,6.260000,25.270000,30.02,0,21.02,30.710000,0.000000,100.530000,30.460000,7.2,21.02,9.85,0,0.000000,10.01,10.01,6.330000,0,0.000000,257.110000

14,03:15-03:30,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.540000,6.260000,25.270000,30.01,0,20.75,30.710000,0.000000,100.530000,30.460000,7.2,20.75,9.32,0,0.000000,10,10.01,6.330000,0,0.000000,257.110000

15,03:30-03:45,0,0,0,0,0,0,0,0,114.790000,64.490000,0,269.920000,5.540000,6.260000,25.270000,30.13,0,25.14,30.710000,0.000000,100.530000,30.460000,7.2,25.14,8.26,0,0.000000,10.04,10.05,6.330000,0,0.000000,257.110000

16,03:45-04:00,0,0,0,0,0,0,0,0,114.790000,64.490000,0,269.920000,5.540000,6.260000,25.270000,30.06,0,24.81,30.710000,0.000000,100.530000,30.460000,7.2,24.81,7.95,0,0.000000,10.02,10.01,6.330000,0,0.000000,257.110000

17,04:00-04:15,0,0,0,0,0,0,0,0,114.790000,64.490000,0,269.920000,5.400000,6.260000,25.270000,29.56,0,24.68,30.710000,0.000000,100.530000,30.460000,7.2,24.68,8,0,0.000000,9.85,9.85,6.180000,0,0.000000,257.110000

18,04:15-04:30,0,0,0,0,0,0,0,0,114.790000,64.490000,0,269.920000,5.400000,6.260000,25.270000,29.26,0,24.59,30.710000,0.000000,100.530000,30.460000,7.2,24.59,7.89,0,0.000000,9.75,9.76,6.180000,0,0.000000,257.110000

19,04:30-04:45,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.260000,25.830000,28.82,0,24.5,25.830000,0.000000,100.530000,30.460000,7.2,24.5,7.67,0,0.000000,9.61,9.6,6.180000,0,0.000000,257.110000

20,04:45-05:00,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.260000,25.830000,28.45,0,24.41,25.830000,0.000000,100.530000,30.460000,7.2,24.41,7.53,0,0.000000,9.48,9.5,6.180000,0,0.000000,257.110000

21,05:00-05:15,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.100000,25.830000,28.07,0,17.68,25.830000,0.000000,100.530000,30.460000,7.2,17.68,7,0,0.000000,9.36,9.34,6.180000,0,0.000000,257.110000

22,05:15-05:30,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.100000,25.830000,27.74,0,17.84,25.830000,0.000000,100.530000,30.460000,7.2,17.84,7,0,0.000000,9.25,9.24,6.180000,0,0.000000,257.110000

23,05:30-05:45,0,0,0,0,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.100000,24.380000,27.33,0,18.01,24.380000,0.000000,100.530000,30.460000,7.2,18.01,7,0,0.000000,9.11,9.11,6.180000,0,0.000000,257.110000

24,05:45-06:00,0,0,0,0.18,0,0,0,0,114.790000,73.590000,0,269.920000,5.400000,6.100000,24.380000,27.12,0,18.04,24.380000,0.000000,100.530000,30.460000,7.2,18.04,7,0,0.000000,9.04,9.04,6.180000,0,0.000000,257.110000

25,06:00-06:15,0,0,0,1.66,0,0,0,1,114.790000,73.590000,3.55,269.920000,5.310000,5.950000,21.860000,26.86,0,17.85,21.860000,0.000000,100.530000,30.460000,7.2,17.85,7,10.22,0.000000,8.95,8.97,6.020000,7.627986,0.000000,257.110000

26,06:15-06:30,0.05,0,0,3.79,2,0,0.13,3,114.790000,73.590000,8.75,269.920000,5.310000,5.950000,21.860000,26.39,0,17.75,21.860000,0.010000,100.530000,30.460000,7.2,17.75,10.99,15.75,0.010000,8.8,8.78,6.020000,7.627986,0.010000,257.110000

27,06:30-06:45,0.73,1,1.13,6.53,3,0.23,1.69,5,114.790000,73.590000,15.49,269.920000,5.310000,5.950000,21.860000,33.76,0,17.68,21.860000,0.170000,100.530000,31.480000,7.2,17.68,10.74,22.88,0.170000,11.25,11.26,6.020000,7.627986,0.170000,257.110000

28,06:45-07:00,2.54,2,5.65,9.75,4,1.13,5.92,9,114.790000,73.590000,25.45,269.920000,5.310000,5.950000,21.860000,33.37,15.3,17.59,21.860000,0.540000,100.530000,31.480000,7.2,17.59,10.55,32.64,0.540000,11.12,11.13,6.020000,7.627986,0.560000,257.110000

29,07:00-07:15,5.47,4,12.75,13.28,6,2.55,12.75,11,114.790000,73.590000,28.15,269.920000,5.310000,6.030000,21.860000,33.29,28.15,17.55,21.860000,1.130000,100.530000,31.480000,7.2,17.55,10.14,28.15,1.130000,11.1,11.09,5.860000,31.525112,1.160000,257.110000

30,07:15-07:30,9.26,7,21.68,18.07,8,4.34,21.6,17,114.790000,73.590000,28.65,269.920000,5.310000,6.030000,21.860000,33.26,28.65,17.58,21.860000,1.820000,100.530000,31.480000,7.2,17.58,10.04,28.65,1.820000,11.09,11.08,5.860000,24.325774,1.870000,257.110000

31,07:30-07:45,19,7,41.68,19.22,11,8.33,46,21,114.790000,73.590000,30.16,269.920000,5.310000,6.030000,24.380000,33.28,30.17,17.59,24.380000,2.700000,100.530000,31.480000,7.2,17.59,9.99,30.17,2.700000,11.09,11.09,5.860000,28.914256,2.770000,257.110000

32,07:45:08:00,24,13,57.73,25.57,14,11.55,56,28,114.790000,73.590000,30.66,269.920000,5.310000,6.030000,24.380000,26.43,30.67,20.47,24.380000,3.680000,100.530000,29.560000,6,20.47,9.82,30.67,3.680000,8.81,8.8,5.860000,34.993264,3.770000,257.110000

33,08:00-08:15,28,15,74.63,28.33,18,14.92,67,35,106.330000,73.590000,31.84,269.920000,5.210000,6.030000,25.830000,26.43,31.83,20.81,25.830000,4.720000,100.530000,29.560000,6,20.81,12.99,31.83,4.720000,8.81,8.8,5.860000,41.150208,4.840000,257.110000

34,08:15-08:30,34,19,94.55,35.05,21,18.91,81,42,114.790000,73.590000,32.16,269.920000,5.210000,6.030000,25.830000,26.4,32.17,21.12,25.830000,5.780000,100.530000,29.560000,6,21.12,13.17,32.17,5.780000,8.8,8.79,5.860000,46.95644,5.920000,257.110000

35,08:30-08:45,40,23,115.46,40.82,25,23.09,95,49,114.790000,73.590000,32.16,269.920000,5.210000,6.030000,25.830000,26.44,32.17,21.28,25.830000,6.820000,100.530000,29.500000,6,21.28,13.51,32.17,6.820000,8.81,8.82,5.860000,52.587316,6.980000,257.110000

36,08:45:09:00,46,26,134.53,43.15,29,26.91,109,57,114.790000,73.590000,32.16,269.920000,5.210000,6.030000,25.830000,26.55,32.17,21.3,25.830000,7.830000,100.530000,29.500000,6,21.3,13.66,32.17,7.830000,8.85,8.84,5.860000,57.935674,8.030000,257.110000

37,09:00:09:15,52,32,152.66,50.27,33,30.53,120,65,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,27.09,32.33,20.73,25.830000,8.790000,100.530000,29.450000,6,20.73,13.66,32.33,8.790000,9.03,9.03,5.940000,71.379634,9.010000,257.110000

38,09:15-09:30,57,34,171.27,63.69,35,34.25,133,71,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,30.12,32.33,21.56,25.830000,9.680000,100.530000,29.450000,6,21.56,10.78,32.33,9.680000,10.04,10.04,5.940000,76.13373,9.920000,257.110000

39,09:30-09:45,61,36,187.78,69.83,38,37.55,144,76,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,30.88,32.33,21.6,25.830000,10.490000,100.530000,29.450000,6,21.6,10.58,32.33,10.490000,10.29,10.29,5.940000,80.61505,10.750000,257.110000

40,09:45-10:00,66,38,202.74,75.23,39,40.55,154,79,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,31.82,32.33,21.5,25.830000,11.210000,100.530000,29.410000,6,21.5,10.65,32.33,11.210000,10.6,10.61,5.940000,83.859136,11.490000,257.110000

41,10:00-10:15,70,40,216.28,80.23,41,43.25,165,82,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,32.21,32.33,21.35,25.830000,12.580000,100.530000,29.410000,4.5,21.35,10.55,32.33,12.580000,10.74,10.73,5.940000,87.054512,12.890000,257.110000

42,10:15-10:30,73,41,227.38,84.59,42,45.48,172,83,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,32.77,32.33,21.15,25.830000,13.230000,100.530000,29.410000,4.5,21.15,10.98,32.33,13.230000,10.92,10.93,5.940000,88.70091,13.550000,257.110000

43,10:30-10:45,76,42,229.17,86.49,42,45.83,179,85,114.790000,73.590000,32.34,269.920000,5.210000,5.870000,25.830000,38.21,32.33,32.84,25.830000,13.530000,100.530000,29.410000,4.5,32.84,14.87,32.33,13.530000,12.74,12.73,5.940000,68.418066,13.870000,257.110000

44,10:45-11:00,79,43,229.17,88.57,42,45.83,186,83,114.790000,73.590000,32.66,269.920000,5.210000,5.870000,25.830000,38.74,32.67,33.51,25.830000,13.810000,100.530000,29.410000,4.5,33.51,14.96,32.67,13.810000,12.91,12.92,5.940000,68.271936,14.160000,257.110000

45,11:00-11:15,81,43.5,229.17,89.45,41,45.83,189,82,114.790000,73.590000,32.66,269.920000,5.210000,5.870000,25.830000,39.51,32.67,34.17,25.830000,14.110000,100.530000,27.340000,4.5,34.17,15,32.67,14.110000,13.17,13.16,5.940000,64.920688,14.460000,257.110000

46,11:15-11:30,81,43.5,229.17,91.13,40,45.83,189,81,114.790000,73.590000,32.66,269.920000,5.210000,5.870000,25.830000,40.49,32.67,35.17,25.830000,14.310000,100.530000,27.340000,4.5,35.17,15.11,32.67,14.310000,13.49,13.5,5.940000,70.1424,14.660000,257.110000

47,11:30-11:45,81,43.5,229.17,91.33,40,45.83,189,80,114.790000,73.590000,32.66,269.920000,5.210000,5.870000,25.830000,41.42,32.67,35.84,25.830000,14.370000,100.530000,27.340000,4.5,35.84,15.29,32.67,14.370000,13.81,13.79,5.940000,70.220336,14.740000,257.110000

48,11:45-12:00,77,43.5,229.17,91.32,40,45.83,181,80,114.790000,73.590000,32.66,269.920000,5.210000,5.870000,25.830000,42.33,32.67,36.51,25.830000,14.460000,100.530000,27.340000,4.5,36.51,15.53,32.67,14.460000,14.11,14.11,5.940000,69.733236,14.820000,257.110000

49,12:00-12:15,77,43.5,229.17,91.33,36,45.83,181,73,114.790000,73.590000,32.66,269.920000,5.310000,5.870000,23.110000,31.5,32.67,36.85,23.110000,14.470000,100.530000,27.340000,4.5,36.85,15.73,32.67,14.470000,10.5,10.5,5.940000,123.2363,14.830000,257.110000

50,12:15-12:30,77,43.5,229.17,91.35,37,45.83,181,73,114.790000,73.590000,32.66,269.920000,5.310000,5.870000,23.110000,31.64,32.67,26.67,23.110000,14.410000,100.530000,27.340000,4.5,26.67,12.9,32.67,14.410000,10.55,10.53,5.940000,120.985898,14.770000,257.110000

51,12:30-12:45,77,43.5,229.17,91.38,37,45.83,181,73,114.790000,64.880000,32.66,269.920000,5.310000,5.870000,25.830000,32.01,32.67,27.34,25.830000,14.420000,100.530000,27.340000,4.5,27.34,12.96,32.67,14.420000,10.67,10.68,5.940000,117.771038,14.770000,257.110000

52,12:45-13:00,81,43.5,229.17,91.32,40,45.83,189,81,114.790000,64.880000,32.66,269.920000,5.310000,5.870000,25.830000,32.4,32.67,28.34,25.830000,14.410000,100.530000,27.340000,5.27,28.34,13.25,32.67,14.410000,10.8,10.81,5.940000,114.254176,14.760000,257.110000

53,13:00-13:15,81,43.5,229.17,91.32,41,45.83,189,81,114.790000,64.880000,32.66,269.920000,5.400000,6.100000,25.830000,33.06,32.67,29.51,25.830000,14.370000,100.530000,28.300000,6.05,29.51,12.71,32.67,14.370000,11.02,11.03,6.180000,109.93847,14.730000,257.110000

54,13:15-13:30,81,43.5,229.17,91.31,40,45.83,189,79,114.790000,64.880000,32.66,269.920000,5.400000,6.100000,25.830000,33.97,32.67,30.01,25.830000,14.350000,100.530000,28.300000,6.47,30.01,12.46,32.67,14.350000,11.32,11.32,6.180000,105.973476,14.710000,257.110000

55,13:30-13:45,81,43.5,229.17,91.13,41,45.83,189,81,114.790000,73.560000,32.66,269.920000,5.400000,6.100000,25.830000,34.83,32.67,30.67,25.830000,14.320000,100.530000,28.300000,7,30.67,11.92,32.67,14.320000,11.61,11.61,6.180000,87.28832,14.670000,257.110000

56,13:45-14:00,81,42.71,229.17,89.99,42,45.83,189,83,114.790000,73.560000,32.66,269.920000,5.400000,6.100000,25.830000,41,32.67,26.65,25.830000,13.920000,100.530000,28.300000,8.06,26.65,13.33,32.67,13.920000,13.67,13.66,6.180000,81.24828,14.280000,257.110000

57,14:00-14:15,79,40,229.17,89.26,41,45.83,186,81,114.790000,73.560000,32.66,269.920000,5.400000,6.490000,25.830000,41.17,32.67,26.92,25.830000,13.610000,100.530000,28.300000,14.06,26.92,13.33,32.67,13.610000,13.72,13.74,6.180000,76.289602,13.940000,257.110000

58,14:15-14:30,73,39,229.17,87.98,39,45.83,172,79,114.790000,73.560000,32.66,269.920000,5.400000,6.490000,24.380000,41.28,32.67,27.03,24.380000,13.260000,100.530000,28.300000,15.08,27.03,13.33,32.67,13.260000,13.76,13.75,6.180000,73.834618,13.590000,257.110000

59,14:30-14:45,70,38,229.17,85.93,39,45.83,165,77,114.790000,73.560000,32.66,269.920000,5.400000,6.490000,24.380000,41.44,32.67,27.54,24.380000,12.740000,100.530000,28.300000,16.08,27.54,13.33,32.67,12.740000,13.81,13.82,6.490000,70.736662,13.050000,257.110000

60,14:45-15:00,67,37.5,227.69,84.02,37,45.54,158,73,114.790000,73.560000,32.66,269.920000,5.400000,6.490000,24.380000,41.68,32.67,27.49,24.380000,12.210000,100.530000,28.300000,16.73,27.49,13.55,32.67,12.210000,13.89,13.89,6.490000,66.839862,12.520000,257.110000

61,15:00-15:15,64,36,216.46,79.72,35,43.29,151,71,114.790000,73.560000,32.66,269.920000,5.080000,6.870000,14.850000,41.89,32.67,27.85,14.850000,11.750000,100.530000,30.220000,16.81,27.85,13.89,32.67,11.750000,13.96,13.97,6.490000,37.915864,12.040000,257.110000

62,15:15-15:30,61,34,204.44,74.93,34,40.89,144,69,114.790000,73.560000,32.66,269.920000,5.080000,6.870000,14.850000,42.16,32.67,33.59,14.850000,11.250000,100.530000,30.220000,12.03,33.59,14.17,32.67,11.250000,14.05,14.06,6.490000,35.129652,11.540000,257.110000

63,15:30-15:45,57,32.52,190.37,69.69,32,38.07,133,63,114.790000,73.560000,32.66,269.920000,5.080000,6.870000,14.850000,41.97,32.67,33.57,14.850000,10.540000,100.530000,30.220000,11.78,33.57,14.37,32.67,10.540000,13.99,13.99,6.490000,32.090148,10.800000,257.110000

64,15:45-16:00,52,30.11,175.04,63.77,29,35.01,123,58,114.790000,73.560000,32.66,269.920000,5.080000,6.870000,14.850000,41.83,32.67,33.59,14.850000,9.730000,100.530000,30.220000,11.34,33.59,14.37,32.67,9.730000,13.94,13.94,6.490000,24.773906,9.970000,257.110000

65,16:00-16:15,48,27.48,159.05,57.71,27,31.81,112,54,114.790000,73.560000,32.66,269.920000,5.210000,7.100000,10.050000,41.58,32.67,33.42,10.050000,8.770000,100.530000,30.220000,11.03,33.42,14.37,32.67,8.770000,13.86,13.85,6.790000,18.422122,8.990000,257.110000

66,16:15-16:30,42,24.72,142.05,51.33,25,28.41,98,50,114.790000,73.560000,32.66,269.920000,5.210000,7.100000,10.050000,40.8,32.67,33.15,10.050000,7.750000,100.530000,30.220000,10.7,33.15,14.11,32.67,7.750000,13.6,13.6,6.790000,16.035332,7.940000,257.110000

67,16:30-16:45,36,21.68,124.59,44.8,23,24.92,84,47,114.790000,73.560000,32.68,269.920000,5.210000,7.100000,10.050000,40.63,32.68,32.76,10.050000,6.750000,100.530000,30.220000,10.47,32.76,13.62,32.64,6.750000,13.54,13.56,6.790000,15.324166,6.920000,257.110000

68,16:45-17:00,30,18.29,105.7,37.92,21,21.14,70,43,114.790000,73.560000,33,269.920000,5.210000,7.100000,10.050000,39.78,33,30.86,10.050000,5.700000,100.530000,30.220000,9.95,30.86,13.39,18.86,5.700000,13.26,13.25,6.790000,12.95686,5.840000,257.110000

69,17:00-17:15,25,14.46,86.97,30.86,19,17.39,60,39,114.790000,73.560000,30.48,269.920000,5.360000,7.100000,14.850000,39.6,22.31,30.21,14.850000,4.650000,100.530000,30.220000,13.79,30.21,14.01,6.66,4.650000,13.2,13.19,6.950000,9.215932,4.780000,257.110000

70,17:15-17:30,21,10.62,66.73,23.99,17,13.34,49,35,114.790000,73.560000,20.15,269.920000,5.360000,7.100000,14.850000,39.15,10.4,29.51,14.850000,3.580000,100.530000,30.220000,13.43,29.51,13.17,1.11,3.580000,13.05,13.06,6.950000,6.205654,3.670000,257.110000

71,17:30-17:45,15,6.97,47.41,17.15,14,9.48,35,29,114.790000,73.560000,14.3,269.920000,5.360000,6.720000,14.850000,38.3,0.36,28.67,14.850000,2.670000,100.530000,28.300000,11.96,28.67,13.25,0.05,2.670000,12.77,12.76,6.790000,2.834922,2.740000,257.110000

72,17:45-18:00,9,3.89,32.18,11.05,11,6.44,21,23,114.790000,73.560000,5.88,269.920000,5.360000,6.720000,14.850000,37.77,0,28.23,14.850000,1.820000,100.530000,28.300000,11.38,28.23,12.54,0,1.820000,12.59,12.59,6.790000,1.958142,1.870000,257.110000

73,18:00-18:15,6,1.49,20.28,1.01,7,4.05,14,15,114.790000,73.560000,0,269.920000,5.540000,6.720000,30.710000,47.12,0,27.77,0.000000,1.110000,100.530000,28.300000,7.2,27.77,16.55,0,1.110000,15.71,15.71,6.790000,0.457874,1.130000,257.110000

74,18:15-18:30,3,1,10.98,0.33,5,2.2,7,9,114.790000,73.560000,0,269.920000,5.540000,6.720000,30.710000,44.6,0,33.96,0.000000,0.540000,100.530000,28.300000,7.2,33.96,15.44,0,0.540000,14.87,14.86,6.790000,0,0.560000,257.110000

75,18:30-18:45,0,0.26,4.6,0,2,0.92,1,3,114.790000,73.560000,0,269.920000,5.540000,6.720000,30.710000,42.62,0,33.22,0.000000,0.140000,100.530000,28.300000,7.4,33.22,14.55,0,0.140000,14.21,14.21,6.790000,0,0.140000,257.110000

76,18:45-19:00,0,1,0.48,0,0,0.1,0,0,114.790000,73.560000,0,269.920000,5.540000,6.720000,30.710000,39.79,0,31.78,0.000000,0.000000,100.530000,28.300000,7.5,31.78,13.21,0,0.000000,13.26,13.27,6.790000,0,0.000000,257.110000

77,19:00-19:15,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.770000,6.720000,30.710000,37.88,0,30.55,0.000000,0.000000,100.530000,28.300000,8.06,30.55,12.52,0,0.000000,12.63,12.63,6.640000,0,0.000000,257.110000

78,19:15-19:30,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.770000,6.720000,30.710000,35.67,0,28.89,0.000000,0.000000,100.530000,28.300000,8.32,28.89,11.82,0,0.000000,11.89,11.9,6.640000,0,0.000000,257.110000

79,19:30-19:45,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.770000,6.410000,30.710000,33.92,0,27.55,0.000000,0.000000,100.530000,28.300000,13.94,27.55,11.17,0,0.000000,11.31,11.3,6.330000,0,0.000000,257.110000

80,19:45-20:00,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.770000,6.410000,30.710000,33.26,0,26.22,0.000000,0.000000,100.530000,28.300000,13.54,26.22,10.16,0,0.000000,11.09,11.09,6.330000,0,0.000000,257.110000

81,20:00-20:15,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,6.000000,6.260000,30.710000,32.62,0,23.62,0.000000,0.000000,100.530000,28.300000,13.06,23.62,9.98,0,0.000000,10.87,10.88,6.330000,0,0.000000,257.110000

82,20:15-20:30,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,6.000000,6.260000,30.710000,31.89,0,23.2,0.000000,0.000000,100.530000,28.300000,12.58,23.2,9.99,0,0.000000,10.63,10.62,6.330000,0,0.000000,257.110000

83,20:30-20:45,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,6.000000,6.260000,29.750000,31.83,0,22.8,0.000000,0.000000,100.530000,28.300000,11.78,22.8,9.48,0,0.000000,10.61,10.61,6.330000,0,0.000000,257.110000

84,20:45-21:00,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,6.000000,6.260000,29.750000,30.52,0,22.41,0.000000,0.000000,100.530000,28.300000,11.65,22.41,8.88,0,0.000000,10.18,10.17,6.330000,0,0.000000,257.110000

85,21:00-21:15,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.720000,6.100000,29.750000,29.31,0,21.85,0.000000,0.000000,100.530000,27.340000,11.87,21.85,9.01,0,0.000000,9.77,9.76,6.180000,0,0.000000,257.110000

86,21:15-21:30,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.720000,6.100000,29.750000,42.06,0,26.22,0.000000,0.000000,100.530000,27.340000,9.13,26.22,13.07,0,0.000000,14.02,14.03,6.180000,0,0.000000,257.110000

87,21:30-21:45,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.720000,6.100000,29.750000,41.28,0,25.55,0.000000,0.000000,100.530000,27.340000,8.93,25.55,13.02,0,0.000000,13.76,13.77,6.180000,0,0.000000,257.110000

88,21:45-22:00,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.720000,6.100000,29.750000,40.75,0,24.88,0.000000,0.000000,100.530000,27.340000,8.67,24.88,12.66,0,0.000000,13.58,13.59,6.180000,0,0.000000,257.110000

89,22:00-22:15,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,40.71,0,24.22,0.000000,0.000000,100.530000,29.410000,8.47,24.22,12.32,0,0.000000,13.57,13.57,5.940000,0,0.000000,257.110000

90,22:15-22:30,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,40.4,0,23.54,0.000000,0.000000,100.530000,29.410000,7.37,23.54,11.8,0,0.000000,13.47,13.45,5.940000,0,0.000000,257.110000

91,22:30-22:45,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,40.02,0,32.71,0.000000,0.000000,100.530000,29.410000,7.38,32.71,11.32,0,0.000000,13.34,13.34,5.940000,0,0.000000,257.110000

92,22:45-23:00,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,39.65,0,32.05,0.000000,0.000000,100.530000,29.410000,7.2,32.05,11.21,0,0.000000,13.22,13.21,5.940000,0,0.000000,257.110000

93,23:00-23:15,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,39.55,0,31.4,0.000000,0.000000,100.530000,29.450000,7.2,31.4,11.12,0,0.000000,13.18,13.19,5.940000,0,0.000000,257.110000

94,23:15-23:30,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,39.1,0,36.73,0.000000,0.000000,100.530000,29.450000,7.2,36.73,11.1,0,0.000000,13.03,13.04,5.940000,0,0.000000,257.110000

95,23:30-23:45,0,0,0,0,0,0,0,0,114.790000,73.560000,0,269.920000,5.630000,5.870000,30.130000,38.76,0,36.42,0.000000,0.000000,100.530000,29.450000,7.2,36.42,10.99,0,0.000000,12.92,12.91,5.940000,0,0.000000,257.110000

