Block,Time Block,NAPP,MAPS,FSTPP I & II,DHAULIGNGA,DULHASTI,KUDGI,KKNPPU2,KOTESHWR,KOLDAM,KKNP,BSIUL,CHAMERA3,CHAMERA2,CHAMERA1,DADRT2,NJPC,JHAJJAR,KHSTPP-II,KISHANGANGA,KHSTPP-I,SEWA2,RSTPSU1TO6,RIHAND3,RSTPSU7,RAPPB,RIHAND2,SALAL,SASAN,SINGRAULI,RIHAND1,SIMHST1,RAMPUR,SIMHST2,RAPPC,KGSU3AND4,BRBCL,DADRI_RF,DADRI_LF,DADRI_GF,KGSU1AND2,AURY_CRF,AURY_RF,AURY_LF,AURY_GF,DADRI_CRF,ANTA_RF,ANTA_GF,ANTA_CRF,ANTA_LF,SINGRAULI_HYDRO,URI,URI2,UNCHAHAR2,VALLURNTECL,UNCHAHAR4,UNCHAHAR3,PARBATI3,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,NLCIIST1,TEHRI,TANDA2,UNCHAHAR1,TelanganaSTPP,TALST2,TANAKPUR,TALA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,13.61,365.6,161.9,111.52,66.09,2.79,22.58,4.96,0,68,0,0,80.8,76.91,334.35,83.8,61.55,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,3.4,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,4.13,0,0,0,0,0

58,14:15-14:30,43.7,0,11.08,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,13.61,365.6,161.9,111.52,66.09,2.79,22.58,4.96,0,68,0,0,80.8,76.91,376.83,83.8,61.55,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,3.4,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,4.13,0,0,0,0,0

59,14:30-14:45,43.7,0,13.35,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,111.52,66.2,2.79,22.52,9.94,0,68,0,0,80.8,76.91,382.03,83.8,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,21.47,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

60,14:45-15:00,43.7,0,13.35,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,111.52,66.2,2.79,22.52,9.94,0,98.79,0,0,103.24,76.91,382.03,83.8,62.52,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,21.47,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

61,15:00-15:15,43.7,0,13.35,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,111.52,66.2,2.79,22.52,10.65,0,98.79,0,0,103.24,76.91,382.03,88.79,79.95,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,21.47,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

62,15:15-15:30,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,31.08,42.84,27.23,365.6,161.9,111.52,85.03,2.79,28.97,11.22,0,98.79,0,0,103.24,76.91,382.03,94.75,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.86,21.47,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

63,15:30-15:45,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,42.84,27.23,365.6,161.9,111.52,85.03,2.79,28.97,11.22,0,98.79,0,0,103.24,76.91,382.03,94.75,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.83,0,0,0,0,0

64,15:45-16:00,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,42.84,27.23,365.6,161.9,111.52,85.03,2.79,28.97,11.22,0,98.79,0,0,103.24,76.91,382.03,94.75,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.68,0,0,0,0,0

65,16:00-16:15,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,27.23,365.6,161.9,111.52,93.76,2.79,31.61,11.22,0,123.63,0,0,117.92,76.91,382.03,123.78,89.06,0,3.43,0,58.79,0,18.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.68,0,0,0,0,0

66,16:15-16:30,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,40.84,365.6,161.9,111.52,95.8,2.79,32.34,11.22,0,123.63,0,0,117.92,76.91,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,23.29,0,0,14.42,14.98,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.68,0,0,0,0,0

67,16:30-16:45,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,40.84,365.6,161.9,111.52,82.97,2.79,25.89,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,18.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.42,17.01,0,0,0,0,0,0,0,1.49,11.86,0,0,8.07,8.55,0,0,0,0,0

68,16:45-17:00,43.7,0,16.14,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,40.84,365.6,161.9,111.52,88.61,2.79,25.89,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,28.64,23.29,0,0,14.42,17.01,0,0,0,0,0,0,16.47,1.49,11.86,0,0,8.07,8.54,0,0,0,0,0

69,17:00-17:15,43.7,0,18.05,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,40.84,365.6,161.9,111.52,84.06,2.79,28.97,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,23.29,0,0,14.42,20.42,0,0,0,0,0,0,16.47,1.49,11.86,0,0,8.07,8.41,0,0,0,0,0

70,17:15-17:30,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,20.71,30.36,40.84,365.6,161.9,111.52,84.06,2.79,28.97,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,23.29,0,0,14.42,20.42,0,0,0,0,0,0,16.47,1.49,11.86,0,0,8.07,8.29,0,0,0,0,0

71,17:30-17:45,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,12.63,20.71,30.36,40.84,365.6,161.9,111.52,84.06,2.79,28.97,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.93,30.06,23.29,0,0,14.42,20.42,0,0,0,0,0,0,16.47,1.49,11.86,0,0,8.07,8.18,0,0,0,0,0

72,17:45-18:00,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,12.63,20.71,30.36,40.84,365.6,161.9,111.52,84.06,2.79,28.97,11.22,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.93,30.06,23.29,0,0,14.42,20.42,0,0,0,0,0,0,16.47,1.49,11.86,0,0,8.07,8,0,0,0,0,0

73,18:00-18:15,43.7,0,20.15,39.14,52.12,0,0,9.36,5.18,0,6.32,16.35,30.36,40.84,365.6,161.9,111.52,95.63,2.79,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.93,25.77,23.29,0,0,14.42,21.79,0,0,0,0,0,0,32.95,1.49,11.86,0,0,8.07,7.6,0,0,0,0,0

74,18:15-18:30,43.7,0,20.15,39.14,52.12,0,0,18.72,5.18,0,6.32,16.35,30.36,40.84,365.6,161.9,111.52,95.8,2.79,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,53.11,0,0,0,0,0,0,49.42,1.49,11.86,0,0,8.07,7.47,0,0,0,0,0

75,18:30-18:45,43.7,0,20.15,39.14,52.12,0,0,28.08,5.18,0,12.63,16.35,30.36,40.84,365.6,161.9,111.52,95.8,2.79,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,53.11,0,0,0,0,0,0,49.42,1.49,11.86,0,0,8.07,7.36,0,0,0,0,0

76,18:45-19:00,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,177.22,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,25.77,23.29,0,0,14.42,53.11,0,0,0,0,0,0,66.17,1.49,11.86,0,0,8.07,7.44,0,0,0,0,0

77,19:00-19:15,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,177.22,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,31.68,0,0,22.76,51.74,0,0,0,0,0,0,68.67,1.49,17.77,0,0,8.07,7.6,0,0,0,0,0

78,19:15-19:30,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,177.22,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,382.03,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,39.84,0,0,25.58,51.74,0,0,0,0,0,0,68.67,1.49,19.92,0,0,8.07,7.66,0,0,0,0,0

79,19:30-19:45,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,237.13,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.32,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,39.84,0,0,24.98,51.74,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,7.71,0,0,0,0,0

80,19:45-20:00,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,434.86,163.41,257.63,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,39.84,0,0,24.98,6.81,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,7.92,0,0,0,0,0

81,20:00-20:15,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,435.62,163.41,258.32,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,39.84,0,0,24.98,6.81,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,7.99,0,0,0,0,0

82,20:15-20:30,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,434.86,163.41,257.63,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,39.84,0,0,24.98,6.81,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.09,0,0,0,0,0

83,20:30-20:45,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,508.65,163.41,263.47,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.22,0,0,0,0,0

84,20:45-21:00,43.7,0,20.15,39.14,52.12,0,0,28.08,5.18,0,6.32,31.08,42.84,40.84,506.72,161.9,262.68,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.35,0,0,0,0,0

85,21:00-21:15,43.7,0,20.15,39.14,52.12,0,0,28.08,5.18,0,3.2,31.08,42.84,40.84,505.75,161.9,301.43,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.47,0,0,0,0,0

86,21:15-21:30,43.7,0,20.15,39.14,52.12,0,0,28.08,5.18,0,3.2,31.08,42.84,40.84,508.65,161.9,301.43,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,77.12,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.64,0,0,0,0,0

87,21:30-21:45,43.7,0,20.15,39.14,52.12,0,0,28.08,5.18,0,3.2,31.08,42.84,40.84,442.28,161.9,301.43,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,8.97,0,0,0,0,0

88,21:45-22:00,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,437.27,163.41,302.23,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,39.84,0,0,24.98,17.01,0,0,0,0,0,0,68.67,1.49,19.55,0,0,8.07,9.18,0,0,0,0,0

89,22:00-22:15,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,379.35,163.41,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,36.46,0,0,22.95,17.01,0,0,0,0,0,0,68.67,1.49,17.77,0,0,8.07,9.19,0,0,0,0,0

90,22:15-22:30,43.7,0,20.15,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,31.5,36.46,0,0,22.95,17.01,0,0,0,0,0,0,68.67,1.49,17.77,0,0,8.07,9.22,0,0,0,0,0

91,22:30-22:45,43.7,0,20,40.13,52.83,0,0,37.44,5.18,0,19.58,32.69,44.23,40.84,365.6,163.41,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.51,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,36.46,0,0,22.95,17.01,0,0,0,0,0,0,68.67,1.49,17.77,0,0,8.07,9.19,0,0,0,0,0

92,22:45-23:00,43.7,0,20,39.14,52.12,0,0,18.72,5.18,0,12.63,31.08,42.84,40.84,365.6,161.9,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,28.64,36.46,0,0,22.95,17.01,0,0,0,0,0,0,67.91,1.49,17.77,0,0,8.07,9.19,0,0,0,0,0

93,23:00-23:15,43.7,0,17.94,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,27.46,40.84,365.6,161.9,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,36.46,0,0,22.95,17.01,0,0,0,0,0,0,49.42,1.49,17.77,0,0,8.07,9.1,0,0,0,0,0

94,23:15-23:30,43.7,0,17.94,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,27.46,40.84,365.6,161.9,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,36.46,0,0,22.95,17.01,0,0,0,0,0,0,49.42,1.49,17.77,0,0,8.07,9.12,0,0,0,0,0

95,23:30-23:45,43.7,0,17.94,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,40.84,365.6,161.9,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,36.46,0,0,22.95,17.01,0,0,0,0,0,0,49.42,1.49,17.77,0,0,8.07,9.18,0,0,0,0,0

96,23:45-24:00,43.7,0,17.94,39.14,52.12,0,0,9.36,5.18,0,12.63,31.08,42.84,40.84,365.6,161.9,235.67,95.8,4.19,21.17,16.83,0,123.63,0,0,117.92,76.55,392.4,123.78,89.06,0,3.43,0,58.79,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.23,30.06,36.46,0,0,22.95,17.01,0,0,0,0,0,0,49.42,1.49,17.77,0,0,8.07,9.18,0,0,0,0,0

