Block,Time,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/31032046/L_NR_2020_05,NR/01032024/31032024/NVVN/OA/16997,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/01032024/31032024/SJVN010324NR1589,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,NR/01032024/22032024/HP-59,NR/01102023/30042040/GNA_LT_36,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/02032024/02032024/DD20240302NR23105,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01032024/22032024/HP-56,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/13082046/L_NR_2021_12,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01032024/31032024/SJVN010324NR1588,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01012024/31032024/ ChanjuII,NR/01032024/15032024/HP-62,NR/01102023/31102037/L_NR_2019_11,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02
69,17:00-17:15,0.000000,144.690000,110,48.230000,25.690000,24.120000,36,0,0,49,129.000000,36.67,7,0.000000,4.970000,33,81.67,96.46,10,19,12.93,0,4.840000,0.000000,25.690000,1.630000,0.000000,0,83.15,231.500000,81.67,48.23,4.840000,54.020000,36.66,16.63,21,27.78822,4.08,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,20,25.25,0.000000

70,17:15-17:30,0.000000,144.690000,110,48.230000,25.690000,24.120000,36,0,0,35,129.000000,36.67,7.06,0.000000,3.910000,19.27,81.67,96.46,7,7,11.5,0,3.810000,0.000000,25.690000,1.630000,0.000000,0,66.28,271.290000,81.67,48.23,3.810000,54.020000,36.66,13.26,15,18.85664,0.58,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,15,17.82,0.000000

71,17:30-17:45,0.000000,144.690000,110,48.230000,25.690000,25.080000,36,0,0,35,129.000000,36.67,9.13,0.000000,2.870000,9.01,81.67,96.46,5,1,8,0,2.810000,0.000000,25.690000,1.630000,0.000000,0,49.43,271.290000,81.67,48.23,2.810000,54.020000,36.66,9.88,15,11.90228,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,10,12.47,0.000000

72,17:45-18:00,0.000000,144.690000,110,48.230000,25.690000,25.080000,36,0,0,18,129.000000,36.67,9.44,0.000000,1.910000,2.22,81.67,96.46,2,0,5,0,1.870000,0.000000,25.690000,1.630000,0.000000,0,32.56,271.290000,81.67,48.23,1.870000,54.020000,36.66,6.51,7,7.07124,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,5,8.87,0.000000

73,18:00-18:15,0.000000,144.690000,110,48.230000,25.690000,25.080000,36,0,0,7,147.320000,36.67,10.14,0.000000,1.020000,0,81.67,96.46,0,0,2,0,1.000000,0.000000,25.690000,1.710000,0.000000,0,24.58,271.290000,81.67,96.46,1.000000,54.020000,36.66,4.92,3,2.88304,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,1,3.32,0.000000

74,18:15-18:30,0.000000,144.690000,110,48.230000,25.690000,26.040000,36,0,0,1,160.970000,36.67,10.93,0.000000,0.250000,0,81.67,96.46,0,0,1,0,0.250000,96.460000,25.690000,1.710000,0.000000,0,16.62,271.290000,81.67,96.46,0.250000,54.020000,36.66,3.32,1,0.45778,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

75,18:30-18:45,0.000000,144.690000,110,48.230000,25.690000,26.040000,36,0,0,1,185.200000,36.67,11.7,0.000000,0.020000,0,81.67,96.46,0,0,0,0,0.020000,96.460000,25.690000,1.710000,0.000000,0,1.76,271.290000,81.67,96.46,0.020000,59.810000,36.66,0.35,0,0.05844,0,96.46,0,76.720000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

76,18:45-19:00,0.000000,144.690000,110,48.230000,25.690000,26.040000,36,0,0,0,185.200000,36.67,12.61,0.000000,0.010000,0,81.67,96.46,0,0,0,0,0.010000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,81.67,96.46,0.010000,69.450000,36.66,0,0,0.03896,0,96.46,0,76.720000,57.860000,3.590000,0.000000,0.950000,0,0,0.000000

77,19:00-19:15,0.000000,144.690000,110,48.230000,25.690000,26.040000,36,0,0,0,218.960000,36.67,12.76,0.000000,0.000000,0,81.67,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,81.67,96.46,0.000000,69.450000,36.66,0,0,0.01948,0,96.46,0,76.720000,57.860000,3.590000,0.000000,0.950000,0,0,0.000000

78,19:15-19:30,0.000000,144.690000,110,48.230000,25.690000,26.040000,35.66,0,0,0,218.960000,36.67,13.09,0.000000,0.000000,0,81.67,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,81.67,96.46,0.000000,98.390000,36.66,0,0,0,0,96.46,0,76.720000,57.860000,3.590000,0.000000,0.950000,0,0,0.000000

79,19:30-19:45,0.000000,144.690000,96.5,48.230000,25.690000,26.040000,28.34,0,0,0,219.410000,32.17,13.06,0.000000,0.000000,0,71.67,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,71.67,96.46,0.000000,89.710000,32.16,0,0,0,0,96.46,0,76.720000,57.860000,3.590000,0.000000,0.950000,0,0,0.000000

80,19:45-20:00,0.000000,144.690000,95,48.230000,25.690000,26.040000,27.66,0,0,0,191.530000,31.67,12.85,0.000000,0.000000,0,71.33,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,71.33,96.46,0.000000,69.450000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

81,20:00-20:15,0.000000,144.690000,95,48.230000,25.690000,26.040000,27,0,0,0,191.530000,31.67,9.54,0.000000,0.000000,0,70.67,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,70.67,96.46,0.000000,54.020000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

82,20:15-20:30,0.000000,144.690000,95,48.230000,25.690000,26.040000,26.66,0,0,0,177.880000,31.67,9.98,0.000000,0.000000,0,70,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,271.290000,70,96.46,0.000000,54.020000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

83,20:30-20:45,0.000000,144.690000,95,48.230000,25.690000,26.040000,26.34,0,0,0,169.200000,31.67,10.79,0.000000,0.000000,0,68.33,96.46,0,0,0,0,0.000000,96.460000,25.690000,1.710000,0.000000,0,0,231.500000,68.33,96.46,0.000000,54.020000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.000000,0,0,0.000000

84,20:45-21:00,0.000000,144.690000,95,48.230000,25.690000,26.040000,26.34,0,0,0,169.200000,31.67,11.63,0.000000,0.000000,0,67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.710000,0.000000,0,0,231.500000,67,96.46,0.000000,54.020000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.000000,0,0,0.000000

85,21:00-21:15,0.000000,144.690000,95,48.230000,25.690000,25.080000,26,0,0,0,169.200000,31.67,13.68,0.000000,0.000000,0,64,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.710000,0.000000,0,0,192.920000,64,96.46,0.000000,54.020000,31.66,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

86,21:15-21:30,0.000000,144.690000,94.5,48.230000,25.690000,24.120000,25.66,0,0,0,169.200000,31.5,15.4,0.000000,0.000000,0,61.67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.710000,0.000000,0,0,192.920000,61.67,96.46,0.000000,54.020000,31.5,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

87,21:30-21:45,0.000000,144.690000,94,48.230000,25.690000,24.120000,25.34,0,0,0,169.200000,31.33,15.93,0.000000,0.000000,0,60.67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.710000,0.000000,0,0,192.920000,60.67,96.46,0.000000,54.020000,31.34,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

88,21:45-22:00,0.000000,144.690000,94,48.230000,25.690000,24.120000,25.34,0,0,0,169.200000,31.33,16.33,0.000000,0.000000,0,58.33,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.710000,0.000000,0,0,192.920000,58.33,96.46,0.000000,54.020000,31.34,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,0.000000,0.950000,0,0,0.000000

89,22:00-22:15,0.000000,144.690000,65.5,48.230000,25.690000,24.120000,14.66,0,0,0,169.200000,21.83,12.67,32.830000,0.000000,0,63,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,192.920000,63,96.46,0.000000,54.020000,21.84,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

90,22:15-22:30,0.000000,144.690000,64.5,48.230000,25.690000,24.120000,14.66,0,0,0,169.200000,21.5,13.13,32.830000,0.000000,0,62.33,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,192.920000,62.33,96.46,0.000000,54.020000,21.5,0,0,0,0,96.46,0,57.750000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

91,22:30-22:45,0.000000,144.690000,71.5,48.230000,25.690000,24.120000,14.34,0,0,0,165.910000,23.83,12.93,32.830000,0.000000,0,61.67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,61.67,96.46,0.000000,54.020000,23.84,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

92,22:45-23:00,0.000000,144.690000,70.5,48.230000,25.690000,24.120000,14,0,0,0,165.910000,23.5,12.71,32.830000,0.000000,0,60.67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,60.67,96.46,0.000000,54.020000,23.5,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

93,23:00-23:15,0.000000,144.690000,70,48.230000,25.690000,24.120000,13.66,0,0,0,117.680000,23.33,11.42,32.830000,0.000000,0,59.67,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,59.67,96.46,0.000000,54.020000,23.34,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

94,23:15-23:30,0.000000,144.690000,69.5,48.230000,25.690000,24.120000,13,0,0,0,117.680000,23.17,10.24,32.830000,0.000000,0,58.33,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,58.33,96.46,0.000000,54.020000,23.16,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

95,23:30-23:45,0.000000,144.690000,69,48.230000,25.690000,24.120000,12.34,0,0,0,117.680000,23,9.33,32.830000,0.000000,0,67.33,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,67.33,96.46,0.000000,54.020000,23,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

96,23:45-24:00,0.000000,144.690000,69,48.230000,25.690000,24.120000,11.66,0,0,0,117.680000,23,8.46,32.830000,0.000000,0,66.33,96.46,0,0,0,0,0.000000,0.000000,25.690000,1.550000,76.680000,0,0,149.200000,66.33,96.46,0.000000,54.020000,23,0,0,0,0,96.46,0,38.830000,35.170000,3.590000,98.400000,0.950000,0,0,0.000000

