Block,Time Block,TEHRI,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,TANDA2,URI2,UNCHAHAR3,TALST2,TANAKPUR,TelanganaSTPP,UNCHAHAR2,TALA,URI,DADRT2,KUDGI,KOTESHWR,PARBATI3,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,NTPL,RAPPC,SIMHST2,RSTPSU7,FSTPP I & II,DHAULIGNGA,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,NNTPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NAPP,MAPS,AURY_RF,DADRI_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,AURY_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,7.43,391.14,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,3.7,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,14.88,0,0,4.39,19.25,0,3.7,0,15.26,0,7.43,419.96,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,15.03,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,14.83,0,14.88,0,0,4.39,22.76,0,9.85,0,18.07,0,7.43,458.39,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,284.26,0,0,94.98,0,0,0,0,43.44,0,0,0,22.47,0,0,0,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,14.83,0,17.62,0,0,4.39,22.76,0,9.85,0,18.07,0,7.43,506.42,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,347.24,0,0,94.98,0,0,0,0,43.44,0,0,0,44.94,0,0,0,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,29.66,0,17.62,0,0,4.39,22.76,0,4.93,0,18.07,0,1.59,534.88,0,8.52,0,134.19,2.24,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,400.07,0,0,94.98,0,0,0,0,43.44,0,0,0,67.41,0,0,0,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,29.66,0,19.28,0,0,4.39,24.82,0,4.93,0,19.79,0,1.59,534.88,0,8.52,0,134.19,13.4,0,119.43,0,114.09,394.48,74.93,0,0,0,0,0,50.59,0,0,19.98,0,13.57,420.47,0,0,94.98,0,0,0,0,43.44,0,0,0,67.41,0,0,0,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,44.49,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,513.58,0,8.52,0,134.19,53.58,0,119.43,0,114.09,400.74,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,324.03,0,0,94.98,0,0,0,0,43.44,0,0,0,89.88,0,0,0,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,44.49,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,8.52,0,134.19,53.58,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,17.55,13.57,416.43,0,0,94.98,0,0,0,0,43.44,0,0,0,112.35,0,0,1.06,9.3,19.21,25.3,11.54,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,8.52,0,134.19,53.58,5.06,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,26.32,31.66,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,2.11,18.6,19.21,25.3,25.8,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,9.47,0,134.19,53.58,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,9.47,0,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,9.47,0,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,9.47,0,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,59.79,0,19.55,0,0,4.39,25.1,0,4.93,0,20.16,0,1.59,577.65,0,9.47,2.45,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,418.93,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,59.79,0,17.01,0,0,4.39,25.35,0,4.93,0,20.36,0,2.12,602.04,0,9.47,6.11,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,506.11,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,40.49,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,59.79,0,17.5,0,0,4.39,22.61,0,4.93,0,17.96,0,33.94,538.93,0,9.47,31.8,134.19,2.24,10.13,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,35.11,47.49,401.03,0,0,94.98,0,0,0,0,43.44,0,0,0,134.82,0,0,12.53,27.92,19.21,25.3,26.72,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,59.79,0,17.5,0,0,4.39,22.61,0,4.93,0,17.96,0,33.94,538.93,0,8.52,31.8,134.19,2.24,5.06,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,26.32,31.66,401.03,0,0,94.98,0,0,0,0,43.44,0,0,0,112.35,0,0,6.26,18.6,19.21,25.3,11.54,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,59.79,0,17.5,0,0,4.39,22.61,0,4.93,0,17.96,0,3.18,538.93,0,8.52,31.8,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,17.55,13.57,401.03,0,0,94.98,0,0,0,0,43.44,0,0,0,89.88,0,0,6.26,9.3,19.21,25.3,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,59.13,0,19.75,0,0,4.39,25.35,0,4.93,0,20.36,0,3.18,538.93,0,8.52,31.8,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,424.09,0,0,94.98,0,0,0,0,43.44,0,0,0,67.41,0,0,6.26,9.3,19.21,25.3,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,44.49,0,16.11,0,0,4.39,25.35,0,4.93,0,20.36,0,14.84,534.88,0,8.52,31.8,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,420.25,0,0,94.98,0,0,0,0,43.44,0,0,0,44.94,0,0,6.26,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,44.49,0,14.77,0,0,4.39,25.35,0,4.93,0,20.36,0,14.84,534.88,0,8.52,31.8,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,381.82,0,0,94.98,0,0,0,0,43.44,0,0,0,22.47,0,0,6.26,9.3,19.21,12.65,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,44.49,0,14.77,0,0,4.39,25.35,0,4.93,0,20.36,0,14.84,534.88,0,8.52,4.89,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,19.98,8.77,13.57,353,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,6.26,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,29.66,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,14.84,534.88,0,8.52,2.45,127.53,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,279.99,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,29.66,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,14.84,534.88,0,8.52,0,127.53,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,29.66,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,14.84,534.88,0,8.52,0,133.1,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,14.83,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,14.84,534.88,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,14.83,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,2.12,534.88,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,243.48,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,14.83,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,2.12,534.88,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,2.12,534.88,0,8.52,0,134.19,2.24,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,2.12,534.88,0,8.52,0,134.19,12.28,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,1.07,534.88,0,8.52,0,134.19,53.58,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,14.77,0,0,4.39,19.1,0,3.94,0,15.14,0,1.07,484.2,0,8.52,0,134.19,53.58,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,14.77,0,0,4.39,19.1,0,3.07,0,15.14,0,1.07,444.67,0,8.52,0,134.19,40.19,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,14.77,0,0,4.39,19.1,0,3.07,0,15.14,0,1.07,404.73,0,8.52,0,134.19,40.19,0,119.43,0,114.09,402.31,74.93,0,0,0,0,0,50.59,0,0,17.22,0,13.57,233.87,0,0,94.98,0,0,0,0,43.44,0,0,0,0,0,0,0,0,19.21,0,0,41.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

