Block,Time,TANAKPUR,SINGRAULI_HYDRO,URI2,ANTA_RF,CHAMERA2,RAPPC,AURY_RF,ANTA_GF,UNCHAHAR1,CHAMERA3,SINGRAULI,AURY_GF,JHAJJAR,RIHAND3,ANTA_CRF,UNCHAHAR4,DADRI_RF,CHAMERA1,SEWA2,RIHAND1,BSIUL,DADRI_CRF,KISHANGANGA,RIHAND2,TANDA2,UNCHAHAR2,DADRI_LF,NJPC,DADRI_GF,DULHASTI,AURY_CRF,AURY_LF,KOLDAM,ANTA_LF,DHAULIGNGA,RAPPB,UNCHAHAR3,NAPP,PARBATI3,SALAL,RAMPUR,URI,KOTESHWR,TEHRI,DADRT2,KHSTPP-I,KHSTPP-II,TALA,FSTPP I & II,SASAN,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,21.308958,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,18.211062,40.744549,18.174556,88.088810,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,106.428525,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,4.109054,33.617959,18.945215,30.040890,665.781706,44.231395,143.361610,0.000000,12.093417,404.281867,19.334000,0,0,0,0,0

2,00:15-00:30,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.271952,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.013942,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,106.428525,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,4.109054,33.617959,18.945215,30.040890,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,17.572207,0,0,0,0,0

3,00:30-00:45,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,106.428525,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,4.109054,33.617959,18.945215,30.040890,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.868092,0,0,0,0,0

4,00:45-01:00,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,106.428525,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,4.109054,33.617959,18.945215,30.040890,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,14.302340,0,0,0,0,0

5,01:00-01:15,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,18.945215,20.027260,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.299919,0,0,0,0,0

6,01:15-01:30,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,18.945215,20.027260,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.396128,0,0,0,0,0

7,01:30-01:45,1.114508,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,18.945215,10.013630,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.502623,0,0,0,0,0

8,01:45-02:00,1.114508,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,466.374748,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,18.945215,0.000000,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,14.834107,0,0,0,0,0

9,02:00-02:15,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,379.846591,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,9.472608,0.000000,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.140783,0,0,0,0,0

10,02:15-02:30,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,283.176591,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,9.472608,0.000000,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.756959,0,0,0,0,0

11,02:30-02:45,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,233.525719,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,9.472608,0.000000,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,15.210872,0,0,0,0,0

12,02:45-03:00,2.972022,0.759987,36.628765,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,233.525719,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,80.877989,6.074253,33.617959,9.472608,0.000000,665.781706,44.853991,143.361610,0.000000,12.093417,404.824959,14.666801,0,0,0,0,0

13,03:00-03:15,2.972022,0.759987,33.984178,0.000000,46.884784,66.051362,0.000000,0.000000,21.876421,33.671372,144.994318,0.000000,233.525719,126.231783,0.000000,2.987103,0.000000,40.744549,18.174556,88.723726,12.607315,0.000000,5.375272,120.238146,5.179665,43.411234,0.000000,159.642788,0.000000,57.204862,0.000000,0.000000,6.724464,0.000000,20.994509,0.000000,26.718603,48.238580,17.699275,76.732992,6.074253,33.617959,9.472608,0.000000,635.633381,44.853991,143.361610,0.000000,12.093417,404.824959,15.163070,0,0,0,0,0

