Block,Time Block,KHSTPP-I,KGSU1AND2,KGSU3AND4,FSTPP I & II,DHAULIGNGA,DULHASTI,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,CHAMERA2,BRBCL,DADRT2,CHAMERA1,BSIUL,CHAMERA3,ANTA_RF,ANTA_LF,AURY_CRF,ANTA_GF,TANDA2,RIHAND3,TALST2,RIHAND2,TANAKPUR,SASAN,RIHAND1,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,NNTPP,NTPL,PARBATI3,RAPPB,RAMPUR,RAPPC,NLCIIST2,NLCTS2EXP,NLCIIST1,ANTA_CRF,KHSTPP-II,NAPP,KOTESHWR,KKNP,NLCEXP,KKNPPU2,KUDGI,KOLDAM,NJPC,KISHANGANGA,MAPS,TEHRI,TelanganaSTPP,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,URI,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

64,15:45-16:00,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

65,16:00-16:15,25.68,0,0,17.59,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,38.32,0,13.08,0,0,0,17.21,27.68,0.43,229.78,0,0,0,0,0

66,16:15-16:30,25.68,0,0,19.99,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,5.54,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,113.59,42.09,25.59,0,0,0,0,0,0,0,0,51.11,0,13.08,0,0,0,17.21,27.68,0.43,248.86,0,0,0,0,0

67,16:30-16:45,32.08,0,0,15.89,0,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,18.21,0,0,51.11,0,13.08,0,0,0,17.73,28.14,0.43,304.52,0,0,0,0,0

68,16:45-17:00,32.08,0,0,17.94,7.87,0,0,0,0,0,0,0,0,0,14.42,361.41,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,40.05,0,0,51.11,0,14.8,0,0,0,20.19,31.94,0.43,362.19,0,0,0,0,0

69,17:00-17:15,32.08,0,0,19.76,8,15.84,0,0,0,0,0,0,0,0,14.42,393.48,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,60.08,0,0,51.11,0,17.56,0,0,0,25.38,40.72,0.43,417.79,0,0,0,0,0

70,17:15-17:30,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,2.56,14.42,460.76,12.69,2.11,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,80.1,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

71,17:30-17:45,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,551.18,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,112.41,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

72,17:45-18:00,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,599.24,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,112.41,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

73,18:00-18:15,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,112.41,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

74,18:15-18:30,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.61,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

75,18:30-18:45,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,23.16,12.53,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,109.23,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

76,18:45-19:00,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,37.98,14.42,656.3,12.69,6.27,18.63,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,7.59,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,37.53,0,0,0,0,0,80.19,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.43,417.79,0,0,0,0,0

77,19:00-19:15,32.08,0,0,19.99,17.56,31.68,0,0,0,0,0,0,0,1.92,14.42,656.3,0,1.06,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,3.67,0,0,25.13,0,0,0,0,142.55,42.09,25.78,0,0,0,0,0,60.08,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.53,417.79,0,0,0,0,0

78,19:15-19:30,32.08,0,0,19.99,8.79,15.84,0,0,0,0,0,0,0,0,14.42,656.3,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,40.05,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.53,417.79,0,0,0,0,0

79,19:30-19:45,32.08,0,0,19.99,8.79,15.84,0,0,0,0,0,0,0,0,14.42,656.3,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,12.28,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,18.21,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.53,417.79,0,0,0,0,0

80,19:45-20:00,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,656.3,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,53.61,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,25.59,0,0,0,0,0,0,0,0,51.11,0,17.56,0,0,0,25.38,40.75,0.53,417.79,0,0,0,0,0

81,20:00-20:15,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,656.29,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,53.61,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,17.25,0,0,0,0,0,0,0,0,51.11,0,17.56,0,0,4.14,25.38,40.75,25.46,417.79,0,0,0,0,0

82,20:15-20:30,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,652.44,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,53.61,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,17.56,0,0,4.14,25.38,40.75,25.46,414.2,0,0,0,0,0

83,20:30-20:45,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,571.41,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,53.61,0,134.27,0,0,15.9,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.67,0,0,10.34,25.38,40.75,25.46,345.89,0,0,0,0,0

84,20:45-21:00,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,499.02,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,8.93,0,134.27,0,0,3.43,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.67,0,0,10.34,25.38,40.75,25.46,277.57,0,0,0,0,0

85,21:00-21:15,31.77,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,431.73,0,0,9.3,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.67,0,0,10.34,25.38,40.75,1.07,249.6,0,0,0,0,0

86,21:15-21:30,31.77,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,408.51,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.67,0,0,10.34,25.38,40.75,0.53,249.6,0,0,0,0,0

87,21:30-21:45,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,389.29,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.19,0,0,10.34,25.38,40.75,0.53,249.6,0,0,0,0,0

88,21:45-22:00,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,322,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,51.11,0,18.19,0,0,10.34,25.38,40.75,0.53,249.6,0,0,0,0,0

89,22:00-22:15,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,322,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,38.32,0,18.19,0,0,4.14,25.38,40.75,0.53,249.6,0,0,0,0,0

90,22:15-22:30,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,38.32,0,18.19,0,0,4.14,25.38,40.75,0.53,249.6,0,0,0,0,0

91,22:30-22:45,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,38.32,0,13.94,0,0,4.14,21.87,35.12,25.46,249.6,0,0,0,0,0

92,22:45-23:00,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,284.52,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,38.32,0,13.94,0,0,4.14,21.87,35.12,25.46,231.33,0,0,0,0,0

93,23:00-23:15,32.08,0,0,19.99,0,15.84,0,0,0,0,0,0,0,0,14.42,295.09,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,142.55,42.09,17.06,0,0,0,0,0,0,0,0,38.32,0,13.94,0,0,4.14,21.87,35.12,1.07,249.6,0,0,0,0,0

94,23:15-23:30,27.05,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,293.17,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,121.88,42.09,17.06,0,0,0,0,0,0,0,0,30.28,0,11.53,0,0,4.14,17.07,27.8,0.53,246.85,0,0,0,0,0

95,23:30-23:45,27.05,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,293.17,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,121.88,42.09,17.06,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,4.14,17.07,27.8,0,246.85,0,0,0,0,0

96,23:45-24:00,27.05,0,0,17.32,0,15.84,0,0,0,0,0,0,0,0,14.42,293.17,0,0,0,0,0,0,0,0,59.75,0,114.15,0,335.44,88.43,0,0,0.62,0,0,0,1.35,0,134.27,0,0,0,0,0,25.13,0,0,0,0,121.88,42.09,17.06,0,0,0,0,0,0,0,0,25.56,0,11.53,0,0,4.14,17.07,27.8,0,246.85,0,0,0,0,0

