Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NTPL,RSTPSU1TO6,RSTPSU7,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
7,01:30-01:45,41.4,37.89052,121.484996,127.380717,0,143.682313,0,16.334668,21.01977,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.000018,348.975

8,01:45-02:00,41.4,37.89052,121.484996,127.380717,0,143.682313,0,16.334668,21.01977,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.000018,348.975

9,02:00-02:15,41.4,37.89052,121.484996,127.380717,0,143.682313,0,16.334668,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.000018,348.975

10,02:15-02:30,41.4,37.89052,121.484996,127.380717,0,143.682313,0,16.334668,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.555,15.000018,348.975

11,02:30-02:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,16.783217,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.996,15.000018,348.975

12,02:45-03:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,16.783217,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,0,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.996,15.000018,348.975

13,03:00-03:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,16.783217,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,10.143,15.000018,348.975

14,03:15-03:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,16.783217,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,10.143,15.000018,348.975

15,03:30-03:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,3.814367,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,10.143,15.000018,348.975

16,03:45-04:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,33.625513,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,3.814367,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.87616,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,10.143,15.000018,348.975

17,04:00-04:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,3.814367,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.996,15.000018,348.975

18,04:15-04:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,3.814367,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.996,15.000018,348.975

19,04:30-04:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,3.814367,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.996,15.000018,348.975

20,04:45-05:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,16.783217,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.996,15.000018,348.975

21,05:00-05:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,6.102988,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.996,15.000018,348.975

22,05:15-05:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,7.628735,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.702,15.000018,348.975

23,05:30-05:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,12.205976,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.702,15.000018,348.975

24,05:45-06:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,52.136844,0,0,0,81.47076,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.702,15.00135,348.975

25,06:00-06:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.745818,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.702,15.000018,348.975

26,06:15-06:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.615476,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.702,15.000018,348.975

27,06:30-06:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.224449,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.114,15.00135,348.975

28,06:45-07:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.224449,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,9.114,15.00135,348.975

29,07:00-07:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,79.338844,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.224449,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,8.967,15.00135,348.975

30,07:15-07:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,9.154482,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,51.224449,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,11.76,15.00135,348.975

31,07:30-07:45,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.833423,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,11.76,15.00135,348.975

32,07:45:08:00,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.833423,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,11.76,15.00135,348.975

33,08:00-08:15,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,11.76,15.00135,348.975

34,08:15-08:30,35.328,37.89052,121.484996,127.380717,0,143.682313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,94.455943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,11.76,15.00135,348.975

35,08:30-08:45,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

36,08:45:09:00,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,80.112914,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

37,09:00:09:15,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

38,09:15-09:30,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,69.72,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

39,09:30-09:45,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

40,09:45-10:00,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,50.312054,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.054,15.00135,348.975

41,10:00-10:15,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

42,10:15-10:30,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

43,10:30-10:45,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

44,10:45-11:00,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,59.521758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

45,11:00-11:15,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

46,11:15-11:30,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,67.396,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,0,10.235073,179.962454,67.990882,34.831253,0,13.0416,0,49.790686,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

47,11:30-11:45,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,51.128,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,9.222505,10.235073,179.962454,67.990882,34.831253,0,6.5208,0,49.790686,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.201,15.00135,348.975

48,11:45-12:00,41.4,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,51.128,1.147846,44.906625,3.094586,5.534085,49.637626,4.272092,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,9.222505,10.235073,179.962454,67.990882,34.831253,0,6.5208,0,49.790686,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.201,15.00135,348.975

49,12:00-12:15,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,51.128,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,9.222505,10.235073,179.962454,67.990882,34.831253,0,6.5208,0,49.399659,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

50,12:15-12:30,35.328,37.89052,124.384996,130.580717,0,148.982313,0,50.438269,22.630299,27.63898,51.128,1.147846,44.906625,3.094586,5.534085,49.637626,18.308964,6.745515,0,97.055943,42.14808,48.499829,548.715948,59.175403,422.443785,8.340651,9.222505,10.235073,179.962454,67.990882,34.831253,0,6.5208,0,49.399659,0,0,0,78.755068,0,0,0,58.852974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,33.0815,148.302375,12.348,15.00135,348.975

