Block,Time,DADRT2,DULHASTI,CHAMERA3,DHAULIGNGA,CHAMERA2,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,UNCHAHAR1,KOLDAM,SINGRAULI_HYDRO,NJPC,RAPPC,TEHRI,UNCHAHAR3,RIHAND3,SINGRAULI,TANDA2,KISHANGANGA,NAPP,UNCHAHAR4,URI2,CHAMERA1,BSIUL,TANAKPUR,SALAL,RAPPB,URI,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,TALA,BRBCL,FSTPP I & II,SASAN
10,02:15-02:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,0,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

11,02:30-02:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,0,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

12,02:45-03:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,0,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

13,03:00-03:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,0,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

14,03:15-03:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,0,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

15,03:30-03:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

16,03:45-04:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

17,04:00-04:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

18,04:15-04:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

19,04:30-04:45,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,17.046,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

20,04:45-05:00,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,17.046,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

21,05:00-05:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,18.94,54.0594,15.561,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

22,05:15-05:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,37.88,54.0594,31.122,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

23,05:30-05:45,341.564563,16.478852,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,56.82,54.0594,31.122,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

24,05:45-06:00,341.564563,32.957704,0,9.136036,13.17004,42.392196,5.1987,653.1525,118.125,8.874,3.819,0,76,20.556,0,0.59303,83.336,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.2025,2.324,0,6.624,0,0,0,32.55,0,0,0,92.064,0,0,0,54.6258,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

25,06:00-06:15,341.564563,49.436556,0,18.272072,26.34008,42.392196,5.1987,653.1525,118.125,17.748,16.350412,0,76,20.556,0,0.59303,108.905,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,7.031,2.2,3.843,2.324,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

26,06:15-06:30,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,16.350412,0,76,20.556,0,0.59303,123.11,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,26.07,13.0416,3.843,12.782,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

27,06:30-06:45,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,16.350412,0,76,20.556,0,0.59303,132.58,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,26.07,13.0416,3.843,70.882,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

28,06:45-07:00,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,16.350412,0,76,20.556,0,0.59303,132.58,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,26.07,13.0416,3.843,70.882,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

29,07:00-07:15,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,16.350412,0,76,20.556,0,0.59303,132.58,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,37.92,13.0416,3.843,70.882,0,12.144,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

30,07:15-07:30,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,16.350412,0,76,20.556,0,0.59303,132.58,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,37.92,13.0416,3.843,70.882,0,12.144,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

31,07:30-07:45,341.564563,49.436556,9.67784,27.408108,39.51012,42.392196,10.536032,653.1525,118.125,19.72,3.819,0,76,20.556,0,0.59303,124.4358,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,37.92,13.0416,3.843,12.782,0,12.144,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

32,07:45:08:00,341.564563,32.957704,0,18.272072,26.34008,42.392196,4.9321,653.1525,118.125,17.748,0,0,76,20.556,0,0.59303,118.375,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,27.65,6.5208,3.843,2.324,0,12.144,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

33,08:00-08:15,341.564563,32.957704,0,9.136036,13.17004,42.392196,4.5322,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,99.435,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,23.7,6.5208,8.3265,2.324,0,39.744,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

34,08:15-08:30,341.564563,32.957704,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,75.76,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,13.43,6.5208,8.3265,2.324,0,39.744,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

35,08:30-08:45,341.564563,32.957704,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,56.82,54.0594,46.683,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,8.832,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

36,08:45:09:00,341.564563,16.478852,0,0,13.17004,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,37.88,54.0594,31.122,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

37,09:00:09:15,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,18.94,54.0594,15.561,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,8.3265,2.324,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

38,09:15-09:30,341.564563,16.478852,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,6.624,0,0,0,32.025,0,0,0,92.064,0,0,0,54.4086,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

39,09:30-09:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,8.832,0,0,0,32.025,0,0,0,92.064,0,0,0,54.3,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

40,09:45-10:00,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,7.3986,0,0,3.843,2.324,0,39.744,0,0,0,32.025,0,0,0,92.064,0,0,0,54.3,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

41,10:00-10:15,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,39.744,0,0,0,32.025,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

42,10:15-10:30,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,8.832,0,0,0,32.025,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

43,10:30-10:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,4.968,0,0,0,32.025,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

44,10:45-11:00,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,4.968,0,0,0,32.025,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

45,11:00-11:15,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

46,11:15-11:30,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,24.75168,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

47,11:30-11:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,6.726,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

48,11:45-12:00,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

49,12:00-12:15,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

50,12:15-12:30,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,76,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,4.968,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

51,12:30-12:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,39.744,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

52,12:45-13:00,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,39.744,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

53,13:00-13:15,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

54,13:15-13:30,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,3.843,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

55,13:30-13:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,4.4835,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

56,13:45-14:00,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,4.4835,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

57,14:00-14:15,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,4.4835,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

58,14:15-14:30,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,4.4835,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

59,14:30-14:45,341.564563,0,0,0,0,42.392196,0,653.1525,118.125,8.874,0,0,92,20.556,0,0.59303,0,54.0594,0,26.39091,123.665625,123.375,0,0,0,0,5.3808,0,0,4.4835,2.324,0,3.312,0,0,0,31.5,0,0,0,92.064,0,0,0,53.9742,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,147.515625,45.25185,0,20.0018,20.73185,418.77

