Block,Time,KGSU1AND2,KKNP,KOTESHWR,RAPPC,RIHAND1,RSTPSU7,TEHRI,VALLURNTECL,ANTA_GF,AURY_LF,AURY_RF,CHAMERA3,KKNPPU2,TALST2,TANAKPUR,UNCHAHAR1,DADRI_RF,BSIUL,MAPS,NJPC,NLCEXP,PARBATI3,SINGRAULI_HYDRO,ANTA_LF,CHAMERA1,KOLDAM,NTPL,SALAL,UNCHAHAR2,BRBCL,KHSTPP-II,KISHANGANGA,NAPP,NLCTS2EXP,SIMHST1,TALA,TelanganaSTPP,UNCHAHAR4,ANTA_CRF,AURY_GF,DADRI_GF,DHAULIGNGA,KUDGI,NLCIIST2,RAPPB,RSTPSU1TO6,TANDA2,UNCHAHAR3,DADRI_CRF,CHAMERA2,DADRT2,DULHASTI,KGSU3AND4,KHSTPP-I,NNTPP,RAMPUR,SASAN,SEWA2,SIMHST2,URI,DADRI_LF,FSTPP I & II,JHAJJAR,NLCIIST1,RIHAND2,RIHAND3,SINGRAULI,URI2,ANTA_RF,AURY_CRF
11,02:30-02:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,8.33,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

12,02:45-03:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

13,03:00-03:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

14,03:15-03:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

15,03:30-03:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

16,03:45-04:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

17,04:00-04:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

18,04:15-04:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,55.77,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

19,04:30-04:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

20,04:45-05:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

21,05:00-05:15,0,0,8.87,53.04,92,0,15.56,0,0,0,0,9.68,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

22,05:15-05:30,0,0,8.87,53.04,92,0,31.13,0,0,0,0,9.68,0,0,8.33,20.56,0,0,0,18.94,0,0,0,0,0,0,0,1.4,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.44,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

23,05:30-05:45,0,0,8.87,53.04,92,0,31.13,0,0,0,0,9.68,0,0,8.33,20.56,0,1.1,0,39.78,0,0,0,0,0,0,0,13.95,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,7.93,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

24,05:45-06:00,0,0,8.87,53.04,92,0,46.69,0,0,0,0,9.68,0,0,8.33,20.56,0,6.52,0,62.22,0,0,0,0,0,0,0,69.72,21.19,20,98.87,0,43.46,0,0,0,0,0,29.09,0,0,10.57,0,0,0,0,0,26.39,66.85,13.06,683.14,16.48,0,45.22,0,0,418.77,0,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

25,06:00-06:15,0,0,8.87,53.04,92,0,62.24,0,0,0,0,19.36,0,0,4.1,20.56,0,6.52,0,93.56,0,3.82,0,0,0,0,0,69.72,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,19.81,0,0,0,0,0,26.39,66.85,13.06,683.14,32.96,0,45.22,0,0,418.77,0,0,4.41,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

26,06:15-06:30,0,0,19.72,53.04,92,0,62.24,0,0,0,0,29.06,0,0,4.1,20.56,0,13.04,0,116.95,0,16.55,0,0,0,0,0,69.72,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,5.27,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

27,06:30-06:45,0,0,19.72,53.04,92,0,62.24,0,0,0,0,29.06,0,0,4.1,20.56,0,13.04,0,140.34,0,16.55,0,0,11.85,0,0,69.72,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

28,06:45-07:00,0,0,19.72,53.04,92,0,62.24,0,0,0,0,29.06,0,0,4.1,20.56,0,13.04,0,140.34,0,16.55,0,0,28.05,0,0,13.95,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

29,07:00-07:15,0,0,19.72,53.04,92,0,62.24,0,0,0,0,29.06,0,0,4.1,20.56,0,13.04,0,140.34,0,16.55,0,0,28.05,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,36.55,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,10.54,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

30,07:15-07:30,0,0,19.72,53.04,92,0,62.24,0,0,0,0,29.06,0,0,4.1,20.56,0,6.52,0,140.34,0,16.55,0,0,28.05,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,27.4,0,0,0,0,0,26.39,66.85,26.34,683.14,32.96,0,45.22,0,0,418.77,5.27,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

31,07:30-07:45,0,0,8.87,53.04,92,0,62.24,0,0,0,0,1.27,0,0,4.1,20.56,0,6.52,0,116.95,0,16.55,0,0,28.05,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,27.4,0,0,0,0,0,26.39,66.85,13.06,683.14,32.96,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

32,07:45-08:00,0,0,8.87,53.04,92,0,62.24,0,0,0,0,0,0,0,4.1,20.56,0,6.52,0,93.56,0,3.56,0,0,28.05,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.88,0,0,27.4,0,0,0,0,0,26.39,66.85,1.87,683.14,32.96,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

33,08:00-08:15,0,0,8.87,53.04,92,0,46.69,0,0,0,0,0,0,0,4.1,20.56,0,1.1,0,70.17,0,0,0,0,12.25,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,9.13,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

34,08:15-08:30,0,0,8.87,53.04,92,0,46.69,0,0,0,0,0,0,0,4.1,20.56,0,0,0,70.17,0,0,0,0,12.25,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,9.13,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,3.31,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

35,08:30-08:45,0,0,8.87,53.04,92,0,31.13,0,0,0,0,0,0,0,4.1,20.56,0,0,0,46.78,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

36,08:45-09:00,0,0,8.87,53.04,92,0,15.56,0,0,0,0,0,0,0,4.1,20.56,0,0,0,17.05,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,36.43,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

37,09:00-09:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.1,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,3.31,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

38,09:15-09:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.1,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

39,09:30-09:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

40,09:45-10:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.77,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

41,10:00-10:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,1.66,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

42,10:15-10:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,2.76,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

43,10:30-10:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,23.19,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

44,10:45-11:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,23.19,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

45,11:00-11:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

46,11:15-11:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.46,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

47,11:30-11:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

48,11:45-12:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.35,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,16.48,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

49,12:00-12:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

50,12:15-12:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,2.33,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,11.04,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

51,12:30-12:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

52,12:45-13:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

53,13:00-13:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,8.33,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

54,13:15-13:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,8.33,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

55,13:30-13:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

56,13:45-14:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,28.04,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

57,14:00-14:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

58,14:15-14:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.2,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

59,14:30-14:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,8.33,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

60,14:45-15:00,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

61,15:00-15:15,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

62,15:15-15:30,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,3.85,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

63,15:30-15:45,0,0,8.87,53.04,92,0,0,0,0,0,0,0,0,0,4.48,20.56,0,0,0,0,0,0,0,0,0,0,0,12.78,21.19,20,98.87,0,43.46,0,0,0,0,0,27.93,0,0,0,0,0,0,0,0,26.39,66.85,1.87,683.14,0,0,45.22,0,0,418.77,0,0,2.21,22.47,17.38,436.2,0,118.76,124.32,139.68,4.57,0,70.59

