Block,Time,SEWA2,TEHRI,DADRI_CRF,TANAKPUR,PARBATI3,CHAMERA3,ANTA_RF,BSIUL,DULHASTI,RIHAND3,URI2,RAPPC,AURY_CRF,DADRI_RF,URI,DADRI_GF,RIHAND2,DADRT2,ANTA_GF,UNCHAHAR3,DHAULIGNGA,AURY_LF,NJPC,JHAJJAR,ANTA_LF,UNCHAHAR1,NAPP,SALAL,CHAMERA2,KISHANGANGA,SINGRAULI_HYDRO,CHAMERA1,KOLDAM,AURY_RF,AURY_GF,RAPPB,UNCHAHAR4,RIHAND1,DADRI_LF,ANTA_CRF,SINGRAULI,UNCHAHAR2,KOTESHWR,TANDA2,RAMPUR,FSTPP I & II,TALA,BRBCL,SASAN,KHSTPP-I,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.000000,7.285816,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,16.079983,52.847251,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,7.285816,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,6.483864,52.847251,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,7.285816,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,52.847251,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,25.542144,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,25.542144,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,12.321848,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.660640,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,64.409660,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,64.409660,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,64.409660,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.740930,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,12.321848,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

19,04:30-04:45,0.000000,15.000804,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

20,04:45-05:00,0.000000,23.321088,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,17.352000,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

21,05:00-05:15,0.000000,30.001608,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,23.776593,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

22,05:15-05:30,0.000000,30.001608,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,15.885613,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,345.112000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,23.875484,8.554536,0.000000,0.000000,5.784000,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

23,05:30-05:45,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,1.060400,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,0.000000,0.000000,0.000000,362.464000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,23.875484,8.554536,0.000000,0.000000,8.151909,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

24,05:45-06:00,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,1.060400,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,350.896000,0.000000,11.568000,8.807139,0.000000,16.432344,414.520000,0.000000,7.230000,20.591040,2.240336,0.000000,0.000000,0.682329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,23.875484,8.554536,0.000000,0.000000,10.859846,0.000000,9.640000,330.772500,18.160989,69.382454,0,0,0,0,0

25,06:00-06:15,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,1.060400,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,415.409792,0.000000,17.921242,17.614277,0.000000,36.516320,524.416000,0.000000,8.943410,20.591040,2.240336,3.212530,0.000000,0.682329,7.996380,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,17.863120,0.000000,9.640000,330.772500,29.126745,103.296668,0,0,0,0,0

26,06:15-06:30,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,1.060400,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,495.552423,0.000000,25.054288,17.614277,0.000000,54.774480,601.536000,0.000000,10.517240,20.591040,2.240336,12.695919,0.000000,0.682329,13.543583,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.526693,121.348320,0,0,0,0,0

27,06:30-06:45,0.000000,45.002412,0.000000,0.246977,3.681516,1.227558,0.000000,1.060400,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,2.128512,0.000000,56.933840,581.788460,0.000000,25.440056,17.614277,0.000000,77.597180,629.005180,0.000000,10.517240,20.591040,2.240336,12.695919,0.000000,0.700770,26.654600,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,17.109072,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

28,06:45-07:00,0.000000,45.002412,0.000000,0.246977,15.761797,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,629.988460,0.000000,25.440056,26.421416,0.000000,104.984420,629.005180,0.000000,10.517240,20.591040,2.240336,25.828741,0.000000,0.700770,26.654600,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

29,07:00-07:15,0.000000,45.002412,0.000000,0.246977,15.761797,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,34.056192,0.000000,56.933840,658.536478,0.000000,25.440056,26.421416,0.000000,132.371660,629.005180,0.000000,10.517240,20.591040,12.321848,25.828741,0.000000,0.700770,26.654600,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

30,07:15-07:30,0.000000,45.002412,0.000000,0.246977,15.761797,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,34.056192,0.000000,56.933840,658.536478,0.000000,25.440056,26.421416,0.000000,135.292966,629.005180,0.000000,10.517240,20.591040,53.768064,25.828741,0.000000,0.700770,26.654600,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

31,07:30-07:45,0.000000,45.002412,0.000000,0.246977,15.761797,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,17.614277,0.000000,135.292966,629.005180,0.000000,10.517240,20.591040,53.768064,25.828741,0.000000,0.700770,13.543583,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

32,07:45:08:00,0.000000,45.002412,0.000000,0.246977,15.761797,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,8.807139,0.000000,135.292966,629.005180,0.000000,10.517240,20.591040,53.768064,25.828741,0.000000,0.700770,13.543583,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

33,08:00-08:15,0.000000,45.002412,0.000000,0.000000,3.681516,28.016547,0.000000,12.572102,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,109.548960,629.005180,0.000000,10.517240,20.591040,53.768064,25.828741,0.000000,0.571681,8.377160,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,25.663608,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

34,08:15-08:30,0.000000,45.002412,0.000000,0.000000,0.000000,1.227558,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,90.195310,629.005180,0.000000,10.517240,20.591040,12.321848,25.391837,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,17.109072,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

35,08:30-08:45,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,62.077744,629.005180,0.000000,10.517240,20.591040,2.240336,25.391837,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

36,08:45:09:00,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,32.864688,629.005180,0.000000,10.517240,20.591040,2.240336,25.391837,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

37,09:00:09:15,0.000000,45.002412,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,19.444940,629.005180,0.000000,10.517240,20.591040,2.240336,12.695919,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

38,09:15-09:30,0.000000,30.001608,0.000000,0.246977,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

39,09:30-09:45,0.000000,15.000804,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

40,09:45-10:00,0.000000,15.000804,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,31.771227,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,33.546535,121.348320,0,0,0,0,0

41,10:00-10:15,0.000000,15.000804,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,15.885613,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,32.183140,121.348320,0,0,0,0,0

42,10:15-10:30,0.000000,15.000804,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,15.885613,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,330.772500,32.183140,121.348320,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,15.885613,119.213662,4.538705,0.000000,0.000000,0.000000,3.192768,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,334.532100,32.183140,121.348320,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,15.885613,119.213662,4.538705,0.000000,0.000000,0.000000,3.724896,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,335.110500,32.183140,121.348320,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,35.120448,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,335.110500,32.183140,121.348320,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,4.538705,0.000000,0.000000,0.000000,35.120448,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,335.110500,32.183140,121.348320,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,0.987907,0.000000,0.000000,0.000000,0.000000,0.000000,119.213662,16.079983,0.000000,0.000000,0.000000,4.257024,0.000000,56.933840,658.536478,0.000000,25.440056,0.000000,0.000000,0.000000,629.005180,0.000000,10.517240,20.591040,2.240336,0.000000,0.000000,0.571681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.688000,0.000000,0.000000,121.066350,40.864056,8.554536,0.000000,0.000000,19.983720,0.000000,9.640000,335.110500,32.183140,121.348320,0,0,0,0,0

