Block,Time,DADRT2,DULHASTI,KHSTPP-II,KKNPPU2,NLCEXP,NLCIIST1,PARBATI3,RAMPUR,RIHAND1,SEWA2,TANDA2,ANTA_CRF,AURY_GF,AURY_LF,DADRI_GF,DADRI_RF,BRBCL,CHAMERA1,KHSTPP-I,KOLDAM,NAPP,NTPL,SASAN,UNCHAHAR3,URI,URI2,CHAMERA2,JHAJJAR,MAPS,NLCIIST2,NLCTS2EXP,NNTPP,SINGRAULI,AURY_RF,DHAULIGNGA,FSTPP I & II,KKNP,NJPC,RAPPB,SIMHST1,SINGRAULI_HYDRO,TALA,TelanganaSTPP,DADRI_LF,KGSU3AND4,SIMHST2,UNCHAHAR4,ANTA_GF,KISHANGANGA,RIHAND3,SALAL,TANAKPUR,UNCHAHAR2,VALLURNTECL,ANTA_LF,ANTA_RF,DADRI_CRF,CHAMERA3,RAPPC,RSTPSU7,TALST2,TEHRI,BSIUL,KGSU1AND2,KOTESHWR,KUDGI,RIHAND2,RSTPSU1TO6,UNCHAHAR1,AURY_CRF
64,15:45-16:00,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,20.85,0

65,16:00-16:15,683.14,16.48,148.3,0,0,0,0,0,92,0,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,20.85,0

66,16:15-16:30,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,13.99,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,53.45,2.05,42.39,0,0,40.95,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,20.85,0

67,16:30-16:45,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,28.09,45.53,0,20.5,0,398.25,26.4,36.43,30.94,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,23.39,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,40.74,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,20.85,0

68,16:45-17:00,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,28.09,45.53,0,20.5,0,398.25,26.4,36.43,30.94,3.34,434.65,0,0,0,0,139.69,68.96,7.92,18.2,0,46.78,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,40.74,0,0,25.89,0,0,35.15,1.1,0,8.87,0,118.76,0,20.85,0

69,17:00-17:15,683.14,16.48,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,39.75,30.94,13.17,434.65,0,0,0,0,139.69,68.96,7.92,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,40.74,0,9.68,25.89,0,0,46.87,2.2,0,17.75,0,118.76,0,20.85,0

70,17:15-17:30,683.14,32.96,148.3,0,0,0,0,0,92,10.53,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,39.75,30.94,26.34,434.65,0,0,0,0,139.69,68.96,17.3,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,40.74,0,19.35,25.89,0,0,46.87,3.3,0,26.62,0,118.76,0,20.85,0

71,17:30-17:45,683.14,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,39.75,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,41.48,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

72,17:45-18:00,683.14,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,39.75,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,93.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,41.37,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,20.85,0

73,18:00-18:15,683.14,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,116.95,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,0.25,42.39,0,0,42,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,9.71,0

74,18:15-18:30,678.92,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,0.25,42.39,0,0,42,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,9.71,0

75,18:30-18:45,678.92,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,140.35,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,0.25,42.39,0,0,42,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,9.71,0

76,18:45-19:00,678.92,49.43,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,42.15,45.53,0,20.5,0,398.25,26.4,36.43,33.23,39.51,434.65,0,0,0,0,139.69,68.96,27.41,18.2,0,116.95,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,0.25,42.39,0,0,42,0,29.06,25.89,0,0,46.87,19.56,0,39.05,0,118.76,0,9.71,0

77,19:00-19:15,678.92,32.96,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,28.09,45.53,0,20.5,0,398.25,26.4,36.43,31.9,39.51,434.65,0,0,0,0,139.69,68.96,18.27,18.2,0,93.56,0,0,0.75,0,0,0,0,0,0,0,0,62.16,27.89,1.54,42.39,0,0,42,0,19.35,25.89,0,0,46.87,6.52,0,17.75,0,118.76,0,9.71,0

78,19:15-19:30,678.92,16.48,148.3,0,0,0,3.82,0,92,15.81,0,0,0,0,0,59.73,20,28.09,45.53,0,20.5,0,398.25,26.4,36.43,31.9,26.34,434.65,0,0,0,0,139.69,68.96,7.92,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,27.89,1.54,42.39,0,0,42.21,0,9.68,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.71,0

79,19:30-19:45,678.92,16.48,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,28.09,45.53,0,20.5,0,398.25,26.4,36.43,31.9,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,70.17,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,1.54,42.39,0,0,42.21,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.71,0

80,19:45-20:00,678.92,16.48,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,25.28,45.53,0,20.5,0,398.25,26.4,36.43,31.9,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,46.78,0,0,0.75,0,0,0,0,0,0,0,0,62.16,70.88,1.54,42.39,0,0,42.21,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.71,0

81,20:00-20:15,678.92,16.48,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,13.99,45.53,0,20.5,0,398.25,26.4,36.43,31.9,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,46.78,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,1.54,42.39,0,0,42.21,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.14,0

82,20:15-20:30,678.96,16.48,148.3,0,0,0,16.54,0,92,15.81,0,0,0,0,0,59.73,20,12.64,45.53,0,20.5,0,398.25,26.4,36.43,31.9,13.17,434.65,0,0,0,0,139.69,68.96,0,18.2,0,23.39,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,1.54,42.39,0,0,42.21,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.14,0

83,20:30-20:45,678.96,16.48,148.3,0,0,0,3.57,0,92,15.81,0,0,0,0,0,59.73,20,12.64,45.53,0,20.5,0,398.25,26.4,36.43,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,23.39,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,1.54,42.39,0,0,42.52,0,0,25.89,0,0,35.15,6.52,0,8.87,0,118.76,0,9.14,0

84,20:45-21:00,678.96,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,12.64,45.53,0,20.5,0,398.25,26.4,36.43,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,1.54,42.39,0,0,42.52,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

85,21:00-21:15,678.96,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.52,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

86,21:15-21:30,678.96,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.52,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

87,21:30-21:45,678.96,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.52,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

88,21:45-22:00,606.28,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.52,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

89,22:00-22:15,554.78,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.73,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

90,22:15-22:30,554.78,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,3.59,42.39,0,0,42.73,0,0,25.89,0,0,23.44,6.52,0,8.87,0,118.76,0,9.14,0

91,22:30-22:45,554.78,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,42.73,0,0,25.89,0,0,11.4,6.52,0,8.87,0,118.76,0,9.14,0

92,22:45-23:00,554.78,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,26.4,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,38.35,2.31,42.39,0,0,42.73,0,0,25.89,0,0,11.4,6.52,0,8.87,0,118.76,0,9.14,0

93,23:00-23:15,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,22.69,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,51.13,2.31,36.63,0,0,42.73,0,0,25.89,0,0,11.4,13.04,0,8.87,0,118.76,0,5.84,0

94,23:15-23:30,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,22.69,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0.75,0,0,0,0,0,0,0,0,62.16,51.13,2.31,36.63,0,0,42.73,0,0,25.89,0,0,11.4,13.04,0,8.87,0,118.76,0,5.84,0

95,23:30-23:45,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,22.69,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,62.16,51.13,2.05,36.63,0,0,42.73,0,0,25.89,0,0,11.4,13.04,0,8.87,0,118.76,0,5.84,0

96,23:45-24:00,683.14,16.48,148.3,0,0,0,0,0,92,15.81,0,0,0,0,0,59.73,20,0,45.53,0,20.5,0,398.25,22.69,35.33,31.9,0,434.65,0,0,0,0,139.69,68.96,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,62.16,51.13,2.05,36.63,0,0,42.73,0,0,25.89,0,0,0,13.04,0,8.87,0,118.76,0,5.84,0

