Block,Time,UNCHAHAR1,NAPP,ANTA_RF,URI2,AURY_GF,RAPPB,PARBATI3,NJPC,DADRT2,CHAMERA1,ANTA_GF,RAMPUR,TEHRI,RIHAND2,AURY_CRF,SEWA2,CHAMERA3,JHAJJAR,RAPPC,AURY_RF,KISHANGANGA,SINGRAULI,KOLDAM,SALAL,DULHASTI,RIHAND1,ANTA_LF,DADRI_LF,AURY_LF,DADRI_GF,KHSTPP-II,BRBCL,TALA,FSTPP I & II,KHSTPP-I,SASAN,UNCHAHAR2,TANAKPUR,SINGRAULI_HYDRO,DADRI_RF,TANDA2,CHAMERA2,KOTESHWR,URI,ANTA_CRF,RIHAND3,UNCHAHAR3,UNCHAHAR4,DHAULIGNGA,BSIUL,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,14.997609,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,15.744986,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,142.465962,14.458500,9.351758,12.319220,31.008759,336.377002,24.992770,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,119.699801,19.737298,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,14.997609,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,15.744986,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,142.465962,14.458500,9.210064,12.319220,31.008759,336.377002,24.992770,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,119.699801,19.737298,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,14.997609,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,15.744986,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,142.465962,14.458500,9.210064,12.319220,31.008759,336.377002,24.992770,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,119.699801,19.737298,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,15.681207,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,15.744986,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,123.669912,14.458500,9.210064,12.319220,29.071513,336.377002,24.992770,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,119.699801,19.737298,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,15.681207,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,15.744986,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,123.669912,14.458500,9.210064,12.319220,29.071513,336.377002,24.992770,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,119.699801,19.737298,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,123.669912,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,119.699801,14.738031,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,123.669912,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,119.699801,14.738031,1.648269,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,88.564385,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.776838,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,119.699801,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

14,03:15-03:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,114.319408,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.776838,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,119.699801,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

15,03:30-03:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,3.676668,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.776838,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

16,03:45-04:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,3.676668,173.465809,230.372100,40.626534,0.000000,6.502002,32.411632,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,133.507476,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.776838,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

17,04:00-04:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,3.676668,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

18,04:15-04:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,3.676668,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

19,04:30-04:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,3.676668,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

20,04:45-05:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,16.177343,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,94.624328,14.458500,9.635144,10.120950,23.163674,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

21,05:00-05:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,5.882670,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.635144,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

22,05:15-05:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,7.353338,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.351758,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

23,05:30-05:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,11.765340,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.351758,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

24,05:45-06:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.351758,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

25,06:00-06:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.351758,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

26,06:15-06:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,9.351758,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

27,06:30-06:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,8.784985,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

28,06:45-07:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,8.784985,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

29,07:00-07:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,76.474712,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,8.643291,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

30,07:15-07:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,8.824005,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.335464,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

31,07:30-07:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.335464,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

32,07:45:08:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.335464,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

33,08:00-08:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.335464,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

34,08:15-08:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,91.802222,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,119.882267,9.865587,67.203108,57.039171,61.659719,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.335464,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,88.303554,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

35,08:30-08:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,93.298869,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,123.699986,9.865587,67.203108,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,89.500043,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

36,08:45:09:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,93.298869,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,123.699986,9.865587,67.203108,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,89.500043,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

37,09:00:09:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,101.047124,9.865587,67.203108,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

38,09:15-09:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,67.203108,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

39,09:30-09:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

40,09:45-10:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,17.648010,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.618851,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,34.052659,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

41,10:00-10:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

42,10:15-10:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

43,10:30-10:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

44,10:45-11:00,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

45,11:00-11:15,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

46,11:15-11:30,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,64.963004,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.902237,10.120950,20.106954,336.377002,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,0.000000,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,12.570798,0.000000,0,0,0,0,0

47,11:30-11:45,12.000555,47.845708,0.000000,36.522672,0.000000,0.000000,4.117869,173.465809,230.372100,40.626534,0.000000,6.502002,48.617447,80.611825,0.000000,0.000000,33.573845,115.668000,65.536411,0.000000,8.039553,94.041554,9.865587,49.282279,57.039171,62.388428,0.000000,0.000000,0.000000,0.000000,78.634962,14.458500,11.760544,10.120950,20.106954,315.212285,16.492329,0.000000,1.106409,0.000000,5.164674,46.748985,8.889573,39.905460,0.000000,69.236937,14.738031,1.648269,0.000000,6.285399,0.000000,0,0,0,0,0

