Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/01032024/31032024/SJVN010324NR1588,NR/01032024/31032024/SJVN010324NR1589,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/01032024/22032024/HP-56,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_35,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01032024/22032024/HP-59,SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/13082046/L_NR_2021_12,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01012024/31032024/ ChanjuII,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,SR/01032024/31032024/SJVN010324NR1590,NR/15032024/15032024/DD20240315NR23269,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/01032024/15032024/HP-62,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07
14,03:15-03:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,25.17,0,1.340000,13.6,0,0,0,25.360000,1.150000,84.710000,76.520000,133.800000,75.5,0.000000,25.360000,20.17,0,0,0.000000,20.17,25.16,32.760000,96.26,219.390000,35.100000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,57.390000

15,03:30-03:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,25,0,1.340000,13.55,0,0,0,25.360000,1.150000,90.480000,76.520000,133.800000,75,0.000000,25.360000,36,0,0,0.000000,36,25,32.760000,96.26,219.390000,35.100000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,57.390000

16,03:45-04:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,24.67,0,1.340000,13.44,0,0,0,25.360000,1.150000,99.740000,76.520000,133.800000,74,0.000000,25.360000,35.67,0,0,0.000000,35.67,24.66,32.760000,96.26,219.390000,35.100000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,67.890000

17,04:00-04:15,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,24.5,0,1.300000,15.34,0,0,0,25.360000,1.150000,99.740000,76.520000,133.800000,73.5,0.000000,25.360000,43.33,0,0,0.000000,43.33,24.5,32.760000,96.26,219.390000,35.100000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,67.890000

18,04:15-04:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,24,0,1.300000,15.32,0,0,0,25.360000,1.150000,99.740000,76.520000,133.800000,72,0.000000,25.360000,43.33,0,0,0.000000,43.33,24,32.760000,96.26,219.390000,35.100000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,67.890000

19,04:30-04:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,23.5,0,1.300000,15.29,0,0,0,25.360000,1.150000,99.740000,76.520000,133.800000,70.5,0.000000,25.360000,35,0,0,0.000000,35,23.5,32.760000,96.26,219.390000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,24.060000,0,98.190000,1.090000,67.890000

20,04:45-05:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,22.5,0,1.300000,15.1,0,0,0,25.360000,1.150000,99.740000,76.520000,133.800000,67.5,0.000000,25.360000,34.33,0,0,0.000000,34.33,22.5,32.760000,96.26,219.390000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,67.890000

21,05:00-05:15,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,21.67,0,1.300000,14.88,0,0,0,25.360000,1.110000,99.740000,76.520000,133.800000,65,0.000000,25.360000,33.67,0,0,0.000000,33.67,21.66,32.760000,96.26,260.480000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,67.890000

22,05:15-05:30,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,20.83,0,1.300000,14.55,0,0,0,25.360000,1.110000,99.740000,76.520000,133.800000,62.5,0.000000,25.360000,33.33,0,0,0.000000,33.33,20.84,32.760000,96.26,260.480000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,67.890000

23,05:30-05:45,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,20.33,0,1.300000,14.1,0,0,0,25.360000,1.110000,99.740000,76.520000,133.800000,61,0.000000,25.360000,33,0,0,0.000000,33,20.34,32.760000,96.26,260.480000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

24,05:45-06:00,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,19.67,0,1.300000,13.77,0,0,0,25.360000,1.110000,99.740000,76.520000,133.800000,59,0.000000,25.360000,32.67,0,0,0.000000,32.67,19.66,32.760000,96.26,260.480000,33.020000,48.130000,0,48.13,0,0,0,4.410000,96.26,0,0.000000,25.030000,0,98.190000,1.090000,86.830000

25,06:00-06:15,0,7.01,0,0,0,0,144.390000,0.000000,0.000000,19.17,0,1.300000,10,0,0,0,30.800000,1.110000,99.740000,0.000000,133.800000,57.5,0.000000,23.650000,25,0,0,0.000000,25,19.16,0.000000,96.26,260.480000,33.020000,48.130000,0,48.13,0,0,0,4.320000,96.26,0,0.000000,25.030000,0,0.000000,1.010000,86.830000

26,06:15-06:30,0.5,7.01,1,0,0,0,144.390000,0.000000,0.000000,18.67,0,1.300000,10,0,0,0,30.800000,1.110000,99.740000,0.000000,133.800000,56,0.000000,11.930000,25.33,0,0,0.000000,25.33,18.66,0.000000,96.26,260.480000,33.020000,48.130000,0.01,48.13,0,0,0,4.320000,96.26,0,0.000000,25.030000,0,0.000000,1.010000,67.890000

27,06:30-06:45,2,7.01,8.14,1.897935,0,0,144.390000,0.000000,0.000000,18,0,1.300000,10.34,0,0,0,30.800000,1.110000,99.740000,0.000000,133.800000,54,0.000000,11.930000,25.67,1,0,0.000000,25.67,18,0.000000,96.26,260.480000,57.740000,48.130000,0.01,48.13,0,0,0,4.320000,96.26,0,0.000000,24.060000,0,0.000000,1.010000,86.830000

28,06:45-07:00,7,7.01,14.94,7.620939,0,0,144.390000,0.000000,0.000000,16.5,0,1.300000,10.34,0,0,0,30.800000,1.110000,99.740000,0.000000,133.800000,49.5,0.000000,0.000000,26.33,3,1,0.000000,26.33,16.5,0.000000,96.26,260.480000,57.740000,48.130000,0.01,48.13,1,0.5,0,4.320000,96.26,0,0.000000,23.100000,0,0.000000,1.010000,86.830000

29,07:00-07:15,13,7.01,24.12,14.142049,0,0,144.390000,0.150000,0.000000,15,2.61,1.300000,10.66,0,2,1,30.800000,1.180000,99.740000,0.000000,133.800000,45,0.150000,0.000000,25.33,10,4,0.150000,25.33,15,0.000000,96.26,260.480000,57.740000,48.130000,2.52,48.13,1,1,0.5,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

30,07:15-07:30,25,7.01,31.61,21.587794,0,0,144.390000,0.650000,0.000000,13.5,6.83,1.300000,10.34,0,6,3,30.800000,1.180000,99.740000,0.000000,133.800000,40.5,0.640000,0.000000,24.33,31.62,11,0.640000,24.33,13.5,0.000000,96.26,260.480000,57.740000,48.130000,11.08,48.13,4,3,2.22,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

31,07:30-07:45,31,7.01,31,30.941207,0,0,144.390000,1.560000,0.000000,13,11.85,1.300000,10,0,9,5,30.800000,1.180000,99.740000,0.000000,133.800000,39,1.520000,0.000000,23.33,31,20,1.520000,23.33,13,0.000000,96.26,260.480000,57.740000,48.130000,24.39,48.13,8,6,4.88,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

32,07:45:08:00,31,7.01,31,42.221754,0,0,144.390000,2.880000,0.000000,12.67,16.86,1.300000,9.66,0,20,10,30.800000,1.180000,99.740000,0.000000,133.800000,38,2.810000,0.000000,22.33,31,33,2.810000,22.33,12.66,0.000000,96.26,260.480000,57.740000,48.130000,43.46,48.13,14,9,8.69,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

33,08:00-08:15,31,7.01,31,54.660528,0,0,144.390000,4.170000,0.000000,12,21.8,1.340000,9.34,0,30,15,30.800000,1.150000,99.740000,0.000000,133.800000,36,4.070000,8.080000,21.44,31,49,4.070000,21.44,12,0.000000,96.26,260.480000,57.740000,48.130000,66.36,48.13,21,13.7,13.27,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

34,08:15-08:30,31,7.01,31,67.089569,0,0,144.390000,5.650000,0.000000,11.67,27.56,1.340000,9,0,37,18,30.800000,1.150000,99.740000,0.000000,133.800000,35,5.510000,8.080000,20.44,31,70,5.510000,20.44,11.66,0.000000,96.26,260.480000,57.740000,48.130000,90.56,48.13,30,18.5,18.11,4.320000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,86.830000

35,08:30-08:45,32,7.01,32,78.798368,0,0,144.390000,7.030000,0.000000,11.33,33.54,1.340000,8.66,0,45,22,30.800000,1.150000,99.740000,0.000000,133.800000,34,6.860000,8.080000,20.09,32,88,6.860000,20.09,11.34,0.000000,96.26,260.480000,57.740000,48.130000,114.5,48.13,37,24.1,22.9,4.320000,96.26,0,38.500000,22.140000,0,0.000000,1.010000,86.830000

36,08:45:09:00,32,7.01,32,89.971852,0,0,144.390000,8.480000,0.000000,11,44.16,1.340000,8.34,0,53,27,30.800000,1.150000,99.740000,0.000000,133.800000,33,8.280000,23.650000,20.22,32,105,8.280000,20.22,11,0.000000,96.26,260.480000,57.740000,48.130000,138.17,48.13,45,28.1,27.63,4.320000,96.26,0,144.390000,22.140000,0,0.000000,1.010000,86.830000

37,09:00:09:15,32,7.01,32,94.877284,24.07,28.88,144.390000,9.870000,0.000000,11,54.03,1.340000,8,0,62,31,30.800000,1.150000,99.740000,0.000000,133.800000,33,9.640000,8.080000,19.82,32,126,9.640000,19.82,11,0.000000,96.26,260.480000,57.740000,48.130000,160.66,48.13,54,31.4,32.13,4.230000,96.26,0,233.910000,22.140000,0,0.000000,1.010000,75.890000

38,09:15-09:30,32,7.01,32,104.269629,24.07,28.88,144.390000,11.030000,0.000000,11,62.91,1.340000,7.66,0,69,35,30.800000,1.150000,99.740000,0.000000,133.800000,33,10.750000,8.080000,19.11,32,144,10.750000,19.11,11,0.000000,96.26,260.480000,57.740000,48.130000,180.78,48.13,61,34.5,36.15,4.230000,96.26,0,231.990000,22.140000,0,0.000000,1.010000,86.830000

39,09:30-09:45,32,6.01,32,112.630276,24.07,28.88,144.390000,12.200000,0.000000,11.17,71.2,1.340000,7.34,0,76,38,30.800000,1.150000,99.740000,0.000000,133.800000,33.5,11.910000,30.800000,18.07,32,161,11.910000,18.07,11.16,0.000000,96.26,260.480000,57.740000,48.130000,200.18,48.13,69,37.5,40.03,4.230000,96.26,0,245.460000,22.140000,0,0.000000,1.010000,86.830000

40,09:45-10:00,32.33,6.01,32.34,120.192817,24.07,28.88,144.390000,13.190000,0.000000,11.17,78.87,1.340000,7,0,83,41,30.800000,1.150000,99.740000,0.000000,133.800000,33.5,12.860000,30.800000,17.18,32.33,175,12.860000,17.18,11.16,0.000000,96.26,260.480000,57.740000,48.130000,218.53,48.13,75,40.5,43.71,4.230000,96.26,0,212.730000,22.140000,0,0.000000,1.010000,75.890000

41,10:00-10:15,32.33,6.01,32.34,126.772325,24.07,28.88,144.390000,14.220000,0.000000,11,85.62,1.390000,6.66,0,89,44,8.080000,1.110000,99.740000,0.000000,133.800000,33,13.870000,30.800000,20,32.33,186,13.870000,20,11,0.000000,96.26,260.480000,57.740000,48.130000,235.57,48.13,84,43.1,47.11,4.230000,96.26,0,170.380000,22.140000,0,0.000000,1.010000,75.890000

42,10:15-10:30,32.33,6.01,32.34,132.46613,24.07,28.88,144.390000,14.970000,0.000000,11,91.93,1.390000,6.66,0,92,46,8.080000,1.110000,81.820000,0.000000,133.800000,33,14.610000,30.800000,19.33,32.33,196,14.610000,19.33,11,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,89,45.2,49.17,4.230000,96.26,0,157.870000,22.140000,0,0.000000,1.010000,75.890000

43,10:30-10:45,32.33,6.01,32.34,137.206101,24.07,28.88,144.390000,15.690000,0.000000,7.5,92.52,1.390000,6.66,0,94,47,8.080000,1.110000,81.820000,0.000000,133.800000,22.5,15.310000,30.800000,13.33,32.33,203,15.310000,13.33,7.5,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,87,46.8,49.17,4.230000,96.26,0,122.250000,22.140000,0,0.000000,1.010000,75.890000

44,10:45-11:00,32.33,6.01,32.34,141.177165,24.07,28.88,144.390000,16.450000,0.000000,7.33,92.33,1.390000,6.66,0,94,47,8.080000,1.110000,86.630000,0.000000,133.800000,22,16.050000,30.800000,13.33,32.33,210,16.050000,13.33,7.34,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48,49.17,4.230000,96.26,0,104.920000,22.140000,0,0.000000,1.010000,75.890000

45,11:00-11:15,32.33,6.01,32.34,144.067866,24.07,28.88,144.390000,17.140000,0.000000,7.17,92.29,1.390000,6.66,0,94,47,8.080000,1.110000,81.820000,0.000000,133.800000,21.5,16.730000,30.800000,13.33,32.33,210,16.730000,13.33,7.16,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.230000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

46,11:15-11:30,32.33,6.01,32.34,146.832038,24.07,28.88,144.390000,17.460000,0.000000,7,92.41,1.390000,6.66,0,94,47,23.650000,1.110000,62.570000,0.000000,133.800000,21,17.040000,30.800000,13.33,32.33,210,17.040000,13.33,7,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.230000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

47,11:30-11:45,32.33,6.01,32.34,148.574245,24.07,28.88,144.390000,17.620000,0.000000,6.83,92.52,1.390000,6.66,0,94,47,23.650000,1.110000,78.930000,0.000000,133.800000,20.5,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.84,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.230000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

48,11:45-12:00,32.33,6.01,32.34,149.537812,24.07,28.88,144.390000,17.620000,0.000000,6.67,92.34,1.390000,6.66,0,94,47,23.650000,1.110000,78.930000,0.000000,133.800000,20,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.66,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.230000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

49,12:00-12:15,32.33,6.01,32.34,147.289489,24.07,28.88,144.390000,17.620000,0.000000,6.67,92.63,1.390000,6.66,0,94,47,23.650000,1.110000,78.930000,0.000000,133.800000,20,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.66,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

50,12:15-12:30,32.33,6.01,32.34,147.06563,24.07,28.88,144.390000,17.620000,0.000000,6.67,92.52,1.390000,6.66,0,94,47,23.650000,1.110000,78.930000,0.000000,133.800000,20,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.66,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,22.140000,0,0.000000,1.010000,75.890000

51,12:30-12:45,32.33,6.01,32.34,146.335655,24.07,28.88,144.390000,17.620000,0.000000,6.67,92.52,1.390000,6.66,0,94,47,23.650000,1.110000,75.080000,0.000000,133.800000,20,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.66,0.000000,96.26,260.480000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,21.180000,0,0.000000,1.010000,75.890000

52,12:45-13:00,32.33,6.01,32.34,145.070365,24.07,28.88,144.390000,17.620000,0.000000,6.67,92.19,1.390000,6.66,0,94,47,23.650000,1.110000,78.930000,0.000000,133.800000,20,17.190000,30.800000,13.33,32.33,210,17.190000,13.33,6.66,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,21.180000,0,0.000000,1.010000,75.890000

53,13:00-13:15,32.33,6.01,32.34,143.114032,24.07,28.88,144.390000,17.620000,0.000000,11.67,92.41,1.390000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,35,17.190000,30.800000,20,32.33,210,17.190000,20,11.66,0.000000,96.26,228.440000,33.020000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,20.210000,0,0.000000,1.010000,75.890000

54,13:15-13:30,32.33,6.41,32.34,140.797578,24.07,28.88,144.390000,17.620000,0.000000,11.33,92.51,1.390000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,34,17.190000,30.800000,19.33,32.33,210,17.190000,19.33,11.34,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,90,48.2,49.17,4.140000,96.26,0,0.000000,20.210000,0,0.000000,1.010000,52.190000

55,13:30-13:45,32.33,6.61,32.34,139.756147,24.07,28.88,144.390000,17.620000,0.000000,11,92.63,1.390000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,33,17.190000,30.800000,19,32.33,210,17.190000,19,11,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,90,48,49.17,4.140000,96.26,0,0.000000,20.210000,0,0.000000,1.010000,52.190000

56,13:45-14:00,32.33,7.21,32.34,135.395763,24.07,28.88,144.390000,17.550000,0.000000,10.67,92.22,1.390000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,32,17.120000,30.800000,18.33,32.33,210,17.120000,18.33,10.66,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,90,48,49.17,4.140000,96.26,0,0.000000,20.210000,0,0.000000,1.010000,52.190000

57,14:00-14:15,32.33,7.41,32.34,129.195842,24.07,28.88,144.390000,17.290000,0.000000,10.33,92.15,1.430000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,31,16.860000,30.800000,24,32.33,210,16.860000,24,10.34,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,90,48,49.17,4.140000,96.26,0,0.000000,21.180000,0,0.000000,1.010000,52.190000

58,14:15-14:30,32.33,8.41,32.34,120.913059,24.07,28.88,144.390000,16.800000,0.000000,10,92.04,1.430000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,30,16.390000,30.800000,23.67,32.33,200,16.390000,23.67,10,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,85,48,49.17,4.140000,96.26,0,0.000000,21.180000,0,0.000000,1.010000,52.190000

59,14:30-14:45,32.33,9.61,32.34,112.503747,24.07,28.88,144.390000,16.180000,0.000000,9.5,92.56,1.430000,6.66,0,94,47,23.650000,1.150000,52.940000,0.000000,133.800000,28.5,15.790000,30.800000,22.67,32.33,193,15.790000,22.67,9.5,0.000000,96.26,228.440000,57.740000,48.130000,245.83,48.13,82,47.8,49.17,4.140000,96.26,0,0.000000,21.180000,0,0.000000,1.010000,52.190000

