Block,Time,AURY_GF,RAPPC,DADRT2,TANAKPUR,NJPC,ANTA_RF,DADRI_GF,AURY_RF,BSIUL,ANTA_GF,DHAULIGNGA,UNCHAHAR2,JHAJJAR,RIHAND1,SINGRAULI,DADRI_RF,CHAMERA3,ANTA_LF,AURY_LF,SALAL,TEHRI,DULHASTI,URI,RAMPUR,SEWA2,UNCHAHAR1,SASAN,KHSTPP-II,FSTPP I & II,TALA,KHSTPP-I,KOLDAM,CHAMERA2,DADRI_CRF,UNCHAHAR4,NAPP,UNCHAHAR3,TANDA2,ANTA_CRF,AURY_CRF,DADRI_LF,KOTESHWR,RAPPB,CHAMERA1,SINGRAULI_HYDRO,PARBATI3,BRBCL,KISHANGANGA,RIHAND3,URI2,RIHAND2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,65.333899,494.612165,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,394.343038,93.493990,137.308623,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,35.094946,5.414963,0.000000,20.248344,336.167618,142.857390,13.775190,9.572505,30.989457,9.836884,46.719885,0.000000,2.976597,48.321914,26.624629,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

7,01:30-01:45,0.000000,65.333899,526.763266,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,394.343038,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,40.412362,5.414963,0.000000,20.248344,336.167618,142.857390,13.775190,9.572505,30.989457,9.836884,46.719885,0.000000,2.976597,48.321914,26.624629,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

8,01:45-02:00,0.000000,65.333899,526.763266,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,395.749071,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,40.412362,5.414963,0.000000,20.248344,336.167618,142.857390,13.775190,9.572505,30.989457,9.836884,46.719885,0.000000,2.976597,48.321914,26.624629,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

9,02:00-02:15,0.000000,65.333899,478.707550,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,366.544127,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,40.412362,5.414963,0.000000,21.391810,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,25.997348,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

10,02:15-02:30,0.000000,65.333899,471.406846,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,366.544127,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,40.412362,5.414963,0.000000,21.391810,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,25.997348,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

11,02:30-02:45,0.000000,65.333899,401.085946,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,366.544127,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,35.094946,5.414963,0.000000,21.391810,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,25.997348,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.056777,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

12,02:45-03:00,0.000000,65.333899,327.875146,9.748500,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,37.103685,366.544127,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,80.593531,63.861829,0.000000,35.094946,5.414963,0.000000,21.391810,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,25.997348,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.118697,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

13,03:00-03:15,0.000000,65.333899,279.710146,9.378303,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,37.681665,320.197148,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,18.943006,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.569589,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

14,03:15-03:30,0.000000,65.333899,233.471746,9.378303,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,37.681665,261.054300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,18.943006,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.391140,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

15,03:30-03:45,0.000000,65.333899,233.471746,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,37.681665,261.054300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,18.943006,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.391140,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

16,03:45-04:00,0.000000,65.333899,233.471746,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,37.681665,261.054300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,18.943006,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.391140,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

17,04:00-04:15,0.000000,65.333899,233.471746,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,36.580258,261.054300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,17.907843,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.246645,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

18,04:15-04:30,0.000000,65.333899,233.471746,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,36.580258,261.054300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,17.907843,336.167618,142.857390,13.775190,9.572505,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,23.246645,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

19,04:30-04:45,0.000000,65.333899,303.310996,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,142.857390,13.775190,9.402579,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

20,04:45-05:00,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,142.857390,11.578288,9.402579,29.236155,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

21,05:00-05:15,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,9.402579,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

22,05:15-05:30,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,9.091047,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,7.348760,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

23,05:30-05:45,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,9.091047,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,11.758017,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

24,05:45-06:00,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,298.970944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.977763,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

25,06:00-06:15,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,394.827771,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.836158,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

26,06:15-06:30,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,394.827771,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.836158,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

27,06:30-06:45,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,394.827771,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.666232,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

28,06:45-07:00,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.240395,394.827771,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.666232,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

29,07:00-07:15,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,308.603944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.666232,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,75.509983,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

30,07:15-07:30,0.000000,65.333899,303.976443,11.352683,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,30.546436,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.949442,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,8.818513,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

31,07:30-07:45,0.000000,65.333899,303.976443,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,33.499046,289.337944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,8.949442,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,4.115306,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

32,07:45:08:00,0.000000,65.333899,303.976443,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,33.499046,270.071944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,16.886553,336.167618,114.793186,11.578288,9.091047,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,21.001192,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,18.812827,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

33,08:00-08:15,0.000000,65.333899,298.912761,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,204.164859,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.364055,336.167618,95.075976,10.459728,9.091047,20.363102,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,18.812827,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

34,08:15-08:30,0.000000,65.333899,298.912761,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,144.842944,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.364055,336.167618,114.793186,9.683284,9.091047,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,18.812827,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

35,08:30-08:45,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.364055,336.167618,114.793186,9.683284,8.722874,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

36,08:45:09:00,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.364055,336.167618,114.793186,9.683284,8.722874,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

37,09:00:09:15,0.000000,65.333899,230.228700,12.093076,143.838697,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.673082,336.167618,114.793186,9.683284,8.581269,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

38,09:15-09:30,0.000000,65.333899,230.228700,12.093076,143.838697,0.000000,0.000000,0.000000,12.562973,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,72.758049,63.861829,0.000000,35.094946,5.414963,0.000000,14.673082,336.167618,114.793186,9.683284,8.581269,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,28.317874,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

39,09:30-09:45,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,35.094946,5.414963,0.000000,14.673082,336.167618,114.793186,11.578288,8.581269,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

40,09:45-10:00,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,27.867691,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,35.094946,5.414963,0.000000,14.673082,336.167618,114.793186,11.578288,8.581269,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,17.498826,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

41,10:00-10:15,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,40.944103,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,8.921121,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

42,10:15-10:30,0.000000,65.333899,230.228700,12.093076,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,40.944103,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,8.921121,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

43,10:30-10:45,0.000000,65.333899,230.228700,11.722879,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,40.944103,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,8.921121,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

44,10:45-11:00,0.000000,65.333899,230.228700,11.722879,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,73.877404,63.861829,0.000000,40.944103,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,9.062726,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,5.161459,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

45,11:00-11:15,0.000000,65.333899,230.228700,11.722879,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,48.132248,63.861829,0.000000,35.094946,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,9.062726,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,2.839039,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

46,11:15-11:30,0.000000,65.333899,230.228700,11.722879,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,48.132248,63.861829,0.000000,35.094946,5.414963,0.000000,12.224277,336.167618,114.793186,11.578288,9.062726,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.892618,2.839039,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

47,11:30-11:45,0.000000,65.333899,230.036040,12.339873,173.357832,0.000000,0.000000,0.000000,6.281487,0.000000,41.938361,23.793510,116.559300,93.493990,129.551074,0.000000,33.552946,0.000000,0.000000,48.132248,63.861829,0.000000,40.944103,5.414963,0.000000,12.118314,336.167618,114.793186,11.450940,9.204332,24.102055,9.836884,46.719885,0.000000,1.647243,48.321914,14.748123,2.839039,0.000000,0.000000,0.000000,29.983631,0.000000,40.601245,1.105720,16.167273,14.449476,8.034549,125.787810,36.499938,119.815254,0,0,0,0,0

