Block,Time,RAPPC,DADRI_CRF,DADRI_LF,BSIUL,AURY_CRF,SINGRAULI_HYDRO,TANDA2,AURY_GF,CHAMERA1,DADRT2,URI,RIHAND3,CHAMERA3,ANTA_CRF,KOTESHWR,RIHAND1,DHAULIGNGA,SALAL,RAPPB,UNCHAHAR3,PARBATI3,BRBCL,UNCHAHAR4,AURY_RF,UNCHAHAR2,NJPC,CHAMERA2,ANTA_LF,NAPP,DADRI_GF,AURY_LF,TEHRI,ANTA_GF,FSTPP I & II,SASAN,TANAKPUR,RIHAND2,KHSTPP-I,DULHASTI,DADRI_RF,JHAJJAR,RAMPUR,KISHANGANGA,TALA,KOLDAM,SEWA2,URI2,KHSTPP-II,SINGRAULI,UNCHAHAR1,ANTA_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
14,03:15-03:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,27.050638,359.231505,34.010266,72.845006,0.000000,0.000000,8.068389,61.156095,0.000000,2.237315,0.000000,14.652294,0.000000,16.626160,0.000000,0.000000,22.921887,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,15.022548,403.149879,0.000000,90.467133,33.962997,15.864191,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,106.562033,120.903086,6.257550,0.000000,0,0,0,0,0

15,03:30-03:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,27.050638,359.231505,34.010266,72.845006,0.000000,0.000000,8.068389,61.156095,0.000000,2.237315,0.000000,14.652294,0.000000,19.248992,0.000000,0.000000,22.921887,0.000000,3.593181,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,11.292471,403.149879,0.000000,90.467133,25.203486,15.864191,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

16,03:45-04:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,40.387190,72.845006,0.000000,0.000000,8.068389,61.156095,0.000000,2.237315,0.000000,14.652294,0.000000,17.576341,0.000000,0.000000,22.921887,0.000000,3.593181,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,11.292471,403.149879,0.000000,90.467133,25.203486,15.864191,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

17,04:00-04:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,40.387190,72.845006,0.000000,0.000000,8.068389,61.156095,0.000000,2.237315,0.000000,14.652294,0.000000,19.051433,0.000000,0.000000,22.921887,0.000000,3.593181,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,11.292471,403.149879,0.000000,90.467133,25.203486,0.000000,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

18,04:15-04:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,34.010266,72.845006,0.000000,0.000000,8.068389,61.156095,0.000000,12.305231,0.000000,14.652294,0.000000,19.189896,0.000000,0.000000,22.921887,0.000000,3.593181,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,11.292471,403.149879,0.000000,90.467133,25.203486,0.000000,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

19,04:30-04:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,12.305231,0.000000,14.652294,0.000000,19.254035,0.000000,0.000000,22.921887,0.000000,3.593181,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,11.292471,403.149879,0.246644,112.756238,25.203486,0.000000,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

20,04:45-05:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,12.305231,0.000000,14.652294,0.000000,19.254035,0.000000,0.000000,22.921887,18.233538,3.593181,0.000000,41.846259,0.000000,0.000000,12.190670,0.000000,11.292471,403.149879,0.246644,112.756238,25.203486,0.000000,0.000000,346.687524,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,78.719979,120.903086,6.257550,0.000000,0,0,0,0,0

21,05:00-05:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,12.305231,0.000000,17.825835,0.000000,19.254035,0.000000,0.000000,28.221839,18.233538,3.593181,0.000000,41.846259,0.000000,0.000000,12.493921,0.000000,15.098317,403.149879,5.919450,112.756238,35.909769,0.000000,0.000000,396.747924,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,113.926014,120.903086,7.698904,0.000000,0,0,0,0,0

22,05:15-05:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,12.305231,0.000000,17.825835,0.000000,19.254035,0.000000,0.000000,28.221839,18.233538,3.593181,0.000000,41.846259,0.000000,0.000000,12.493921,0.000000,16.226694,403.149879,5.919450,112.756238,35.909769,0.000000,0.000000,377.493924,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,113.926014,120.903086,7.698904,0.000000,0,0,0,0,0

23,05:30-05:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,359.231505,40.387190,99.052010,9.316857,0.000000,8.068389,88.568400,0.000000,12.305231,0.000000,21.596255,0.000000,19.254035,0.000000,0.000000,35.010756,36.467076,3.593181,0.000000,41.846259,0.000000,0.000000,24.987841,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,350.735678,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.166564,120.903086,8.625293,0.000000,0,0,0,0,0

24,05:45-06:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,411.361710,40.387190,99.052010,9.316857,0.000000,8.068389,88.568400,1.271727,12.305231,0.000000,19.629934,0.000000,19.254035,0.000000,0.000000,30.919710,54.700614,12.576135,0.000000,41.846259,0.000000,0.000000,24.987841,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,350.735678,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,8.319365,0.000000,0,0,0,0,0

25,06:00-06:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,494.153910,34.010266,99.052010,18.633713,0.000000,16.136777,88.568400,8.795262,29.085092,0.000000,19.629934,0.000000,19.254035,0.000000,0.000000,30.919710,72.934152,25.357595,0.000000,41.846259,0.000000,0.000000,36.390060,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,15.864191,0.000000,350.735678,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,8.319365,0.000000,0,0,0,0,0

26,06:15-06:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,540.363510,34.010266,99.052010,27.978765,0.000000,23.730555,88.568400,8.795262,42.508981,0.000000,19.629934,0.000000,19.254035,0.000000,0.000000,30.919710,100.284459,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,17.203449,403.149879,0.246644,112.756238,44.668394,31.728382,0.000000,410.423078,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,141.768068,120.903086,8.319365,0.000000,0,0,0,0,0

27,06:30-06:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,34.010266,99.052010,27.978765,0.000000,23.730555,88.568400,17.590524,42.508981,0.000000,19.629934,0.000000,19.254035,0.000000,0.000000,35.508997,112.592097,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,17.203449,403.149879,0.246644,112.756238,38.570094,31.728382,0.000000,466.895060,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,122.417798,120.903086,8.319365,0.000000,0,0,0,0,0

28,06:45-07:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,34.010266,99.052010,27.978765,0.000000,23.730555,88.568400,26.385786,42.508981,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,112.592097,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,19.956771,403.149879,0.246644,112.756238,44.668394,31.728382,0.000000,533.321360,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

29,07:00-07:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,34.010266,99.052010,27.978765,0.000000,23.730555,88.568400,26.385786,42.508981,0.000000,25.405749,0.000000,19.254035,0.000000,0.000000,40.808949,112.592097,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,19.956771,403.149879,0.246644,112.756238,44.668394,31.728382,0.000000,628.787601,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,141.768068,120.903086,10.503057,0.000000,0,0,0,0,0

30,07:15-07:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,40.387190,99.052010,27.978765,0.000000,23.730555,88.568400,26.385786,42.508981,0.000000,25.405749,0.000000,19.254035,0.000000,0.000000,40.808949,112.592097,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,19.956771,403.149879,0.246644,112.756238,44.668394,31.728382,0.000000,628.787601,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,141.768068,120.903086,10.503057,0.000000,0,0,0,0,0

31,07:30-07:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,40.387190,99.052010,27.978765,0.000000,23.730555,88.568400,26.385786,42.508981,0.000000,25.405749,0.000000,19.254035,0.000000,0.000000,40.808949,100.284459,38.036393,0.000000,41.846259,0.000000,0.000000,49.975682,0.000000,19.956771,403.149879,0.246644,112.756238,44.668394,31.728382,0.000000,525.080648,0.000000,0.000000,0.000000,0.000000,16.169317,30.707610,141.768068,120.903086,10.503057,0.000000,0,0,0,0,0

32,07:45:08:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,578.774759,34.010266,99.052010,18.633713,0.000000,16.136777,88.568400,16.532447,24.610463,0.000000,25.405749,0.000000,19.254035,0.000000,0.000000,40.808949,73.298823,38.036393,0.000000,41.846259,0.000000,0.000000,36.390060,0.000000,19.956771,403.149879,0.246644,112.756238,44.668394,15.864191,0.000000,544.334648,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,10.503057,0.000000,0,0,0,0,0

33,08:00-08:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,515.092635,34.010266,99.052010,9.316857,0.000000,8.068389,88.568400,8.774914,38.593680,0.000000,25.405749,0.000000,19.254035,0.000000,0.000000,40.808949,72.934152,25.357595,0.000000,41.846259,0.000000,0.000000,36.390060,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,15.864191,0.000000,503.901248,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,10.503057,0.000000,0,0,0,0,0

34,08:15-08:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,525.961518,34.010266,99.052010,9.316857,0.000000,8.068389,88.568400,0.000000,38.593680,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,54.700614,12.678798,0.000000,41.846259,0.000000,0.000000,24.987841,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,503.901248,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

35,08:30-08:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,528.849618,34.010266,99.052010,9.316857,0.000000,8.068389,88.568400,0.000000,38.593680,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,18.233538,12.678798,0.000000,41.846259,0.000000,0.000000,24.987841,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,458.230760,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

36,08:45:09:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,529.340595,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,38.593680,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,18.233538,12.678798,0.000000,41.846259,0.000000,0.000000,24.260040,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,393.729860,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

37,09:00:09:15,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,521.812281,40.387190,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,18.233538,12.678798,0.000000,41.846259,0.000000,0.000000,12.493921,0.000000,19.956771,403.149879,5.919450,112.756238,44.668394,0.000000,0.000000,461.850512,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

38,09:15-09:30,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,526.202193,40.387190,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,0.000000,12.678798,0.000000,41.846259,0.000000,0.000000,12.493921,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,464.006960,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

39,09:30-09:45,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,538.900206,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,40.808949,0.000000,12.678798,0.000000,41.846259,0.000000,0.000000,11.887420,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,438.014060,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

40,09:45-10:00,51.554318,0.000000,0.000000,0.000000,0.000000,0.644576,0.000000,0.000000,40.575957,540.854487,34.010266,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,12.678798,0.000000,41.846259,0.000000,0.000000,11.887420,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,443.790260,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

41,10:00-10:15,51.554318,0.000000,0.000000,6.277574,0.000000,0.644576,0.000000,0.000000,40.575957,516.334518,35.073086,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,12.678798,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,458.230760,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

42,10:15-10:30,51.554318,0.000000,0.000000,6.277574,0.000000,0.644576,0.000000,0.000000,27.050638,509.691888,35.073086,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,12.678798,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,464.006960,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

43,10:30-10:45,51.554318,0.000000,0.000000,6.277574,0.000000,0.644576,0.000000,0.000000,27.050638,481.889112,35.073086,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,464.006960,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

44,10:45-11:00,51.554318,0.000000,0.000000,12.555148,0.000000,0.644576,0.000000,0.000000,27.050638,456.868539,35.073086,99.052010,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,19.956771,403.149879,0.986575,112.756238,44.668394,0.000000,0.000000,448.603760,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

45,11:00-11:15,51.554318,0.000000,0.000000,18.832722,0.000000,0.644576,0.000000,0.000000,13.525319,442.168110,35.073086,107.941293,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.072005,0.000000,0.000000,36.219662,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,17.775870,403.149879,0.986575,112.756238,40.062183,0.000000,0.000000,438.014060,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

46,11:15-11:30,51.554318,0.000000,0.000000,18.832722,0.000000,0.644576,0.000000,0.000000,0.000000,418.100610,35.073086,113.196886,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,17.890783,0.000000,0.000000,36.219662,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,17.775870,403.149879,0.986575,112.756238,40.062183,0.000000,0.000000,428.387060,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

47,11:30-11:45,51.554318,0.000000,0.000000,18.832722,0.000000,0.644576,0.000000,0.000000,0.000000,394.033110,35.073086,107.202229,0.000000,0.000000,8.068389,88.568400,0.000000,24.610463,0.000000,22.803475,0.000000,19.254035,0.000000,0.000000,36.219662,0.000000,0.000000,0.000000,41.846259,0.000000,0.000000,0.000000,0.000000,17.775870,403.149879,0.986575,112.756238,40.062183,0.000000,0.000000,412.983860,0.000000,0.000000,0.000000,0.000000,15.656005,30.707610,141.768068,120.903086,9.760719,0.000000,0,0,0,0,0

