Block,Time,DADRT2,JHAJJAR,KGSU3AND4,KISHANGANGA,KOLDAM,KOTESHWR,NLCEXP,NLCTS2EXP,NTPL,PARBATI2,RIHAND3,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR1,AURY_GF,AURY_RF,DULHASTI,KGSU1AND2,PARBATI3,SEWA2,URI2,DADRI_GF,DADRI_RF,BRBCL,DHAULIGNGA,FSTPP I & II,KHSTPP-I,KUDGI,RAPPD,RIHAND1,RIHAND2,SASAN,SIMHST2,ANTA_LF,ANTA_RF,CHAMERA3,KHSTPP-II,MAPS,NJPC,NLCIIST1,RAPPB,RSTPSU7,BSIUL,CHAMERA1,KKNPPU2,NNTPP,TEHRIPSP,UNCHAHAR3,URI,DADRI_CRF,RAPPC,TALA,TANAKPUR,ANTA_CRF,ANTA_GF,CHAMERA2,RAMPUR,SALAL,SINGRAULI,UNCHAHAR2,VALLURNTECL,AURY_CRF,AURY_LF,KKNP,NAPP,NLCIIST2,RSTPSU1TO6,SIMHST1,SINGRAULI_HYDRO,TALST2,UNCHAHAR4,DADRI_LF
54,13:15-13:30,690.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.3,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,10.5,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

55,13:30-13:45,690.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,132.37,3.44,0,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.3,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

56,13:45-14:00,690.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,132.37,3.44,9.89,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,49.3,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

57,14:00-14:15,490.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,19.79,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

58,14:15-14:30,490.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,33.8,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,9.61,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

59,14:30-14:45,490.85,470.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,8.96,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

60,14:45-15:00,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.4,8.96,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

61,15:00-15:15,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.85,10.5,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

62,15:15-15:30,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.85,10.5,0,0,48.9,7.04,83.08,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

63,15:30-15:45,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.85,6.4,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

64,15:45-16:00,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,67.63,0,40.23,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.85,6.4,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

65,16:00-16:15,490.85,510.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,61.48,0,38.16,0,76.68,24.99,21.92,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,32.1,6.4,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

66,16:15-16:30,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,3.44,29.68,0,21.83,0,80.92,58.79,0,61.48,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,32.1,6.4,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

67,16:30-16:45,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.27,29.68,0,21.83,0,80.92,58.79,0,61.48,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,32.1,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

68,16:45-17:00,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.27,29.68,0,21.83,0,80.92,58.79,0,61.48,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,32.1,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

69,17:00-17:15,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.55,29.68,0,21.83,0,80.92,58.79,0,58.4,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.52,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

70,17:15-17:30,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.55,29.68,0,21.83,0,80.92,58.79,0,58.4,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,31.37,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

71,17:30-17:45,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.83,29.68,0,21.83,0,80.92,58.79,0,58.4,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,36.98,0,68.56,30.13,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

72,17:45-18:00,490.85,670.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,4.83,29.68,0,21.83,0,80.92,58.79,0,58.4,0,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,52.99,0,68.56,29.96,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

73,18:00-18:15,490.85,670.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,5.12,29.68,0,21.83,0,80.92,58.79,0,61.48,6.31,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,52.99,0,68.56,29.64,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

74,18:15-18:30,490.85,670.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,5.12,29.68,0,21.83,0,80.92,58.79,0,61.48,12.62,38.16,0,76.68,24.99,32.89,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,52.99,0,68.56,29.4,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

75,18:30-18:45,490.85,670.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,5.4,29.68,0,21.83,0,80.92,58.79,0,61.48,18.93,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,0,27.99,52.99,0,68.56,28.81,11.53,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

76,18:45-19:00,490.85,670.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,5.4,29.68,0,21.83,0,80.92,58.79,0,61.48,18.93,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.32,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,51.99,27.99,52.99,0,68.56,28.67,11.53,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

77,19:00-19:15,490.85,418.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,5.69,29.68,0,21.83,0,80.92,58.79,0,58.4,18.93,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.6,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,52.99,0,68.56,27.34,11.53,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

78,19:15-19:30,490.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,5.97,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.6,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,27.34,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.19,0,3.98,0

79,19:30-19:45,490.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,6.26,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,27.58,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

80,19:45-20:00,490.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,6.54,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,27.73,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

81,20:00-20:15,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,6.82,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,27.85,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

82,20:15-20:30,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,28.05,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

83,20:30-20:45,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,40.23,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,52.99,0,68.56,28.11,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

84,20:45-21:00,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,47.99,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,36.98,0,68.56,28.25,11.53,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

85,21:00-21:15,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,36.98,0,68.56,28.55,11.91,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

86,21:15-21:30,550.85,418.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,58.4,18.93,38.16,0,76.68,24.99,43.85,20.8,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,51.99,27.99,36.98,0,68.56,28.84,11.91,0,0,48.9,7.04,82.5,141.98,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

87,21:30-21:45,550.85,418.85,0,8.76,10.65,31.32,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,18.45,18.93,38.16,0,76.68,24.99,43.85,19.46,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,35.09,148.3,0,181.16,0,0,0,6.52,42.15,0,0,51.99,27.99,36.98,0,68.56,28.6,11.91,0,0,48.9,7.04,82.5,141.98,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

88,21:45-22:00,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,19.46,45.83,0,25.74,99.81,126.8,418.77,0,0,48.64,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,36.98,0,68.56,28.67,11.91,0,0,51.47,7.22,82.5,141.98,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

89,22:00-22:15,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,7.07,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,19.46,45.83,0,25.74,99.81,126.8,418.77,0,0,48.91,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,49.68,0,68.56,29.69,10.25,0,0,51.47,7.22,82.5,141.98,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

90,22:15-22:30,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,6.97,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,19.46,45.83,0,25.74,99.81,126.8,418.77,0,0,48.91,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,49.68,0,68.56,29.81,10.25,0,0,51.47,7.22,82.5,141.98,45.62,0,0,0,0,25.03,0,0,0,1.17,0,2.49,0

91,22:30-22:45,550.85,418.85,0,8.87,10.65,34.81,0,0,0,61.07,92.37,6.97,30.15,0,21.83,0,80.92,59.61,0,79.92,20.12,38.16,0,76.68,24.99,46.04,19.46,44.01,0,25.74,99.81,126.8,418.77,0,0,48.91,36.89,148.3,0,182.87,0,0,0,20.46,42.27,0,0,51.99,27.99,47.47,0,68.56,29.87,10.25,0,0,51.47,7.22,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,2.49,0

92,22:45-23:00,550.85,418.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,6.97,30.15,0,21.83,0,80.92,58.79,0,79,18.93,38.16,0,76.68,24.99,43.85,19.46,44.01,0,25.74,99.81,126.8,418.77,0,0,48.91,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,47.47,0,68.56,29.93,10.25,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,2.49,0

93,23:00-23:15,550.85,418.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,58.79,0,79,12.62,38.16,0,76.68,24.99,43.85,20.8,44.01,0,25.74,99.81,126.8,343.12,0,0,49.3,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,47.47,0,68.56,30.05,11.91,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

94,23:15-23:30,550.85,418.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,58.79,0,79,6.31,38.16,0,76.68,24.99,43.85,20.8,44.01,0,25.74,99.81,126.8,343.12,0,0,49.3,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,47.47,0,68.56,30.16,11.91,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

95,23:30-23:45,550.85,418.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,58.79,0,79,6.31,37.01,0,76.68,24.99,43.85,20.8,44.01,0,25.74,99.81,126.8,343.12,0,0,49.3,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,49.68,0,68.56,30.16,11.91,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

96,23:45-24:00,550.85,418.85,0,8.76,10.65,20.88,0,0,0,58.05,92.37,7.07,30.15,0,21.83,0,80.92,58.79,0,79,6.31,37.01,0,76.68,24.99,43.85,20.8,44.01,0,25.74,99.81,126.8,343.12,0,0,49.3,35.09,148.3,0,181.16,0,0,0,13.04,42.15,0,0,51.99,27.99,49.68,0,68.56,30.16,11.91,0,0,48.9,7.04,82.5,155.58,45.62,0,0,0,0,25.03,0,0,0,1.17,0,3.98,0

