Block,Time,SINGRAULI,DULHASTI,AURY_GF,UNCHAHAR3,TEHRI,NAPP,AURY_LF,RAPPB,UNCHAHAR1,DADRI_LF,KISHANGANGA,TANAKPUR,TANDA2,JHAJJAR,KOLDAM,RAPPC,AURY_CRF,ANTA_CRF,ANTA_GF,DADRI_GF,AURY_RF,CHAMERA1,DHAULIGNGA,BSIUL,RIHAND1,DADRT2,RAMPUR,NJPC,CHAMERA2,DADRI_RF,UNCHAHAR4,CHAMERA3,KOTESHWR,URI,SALAL,SEWA2,RIHAND3,ANTA_RF,DADRI_CRF,RIHAND2,UNCHAHAR2,SASAN,SINGRAULI_HYDRO,FSTPP I & II,KUDGI,TALA,ANTA_LF,KHSTPP-I,KHSTPP-II,PARBATI3,BRBCL,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,19.318553,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.003250,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,15.293577,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,38.71,23.329312,0.000000,32.304330,142.750870,0.000000,14.515537,31.372176,0,0,0,0,0

2,00:15-00:30,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,19.339484,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,15.293577,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,38.71,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,31.372176,0,0,0,0,0

3,00:30-00:45,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,19.339484,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.190558,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,38.71,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

4,00:45-01:00,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,19.339484,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.190558,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,38.71,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

5,01:00-01:15,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,18.510649,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,24.19,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

6,01:15-01:30,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,18.510649,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,24.19,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

7,01:30-01:45,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,18.510649,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,19.35,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

8,01:45-02:00,134.810287,47.839755,0.000000,25.537700,65.354587,37.412830,0.000000,0.000000,18.510649,0.000000,0.000000,12.768124,0.000000,421.370450,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,664.596964,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,47.006995,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,19.35,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

9,02:00-02:15,134.810287,47.839755,0.000000,17.489393,65.354587,37.412830,0.000000,0.000000,14.195122,0.000000,0.000000,12.768124,0.000000,388.695285,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,591.987378,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,47.006995,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,19.35,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,31.372176,0,0,0,0,0

10,02:15-02:30,134.810287,47.839755,0.000000,15.576583,65.354587,37.412830,0.000000,0.000000,12.453428,0.000000,0.000000,12.768124,0.000000,388.695285,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,591.987378,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,19.35,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,31.372176,0,0,0,0,0

11,02:30-02:45,134.810287,47.839755,0.000000,12.608577,65.354587,37.412830,0.000000,0.000000,11.491158,0.000000,0.000000,12.768124,0.000000,324.581162,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,551.589000,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,9.559037,19.35,23.329312,0.000000,27.236884,113.473373,0.000000,14.515537,30.591126,0,0,0,0,0

12,02:45-03:00,134.810287,47.839755,0.000000,12.608577,65.354587,37.412830,0.000000,0.000000,11.491158,0.000000,0.000000,12.768124,0.000000,289.342300,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,503.204000,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,83.210588,10.216357,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,9.559037,19.35,23.329312,0.000000,27.236884,113.473373,0.000000,14.515537,30.591126,0,0,0,0,0

13,03:00-03:15,134.810287,47.839755,0.000000,13.546423,65.354587,37.412830,0.000000,0.000000,11.531184,0.000000,0.000000,11.652463,0.000000,318.459076,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,483.277993,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,10.216357,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,32.306664,140.656822,0.000000,14.515537,30.591126,0,0,0,0,0

14,03:15-03:30,134.810287,47.839755,0.000000,13.546423,65.354587,37.412830,0.000000,0.000000,11.531184,0.000000,0.000000,11.652463,0.000000,289.342300,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,454.819000,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,10.216357,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

15,03:30-03:45,134.810287,47.839755,0.000000,13.546423,65.354587,37.412830,0.000000,0.000000,11.531184,0.000000,0.000000,11.652463,0.000000,222.571000,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,454.819000,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,10.216357,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

16,03:45-04:00,134.810287,47.839755,0.000000,13.546423,65.354587,37.412830,0.000000,0.000000,11.531184,0.000000,0.000000,11.652463,0.000000,222.571000,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,425.788000,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,32.306664,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

17,04:00-04:15,134.810287,47.839755,0.000000,13.546423,65.354587,37.412830,0.000000,0.000000,11.531184,0.000000,0.000000,11.652463,0.000000,289.342300,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,440.303500,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,34.241871,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,29.957089,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

18,04:15-04:30,134.810287,47.839755,0.000000,15.576583,65.354587,37.412830,0.000000,0.000000,12.453428,0.000000,0.000000,11.652463,0.000000,388.695285,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,0.000000,41.282082,35.409788,12.620356,89.028400,401.023493,0.000000,148.642010,38.233943,0.000000,0.000000,28.124079,27.670414,40.596950,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,29.957089,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

19,04:30-04:45,134.810287,47.839755,0.000000,19.160073,65.354587,37.412830,0.000000,0.000000,15.220082,0.000000,0.000000,11.652463,0.000000,416.262542,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,17.418600,41.282082,35.409788,12.620356,89.028400,439.763620,0.000000,148.642010,38.233943,17.418600,0.000000,28.124079,34.349479,47.006995,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,31.131877,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

20,04:45-05:00,134.810287,47.839755,0.000000,19.160073,65.354587,37.412830,0.000000,0.000000,15.220082,0.000000,0.000000,11.652463,0.000000,416.262542,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,17.418600,41.282082,35.409788,12.620356,89.028400,439.763620,0.000000,148.642010,38.233943,17.418600,0.000000,28.124079,34.349479,47.006995,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,14.52,23.329312,0.000000,31.131877,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

21,05:00-05:15,134.810287,47.839755,0.000000,19.160073,65.354587,37.412830,0.000000,0.000000,8.840907,0.000000,0.000000,11.652463,0.000000,416.262542,0.000000,49.734458,0.000000,0.000000,0.000000,0.000000,17.418600,41.282082,35.409788,12.620356,89.028400,439.763620,0.000000,148.642010,38.233943,17.418600,0.000000,28.124079,34.349479,40.596950,81.861227,5.030782,119.671225,0.000000,0.000000,112.492512,41.020900,402.805125,0.925605,13.789725,14.52,22.760304,0.000000,31.131877,142.750870,0.000000,14.515537,30.591126,0,0,0,0,0

