Block,Time,LT-31,L_NR_2019_19,L_NR_2012_01,SH-07,L_NR_2012_07,SH-06,LT-35,L_NR_2012_02,LT-59,LT-36,LT-05,LT_MEJA_Delhi,L_NR_2019_11,L_NR_2020_02,L_NR_2012_04,L_NR_2020_07,L_NR_2021_17,L_NR_2022_09,L_NR_2019_05,L_NR_2022_08,L_NR_2020_06,L_NR_2021_13,L_NR_2021_16,L_NR_2018_61,L_NR_2019_07,L_NR_2019_06,L_NR_2021_14,L_NR_2020_05,L_NR_2021_15,L_NR_2022_10,L_NR_2021_12
8,01:45-02:00,0.000000,0.000000,53.170000,29.970000,49.950000,29.970000,0.000000,161.160000,7.310000,0.000000,107.930000,3.640000,7.390000,6.510000,271.910000,40.49,0,72.47,0,9.79,40.49,0,0,25.37,0,0,0,121.47,0,72.47,0

9,02:00-02:15,0.000000,0.000000,53.170000,26.090000,49.950000,26.090000,0.000000,161.160000,7.310000,0.000000,85.360000,3.560000,7.390000,6.370000,271.910000,40.63,0,72.6,0,9.88,40.64,0,0,24.97,0,0,0,121.92,0,72.6,0

10,02:15-02:30,0.000000,0.000000,53.170000,26.090000,49.950000,26.090000,0.000000,161.160000,7.310000,0.000000,70.570000,3.560000,7.390000,6.370000,271.910000,40.62,0,72.65,0,9.95,40.61,0,0,24.47,0,0,0,121.84,0,72.65,0

11,02:30-02:45,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,161.160000,7.310000,0.000000,70.570000,3.560000,7.390000,6.370000,271.910000,40.56,0,72.66,0,10.21,40.57,0,0,23.99,0,0,0,121.71,0,72.66,0

12,02:45-03:00,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,161.160000,7.310000,0.000000,70.570000,3.560000,7.390000,6.370000,271.910000,40.54,0,72.62,0,10.33,40.52,0,0,23.72,0,0,0,121.57,0,72.62,0

13,03:00-03:15,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.230000,232.030000,40.54,0,72.34,0,10.42,40.54,0,0,32.11,0,0,0,121.61,0,72.34,0

14,03:15-03:30,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.230000,232.030000,40.63,0,72.58,0,10.55,40.62,0,0,31.71,0,0,0,121.88,0,72.58,0

15,03:30-03:45,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.230000,232.030000,40.55,0,72.45,0,10.63,40.55,0,0,31.21,0,0,0,121.65,0,72.45,0

16,03:45-04:00,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.230000,232.030000,40.51,0,72.41,0,10.99,40.5,0,0,30.59,0,0,0,121.51,0,72.41,0

17,04:00-04:15,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.140000,232.030000,40.62,0,72.66,0,11,40.63,0,0,29.99,0,0,0,121.88,0,72.66,0

18,04:15-04:30,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,7.150000,0.000000,70.570000,3.560000,7.150000,6.140000,232.030000,40.57,0,72.42,0,11.02,40.58,0,0,29.65,0,0,0,121.74,0,72.42,0

19,04:30-04:45,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,7.150000,6.140000,232.030000,40.51,0,72.65,0,11.04,40.52,0,0,28.63,0,0,0,121.56,0,72.65,0

20,04:45-05:00,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,7.150000,6.140000,232.030000,40.48,0,72.43,0,11.11,40.48,0,0,27.68,0,0,0,121.44,0,72.43,0

21,05:00-05:15,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,6.920000,5.990000,232.030000,40.65,0,72.57,0,11.13,40.65,0,0,23.86,0,0,0,121.94,0,72.57,0

22,05:15-05:30,0.000000,0.000000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,6.920000,5.990000,232.030000,40.63,0,72.36,0,11.13,40.62,0,0,23.08,0,0,0,121.87,0,72.36,0

23,05:30-05:45,0.000000,1.050000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,6.920000,5.990000,232.030000,40.53,0,72.65,0,11.14,40.54,0,0,21.6,0,0,0,121.61,0,72.65,0

24,05:45-06:00,0.000000,5.040000,53.170000,26.090000,30.940000,26.090000,0.000000,119.880000,6.080000,0.000000,70.570000,3.560000,6.920000,5.990000,232.030000,40.5,0.67,72.59,0,11.15,40.49,0.01,1.35,20.61,0,0,0,121.47,0.33,72.59,0.06

25,06:00-06:15,0.100000,8.860000,53.170000,26.090000,30.940000,26.090000,0.100000,119.880000,6.080000,0.100000,85.360000,3.560000,6.920000,5.990000,232.030000,40.56,1.97,72.55,10.48,11.21,40.55,0.56,3.95,19.86,1.43,10.48,0.03,121.65,0.76,72.55,2.83

26,06:15-06:30,0.390000,13.040000,53.170000,26.090000,49.950000,26.090000,0.390000,161.160000,6.080000,0.400000,107.930000,3.560000,6.920000,5.990000,271.910000,40.66,3.5,72.65,18.45,11.24,40.67,1.53,7.01,19.08,3.94,18.45,0.03,122,1.99,72.65,7.63

27,06:30-06:45,0.490000,17.800000,53.170000,24.990000,49.950000,24.990000,0.490000,161.160000,6.080000,0.500000,107.930000,3.560000,6.920000,5.990000,271.910000,40.62,5.38,72.55,26.78,11.27,40.61,2.7,10.77,22.56,11.39,28.75,1.24,121.84,3.31,72.55,13.51

28,06:45-07:00,1.010000,23.360000,53.170000,26.090000,30.940000,26.090000,1.010000,119.880000,6.080000,1.040000,70.570000,3.560000,6.920000,5.990000,271.910000,40.57,7.66,72.59,30.91,11.27,40.56,4.16,15.33,22.21,17.63,30.91,3.66,121.68,5.15,72.59,20.79

29,07:00-07:15,1.740000,29.290000,53.170000,26.090000,30.940000,26.090000,1.740000,119.880000,6.080000,1.800000,70.570000,3.560000,6.770000,5.990000,271.910000,40.59,10.51,72.65,26.51,11.28,40.58,6.24,21.03,21.73,26.43,26.51,7.16,121.75,7.47,72.65,31.23

30,07:15-07:30,2.670000,35.460000,53.170000,26.090000,30.940000,26.090000,2.670000,119.880000,6.080000,2.740000,70.570000,3.560000,6.770000,5.990000,271.910000,40.56,12.67,72.48,26.48,11.31,40.57,8.9,25.33,21.34,26.49,26.48,11.93,121.7,10.27,72.48,44.51

31,07:30-07:45,3.890000,45.070000,53.170000,26.090000,30.940000,26.090000,3.890000,119.880000,6.080000,3.980000,70.570000,3.560000,6.770000,5.990000,271.910000,40.62,16,72.42,26.48,11.4,40.61,12.04,32,20.81,26.49,26.48,17.83,121.83,13.22,72.42,60.2

32,07:45:08:00,5.090000,51.430000,53.170000,26.090000,30.940000,26.090000,5.090000,119.880000,6.080000,5.210000,70.570000,3.560000,6.770000,5.990000,271.910000,40.64,19.33,72.6,26.48,11.34,40.64,15.49,38.67,12.02,26.49,26.48,24.55,121.93,16.33,72.6,77.46

33,08:00-08:15,6.230000,56.500000,53.170000,26.090000,30.940000,26.090000,6.230000,119.880000,5.920000,6.390000,70.570000,3.560000,6.770000,5.860000,271.910000,40.48,22.33,72.34,32.33,11.51,40.49,19.06,44.67,11.96,32.34,32.33,29.66,121.46,21.61,72.34,95.33

34,08:15-08:30,7.380000,61.010000,53.170000,26.090000,30.940000,26.090000,7.380000,119.880000,5.920000,7.570000,70.570000,3.560000,6.770000,5.860000,271.910000,40.51,24.33,72.58,32.33,11.6,40.51,22.68,48.67,11.91,32.34,32.33,37.18,121.53,24.95,72.58,113.41

35,08:30-08:45,8.380000,65.420000,53.170000,26.090000,30.940000,26.090000,8.380000,119.880000,5.920000,8.590000,70.570000,3.560000,6.770000,5.860000,271.910000,40.54,27.66,72.54,32.33,11.63,40.55,26.25,55.34,11.76,32.34,32.33,44.12,121.65,28.53,72.54,131.24

36,08:45:09:00,9.580000,69.280000,53.170000,26.090000,30.940000,26.090000,9.580000,119.880000,5.920000,9.820000,70.570000,3.560000,6.770000,5.860000,271.910000,40.56,29.66,72.66,32.33,11.59,40.57,29.69,59.34,10.93,32.34,32.33,50.92,121.7,31.85,72.66,148.48

37,09:00:09:15,10.590000,81.200000,53.170000,26.090000,30.940000,26.090000,10.590000,119.880000,5.920000,10.860000,70.570000,3.560000,6.540000,5.860000,271.910000,40.54,32,72.38,32.33,11.64,40.55,32.95,64,10.56,32.34,32.33,56.44,121.64,34.69,72.38,164.75

38,09:15-09:30,11.330000,87.660000,53.170000,26.090000,30.940000,26.090000,11.330000,119.880000,5.920000,11.600000,70.570000,3.560000,6.540000,5.860000,271.910000,40.58,34.33,72.51,32.33,11.58,40.58,35.99,68.67,9.5,32.34,32.33,62.28,121.74,37.14,72.51,179.98

39,09:30-09:45,12.130000,93.920000,53.170000,26.090000,30.940000,26.090000,12.130000,119.880000,5.920000,12.440000,70.570000,3.560000,6.540000,5.860000,271.910000,40.63,36.66,72.36,32.33,11.61,40.63,36.95,73.34,17.8,32.34,32.33,70.44,121.89,40.51,72.36,184.76

40,09:45-10:00,12.950000,99.810000,53.170000,26.090000,30.940000,26.090000,12.950000,119.880000,5.920000,13.280000,70.570000,3.590000,6.540000,5.860000,271.910000,40.53,39.33,72.43,32.33,11.63,40.54,39.44,78.67,17.28,32.34,32.33,75.16,121.61,42.57,72.43,197.21

41,10:00-10:15,13.690000,103.720000,53.170000,26.170000,30.940000,26.170000,13.690000,119.880000,5.920000,14.030000,70.570000,4.250000,6.540000,5.860000,271.910000,40.57,42.66,72.34,32.33,11.6,40.56,41.7,85.34,16.66,32.34,32.33,79.71,121.68,44.23,72.34,208.48

42,10:15-10:30,14.300000,104.360000,53.170000,26.170000,30.940000,26.170000,14.300000,119.880000,5.920000,14.660000,70.570000,4.250000,6.540000,5.860000,271.910000,40.61,45.66,72.43,32.33,11.57,40.61,43.68,91.34,16.26,32.34,32.33,83.98,121.82,45.25,72.43,218.43

43,10:30-10:45,14.830000,106.150000,53.170000,26.170000,30.940000,26.170000,14.830000,119.880000,5.920000,15.200000,70.570000,4.250000,6.540000,5.860000,271.910000,40.66,45.33,72.4,32.33,11.59,40.66,45.92,90.67,15.28,32.34,32.33,86.89,121.99,46.4,72.4,229.58

44,10:45-11:00,15.300000,110.160000,53.170000,26.170000,49.950000,26.170000,15.300000,161.160000,5.920000,15.680000,107.930000,4.250000,6.540000,5.860000,271.910000,40.53,45.33,72.6,32.33,11.61,40.54,45.92,90.67,9.66,32.34,32.33,88.31,121.61,47.31,72.6,229.58

45,11:00-11:15,15.690000,114.460000,53.170000,26.170000,49.950000,26.170000,15.690000,161.160000,5.920000,16.090000,107.930000,4.250000,6.460000,5.860000,271.910000,40.56,45,72.51,32.33,11.55,40.57,45.92,90,9.46,32.34,32.33,89.33,121.7,47.27,72.51,229.58

46,11:15-11:30,16.020000,119.430000,53.170000,26.170000,49.950000,26.170000,16.020000,161.160000,5.920000,16.420000,107.930000,4.250000,6.460000,5.860000,271.910000,40.58,45,72.62,32.33,11.59,40.6,45.92,90,9.27,32.34,32.33,90.19,121.79,48.39,72.62,229.58

47,11:30-11:45,16.250000,123.860000,53.170000,26.170000,49.950000,26.170000,16.250000,161.160000,5.920000,16.640000,107.930000,4.250000,6.460000,5.860000,271.910000,40.64,44.66,72.42,32.33,11.57,40.65,45.92,89.34,9.06,32.34,32.33,90.26,121.94,48.99,72.42,229.58

48,11:45-12:00,16.580000,126.000000,53.170000,26.170000,49.950000,26.170000,16.580000,161.160000,5.920000,17.000000,107.930000,4.250000,6.460000,5.860000,271.910000,40.57,44.66,72.66,32.33,11.62,40.57,45.92,89.34,8.97,32.34,32.33,90.24,121.71,49.34,72.66,229.58

49,12:00-12:15,16.610000,128.070000,53.170000,26.660000,49.950000,26.660000,16.610000,161.160000,5.850000,17.030000,107.930000,4.250000,6.460000,5.950000,271.910000,40.55,44.33,72.36,32.33,11.59,40.55,45.92,88.67,8.93,32.34,32.33,90.23,121.65,49.35,72.36,229.58

50,12:15-12:30,16.640000,121.730000,53.170000,26.660000,49.950000,26.660000,16.640000,161.160000,5.850000,17.060000,107.930000,4.250000,6.460000,5.950000,271.910000,40.6,44.33,72.46,32.33,11.62,40.6,45.92,88.67,8.96,32.34,32.33,90.25,121.8,49.17,72.46,229.58

51,12:30-12:45,16.620000,120.590000,53.170000,26.660000,49.950000,26.660000,16.620000,161.160000,5.850000,17.030000,107.930000,4.250000,6.460000,5.950000,271.910000,40.65,44.66,72.54,32.33,10.08,40.65,45.92,89.34,9,32.34,32.33,90.24,121.94,49.99,72.54,229.58

52,12:45-13:00,16.670000,119.850000,53.170000,26.660000,49.950000,26.660000,16.670000,161.160000,5.850000,17.090000,107.930000,4.250000,6.460000,5.950000,271.910000,40.55,45,72.63,32.33,10.18,40.55,45.92,90,8.88,32.34,32.33,90.23,121.65,49.91,72.63,229.58

53,13:00-13:15,16.590000,118.620000,53.170000,26.660000,30.940000,26.660000,16.590000,119.880000,5.850000,17.010000,70.570000,4.250000,6.690000,6.090000,271.910000,40.6,45.33,72.45,32.33,10.08,40.6,45.92,90.67,8.89,32.34,32.33,90.25,121.81,49.6,72.45,229.58

54,13:15-13:30,16.480000,117.820000,53.170000,26.660000,30.940000,26.660000,16.480000,119.880000,5.850000,16.890000,70.570000,4.250000,6.690000,6.090000,271.910000,40.5,45.33,72.51,32.33,10.18,40.49,45.92,90.67,8.9,32.34,32.33,90.25,121.49,48.91,72.51,229.58

55,13:30-13:45,16.290000,121.180000,51.400000,26.570000,49.810000,26.570000,16.290000,158.650000,5.850000,16.690000,107.930000,4.220000,6.690000,6.090000,271.910000,37.63,45.66,72.66,32.33,10.55,37.64,45.92,91.34,8.83,32.34,32.33,89.73,112.92,47.88,72.66,229.58

56,13:45-14:00,15.870000,114.360000,51.400000,27.030000,49.810000,27.030000,15.870000,158.650000,5.850000,16.280000,107.930000,4.220000,6.690000,6.090000,271.910000,37.5,46.33,72.45,32.33,10.14,37.5,45.92,92.67,8.95,32.34,32.33,85.95,112.5,46.72,72.45,229.58

57,14:00-14:15,15.620000,108.460000,51.400000,26.060000,49.810000,26.060000,15.620000,158.420000,6.080000,16.020000,107.930000,3.190000,6.920000,5.580000,271.910000,37.67,43.33,72.62,32.33,10.02,37.66,45.92,86.67,12.19,32.34,32.33,82.22,112.99,45.05,72.62,229.58

58,14:15-14:30,15.320000,103.600000,51.400000,26.060000,49.810000,26.060000,15.320000,158.420000,6.080000,15.710000,107.930000,3.190000,6.920000,5.580000,271.910000,37.62,44.66,72.58,32.33,10.25,37.63,45.92,89.34,12.14,32.34,32.33,81.06,112.89,43.87,72.58,229.58

59,14:30-14:45,14.630000,97.940000,51.240000,26.060000,50.180000,26.060000,14.630000,158.420000,6.080000,14.990000,107.930000,3.190000,6.920000,5.580000,271.910000,37.56,44.33,72.46,32.33,10.09,37.55,45.92,88.67,12.19,32.34,32.33,80.08,112.65,42.53,72.46,229.58

60,14:45-15:00,14.110000,91.890000,51.240000,24.830000,50.180000,24.830000,14.110000,158.420000,6.080000,14.460000,107.930000,3.190000,6.920000,5.580000,271.910000,37.6,43.66,72.61,32.33,10.27,37.6,44.84,87.34,28.06,32.34,32.33,78.45,112.81,41,72.61,224.2

61,15:00-15:15,13.480000,93.340000,51.240000,0.000000,50.180000,0.000000,13.480000,158.420000,6.080000,13.810000,107.930000,3.190000,7.310000,5.680000,271.910000,37.6,42,72.53,32.33,10.12,37.6,42.02,84,28.46,32.34,32.33,74.73,112.8,39.23,72.53,210.08

62,15:15-15:30,12.690000,86.760000,51.240000,0.000000,50.180000,0.000000,12.690000,158.420000,6.080000,13.010000,107.930000,3.190000,7.310000,5.680000,271.910000,37.55,39.33,72.64,32.33,10.21,37.53,40.05,78.67,28.66,32.34,32.33,70.45,112.6,37.19,72.64,200.24

63,15:30-15:45,12.030000,79.720000,51.240000,0.000000,50.180000,0.000000,12.030000,158.420000,6.080000,12.340000,107.930000,3.190000,7.310000,5.680000,271.910000,37.6,36.66,72.47,32.33,10.15,37.61,37.5,73.34,29.12,32.34,32.33,66.47,112.82,33.83,72.47,187.53

64,15:45-16:00,11.180000,72.260000,51.240000,0.000000,50.180000,0.000000,11.180000,158.420000,6.080000,11.450000,107.930000,3.190000,7.310000,5.680000,271.910000,37.64,34.33,72.63,32.33,10.21,37.63,34.52,68.67,29.26,32.34,32.33,61.31,112.9,31.71,72.63,172.6

65,16:00-16:15,10.090000,64.530000,51.240000,0.000000,50.180000,0.000000,10.090000,158.420000,6.390000,10.350000,107.930000,3.190000,7.310000,5.860000,271.910000,37.55,30.33,72.37,32.33,10.02,37.56,31.68,60.67,29.87,32.34,32.33,56.13,112.68,29.26,72.37,158.43

66,16:15-16:30,7.490000,56.140000,51.240000,0.000000,50.180000,0.000000,7.490000,158.420000,6.390000,7.690000,107.930000,3.190000,7.310000,5.860000,271.910000,38.37,26.33,72.6,32.33,10.19,38.38,28.9,52.67,22.52,32.34,32.33,50.92,115.12,26.52,72.6,144.49

67,16:30-16:45,6.520000,46.660000,51.240000,0.000000,50.180000,0.000000,6.520000,158.420000,6.390000,6.680000,107.930000,3.190000,7.310000,5.860000,271.910000,39.23,22.66,72.4,32.33,10.08,39.22,25.58,45.34,22.63,32.34,32.33,45.18,117.68,23.58,72.4,127.89

68,16:45-17:00,5.620000,37.290000,51.240000,0.000000,50.180000,0.000000,5.620000,158.420000,6.390000,5.750000,107.930000,3.190000,7.310000,5.860000,271.910000,40.05,19,72.53,32.33,10.01,40.06,22.51,38,22.76,32.34,32.33,39,120.18,20.55,72.53,112.55

69,17:00-17:15,4.730000,29.120000,51.240000,0.000000,49.720000,0.000000,4.730000,156.710000,6.390000,4.850000,107.930000,3.190000,6.920000,6.040000,271.910000,40.65,17,72.49,33,10.22,40.63,19.13,34,22.84,24.49,33,32.52,121.9,17.65,72.49,95.63

70,17:15-17:30,3.830000,22.330000,51.240000,0.000000,49.720000,0.000000,3.830000,156.710000,6.390000,3.920000,107.930000,3.190000,6.770000,6.040000,271.910000,40.57,13.97,72.42,32.92,10.31,40.57,16.12,27.95,22.97,14.68,33,26.34,121.71,14.64,72.42,80.59

71,17:30-17:45,2.970000,16.660000,51.240000,0.000000,49.720000,0.000000,2.970000,156.710000,5.440000,3.040000,107.930000,3.190000,6.770000,6.040000,271.910000,40.66,10.69,72.49,20.49,10.75,40.66,12.83,21.38,23.02,8.56,27.81,20.07,121.99,11.66,72.49,64.16

72,17:45-18:00,2.180000,11.710000,51.240000,0.000000,49.720000,0.000000,2.180000,156.710000,5.440000,2.230000,107.930000,3.190000,6.770000,6.040000,271.910000,40.6,7.77,72.38,11.73,11.01,40.6,9.5,15.54,12.65,2.64,17.05,14.13,121.79,8.88,72.38,47.5

73,18:00-18:15,1.470000,7.400000,51.240000,0.000000,49.720000,0.000000,1.470000,156.710000,5.910000,1.510000,107.930000,3.190000,6.770000,6.320000,271.910000,40.51,5.17,72.48,0,11.59,40.52,6.82,10.35,13.13,0,0,9.06,121.55,6.45,72.48,34.11

74,18:15-18:30,1.030000,4.130000,51.240000,0.000000,49.720000,0.000000,1.030000,156.710000,5.910000,1.060000,107.930000,3.190000,6.770000,6.320000,271.910000,40.56,3.32,72.59,0,11.63,40.55,4.55,6.65,14.73,0,0,5.23,121.65,4.52,72.59,22.78

75,18:30-18:45,0.000000,2.120000,51.240000,0.000000,49.720000,0.000000,0.000000,156.710000,5.910000,0.000000,107.930000,3.190000,6.770000,6.320000,271.910000,35.93,1.98,72.59,0,11.62,35.94,2.89,3.95,16.6,0,0,2.61,107.81,2.47,72.59,14.44

76,18:45-19:00,0.000000,0.810000,51.240000,0.000000,49.720000,0.000000,0.000000,156.710000,5.910000,0.000000,107.930000,3.190000,6.770000,6.320000,271.910000,36.27,1.17,72.61,0,11.59,36.27,1.61,2.34,18.76,0,0,0.8,108.81,0.99,72.61,8.06

77,19:00-19:15,0.000000,0.000000,51.240000,0.000000,49.720000,0.000000,0.000000,175.080000,6.060000,0.000000,107.930000,3.190000,6.610000,6.510000,271.910000,36.55,0.54,72.56,0,11.63,36.56,0.68,1.08,27.84,0,0,0.03,109.67,0.09,72.56,3.38

78,19:15-19:30,0.000000,0.000000,51.240000,0.000000,49.720000,0.000000,0.000000,175.080000,6.060000,0.000000,107.930000,3.190000,6.610000,6.510000,271.910000,37.04,0.11,72.54,0,11.58,37.04,0.02,0.22,28.22,0,0,0,111.12,0,72.54,0.09

79,19:30-19:45,0.000000,0.000000,80.240000,0.000000,74.720000,0.000000,0.000000,223.420000,6.060000,0.000000,107.930000,3.190000,6.610000,6.510000,271.910000,37.6,0,72.56,0,11.63,37.6,0,0,28.82,0,0,0,112.81,0,72.56,0

80,19:45-20:00,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,257.630000,6.060000,0.000000,107.930000,3.190000,6.610000,6.510000,271.910000,38.38,0,72.58,0,11.58,38.38,0,0,29.33,0,0,0,115.14,0,72.58,0

81,20:00-20:15,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.680000,271.910000,39.19,0,72.56,0,10.95,39.2,0,0,29.15,0,0,0,117.59,0,72.56,0

82,20:15-20:30,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.680000,271.910000,40.03,0,72.54,0,10.9,40.05,0,0,28.44,0,0,0,120.14,0,72.54,0

83,20:30-20:45,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.680000,271.910000,40.59,0,72.49,0,10.92,40.58,0,0,27.05,0,0,0,121.75,0,72.49,0

84,20:45-21:00,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.680000,271.910000,40.58,0,72.37,0,10.92,40.57,0,0,16.18,0,0,0,121.71,0,72.37,0

85,21:00-21:15,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.580000,271.910000,40.5,0,72.51,0,10.92,40.51,0,0,16.13,0,0,0,121.53,0,72.51,0

86,21:15-21:30,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,6.230000,0.000000,107.930000,3.190000,6.610000,5.580000,271.910000,40.55,0,72.37,0,10.91,40.54,0,0,15.86,0,0,0,121.63,0,72.37,0

87,21:30-21:45,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,5.830000,0.000000,107.930000,3.190000,6.610000,5.580000,271.910000,40.6,0,72.61,0,10.9,40.6,0,0,15.59,0,0,0,121.81,0,72.61,0

88,21:45-22:00,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,5.830000,0.000000,107.930000,3.190000,6.610000,5.580000,271.910000,40.62,0,72.4,0,10.9,40.63,0,0,15.21,0,0,0,121.88,0,72.4,0

89,22:00-22:15,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,5.830000,0.000000,107.930000,3.190000,6.460000,5.480000,271.910000,40.49,0,72.47,0,10.96,40.48,0,0,14.95,0,0,0,121.44,0,72.47,0

90,22:15-22:30,0.000000,0.000000,101.270000,0.000000,74.720000,0.000000,0.000000,261.620000,5.830000,0.000000,107.930000,3.190000,6.460000,5.480000,271.910000,40.54,0,72.64,0,10.88,40.55,0,0,14.78,0,0,0,121.64,0,72.64,0

91,22:30-22:45,0.000000,0.000000,101.270000,0.000000,85.170000,0.000000,0.000000,261.620000,5.680000,0.000000,107.930000,3.080000,6.460000,5.480000,271.910000,40.63,0,72.49,0,10.95,40.62,0,0,14.47,0,0,0,121.86,0,72.49,0

92,22:45-23:00,0.000000,0.000000,101.270000,0.000000,85.170000,0.000000,0.000000,261.620000,5.680000,0.000000,107.930000,3.080000,6.460000,5.480000,271.910000,40.46,0,72.51,0,10.97,40.47,0,0,22.84,0,0,0,121.4,0,72.51,0

93,23:00-23:15,0.000000,0.000000,101.270000,0.000000,85.170000,0.000000,0.000000,261.620000,5.680000,0.000000,107.930000,3.080000,6.460000,5.390000,271.910000,40.53,0,72.62,0,10.96,40.53,0,0,23.06,0,0,0,121.6,0,72.62,0

94,23:15-23:30,0.000000,0.000000,101.270000,0.000000,85.170000,0.000000,0.000000,261.620000,5.680000,0.000000,107.930000,3.080000,6.460000,5.390000,271.910000,40.55,0,72.53,0,10.94,40.56,0,0,23.66,0,0,0,121.67,0,72.53,0

