Block,Time Block,JHAJJAR,FSTPP I & II,DULHASTI,RSTPSU7,SASAN,SINGRAULI_HYDRO,SIMHST1,SALAL,SEWA2,SIMHST2,SINGRAULI,RSTPSU1TO6,DHAULIGNGA,KGSU1AND2,KGSU3AND4,MAPS,KUDGI,NLCTS2EXP,NAPP,NNTPP,PARBATI2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,CHAMERA3,CHAMERA2,DADRT2,KOTESHWR,KKNPPU2,KOLDAM,KKNP,AURY_GF,DADRI_CRF,AURY_LF,DADRI_GF,DADRI_RF,AURY_RF,DADRI_LF,ANTA_GF,AURY_CRF,ANTA_RF,ANTA_LF,ANTA_CRF,KISHANGANGA,KHSTPP-II,KHSTPP-I,UNCHAHAR2,URI,TelanganaSTPP,UNCHAHAR4,VALLURNTECL,UNCHAHAR1,URI2,UNCHAHAR3,TEHRIPSP,BSIUL,BRBCL,CHAMERA1,RAMPUR,RAPPC,RAPPB,RAPPD,RIHAND3,RIHAND2,RIHAND1,TALA,TANAKPUR,TANDA2,TALST2,TEHRI,PARBATI3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,104.7,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,29.49,25.57,0,1.47,0,14.54,32.36,17.75,0,12.59,21.37,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.48,3.72,2.94,0,59.55,35.88,0,0,0,0,0

54,13:15-13:30,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,104.7,43.52,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,29.49,25.57,0,1.47,0,14.54,32.36,17.75,0,12.59,23.35,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,25.48,3.72,2.94,0,59.55,35.88,0,0,0,0,0

55,13:30-13:45,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,36.83,104.7,43.52,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,21.92,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,25.48,11.5,2.94,0,59.55,35.88,0,0,0,0,0

56,13:45-14:00,243.25,15.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,36.83,104.7,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,25.48,11.5,2.94,0,59.55,35.88,0,0,0,0,0

57,14:00-14:15,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,36.83,104.7,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.61,38.19,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,25.48,11.5,2.94,0,59.55,35.88,0,0,0,0,0

58,14:15-14:30,243.25,14.05,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,36.83,104.7,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.65,11.5,2.94,0,59.55,35.88,0,0,0,0,0

59,14:30-14:45,243.25,16.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,159.27,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.65,11.5,2.94,0,79.5,35.88,0,0,0,0,0

60,14:45-15:00,243.25,16.88,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,236.5,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,0,18.88,23.02,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.65,11.5,2.94,0,79.5,35.88,0,0,0,0,0

61,15:00-15:15,243.25,18.78,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,284.76,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,18.4,100.37,0,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.53,11.5,2.94,0,79.5,35.88,0,0,0,0,0

62,15:15-15:30,243.25,18.78,36.99,0,396.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,24.8,0,0,0,169.7,0,21.83,45.48,263.04,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,31.5,34.1,0,1.47,0,15.96,32.36,21.29,185.89,0,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.53,11.5,2.94,0,79.5,35.88,0,0,0,0,0

63,15:30-15:45,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,255.8,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,37.16,25.57,0,1.47,0,15.96,32.36,22.27,185.89,0,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.68,10.51,2.94,0,79.5,35.88,0,0,0,0,0

64,15:45-16:00,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,255.8,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.16,43.95,37.16,25.57,0,1.47,0,16.92,32.36,22.27,185.89,0,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.64,10.51,2.94,0,79.5,35.88,0,0,0,0,0

65,16:00-16:15,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,188.23,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,94.16,43.95,37.16,36.23,0,1.47,0,18.27,32.36,22.27,185.89,0,24.12,17.19,5.48,63.32,0,37.69,126.3,120.92,45.65,22.59,9.28,2.94,0,79.5,35.88,0,0,0,0,0

66,16:15-16:30,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,190.79,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,36.23,0,1.47,0,18.27,32.36,22.27,185.89,0,22.7,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.52,9.28,2.94,0,79.5,35.88,0,0,0,0,0

67,16:30-16:45,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,226.85,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.42,9.28,2.94,0,79.5,35.88,0,0,0,0,0

68,16:45-17:00,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,275.11,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,19.94,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.31,9.28,2.94,0,79.5,35.88,0,0,0,0,0

69,17:00-17:15,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,294.42,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,23.03,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.12,10.51,2.94,0,79.5,35.88,0,0,0,0,0

70,17:15-17:30,243.25,18.78,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,333.03,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,22.51,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.88,10.51,2.94,0,79.5,35.88,0,0,0,0,0

71,17:30-17:45,243.25,16.1,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,352.33,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,37.16,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,23.15,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.63,10.51,2.94,0,79.5,35.88,0,0,0,0,0

72,17:45-18:00,243.25,16.1,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,429.56,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,94.16,43.95,36.73,34.1,0,1.47,0,18.27,32.36,22.27,185.89,0,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.46,10.51,2.94,0,79.5,35.88,0,0,0,0,0

73,18:00-18:15,243.25,16.1,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,477.82,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,36.73,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.28,10.51,2.94,0,79.5,35.88,0,0,0,0,0

74,18:15-18:30,298.88,16.1,36.99,0,358.37,0,0,76.27,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,526.09,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,36.74,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,20.78,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.08,10.51,2.94,0,79.5,35.88,0,0,0,0,0

75,18:30-18:45,296.28,16.1,36.99,0,358.37,0,0,75.72,17.7,0,103.59,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,94.16,43.95,36.74,50.54,0,1.47,0,18.27,32.36,22.27,185.89,0,21.6,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,20.86,3.72,2.94,0,79.5,35.88,0,0,0,0,0

76,18:45-19:00,312.34,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.59,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,34.45,47.88,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,36.74,50.54,0,1.47,0,18.27,32.36,22.27,185.89,0,19.57,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,20.7,3.72,2.94,0,79.5,55.97,0,0,0,0,0

77,19:00-19:15,322.24,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.59,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,36.74,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,19.95,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,20.73,3.72,2.94,0,79.5,55.97,0,0,0,0,0

78,19:15-19:30,322.35,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.59,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,36.74,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,21.51,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,20.77,3.72,2.94,0,79.5,55.97,0,0,0,0,0

79,19:30-19:45,322.43,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.59,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,36.74,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,24.12,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,20.87,3.72,2.94,0,79.5,55.97,0,0,0,0,0

80,19:45-20:00,322.48,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.59,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,538,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,36.74,17.06,0,1.47,0,18.27,32.36,22.27,185.89,0,22.87,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,20.95,11.5,2.94,0,79.5,55.97,0,0,0,0,0

81,20:00-20:15,375.38,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.45,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,579.51,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,50.54,0,1.47,0,20.49,32.36,25.77,185.89,0,22.44,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,21.05,11.5,2.94,0,79.5,55.97,0,0,0,0,0

82,20:15-20:30,375.6,16.1,37.12,0,358.37,0,0,75.72,18.81,0,103.45,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,579.51,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,50.54,0,1.47,0,20.49,32.36,25.77,185.89,0,24.12,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,21.14,11.5,2.94,0,79.5,55.97,0,0,0,0,0

83,20:30-20:45,378.52,16.1,37.12,0,358.37,0,0,75.72,18.81,0,107.92,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,579.51,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,17.06,0,1.47,0,20.49,32.36,25.77,185.89,0,24.12,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,21.28,11.5,2.94,0,79.5,55.97,0,0,0,0,0

84,20:45-21:00,378.52,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,620.05,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,17.06,0,1.47,0,20.49,32.36,25.77,185.89,0,24.12,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,21.46,11.5,2.94,0,79.5,48.8,0,0,0,0,0

85,21:00-21:15,341.84,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,50.54,0,1.47,0,20.49,32.36,25.77,185.89,0,21.56,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22,11.5,2.94,0,79.5,48.8,0,0,0,0,0

86,21:15-21:30,341.84,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,50.54,0,1.47,0,20.49,32.36,25.77,185.89,0,21.89,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.17,11.5,2.94,0,79.5,48.8,0,0,0,0,0

87,21:30-21:45,341.84,16.1,37.12,0,358.37,0,0,75.72,18.81,0,107.92,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,34.1,0,1.47,0,20.49,32.36,25.77,185.89,0,19.83,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,22.34,11.5,2.94,0,79.5,55.97,0,0,0,0,0

88,21:45-22:00,341.84,16.1,37.12,0,358.37,0,0,75.72,18.81,0,107.92,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,34.1,0,1.47,0,20.49,32.36,25.77,185.89,0,20.04,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,22.49,11.5,2.94,0,79.5,55.97,0,0,0,0,0

89,22:00-22:15,341.84,16.1,37.12,0,358.37,0,0,75.72,18.81,0,107.92,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,29.84,0,1.47,0,20.49,32.36,25.77,185.89,0,22.55,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,22.63,11.5,2.94,0,79.5,55.97,0,0,0,0,0

90,22:15-22:30,341.84,16.1,37.12,0,358.37,0,0,75.72,18.81,0,107.92,0,43.26,0,0,0,0,0,23.39,0,26.9,0,0,0,171.29,0,22.97,47.88,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,94.16,43.95,41.09,29.84,0,1.47,0,20.49,32.36,25.77,185.89,0,22.35,40.88,5.65,63.32,0,37.69,126.3,120.92,45.65,22.72,11.5,2.94,0,79.5,55.97,0,0,0,0,0

91,22:30-22:45,341.84,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,29.84,0,1.47,0,20.49,32.36,25.77,185.89,6.29,20.31,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.77,11.5,2.94,0,79.5,47.37,0,0,0,0,0

92,22:45-23:00,341.84,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.77,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,29.84,0,1.47,0,20.49,32.36,25.77,185.89,6.29,19.61,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,22.82,11.5,2.94,0,79.5,47.37,0,0,0,0,0

93,23:00-23:15,283.92,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.71,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,4.26,0,1.47,0,20.49,32.36,25.77,185.89,12.59,22.23,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.29,11.5,2.94,0,79.5,47.37,0,0,0,0,0

94,23:15-23:30,283.92,16.1,36.99,0,358.37,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.7,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,4.26,0,1.47,0,20.49,32.36,25.77,185.89,18.88,18.45,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.34,11.5,2.94,0,79.5,47.37,0,0,0,0,0

95,23:30-23:45,283.92,16.1,36.99,0,325.79,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.69,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,4.26,0,1.47,0,20.49,32.36,25.77,185.89,12.59,17.96,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.36,11.5,2.94,0,79.5,47.37,0,0,0,0,0

96,23:45-24:00,283.92,16.1,36.99,0,304.07,0,0,75.72,17.7,0,107.92,0,40.99,0,0,0,0,0,23.39,0,25.48,0,0,0,169.7,0,21.83,45.48,657.69,43.52,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73,94.16,43.95,41.09,4.26,0,1.47,0,20.49,32.36,25.77,185.89,12.59,17.74,40.69,5.48,63.32,0,37.69,126.3,120.92,45.65,23.41,11.5,2.94,0,79.5,47.37,0,0,0,0,0

