Time,Block,NR/2024/18691/A/6913,WR/2024/21710/A/6908,WR/2024/21675/A/6896,WR/2024/21740/A/6911,NR/2024/18735/C,NER/2024/2023/A/6883,NR/2024/18388/A/6636,Total
,,MANIKARAN,MANIKARAN,APPCPL,MANIKARAN,NVVNL,APPCPL,ITCLH,Total

,,DELHI,DELHI,DELHI,DELHI,NA,DELHI,ANDHRA PRADESH,
,,BRPL,BRPL,BRPL,BYPL,SOLAPUR_SOLAR,BRPL,ITCWIND,
,,HIMACHAL PRADESH,GOA,GOA,MAHARASHTRA,DELHI,MANIPUR,DELHI,
,,HP,GOA_Beneficiary,GOA_Beneficiary,AEML,MES (Delhi),Manipur_Ben,ITCLH,
,,North-North,North-West,North-West,North-West,West-North,North-East-North East,South-West-North,
1,00:00-00:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

2,00:15-00:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

3,00:30-00:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

4,00:45-01:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

5,01:00-01:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

6,01:15-01:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

7,01:30-01:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

8,01:45-02:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

9,02:00-02:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

10,02:15-02:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

11,02:30-02:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

12,02:45-03:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

13,03:00-03:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

14,03:15-03:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

15,03:30-03:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

16,03:45-04:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

17,04:00-04:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

18,04:15-04:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

19,04:30-04:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

20,04:45-05:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

21,05:00-05:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

22,05:15-05:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

23,05:30-05:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

24,05:45-06:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.390000,75.39

25,06:00-06:15,162.260000,0.000000,0.000000,50.000000,0,25.000000,0.530000,237.79

26,06:15-06:30,162.260000,0.000000,0.000000,50.000000,0,25.000000,0.530000,237.79

