Time,Block,NR/2024/18691/A/6913,WR/2024/21710/A/6908,WR/2024/21675/A/6896,WR/2024/21740/A/6911,NR/2024/18735/C,NER/2024/2023/A/6883,NR/2024/18388/A/6636,Total
27,06:30-06:45,162.260000,0.000000,0.000000,50.000000,0,25.000000,0.530000,237.79

28,06:45-07:00,162.260000,0.000000,0.000000,50.000000,0,25.000000,0.530000,237.79

29,07:00-07:15,162.260000,0.000000,0.000000,50.000000,0.28,25.000000,0.580000,238.12

30,07:15-07:30,162.260000,0.000000,0.000000,50.000000,0.68,25.000000,0.580000,238.52

31,07:30-07:45,162.260000,0.000000,0.000000,50.000000,1.09,25.000000,0.580000,238.93

32,07:45:08:00,162.260000,0.000000,0.000000,50.000000,1.53,25.000000,0.580000,239.37

33,08:00-08:15,162.260000,0.000000,0.000000,50.000000,2.19,25.000000,0.970000,240.42

34,08:15-08:30,162.260000,0.000000,0.000000,50.000000,2.59,25.000000,0.970000,240.82

35,08:30-08:45,162.260000,0.000000,0.000000,50.000000,3.46,25.000000,0.970000,241.69

36,08:45:09:00,162.260000,0.000000,0.000000,50.000000,4.2,25.000000,0.970000,242.43

37,09:00:09:15,162.260000,0.000000,0.000000,50.000000,4.83,25.000000,0.970000,243.06

38,09:15-09:30,162.260000,0.000000,0.000000,50.000000,5.43,25.000000,0.970000,243.66

39,09:30-09:45,162.260000,0.000000,0.000000,50.000000,5.98,25.000000,0.970000,244.21

40,09:45-10:00,162.260000,0.000000,0.000000,50.000000,6.49,25.000000,0.970000,244.72

41,10:00-10:15,162.260000,0.000000,0.000000,50.000000,6.92,25.000000,0.970000,245.15

42,10:15-10:30,162.260000,0.000000,0.000000,50.000000,7.29,25.000000,0.970000,245.52

43,10:30-10:45,162.260000,0.000000,0.000000,50.000000,7.34,25.000000,0.970000,245.57

44,10:45-11:00,162.260000,0.000000,0.000000,50.000000,7.58,25.000000,0.970000,245.81

45,11:00-11:15,162.260000,0.000000,0.000000,50.000000,7.92,25.000000,0.970000,246.15

46,11:15-11:30,162.260000,0.000000,0.000000,50.000000,8.21,25.000000,0.970000,246.44

47,11:30-11:45,162.260000,0.000000,0.000000,50.000000,8.3,25.000000,0.970000,246.53

48,11:45-12:00,162.260000,0.000000,0.000000,50.000000,8.4,25.000000,0.970000,246.63

49,12:00-12:15,162.260000,0.000000,0.000000,50.000000,8.5,25.000000,0.970000,246.73

50,12:15-12:30,162.260000,0.000000,0.000000,50.000000,8.54,25.000000,0.970000,246.77

51,12:30-12:45,162.260000,0.000000,0.000000,50.000000,8.69,25.000000,0.970000,246.92

52,12:45-13:00,162.260000,0.000000,0.000000,50.000000,8.79,25.000000,0.970000,247.02

53,13:00-13:15,162.260000,0.000000,0.000000,50.000000,8.93,25.000000,0.970000,247.16

54,13:15-13:30,162.260000,0.000000,0.000000,50.000000,9.07,25.000000,0.970000,247.3

55,13:30-13:45,162.260000,0.000000,0.000000,50.000000,8.88,25.000000,0.970000,247.11

56,13:45-14:00,162.260000,0.000000,0.000000,50.000000,8.69,25.000000,0.970000,246.92

57,14:00-14:15,162.260000,0.000000,0.000000,50.000000,8.54,25.000000,0.970000,246.77

58,14:15-14:30,162.260000,0.000000,0.000000,50.000000,8.11,25.000000,0.970000,246.34

59,14:30-14:45,162.260000,0.000000,0.000000,50.000000,7.72,25.000000,0.970000,245.95

60,14:45-15:00,162.260000,0.000000,0.000000,50.000000,7.38,25.000000,0.970000,245.61

61,15:00-15:15,162.260000,0.000000,0.000000,50.000000,7,25.000000,0.770000,245.03

62,15:15-15:30,162.260000,0.000000,0.000000,50.000000,6.61,25.000000,0.770000,244.64

63,15:30-15:45,162.260000,0.000000,0.000000,50.000000,5.99,25.000000,0.770000,244.02

64,15:45-16:00,162.260000,0.000000,0.000000,50.000000,5.5,25.000000,0.770000,243.53

65,16:00-16:15,162.260000,0.000000,0.000000,50.000000,4.83,25.000000,0.530000,242.62

66,16:15-16:30,162.260000,0.000000,0.000000,50.000000,4.06,25.000000,0.530000,241.85

67,16:30-16:45,162.260000,0.000000,0.000000,50.000000,3.58,25.000000,0.530000,241.37

68,16:45-17:00,162.260000,0.000000,0.000000,50.000000,2.85,25.000000,0.530000,240.64

69,17:00-17:15,162.260000,0.000000,0.000000,50.000000,2.23,25.000000,0.530000,240.02

70,17:15-17:30,162.260000,0.000000,0.000000,50.000000,1.57,25.000000,0.530000,239.36

71,17:30-17:45,162.260000,0.000000,0.000000,50.000000,1.03,25.000000,0.530000,238.82

72,17:45-18:00,162.260000,0.000000,0.000000,50.000000,0.58,25.000000,0.530000,238.37

73,18:00-18:15,81.610000,25.000000,57.760000,50.000000,0.25,25.000000,0.530000,240.15

74,18:15-18:30,81.610000,25.000000,57.760000,50.000000,0.1,25.000000,0.530000,240

75,18:30-18:45,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.530000,239.9

76,18:45-19:00,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.530000,239.9

77,19:00-19:15,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

78,19:15-19:30,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

79,19:30-19:45,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

80,19:45-20:00,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

81,20:00-20:15,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

82,20:15-20:30,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

83,20:30-20:45,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

84,20:45-21:00,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

85,21:00-21:15,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

86,21:15-21:30,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

87,21:30-21:45,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

88,21:45-22:00,81.610000,25.000000,57.760000,50.000000,0,25.000000,0.630000,240

89,22:00-22:15,0.000000,0.000000,57.760000,50.000000,0,25.000000,0.530000,133.29

90,22:15-22:30,0.000000,0.000000,57.760000,50.000000,0,25.000000,0.530000,133.29

91,22:30-22:45,0.000000,0.000000,57.760000,50.000000,0,25.000000,0.530000,133.29

92,22:45-23:00,0.000000,0.000000,57.760000,50.000000,0,25.000000,0.530000,133.29

93,23:00-23:15,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.480000,75.48

94,23:15-23:30,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.480000,75.48

95,23:30-23:45,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.480000,75.48

96,23:45-24:00,0.000000,0.000000,0.000000,50.000000,0,25.000000,0.480000,75.48

