Block,Time Block,DADRT2,CHAMERA3,KHSTPP-I,KHSTPP-II,NLCIIST1,NLCEXP,DADRI_GF,AURY_GF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_CRF,JHAJJAR,KGSU3AND4,KGSU1AND2,CHAMERA1,BSIUL,CHAMERA2,BRBCL,NAPP,KUDGI,NJPC,MAPS,KOLDAM,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,ANTA_LF,ANTA_GF,DHAULIGNGA,FSTPP I & II,DULHASTI,URI2,URI,ANTA_CRF,VALLURNTECL,TALST2,TANAKPUR,TEHRI,TALA,SINGRAULI_HYDRO,SASAN,SIMHST1,SIMHST2,TANDA2,SINGRAULI,SEWA2,TEHRIPSP,UNCHAHAR3,UNCHAHAR4,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,SALAL,RSTPSU1TO6,RIHAND3,RSTPSU7,NLCIIST2,NTPL,PARBATI3,RIHAND2,PARBATI2,RIHAND1,NLCTS2EXP,RAPPB,NNTPP,RAPPD,RAMPUR,RAPPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,101.16,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,13.77,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,14.09,0,36.3,3.18,0,0,0,12.61,79.24,18.48,0,378.83,0,0,2.51,107.56,17.64,200.08,18.77,1.46,0,30.59,14.48,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

13,03:00-03:15,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,12.4,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.25,0,32.25,25.49,0,0,0,11.46,79.24,18.48,0,378.83,0,0,1.38,107.56,17.64,200.08,14.49,0.8,0,23.56,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

14,03:15-03:30,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,12.84,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.02,0,32.25,25.49,0,0,0,11.46,79.24,18.48,0,378.83,0,0,1.38,107.56,17.64,200.08,16.45,0.8,0,24.75,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

15,03:30-03:45,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,14.38,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.02,0,32.25,3.18,0,0,0,11.46,79.24,17.92,0,378.83,0,0,1.38,107.56,0,200.08,16.45,0.8,0,24.75,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

16,03:45-04:00,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,16.81,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.02,0,32.25,3.18,0,0,0,11.46,79.24,17.92,0,378.83,0,0,1.38,107.56,0,200.08,16.45,0.8,0,24.75,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

17,04:00-04:15,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.48,0,32.25,4.78,0,0,0,11.46,79.24,17.92,0,378.83,0,0,1.38,107.56,0,200.08,16.45,0.8,0,26.94,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

18,04:15-04:30,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.48,0,32.25,4.78,0,0,0,11.46,79.24,17.92,0,378.83,0,0,1.38,107.56,0,200.08,16.45,0.8,0,24.75,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

19,04:30-04:45,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.06,0,32.25,4.78,0,0,0,11.46,79.24,17.78,0,378.83,0,0,1.38,107.56,0,200.08,16.37,0.8,0,24.48,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

20,04:45-05:00,101.16,0,28.78,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.01,0,32.25,4.78,0,0,0,11.46,79.24,17.64,0,378.83,0,0,1.38,107.56,0,200.08,16.37,0.8,0,24.48,11.86,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

21,05:00-05:15,101.16,0,32.45,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,13.04,0,32.25,6.38,0,0,0,11.46,79.24,17.36,0,378.83,0,0,2.17,107.56,17.64,200.08,18.77,1.35,0,30.59,14.48,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

22,05:15-05:30,101.16,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,14.09,0,32.25,25.49,0,0,0,11.46,79.24,17.07,0,378.83,0,0,2.51,107.56,17.64,200.08,18.77,1.35,0,30.59,14.48,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

23,05:30-05:45,123.29,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,20.01,0,32.25,25.49,0,0,0,11.46,79.24,16.79,0,378.83,0,0,1.37,107.56,17.64,200.08,18.77,0.69,0,30.59,14.48,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

24,05:45-06:00,190.64,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,20.01,0,32.25,6.38,0,0,0,11.46,79.24,16.51,0,378.83,0,0,1.37,107.56,17.64,200.08,18.77,1.22,0,30.59,14.48,0,0,125.88,0,0,0,36.48,120.52,13.55,44.77,0,0,0,37.46,5.46,63.27,0,0,0,0,0

25,06:00-06:15,238.75,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,13.52,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,16.78,0,32.25,3.18,0,0,0,9.49,79.24,16.22,0,388.29,0,0,1.37,107.56,17.64,200.08,21.43,1.22,0,34.81,15.87,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

26,06:15-06:30,262.05,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,299.81,0,0,13.52,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,16.78,0,32.25,3.18,0,0,0,9.49,79.24,16.09,0,394.95,0,0,1.37,107.56,17.64,200.08,21.72,1.22,0,36.56,16.94,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

27,06:30-06:45,242.81,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,357.54,0,0,13.52,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,16.78,36.87,32.25,3.18,0,0,0,9.49,79.24,16.09,0,395.06,0,0,1.37,107.56,17.64,200.08,21.72,1.22,0,36.56,16.94,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

28,06:45-07:00,190.64,0,32.56,95.12,0,0,0,0,0,0,0,0,0,0,0,299.81,0,0,13.52,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,16.78,36.87,32.25,3.18,0,0,0,9.49,79.24,16.22,0,395.06,0,0,1.37,107.56,17.64,200.08,21.72,1.22,0,36.56,14.3,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

29,07:00-07:15,123.29,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,14.02,36.87,32.25,3.18,0,0,0,9.49,79.24,16.67,0,395.06,0,0,1.37,107.56,17.64,200.08,18.78,1.22,0,30.94,15.53,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

30,07:15-07:30,101.16,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.08,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,14.02,36.87,32.25,3.18,0,0,0,9.49,79.24,16.82,0,395.06,0,0,1.37,107.56,17.64,200.08,19.06,1.47,0,30.59,15.53,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

31,07:30-07:45,101.16,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,11.01,36.87,32.25,4.24,0,0,0,9.49,79.24,18.18,0,395.06,0,0,3.33,107.56,17.64,200.08,16.22,1.64,0,24.01,14.06,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

32,07:45-08:00,101.16,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,17.48,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,4.24,0,0,0,9.49,79.24,18.18,0,395.06,0,0,2.52,107.56,17.64,200.08,16.22,0.8,0,24.01,14.06,0,0,125.88,0,0,0,36.48,120.52,13.55,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

33,08:00-08:15,101.16,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,5.31,0,0,0,9.49,79.24,18.32,0,395.06,0,0,2.51,107.56,17.64,200.08,15.19,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,120.52,12.86,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

34,08:15-08:30,101.16,0,25.83,75.98,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,24.43,0,0,0,9.49,79.24,18.32,0,395.06,0,0,1.38,107.56,17.64,200.08,15.19,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,120.52,12.86,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

35,08:30-08:45,101.16,0,25.8,76.88,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,24.43,0,0,0,9.49,79.24,18.9,0,395.06,0,0,1.38,91.01,17.64,200.08,15.19,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,120.52,12.86,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

36,08:45-09:00,101.16,0,26.32,77.06,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,17.83,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,5.31,0,0,0,9.49,79.24,18.9,0,395.06,0,0,1.38,83.88,17.64,200.08,15.19,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,120.52,12.86,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

37,09:00-09:15,101.16,0,26.32,77.06,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,3.18,0,0,0,9.49,79.24,21.53,0,395.06,0,0,1.38,81.07,17.64,200.08,15.02,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,105.7,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

38,09:15-09:30,101.16,0,26.32,77.06,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,17.57,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,3.18,0,0,0,9.49,79.24,21.53,0,395.06,0,0,1.38,82.65,17.64,200.08,15.02,0.8,0,23.56,14.06,0,0,125.88,0,0,0,36.48,104.74,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

39,09:30-09:45,101.16,0,26.32,77.4,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,4.47,0,0,40.85,12.94,36.87,32.25,3.18,0,0,0,9.49,79.24,21.68,0,367.17,0,0,1.38,86.23,17.64,200.08,14.87,0.8,0,23.56,14.06,0,0,103.13,0,0,0,36.48,91.11,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

40,09:45-10:00,101.16,0,26.32,77.4,0,0,0,0,0,0,0,0,0,0,0,234.77,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,2.24,0,0,40.85,12.94,36.87,32.25,3.18,0,0,0,9.49,79.24,21.68,0,367.17,0,0,1.38,86.23,17.64,200.08,14.87,0.8,0,23.56,14.06,0,0,103.13,0,0,0,36.48,91.11,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

41,10:00-10:15,104.35,0,26.32,77.33,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0.62,0,0,40.85,12.94,36.87,32.25,4.24,0,0,0,9.49,79.24,21.68,0,367.17,0,0,5.34,86.23,17.64,100.04,14.67,1.27,0,23.56,14.48,0,0,125.88,0,0,0,36.48,104.74,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

42,10:15-10:30,104.35,0,28.08,81.99,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,12.94,36.87,32.25,4.24,0,0,0,9.49,79.24,21.68,0,367.17,0,0,5.34,94.09,17.64,0,14.67,1.27,0,23.56,14.48,0,0,125.88,0,0,0,36.48,104.74,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

43,10:30-10:45,104.35,0,28.08,81.99,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,15.51,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,12.94,36.87,32.25,4.24,0,0,0,9.49,39.62,21.68,0,367.17,0,0,5.34,94.09,17.64,0,14.57,1.27,0,23.56,14.48,0,0,125.88,0,0,0,36.48,104.74,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

44,10:45-11:00,104.35,0,28.08,81.99,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,13.88,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,12.94,36.87,32.25,4.24,0,0,0,9.49,0,21.68,0,379.53,0,0,5.34,94.09,17.64,0,14.57,1.27,0,23.56,14.48,0,0,125.88,0,0,0,36.48,104.74,12.86,39.73,0,0,0,37.46,5.46,63.27,0,0,0,0,0

45,11:00-11:15,104.35,0,28.08,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,14.8,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,25.49,0,0,0,9.49,0,21.68,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

46,11:15-11:30,104.35,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,15.75,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,25.49,0,0,0,9.49,0,21.68,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

47,11:30-11:45,104.35,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,9.49,0,21.72,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

48,11:45-12:00,104.35,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,9.49,0,21.72,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

49,12:00-12:15,104.35,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,11.46,0,21.72,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

50,12:15-12:30,104.35,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,242.54,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,43.37,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,11.46,0,21.72,0,395.06,0,0,5.34,107.56,17.64,0,14.57,1.93,0,23.56,14.48,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

51,12:30-12:45,145.72,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,11.46,0,20.59,0,395.06,0,0,5.34,107.56,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

52,12:45-13:00,193.82,0,32.7,95.12,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,8.5,0,0,0,11.46,0,19.93,0,395.06,0,0,5.34,107.56,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,45.5,0,0,0,37.46,5.46,63.27,0,0,0,0,0

53,13:00-13:15,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,4.24,0,0,0,11.46,0,24.57,0,395.06,0,0,5.34,109.44,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,44.34,0,0,0,37.46,5.46,63.27,0,0,0,0,0

54,13:15-13:30,193.82,0,30.06,88.7,0,0,0,0,0,0,0,0,0,0,0,249.85,0,0,27.04,0,0,18.04,23.44,0,169.14,0,8.3,0,42.29,0,0,0,0,40.85,14.02,36.87,32.25,4.24,0,0,0,11.46,0,24.57,0,395.06,0,0,5.34,109.44,17.64,0,19.71,1.93,0,31.32,15.95,0,0,125.88,0,0,0,36.48,120.52,12.19,44.33,0,0,0,37.46,5.46,63.27,0,0,0,0,0

