Column1,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/04/01/4420,NR/01102023/06022042/L_NR_2012_02,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8510,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/1831,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/16/4327,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/9334,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/6490,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/16/6639,GNA/NR/2025/04/16/1389,GNA/NR/2025/04/16/2139,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/16/8132,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/16/2341,GNA/NR/2025/04/01/6216,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/1333,GNARE/SR/2025/01/13/4532,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08
68,16:45-17:00,100.17,4.22,30.28,50,260.18,27,114.97,7.73,0,4.04,1.92,7.88,69.54,72.11,271.86,3.87,32,2.88,7.88,2.88,9.62,9.62,7.88,72.11,22.04,96.15,43.7,14.57,8.46,19.23,9.62,0,10.41,48.08,2.88,10.2,121.24,40,20,49.96,19,40,24.25,74,31,23.83,23.83,33,65.67,33,44.19,33,71.51,65.66,27.67

69,17:00-17:15,100.17,3.91,30.78,50,260.18,27,114.97,7.73,0,4.04,1.92,6.14,86.73,72.11,271.86,3.87,32,2.88,6.14,2.88,9.62,9.62,6.14,72.11,22.04,96.15,43.7,14.57,8.84,19.23,9.62,0,10.41,48.08,2.88,8.4,102.59,28,14,42.17,14,33,20.52,60,25,24.67,24.67,33,65.67,33,35.04,28,73.99,65.66,28.33

70,17:15-17:30,100.17,3.91,31.29,50,260.18,27,114.97,7.73,0,4.04,1.92,4.75,86.73,72.11,271.86,3.87,32,2.88,4.75,2.88,9.62,9.62,4.75,72.11,22.04,96.15,43.7,14.57,8.84,19.23,9.62,0,10.41,48.08,2.88,8,83.69,21,11,34.11,10,27,16.74,46,19,25.17,25.17,19.49,66,33,26.3,10,75.49,66,29

71,17:30-17:45,100.17,3.91,31.29,50,260.18,27,114.97,7.73,0,4.04,1.92,3.67,86.73,72.11,271.86,3.87,32,2.88,3.67,2.88,9.62,9.62,3.67,72.11,22.04,96.15,43.7,14.57,8.84,19.23,9.62,0,10.41,48.08,2.88,7.2,64.88,15,7,26.32,8,20,12.98,32,13,25.67,25.67,10.2,66.33,24.41,18.31,5,76.99,66.34,29

72,17:45-18:00,100.17,3.91,31.29,50,260.18,27,114.97,7.73,0,4.04,1.92,2.56,86.73,72.11,271.86,3.87,32,2.88,2.56,2.88,9.62,9.62,2.56,72.11,22.04,96.15,43.7,14.57,8.84,19.23,9.62,0,10.41,48.08,2.88,7.2,48.17,11,6,19.57,7,13,9.63,18,7,26,26,5.6,67,12.55,11.56,1,78,67,29

73,18:00-18:15,100.17,3.99,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,1.63,86.73,72.11,271.86,4.11,32,2.88,1.63,2.88,9.62,9.62,1.63,72.11,22.04,96.15,43.7,14.57,9.2,19.23,9.62,0,10.41,48.08,2.88,7.2,33.79,10,5,13.68,5,8,6.76,7,3,23.5,23.5,0,67,0,6.14,0,70.5,67,29

74,18:15-18:30,100.17,3.99,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0.91,86.73,72.11,271.86,4.11,32,2.88,0.91,2.88,9.62,9.62,0.91,72.11,22.04,96.15,43.7,14.57,9.2,19.23,9.62,0,10.41,48.08,2.88,7.2,22.13,5,2,9.24,3,5,4.43,4,1,24,24,0,67,0,3.08,0,72,67,29

75,18:30-18:45,100.17,4.44,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0.06,86.73,72.11,271.86,4.11,32,2.88,0.06,2.88,9.62,9.62,0.06,72.11,22.04,96.15,43.7,14.57,9.2,19.23,9.62,0,10.41,48.08,2.88,7.2,13.23,3,1,5.71,1,2,2.65,1,0,24.67,24.67,0,67,0,0,0,73.99,67,29

76,18:45-19:00,100.17,4.44,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0.02,86.73,72.11,271.86,4.11,32,2.88,0.02,2.88,9.62,9.62,0.02,72.11,22.04,96.15,43.7,14.57,9.2,19.23,9.62,0,10.41,48.08,2.88,7.2,6.37,0,0,2.77,1,1,1.27,0,0,24.83,24.83,0,67,0,0,0,74.51,67,29.33

77,19:00-19:15,100.17,4.44,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.27,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.57,19.23,9.62,0,10.41,48.08,2.88,9.8,0.02,0,0,0.02,0,0,0,0,0,24.5,24.5,0,67,0,0,0,73.5,67,29.67

78,19:15-19:30,100.17,4.44,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.27,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.57,19.23,9.62,0,10.41,48.08,2.88,8.6,0,0,0,0,0,0,0,0,0,24.5,24.5,0,67,0,0,0,73.5,67,29.67

79,19:30-19:45,100.17,4.44,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.27,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.57,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28.33,28.33,0,67,0,0,0,85.01,67,30

80,19:45-20:00,100.17,4.44,30.78,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.27,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.57,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28,28,0,67,0,0,0,84,67,30

81,20:00-20:15,100.17,4.6,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,2.33,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.94,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28,28,0,67,0,0,0,84,67,30

82,20:15-20:30,100.17,4.6,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.94,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28,28,0,67,0,0,0,84,67,30

83,20:30-20:45,100.17,4.6,31.29,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.94,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28,28,0,67,0,0,0,84,67,29.67

84,20:45-21:00,100.17,4.6,30.78,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,9.94,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.83,27.83,0,67,0,0,0,83.51,67,28.67

85,21:00-21:15,100.17,4.6,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.5,27.5,0,66.67,0,0,0,82.5,66.66,27.67

86,21:15-21:30,100.17,4.6,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.83,27.83,0,66.33,0,0,0,83.51,66.34,27

87,21:30-21:45,100.17,4.6,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28.33,28.33,0,66,0,0,0,85.01,66,26

88,21:45-22:00,100.17,4.6,29.77,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,3.87,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28.67,28.67,0,66,0,0,0,85.99,66,26

89,22:00-22:15,100.17,4.3,30.78,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28.67,28.67,0,65.33,0,0,0,85.99,65.34,26

90,22:15-22:30,100.17,4.3,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28.67,28.67,0,64.67,0,0,0,85.99,64.66,26

91,22:30-22:45,100.17,4.3,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,28,28,0,63.33,0,0,0,84,63.34,26

92,22:45-23:00,100.17,4.3,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.5,27.5,0,61.33,0,0,0,82.5,61.34,26

93,23:00-23:15,100.17,4.14,30.78,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27,27,0,60.67,0,0,0,81,60.66,26.33

94,23:15-23:30,100.17,4.14,30.78,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27,27,0,59.67,0,0,0,81,59.66,26.33

95,23:30-23:45,100.17,4.14,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.17,27.17,0,59.33,0,0,0,81.49,59.34,26

96,23:45-24:00,100.17,4.14,30.28,50,260.18,32,114.97,7.73,0,4.04,1.92,0,86.73,72.11,271.86,4.03,32,2.88,0,2.88,9.62,9.62,0,72.11,22.04,96.15,43.7,14.57,10.12,19.23,9.62,0,10.41,48.08,2.88,6.4,0,0,0,0,0,0,0,0,0,27.5,27.5,0,58.67,0,0,0,82.5,58.66,25.67

