Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,32.016,19.175364,124.384996,130.580717,0,128.849568,8.8389,64.382499,21.90793,27.63898,83.664,0,44.306625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.000987,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,69.553515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.8784,15.00135,348.975

2,00:15-00:30,32.016,19.175364,124.384996,130.580717,0,128.849568,8.8389,64.382499,21.90793,27.63898,83.664,0,44.306625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.000987,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.8784,15.00135,348.975

3,00:30-00:45,32.016,38.350728,124.384996,130.580717,0,128.849568,10.8885,64.382499,21.90793,27.63898,83.664,0,44.306625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.000987,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.8784,15.00135,348.975

4,00:45-01:00,32.016,38.350728,124.384996,130.580717,0,128.849568,10.8885,64.382499,21.90793,27.63898,83.664,0,44.306625,3.094586,5.534085,49.506309,16.783217,6.745515,0,96.000987,42.14808,48.499829,688.415948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.8784,15.00135,348.975

5,01:00-01:15,32.016,38.350728,124.384996,130.580717,0,128.849568,10.8885,64.382499,21.90793,27.63898,83.664,0,44.906625,3.094586,5.534085,49.506309,4.272092,6.745515,0,96.000987,28.09872,48.499829,688.715948,59.175403,422.443785,8.340651,39.195646,10.211652,179.962454,68.158761,34.831253,43.536137,6.5208,0,52.397528,0,0,0,84.186452,0,0,0,68.215948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,9.849,15.00135,348.975

