Block,Time,KKNP,KOLDAM,KUDGI,NLCTS2EXP,PARBATI3,SALAL,SIMHST2,DADRI_CRF,CHAMERA1,DULHASTI,KHSTPP-I,NNTPP,SIMHST1,SINGRAULI_HYDRO,URI2,VALLURNTECL,ANTA_GF,BSIUL,KHSTPP-II,KKNPPU2,NJPC,NLCEXP,PARBATI2,RAPPC,RIHAND2,TEHRI,TelanganaSTPP,UNCHAHAR2,ANTA_RF,AURY_CRF,DADRI_GF,DADRI_LF,DADRT2,DHAULIGNGA,KISHANGANGA,NLCIIST1,RAPPB,RSTPSU1TO6,TEHRIPSP,UNCHAHAR1,UNCHAHAR4,BRBCL,KOTESHWR,NLCIIST2,TALST2,UNCHAHAR3,URI,DADRI_RF,CHAMERA2,NAPP,RIHAND3,SASAN,SINGRAULI,TANAKPUR,TANDA2,AURY_GF,AURY_LF,FSTPP I & II,JHAJJAR,KGSU3AND4,MAPS,RIHAND1,ANTA_CRF,ANTA_LF,CHAMERA3,KGSU1AND2,NTPL,RAMPUR,RAPPD,RSTPSU7,SEWA2,TALA,AURY_RF
55,13:30-13:45,0,8.63,0,0,37.92,80.18,0,0,42.15,38.32,45.53,0,0,0,24.95,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,4.35,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.72,80.66

56,13:45-14:00,0,8.63,0,0,37.92,80.18,0,0,42.15,38.32,45.53,0,0,0,24.95,0,0,19.56,98.87,0,0,0,24.64,65.43,125.27,0,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,5.79,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0,32.29,0,18.34,26.72,80.66

57,14:00-14:15,0,8.63,0,0,37.92,80.18,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,23.95,0,24.64,65.43,125.27,0,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,8.7,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,0.77,32.29,0,18.34,26.72,80.66

58,14:15-14:30,0,8.63,0,0,37.92,80.18,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,69.67,0,24.64,65.43,125.27,0,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,8.7,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,2.25,32.29,0,18.34,26.72,80.66

59,14:30-14:45,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,91.44,0,24.64,65.43,125.27,19.05,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,11.59,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,2.95,32.29,0,18.34,27.02,80.66

60,14:45-15:00,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,143.7,0,24.64,65.43,125.27,38.09,0,44.52,49.06,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,10.14,0,0,14.49,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,4.65,32.29,0,18.34,27.02,80.66

61,15:00-15:15,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,38.09,0,44.52,48.55,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,20.29,0,0,14.49,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

62,15:15-15:30,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,57.14,0,44.52,48.55,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,30.43,0,0,17.39,44.16,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

63,15:30-15:45,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,40.58,0,0,20.28,41.95,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

64,15:45-16:00,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,42.46,0,0,0,0,0,21.65,3.23,24.99,40.58,0,0,23.19,41.95,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

65,16:00-16:15,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.05,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,40.58,0,0,26.08,41.95,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

66,16:15-16:30,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.05,0,0,0,689.39,42.46,2.33,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,41.95,104.09,0,24.49,130.84,348.98,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,24.01,80.66

67,16:30-16:45,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.05,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,41.95,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,23.23,80.66

68,16:45-17:00,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,48.05,0,0,0,689.39,42.46,4.65,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,41.95,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.8,667.27,0,0,48.09,0,0,33.95,0,0,5.69,32.29,0,18.34,23.19,80.66

69,17:00-17:15,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,41.95,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,23.14,80.66

70,17:15-17:30,0,8.63,0,0,37.92,84.83,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,41.95,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,22.99,80.66

71,17:30-17:45,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,39.75,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,22.93,80.66

72,17:45-18:00,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,24.64,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,39.75,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,22.84,80.66

73,18:00-18:15,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,31.68,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,48.57,104.09,0,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,23.99,80.66

74,18:15-18:30,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,29.62,0,0,19.56,98.87,0,175.8,0,35.19,65.43,125.27,76.19,0,44.52,47.55,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,48.57,104.09,15.71,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,23.73,80.66

75,18:30-18:45,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,30.4,0,0,19.56,98.87,0,175.8,0,38.01,65.43,125.27,76.19,0,44.52,47.29,0,0,0,689.39,42.46,6.97,0,0,0,0,21.65,3.23,24.99,40.58,0,0,27.38,48.57,104.09,39.74,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,33.95,0,0,5.68,32.29,0,18.34,23.58,80.66

76,18:45-19:00,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,30.4,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,47.29,0,0,0,689.39,44.82,7.18,0,0,0,0,21.65,3.23,24.99,44.63,0,0,27.38,48.57,104.09,49.6,24.49,130.84,337.5,113.75,9.86,5.73,0,0,20.15,667.27,0,0,48.09,0,0,35.69,0,0,5.85,32.29,0,18.34,23.5,81.05

77,19:00-19:15,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,47.29,0,0,0,689.39,44.82,7.18,0,0,0,0,21.65,3.23,24.99,44.63,0,0,27.38,41.95,104.09,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,32.29,0,18.34,23.5,81.05

78,19:15-19:30,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,47.29,0,0,0,689.39,44.82,7.18,0,0,0,0,21.65,3.23,24.99,44.63,0,0,27.38,41.95,104.09,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,32.29,0,18.34,23.54,81.05

79,19:30-19:45,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,47.8,0,0,0,689.39,44.82,7.18,0,0,0,0,21.65,3.23,24.99,44.63,0,0,27.38,41.95,104.09,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.04,0,18.34,23.78,81.05

80,19:45-20:00,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,47.8,0,0,0,689.39,44.82,7.18,0,0,0,0,21.65,3.23,24.99,44.63,0,0,27.38,41.95,104.09,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.04,0,18.34,23.93,81.05

81,20:00-20:15,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,44.82,7.18,0,0,0,103.98,21.65,3.23,24.99,44.63,0,0,27.38,41.95,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.04,0,18.34,23.4,81.05

82,20:15-20:30,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,42.23,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,3.23,24.99,44.63,0,0,27.38,41.95,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.04,0,18.34,23.52,81.05

83,20:30-20:45,0,8.63,0,0,38.66,81.34,0,0,42.35,38.45,45.53,0,0,0,31.18,0,0,20.46,98.87,0,177.45,0,55.74,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,2.94,24.99,44.63,0,0,27.38,41.95,106.06,49.6,24.49,130.84,337.5,112.87,1.79,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.04,0,18.34,23.58,81.05

84,20:45-21:00,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,48.55,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,41.95,106.06,47.12,24.49,130.84,337.5,112.87,1.79,5.73,0,0,20.15,474.77,0,0,48.09,0,0,33.95,0,0,5.68,33.04,0,18.34,23.7,81.05

85,21:00-21:15,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,49.31,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,38.64,106.06,47.12,24.49,130.84,337.5,112.87,1.79,5.73,0,0,20.15,474.77,0,0,48.09,0,0,33.95,0,0,5.68,33.04,0,18.34,23.85,81.05

86,21:15-21:30,0,8.63,0,0,37.92,81.34,0,0,42.15,38.32,45.53,0,0,0,31.18,0,0,19.56,98.87,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,49.31,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,38.64,106.06,47.12,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.87,0,0,48.09,0,0,33.95,0,0,5.68,33.04,0,18.34,23.93,81.05

87,21:30-21:45,0,8.63,0,0,57.98,81.34,0,0,42.35,38.45,45.53,0,0,0,28.06,0,0,20.46,98.87,0,177.45,0,55.74,65.43,125.27,76.19,0,44.52,50.08,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,2.94,24.99,44.63,0,0,27.38,38.64,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.87,0,0,48.09,0,0,35.69,0,0,5.85,33.61,0,18.34,24.08,81.05

88,21:45-22:00,0,8.63,0,0,57.98,81.34,0,0,42.35,38.45,45.53,0,0,0,28.06,0,0,20.46,98.87,0,177.45,0,55.74,65.43,125.27,76.19,0,44.52,50.08,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,2.94,24.99,44.63,0,0,27.38,38.64,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.87,0,0,48.09,0,0,35.69,0,0,5.85,33.61,0,18.34,24.23,81.05

89,22:00-22:15,0,8.63,0,0,57.98,81.34,0,0,42.35,38.45,45.53,0,0,0,28.06,0,0,20.46,49.43,0,177.45,0,55.74,65.43,125.27,76.19,0,44.52,50.58,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,2.94,24.99,44.63,0,0,27.38,38.64,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.61,0,18.34,24.81,81.05

90,22:15-22:30,0,8.63,0,0,57.98,81.34,0,0,42.35,38.45,45.53,0,0,0,28.06,0,0,20.46,49.43,0,177.45,0,55.74,65.43,125.27,76.19,0,44.52,50.58,0,0,0,689.39,44.82,7.18,0,0,0,192.57,21.65,2.94,24.99,44.63,0,0,27.38,38.64,106.06,49.6,24.49,130.84,337.5,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,35.69,0,0,5.85,33.61,0,18.34,24.96,81.05

91,22:30-22:45,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,50.83,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,38.64,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,33.95,0,0,5.68,33.61,0,18.34,25.11,81.57

92,22:45-23:00,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,50.83,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,38.64,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,474.77,0,0,48.09,0,0,33.95,0,0,5.68,33.61,0,18.34,25.19,81.57

93,23:00-23:15,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,41.95,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,474.87,0,0,48.09,0,0,33.95,0,0,5.68,33.61,0,18.34,25.19,81.57

94,23:15-23:30,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,51.59,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,41.95,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,474.87,0,0,48.09,0,0,33.95,0,0,5.68,33.61,0,18.34,25.19,81.57

95,23:30-23:45,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,51.84,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,41.95,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,515.37,0,0,48.09,0,0,33.95,0,0,5.68,33.7,0,18.34,25.19,81.57

96,23:45-24:00,0,8.63,0,0,57.24,81.34,0,0,42.15,38.32,45.53,0,0,0,28.06,0,0,19.56,49.43,0,175.8,0,49.27,65.43,125.27,76.19,0,44.52,51.84,0,0,0,689.39,42.46,6.97,0,0,0,192.57,21.65,2.94,24.99,43.96,0,0,27.38,41.95,106.06,47.12,24.49,130.84,326.25,112.87,9.86,5.73,0,0,20.15,664.17,0,0,48.09,0,0,33.95,0,0,5.68,33.7,0,18.34,25.19,81.57

