Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,SR/01102023/07102043/L_NR_2018_61,NR/23032024/30032024/HP-64,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_07,SR/01032024/31032024/SJVN010324NR1590,WR/16032024/31032024/TPDDL/PMG/MSEDCL/Banking/12112023,NR/01102023/19072037/LT-05,NR/23032024/30032024/HP-60,NR/23032024/30032024/HP-57,SR/16032024/31032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01032024/31032024/NVVN/OA/16997,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01032024/31032024/SJVN010324NR1588
64,15:45-16:00,112.170000,1.770000,2.100000,53.180000,0.000000,48.35,12.6,0.000000,0.000000,33.840000,10.64,96.700000,35.260000,0.000000,0.000000,48.35,10.510000,26.100000,10.510000,10.770000,23.210000,2.230000,48.350000,26.100000,209.970000,158.28,31.7,58,32,7.5,0,32.34,7.5,32.33,15.33,31.66,6.66,15.33,32.33,0,0,63,137,84.999288,22.5,61.57,0

65,16:00-16:15,112.170000,1.860000,2.100000,53.180000,0.000000,48.35,11.41,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,7.540000,26.100000,7.540000,7.740000,23.210000,1.850000,48.350000,26.100000,209.970000,151.83,27.9,52,28,7.5,28.97,32.34,7.5,32.33,15.67,30.36,6.66,15.67,32.33,0,0,56,123,74.732028,22.5,56.23,24.14

66,16:15-16:30,112.170000,1.860000,2.100000,53.180000,0.000000,48.35,10.41,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,6.780000,26.100000,6.780000,6.950000,24.180000,1.850000,48.350000,26.100000,209.970000,129.91,24.5,45,25,7.66,28.97,32.34,7.67,32.33,16,25.98,7.34,16,32.33,0,0,49,105,65.184936,23,50.77,24.14

67,16:30-16:45,143.450000,1.860000,2.100000,53.180000,0.000000,48.35,9.81,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,5.730000,26.100000,5.730000,5.870000,25.140000,2.000000,48.350000,26.100000,209.970000,96.13,20.8,37,20,8.16,28.97,32.34,8.17,32.33,16.67,19.23,8,16.67,32.33,0,0,40,88,55.452936,24.5,39.49,24.14

68,16:45-17:00,143.450000,1.860000,2.100000,53.180000,0.000000,48.35,9.21,0.000000,0.000000,33.840000,6.29,96.700000,35.260000,0.000000,0.000000,48.35,5.060000,26.100000,5.060000,5.190000,26.110000,2.000000,48.350000,26.100000,209.970000,83.33,17,30,17,9.16,22.69,32.34,9.17,32.33,17.67,16.67,8.66,17.67,32.33,0,0,33,70,45.195408,27.5,33.97,24.14

69,17:00-17:15,143.450000,1.860000,1.170000,53.180000,0.000000,48.35,9.01,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,4.060000,26.100000,4.060000,4.150000,27.080000,2.000000,48.350000,26.100000,209.970000,71.13,14,24,12,10,0,25.01,10,33,16.67,14.23,10,16.67,22.38,0,0,25,56,34.431816,30,28.36,0

70,17:15-17:30,143.450000,1.860000,1.170000,53.180000,0.000000,48.35,8.81,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,2.980000,26.100000,2.980000,3.060000,27.080000,2.000000,48.350000,26.100000,209.970000,60.1,11,18,8,11.66,0,16.83,11.67,28,16.67,12.02,11,16.67,15.49,0,0,16,42,23.950452,35,22.7,0

71,17:30-17:45,191.800000,1.860000,1.870000,53.180000,0.000000,48.35,12.2,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,2.150000,26.100000,2.150000,2.200000,27.080000,2.000000,48.350000,26.100000,209.970000,48.5,9,13,5,13.5,0,9.41,13.5,15,16.67,9.7,12.34,16.67,8.54,0,0,10,32,14.880228,40.5,16.87,0

72,17:45-18:00,203.630000,1.860000,1.870000,53.180000,0.000000,48.35,11.88,0.000000,0.000000,33.840000,0,96.700000,35.260000,0.000000,0.000000,48.35,1.390000,26.100000,1.390000,1.430000,28.040000,2.000000,48.350000,26.100000,209.970000,33.54,6,7,4,14.34,0,3.84,14.33,6,17.33,6.71,14.34,17.33,3.42,0,0,9,18,8.17488,43,11.5,0

73,18:00-18:15,203.630000,1.860000,1.870000,53.180000,0.000000,96.70,15.13,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.780000,26.100000,0.780000,0.800000,28.040000,2.160000,48.350000,26.100000,209.970000,23.05,4,3,1,14.16,0,0,14.17,0,18.33,4.61,13.34,18.33,0,0,0,3,7,4.3794,42.5,6.96,0

74,18:15-18:30,203.630000,1.860000,1.870000,53.180000,0.000000,96.70,15.01,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.340000,26.100000,0.340000,0.350000,28.040000,2.160000,48.350000,26.100000,209.970000,13.5,3,1,0,13.84,0,0,13.83,0,20,2.7,13.34,20,0,0,0,0,1,1.41114,41.5,3.48,0

75,18:30-18:45,205.880000,1.860000,1.870000,53.180000,0.000000,96.70,14.88,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.040000,26.100000,0.040000,0.040000,29.010000,2.310000,48.350000,26.100000,209.970000,5.61,2,0,0,13.5,0,0,13.5,0,22.67,1.12,13.66,22.67,0,0,0,0,1,0,40.5,1.06,0

76,18:45-19:00,205.880000,1.860000,1.870000,53.180000,0.000000,96.70,14.53,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,29.010000,2.310000,48.350000,26.100000,209.970000,1.34,1,0,0,13.34,0,0,13.33,0,26.67,0.27,14,26.67,0,0,0,0,0,0,40,0.53,0

77,19:00-19:15,205.880000,1.860000,2.020000,53.180000,0.000000,96.70,14.01,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,28.040000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,17.66,0,0,17.67,0,44.67,0,16.66,44.67,0,0,0,0,0,0,53,0,0

78,19:15-19:30,205.880000,1.860000,2.020000,72.340000,0.000000,96.70,13.96,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,28.040000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,18,0,0,18,0,46,0,16.66,46,0,0,0,0,0,0,54,0,0

79,19:30-19:45,205.880000,1.860000,2.020000,72.340000,0.000000,96.70,11.16,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,28.040000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,18.34,0,0,18.33,0,46.67,0,16.66,46.67,0,0,0,0,0,0,55,0,0

80,19:45-20:00,205.880000,1.860000,2.020000,72.340000,0.000000,96.70,11.12,0.000000,0.000000,57.650000,0,96.700000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,18.66,0,0,18.67,0,47,0,16.66,47,0,0,0,0,0,0,56,0,0

81,20:00-20:15,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,11.07,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,19,0,0,19,0,46.33,0,16.34,46.33,0,0,0,0,0,0,57,0,0

82,20:15-20:30,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,11.03,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,19.34,0,0,19.33,0,46.67,0,16,46.67,0,0,0,0,0,0,58,0,0

83,20:30-20:45,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,10.96,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,19.84,0,0,19.83,0,45.67,0,16,45.67,0,0,0,0,0,0,59.5,0,0

84,20:45-21:00,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,10.87,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.470000,48.350000,26.100000,209.970000,0,0,0,0,20.34,0,0,20.33,0,44.67,0,15.66,44.67,0,0,0,0,0,0,61,0,0

85,21:00-21:15,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,10.72,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.530000,48.350000,26.100000,209.970000,0,0,0,0,21.5,0,0,21.5,0,45,0,15,45,0,0,0,0,0,0,64.5,0,0

86,21:15-21:30,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,10.52,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.530000,48.350000,26.100000,209.970000,0,0,0,0,23.16,0,0,23.17,0,45.67,0,14.34,45.67,0,0,0,0,0,0,69.5,0,0

87,21:30-21:45,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,13.02,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.690000,48.350000,26.100000,209.970000,0,0,0,0,23.34,0,0,23.33,0,46,0,14.34,46,0,0,0,0,0,0,70,0,0

88,21:45-22:00,170.260000,1.770000,2.490000,53.180000,0.000000,96.70,13.12,0.000000,0.000000,57.650000,0,193.400000,35.260000,0.000000,0.000000,48.35,0.000000,26.100000,0.000000,0.000000,27.080000,2.690000,48.350000,26.100000,209.970000,0,0,0,0,23.16,0,0,23.17,0,46.67,0,13.66,46.67,0,0,0,0,0,0,69.5,0,0

89,22:00-22:15,205.880000,1.720000,2.960000,72.340000,0.000000,96.70,12.97,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.690000,48.350000,26.100000,209.970000,0,0,0,0,22.66,0,0,22.67,0,46.67,0,13.66,46.67,0,0,0,0,0,0,68,0,0

90,22:15-22:30,205.880000,1.720000,2.960000,72.340000,0.000000,96.70,12.7,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,22.34,0,0,22.33,0,46.33,0,13.34,46.33,0,0,0,0,0,0,67,0,0

91,22:30-22:45,205.880000,1.720000,2.960000,72.340000,0.000000,96.70,12.23,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,22,0,0,22,0,45.67,0,13,45.67,0,0,0,0,0,0,66,0,0

92,22:45-23:00,205.880000,1.720000,2.960000,53.180000,0.000000,96.70,11.71,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,21.5,0,0,21.5,0,45.33,0,12.34,45.33,0,0,0,0,0,0,64.5,0,0

93,23:00-23:15,205.880000,1.720000,2.960000,53.180000,0.000000,96.70,11.09,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,21.16,0,0,21.17,0,46.33,0,12,46.33,0,0,0,0,0,0,63.5,0,0

94,23:15-23:30,205.880000,1.720000,2.960000,53.180000,0.000000,96.70,10.39,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,20.66,0,0,20.67,0,47,0,11.66,47,0,0,0,0,0,0,62,0,0

95,23:30-23:45,205.880000,1.720000,2.960000,77.360000,0.000000,96.70,9.81,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,20.34,0,0,20.33,0,47,0,12.66,47,0,0,0,0,0,0,61,0,0

96,23:45-24:00,205.880000,1.720000,2.960000,100.200000,0.000000,96.70,9.26,29.590000,7.300000,57.650000,0,193.400000,35.260000,74.210000,173.290000,48.35,0.000000,26.100000,0.000000,0.000000,26.110000,2.610000,48.350000,26.100000,209.970000,0,0,0,0,20.84,0,0,20.83,0,47,0,12.66,47,0,0,0,0,0,0,62.5,0,0

