Block,Time,CHAMERA1,CHAMERA2,BSIUL,UNCHAHAR4,URI2,SEWA2,SINGRAULI,TANAKPUR,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,SINGRAULI_HYDRO,URI,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,RIHAND1,RIHAND2,SALAL,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
9,02:00-02:15,28.09872,43.63516,19.6614,1.427606,35.652699,11.475891,144.026761,8.967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,52.992,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

10,02:15-02:30,28.09872,43.63516,19.6614,1.427606,35.652699,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,52.992,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

11,02:30-02:45,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283947,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

12,02:45-03:00,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

13,03:00-03:15,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,16.667714,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

14,03:15-03:30,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,16.667714,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

15,03:30-03:45,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,16.667714,0,0,37.321136,0,0,0,70.283948,0,0,0,88.779044,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

16,03:45-04:00,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,18.370152,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,16.667714,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

17,04:00-04:15,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,18.370152,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,88.779045,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

18,04:15-04:30,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,9.185076,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,88.779045,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

19,04:30-04:45,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,6.944881,0,0,37.321136,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,3,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

20,04:45-05:00,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,11.11181,0,0,37.321136,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,3,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

21,05:00-05:15,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,52.992,8.712863,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321137,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,3,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

22,05:15-05:30,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,52.992,8.712863,44.150584,63.474131,1.22256,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321136,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,3,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

23,05:30-05:45,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,75.759446,1.462832,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321136,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,2.88,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

24,05:45-06:00,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,92.139867,1.773772,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321137,0,0,0,71.485382,0,0,0,88.779045,0,0,3.03,2.38,2.88,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.023038,0,0,0,0.010227,0,0.010387

25,06:00-06:15,37.92,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,92.139867,1.773772,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321136,0,0,0,73.888252,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

26,06:15-06:30,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,92.139867,1.773772,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,54.170072,0,0,37.321136,0,0,0,73.888252,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

27,06:30-06:45,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,122.853156,2.367385,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,8.333857,0,0,37.321136,0,0,0,72.686818,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

28,06:45-07:00,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,122.853156,2.367385,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,72.686818,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.44,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

29,07:00-07:15,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,122.853156,2.367385,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,72.686818,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

30,07:15-07:30,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,0.8967,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,122.853156,2.367385,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,72.686818,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

31,07:30-07:45,42.14808,43.63516,19.6614,1.427606,34.775994,17.179062,144.026761,1.6653,2.525983,0,43.545976,26.963602,20.904656,1.095647,50.784,8.712863,44.150584,122.853156,2.367385,61.195512,94.319982,120.694688,84.826,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,72.686818,0,0,0,88.779045,0,0,3.03,2.38,1.89,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.86,20.0018,17.236,0,147.515625,43.704,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,303.75,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022853,0,0,0,0.010227,0,0.010387

