Block,Time,CHAMERA1,CHAMERA2,BSIUL,UNCHAHAR4,URI2,SEWA2,SINGRAULI,TANAKPUR,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,SINGRAULI_HYDRO,URI,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,RIHAND1,RIHAND2,SALAL,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
1,00:00-00:15,42.14808,43.63516,19.6614,1.427606,35.652699,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,53.452,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,4.255859,0,37.321136,0,0,0,70.283947,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022481,0,0,0,0.010228,0,0.010387

2,00:15-00:30,42.14808,43.63516,19.6614,1.427606,35.652699,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,53.452,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,4.255859,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022483,0,0,0,0.010227,0,0.010387

3,00:30-00:45,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,3.191894,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022482,0,0,0,0.010227,0,0.010387

4,00:45-01:00,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,0.8967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,50.784,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,2.12793,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022482,0,0,0,0.010227,0,0.010387

5,01:00-01:15,42.14808,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,8.967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,37.536,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,2.020458,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022668,0,0,0,0.010227,0,0.010387

6,01:15-01:30,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,8.967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,37.536,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,1.063965,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,360.225,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022668,0,0,0,0.010227,0,0.010387

7,01:30-01:45,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,8.967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,37.536,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,343.125,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022668,0,0,0,0.010227,0,0.010387

8,01:45-02:00,28.09872,43.63516,19.6614,1.427606,34.775994,11.475891,144.026761,8.967,2.525983,27.555228,43.545976,26.963602,20.904656,1.095647,37.536,9.031626,44.150584,71.664341,1.385097,61.195512,94.319982,120.694688,66.234,689.353782,19.830271,503.902592,2.551477,53.905351,0,126.520838,31.709734,3.889133,0,0,37.321136,0,0,0,70.283948,0,0,0,86.346742,0,0,3.03,2.38,3.42,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,17.236,0,147.515625,43.704,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,326.25,4.2939,3.542468,2.969334,1.341844,0.819241,0,0,0.022668,0,0,0,0.010227,0,0.010387

