Block,Time,CHAMERA2,DADRT2,KHSTPP-I,NLCIIST1,NLCIIST2,NTPL,PARBATI3,SALAL,SEWA2,UNCHAHAR2,ANTA_GF,AURY_GF,AURY_RF,BSIUL,DULHASTI,KGSU3AND4,KISHANGANGA,KOTESHWR,NAPP,NLCTS2EXP,RAPPB,RIHAND3,TALA,TelanganaSTPP,UNCHAHAR3,UNCHAHAR4,URI,ANTA_CRF,AURY_CRF,DADRI_LF,DADRI_RF,BRBCL,FSTPP I & II,MAPS,VALLURNTECL,CHAMERA3,KGSU1AND2,KKNPPU2,KOLDAM,KUDGI,SIMHST2,TANDA2,ANTA_RF,AURY_LF,DADRI_CRF,NLCEXP,NNTPP,RAPPC,RSTPSU1TO6,SASAN,SIMHST1,UNCHAHAR1,URI2,DADRI_GF,DHAULIGNGA,RAPPD,RIHAND2,SINGRAULI_HYDRO,TALST2,TEHRI,JHAJJAR,KKNP,NJPC,RAMPUR,TEHRIPSP,CHAMERA1,KHSTPP-II,PARBATI2,RIHAND1,RSTPSU7,SINGRAULI,TANAKPUR,ANTA_LF
9,02:00-02:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.34,0,0,0,0,65.76,0,337.5,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,13.11,0

10,02:15-02:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.34,0,0,0,0,65.76,0,337.5,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,13.11,0

11,02:30-02:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.47,0,0,0,0,65.76,0,337.5,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,13.11,0

12,02:45-03:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.47,0,0,0,0,65.76,0,337.5,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,13.11,0

13,03:00-03:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.43,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

14,03:15-03:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.43,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

15,03:30-03:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,3.31,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.43,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

16,03:45-04:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,3.31,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.55,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

17,04:00-04:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,3.31,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.55,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

18,04:15-04:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,13.78,0,27.38,3.23,3.31,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.55,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

19,04:30-04:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,7.88,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.55,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

20,04:45-05:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,7.74,0,27.38,3.23,39.75,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.55,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

21,05:00-05:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,7.5,0,27.38,3.23,39.75,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.04,0,0,0,0,65.76,0,270,0,21.65,37.41,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

22,05:15-05:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,7.15,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.04,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

23,05:30-05:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,6.68,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.04,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

24,05:45-06:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,6.37,0,27.38,3.23,17.67,0,0,0,105.4,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,52.04,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

25,06:00-06:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,6.06,0,27.38,1.53,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.79,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

26,06:15-06:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,6.97,45.08,24.23,0,0,130.84,5.9,0,27.38,1.53,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

27,06:30-06:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,81.18,0,38.32,0,4.64,45.08,24.23,0,0,130.84,11.27,0,27.38,1.53,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

28,06:45-07:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.64,45.08,24.23,0,0,130.84,10.96,0,27.38,1.53,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

29,07:00-07:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.64,45.08,24.23,0,0,130.84,5.2,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

30,07:15-07:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.64,45.08,24.23,0,0,130.84,5.06,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

31,07:30-07:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.64,45.08,24.23,0,0,130.84,5.43,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

32,07:45-08:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.64,45.08,24.23,0,0,130.84,5.43,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.7,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

33,08:00-08:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,11.31,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.45,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

34,08:15-08:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,11.31,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.45,0,0,0,0,65.76,0,270,0,21.65,31.18,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

35,08:30-08:45,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,12.21,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.45,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

36,08:45-09:00,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,12.21,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.58,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

37,09:00-09:15,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,12.35,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.2,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

38,09:15-09:30,0,689.39,45.53,0,0,0,40.15,69.72,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,12.64,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.2,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

39,09:30-09:45,0,689.39,45.53,0,0,0,40.15,68.56,19.02,44.52,0,0,80.79,0,38.32,0,4.65,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.2,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

40,09:45-10:00,0,689.39,45.53,0,0,0,40.15,68.56,19.02,44.52,0,0,80.79,0,38.32,0,2.33,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,51.2,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

41,10:00-10:15,0,689.39,45.53,0,0,0,0,68.56,19.02,44.52,0,0,80.53,0,38.32,0,0.64,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.69,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

42,10:15-10:30,0,689.39,45.53,0,0,0,0,68.56,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,39.75,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.69,0,0,0,0,65.76,0,270,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,11.91,0

43,10:30-10:45,0,689.39,45.53,0,0,0,0,68.56,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.44,0,0,0,0,65.76,0,292.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

44,10:45-11:00,0,689.39,45.53,0,0,0,0,68.56,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,50.44,0,0,0,0,65.76,0,315,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

45,11:00-11:15,0,689.39,45.53,0,0,0,0,66.23,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.94,0,0,0,0,65.76,0,337.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

46,11:15-11:30,0,689.39,45.53,0,0,0,0,66.23,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.94,0,0,0,0,65.76,0,360,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

47,11:30-11:45,0,689.39,45.53,0,0,0,0,63.92,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.94,0,0,0,0,65.76,0,382.5,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

48,11:45-12:00,0,689.39,45.53,0,0,0,0,63.92,19.02,44.52,0,0,80.53,0,38.32,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,22.08,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.94,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

49,12:00-12:15,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.53,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.6,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

50,12:15-12:30,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,17.67,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.73,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

51,12:30-12:45,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,13.25,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.73,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

52,12:45-13:00,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,13.25,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.73,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

53,13:00-13:15,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

54,13:15-13:30,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,49.48,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,42.15,148.3,25.69,48.09,0,113.75,9.86,0

55,13:30-13:45,0,689.39,45.53,0,0,0,0,0,19.02,44.52,0,0,80.27,0,0,0,0,45.08,24.23,0,0,130.84,9.64,0,27.38,3.23,15.45,0,0,0,103.43,18.75,20.15,0,0,0,0,0,8.63,0,0,5.73,48.96,0,0,0,0,65.76,0,393.75,0,21.65,33.52,0,42.46,39.04,125.27,0,0,82.36,667.27,0,175.8,5.68,103.98,28.1,98.87,25.69,48.09,0,113.75,9.86,0

