Block,Time,NLCTS2EXP,RSTPSU7,SIMHST1,URI,VALLURNTECL,ANTA_GF,BRBCL,BSIUL,CHAMERA2,JHAJJAR,KHSTPP-I,RIHAND1,SINGRAULI,UNCHAHAR1,UNCHAHAR4,CHAMERA1,DULHASTI,KGSU1AND2,KISHANGANGA,NLCEXP,NLCIIST1,NNTPP,RSTPSU1TO6,TALA,URI2,ANTA_LF,AURY_RF,DADRI_GF,KHSTPP-II,PARBATI3,RIHAND2,UNCHAHAR2,AURY_GF,DADRI_RF,KGSU3AND4,KKNPPU2,KOLDAM,KUDGI,SALAL,SASAN,SINGRAULI_HYDRO,CHAMERA3,DADRT2,DHAULIGNGA,KKNP,NAPP,NTPL,RAMPUR,RAPPC,TALST2,TANAKPUR,DADRI_CRF,NJPC,RIHAND3,SEWA2,SIMHST2,TANDA2,TEHRI,TelanganaSTPP,UNCHAHAR3,ANTA_CRF,FSTPP I & II,KOTESHWR,MAPS,NLCIIST2,RAPPB,ANTA_RF,AURY_CRF,AURY_LF,DADRI_LF
14,03:15-03:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,26.73,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

15,03:30-03:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,26.73,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

16,03:45-04:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,26.73,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

17,04:00-04:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

18,04:15-04:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

19,04:30-04:45,0,0,0,36.43,0,0,20,13.04,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

20,04:45-05:00,0,0,0,36.43,0,0,20,13.04,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

21,05:00-05:15,0,0,0,36.43,0,0,20,13.04,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,682.79,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,43.89,0,0,0

22,05:15-05:30,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,682.79,0,0,20.4,0,0,26.01,0,0,0,19.88,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.89,0,0,0

23,05:30-05:45,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,682.79,9.14,0,20.4,0,0,26.01,0,0,0,43.56,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.89,0,0,0

24,05:45-06:00,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,13.99,16.48,0,0,0,0,0,0,0,20.18,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,682.79,9.14,0,20.4,0,0,26.01,0,0,0,70.17,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.89,0,0,0

25,06:00-06:15,0,0,0,36.43,0,0,20,13.04,13.17,434.65,45.53,92,139.69,20.85,0,13.99,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,3.82,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,9.68,682.79,9.14,0,20.4,0,0,26.01,0,0,0,70.17,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.89,0,0,0

26,06:15-06:30,0,0,0,36.43,0,0,20,13.04,26.34,434.65,45.53,92,139.69,20.85,0,28.05,32.96,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,19.35,682.79,18.27,0,20.4,0,0,26.01,0,0,0,93.56,62.16,10.53,0,0,47.63,0,26.4,0,18.2,17.75,0,0,0,43.89,0,0,0

27,06:30-06:45,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0,0,116.95,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,43.89,0,0,0

28,06:45-07:00,0,0,0,36.43,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,43.89,0,0,0

29,07:00-07:15,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,43.89,0,0,0

30,07:15-07:30,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,345.38,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,0,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,43.89,0,0,0

31,07:30-07:45,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,16.54,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,5.76,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,43.89,0,0,0

32,07:45-08:00,0,0,0,39.75,0,0,20,19.56,39.51,434.65,45.53,92,139.69,20.85,0,42.15,49.43,0,0,0,0,0,0,0,31.9,0,69.51,0,148.3,3.57,118.76,42.39,0,59.73,0,0,0,0,15.11,339.75,0.77,29.06,682.79,27.41,0,20.4,0,0,26.01,0,5.76,0,140.35,62.16,15.81,0,0,47.63,0,26.4,0,18.2,39.05,0,0,0,44.1,0,0,0

33,08:00-08:15,0,0,0,36.43,0,0,20,6.52,39.51,434.65,45.53,92,139.69,20.85,0,42.15,32.96,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,19.35,682.79,18.27,0,20.4,0,0,26.01,0,5.76,0,116.95,62.16,10.53,0,0,47.63,0,26.4,0,18.2,17.75,0,0,0,44.52,0,0,0

34,08:15-08:30,0,0,0,36.43,0,0,20,6.52,26.34,434.65,45.53,92,139.69,20.85,0,28.1,16.48,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,9.68,683.14,18.27,0,20.4,0,0,26.01,0,5.76,0,93.56,62.16,10.53,0,0,47.63,0,26.4,0,18.2,8.87,0,0,0,44.42,0,0,0

35,08:30-08:45,0,0,0,36.43,0,0,20,6.52,26.34,434.65,45.53,92,139.69,20.85,0,28.1,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,0,683.14,9.14,0,20.4,0,0,26.01,0,5.76,0,70.17,62.16,10.53,0,0,47.63,0,26.4,0,18.2,8.87,0,0,0,44.42,0,0,0

36,08:45-09:00,0,0,0,36.43,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,13.99,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,0,683.14,9.14,0,20.4,0,0,26.01,0,5.76,0,43.56,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,44.42,0,0,0

37,09:00-09:15,0,0,0,39.75,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,15.11,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,19.8,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,44.21,0,0,0

38,09:15-09:30,0,0,0,39.75,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,19.8,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.99,0,0,0

39,09:30-09:45,0,0,0,39.75,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

40,09:45-10:00,0,0,0,39.75,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.57,0,0,0

41,10:00-10:15,0,0,0,36.43,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,35.72,0,26.4,0,18.2,8.87,0,0,0,43.47,0,0,0

42,10:15-10:30,0,0,0,36.43,0,0,20,6.52,13.17,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,21.53,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,43.26,0,0,0

43,10:30-10:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,2.33,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,43.05,0,0,0

44,10:45-11:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,2.33,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.84,0,0,0

45,11:00-11:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.73,0,0,0

46,11:15-11:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

47,11:30-11:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.52,0,0,0

48,11:45-12:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

49,12:00-12:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42.21,0,0,0

50,12:15-12:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,24.21,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,42,0,0,0

51,12:30-12:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

52,12:45-13:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

53,13:00-13:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

54,13:15-13:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

55,13:30-13:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

56,13:45-14:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

57,14:00-14:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,0,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

58,14:15-14:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,0,0,0,0,0,0,0,0,29.6,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

59,14:30-14:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,11.91,0,26.4,0,18.2,8.87,0,0,0,41.37,0,0,0

60,14:45-15:00,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,28.25,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,13.36,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

61,15:00-15:15,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

62,15:15-15:30,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

63,15:30-15:45,0,0,0,36.43,0,0,20,6.52,0,434.65,45.53,92,139.69,20.85,0,0,16.48,0,0,0,0,0,0,0,26.9,0,69.51,0,148.3,0,118.76,42.39,0,59.73,0,0,0,0,69.72,339.75,0.77,0,683.14,0,0,20.4,0,0,26.01,0,0,0,0,62.16,10.53,0,0,23.82,0,26.4,0,18.2,8.87,0,0,0,40.95,0,0,0

