Block,Time,AURY_GF,TANDA2,NAPP,DADRI_LF,ANTA_RF,CHAMERA1,ANTA_CRF,KOLDAM,DADRI_GF,DADRI_RF,JHAJJAR,UNCHAHAR4,RIHAND1,DHAULIGNGA,RIHAND3,TEHRI,TANAKPUR,RAPPB,UNCHAHAR1,BSIUL,AURY_LF,KOTESHWR,RAPPC,SINGRAULI_HYDRO,URI2,KISHANGANGA,AURY_CRF,AURY_RF,SALAL,RAMPUR,DADRI_CRF,RIHAND2,ANTA_GF,UNCHAHAR2,CHAMERA3,UNCHAHAR3,NJPC,URI,CHAMERA2,SEWA2,ANTA_LF,SINGRAULI,DADRT2,PARBATI3,DULHASTI,KUDGI,TALA,BRBCL,FSTPP I & II,SASAN,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,344.129198,0.000000,88.743200,35.296354,119.287861,37.130348,10.750178,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,79.579500,662.467947,0.000000,15.841047,43.41,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

2,00:15-00:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,322.808309,0.000000,88.743200,35.296354,119.287861,24.307920,10.750178,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,79.579500,631.274850,0.000000,15.841047,43.41,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

3,00:30-00:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,322.808309,0.000000,88.743200,35.296354,119.287861,18.230940,10.750178,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,575.053586,0.000000,15.841047,43.41,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

4,00:45-01:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,322.808309,0.000000,88.743200,35.296354,119.287861,12.457809,10.750178,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,544.460850,0.000000,15.841047,43.41,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

5,01:00-01:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,322.808309,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,457.646850,0.000000,15.841047,38.58,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

6,01:15-01:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,322.808309,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,19.277531,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,25.455890,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,380.478850,0.000000,15.841047,38.58,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,318.539954,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,15.961846,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,40.889490,0.000000,19.730928,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,303.310850,0.000000,15.841047,38.58,26.941278,12.721145,17.423956,402.599925,142.293572,31.032147,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,318.539954,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,14.671952,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,33.167343,0.000000,19.098694,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,303.310850,0.000000,15.841047,38.58,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,289.601954,0.000000,88.743200,35.296354,119.287861,12.457809,11.985830,0.000000,14.671952,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,28.94,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,289.601954,0.000000,88.743200,35.296354,119.287861,12.457809,11.985830,0.000000,14.671952,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,28.94,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,188.097000,0.000000,88.743200,35.296354,119.287861,12.457809,11.985830,0.000000,10.417620,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,9.721407,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,238.256200,0.000000,15.841047,28.94,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,12.457809,11.985830,0.000000,11.394922,0.000000,0.000000,8.084313,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,28.94,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,11.474895,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,20.35,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,11.474895,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,19.29,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,11.474895,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,19.29,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,12.457809,11.368004,0.000000,11.474895,0.000000,0.000000,8.084313,48.963096,0.977998,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,19.29,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.474895,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.447853,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.447853,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.447853,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.447853,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,186.157093,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,225.234100,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,279.009489,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,402.599925,142.293572,23.647941,0,0,0,0,0

