Block,Time,AURY_GF,TANDA2,NAPP,DADRI_LF,ANTA_RF,CHAMERA1,ANTA_CRF,KOLDAM,DADRI_GF,DADRI_RF,JHAJJAR,UNCHAHAR4,RIHAND1,DHAULIGNGA,RIHAND3,TEHRI,TANAKPUR,RAPPB,UNCHAHAR1,BSIUL,AURY_LF,KOTESHWR,RAPPC,SINGRAULI_HYDRO,URI2,KISHANGANGA,AURY_CRF,AURY_RF,SALAL,RAMPUR,DADRI_CRF,RIHAND2,ANTA_GF,UNCHAHAR2,CHAMERA3,UNCHAHAR3,NJPC,URI,CHAMERA2,SEWA2,ANTA_LF,SINGRAULI,DADRT2,PARBATI3,DULHASTI,KUDGI,TALA,BRBCL,FSTPP I & II,SASAN,KHSTPP-II,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
23,05:30-05:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.899193,142.293572,23.647941,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.647941,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.647941,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.647941,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,50.051165,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.647941,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,299.247954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,14.671952,0.000000,0.000000,5.706574,48.963096,1.014904,31.271676,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,29.683057,0.000000,19.098694,147.526406,45.791491,0.000000,0.000000,0.000000,106.470136,308.133850,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.647941,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,260.663954,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.164655,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,30.647657,0.000000,13.830389,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,300.987225,0.000000,15.841047,24.12,26.941278,12.721145,17.423956,403.945542,142.293572,23.189949,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,151.882302,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,9.403507,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,30.647657,0.000000,12.909336,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,211.670527,0.000000,15.841047,33.76,26.941278,12.721145,17.423956,403.945542,142.293572,23.189949,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,3.706958,0.000000,9.403507,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,30.647657,0.000000,12.909336,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,38.58,26.941278,12.721145,17.423956,403.945542,142.293572,23.189949,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,3.706958,0.000000,9.403507,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,30.647657,0.000000,12.909336,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,43.41,26.941278,12.721145,17.423956,403.945542,142.293572,23.189949,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,3.706958,0.000000,11.033406,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,43.41,26.941278,12.721145,14.171228,403.945542,142.293572,15.598740,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,8.649568,0.000000,11.033406,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,53.05,26.941278,12.721145,14.171228,403.945542,142.293572,15.598740,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,9.449615,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,57.88,26.941278,12.721145,14.171228,403.945542,142.293572,15.598740,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,9.449615,0.000000,0.000000,5.706574,48.963096,1.014904,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,62.70,26.941278,12.721145,14.171228,403.945542,142.293572,15.598740,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.033406,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,48.23,26.941278,12.721145,14.171228,403.945542,117.932864,15.598740,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.033406,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,106.111595,181.215162,0.000000,15.841047,52.09,26.941278,12.721145,14.171228,403.945542,117.932864,15.598740,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.438657,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,14.469000,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,117.293544,181.241040,0.000000,15.841047,57.88,26.941278,12.721145,17.423956,403.945542,142.293572,23.189949,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.438657,0.000000,0.000000,5.706574,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,21.765768,0.000000,12.976688,147.526406,45.791491,0.000000,0.000000,0.000000,117.298447,181.215162,0.000000,15.841047,62.70,26.941278,12.721145,17.423956,403.945542,142.293572,31.031278,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.412877,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,35.326546,0.000000,12.909336,147.526406,45.791491,0.000000,0.000000,0.000000,117.298447,181.240004,0.000000,15.841047,62.70,26.941278,12.721145,17.423956,403.945542,142.293572,31.031278,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.412877,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,24.710833,0.000000,12.909336,147.526406,45.791491,0.000000,0.000000,0.000000,117.298447,181.214126,0.000000,15.841047,75.24,26.941278,12.721145,14.171228,403.945542,142.293572,24.311768,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.438657,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,24.710833,0.000000,13.429964,147.526406,45.791491,0.000000,0.000000,0.000000,117.298447,181.240004,0.000000,15.841047,79.10,26.941278,12.721145,9.762524,402.599925,120.623134,19.416530,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,116.716600,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.438657,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,29.855335,0.000000,79.581429,0.000000,0.000000,113.943375,0.000000,24.710833,0.000000,13.429964,147.526406,50.051165,0.000000,0.000000,0.000000,117.298447,181.214126,0.000000,15.841047,81.99,26.941278,12.721145,9.762524,402.599925,120.623134,19.416530,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,159.159000,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.553235,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,7.000397,0.000000,81.935246,0.000000,0.000000,113.943375,0.000000,35.326546,0.000000,14.562084,147.526406,50.051165,0.000000,0.000000,0.000000,117.298447,186.157093,0.000000,15.841047,90.43,26.941278,12.721145,13.305210,401.514750,120.623134,27.785978,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,38.323172,0.000000,0.000000,41.149836,0.000000,0.000000,0.000000,0.000000,139.867000,0.000000,88.743200,35.296354,119.287861,0.000000,11.368004,0.000000,11.553235,0.000000,0.000000,7.608765,48.963096,0.977998,30.768216,0.000000,0.000000,0.000000,81.935246,0.000000,0.000000,113.943375,0.000000,35.326546,0.000000,14.562084,147.526406,45.791491,0.000000,0.000000,0.000000,117.298447,186.157093,0.000000,15.841047,90.43,26.941278,12.721145,13.305210,401.514750,120.623134,27.785978,0,0,0,0,0

