Block,Time,L_NR_2020_02,SH-07,LT-36,SH-06,L_NR_2023_04,LT-35,LT-05,L_NR_2012_04,LT-59,L_NR_2012_02,L_NR_2019_11,L_NR_2012_07,LT-31,L_NR_2012_01,L_NR_2020_06,L_NR_2020_05,L_NR_2021_16,L_NR_2021_13,L_NR_2022_08,L_NR_2022_09,L_NR_2018_61,L_NR_2021_14,L_NR_2022_10,L_NR_2021_15,L_NR_2019_06,L_NR_2019_19,L_NR_2019_05,L_NR_2021_17,L_NR_2021_12,L_NR_2019_07,L_NR_2020_07
13,03:00-03:15,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,94.680000,271.520000,10.330000,153.440000,10.760000,46.850000,0.000000,77.230000,8.64,25.91,0,0,7,13.63,42.18,0,13.63,0,0,0,0,0,0,0,8.62

14,03:15-03:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,70.440000,231.700000,10.330000,153.440000,10.760000,46.850000,0.000000,77.230000,8.32,24.98,0,0,6.92,13.46,43.05,0,13.46,0,0,0,0,0,0,0,8.33

15,03:30-03:45,11.880000,0.000000,0.000000,0.000000,30.890000,0.000000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,7.23,21.69,0,0,6.35,13.45,40.43,0,13.45,0,0,0,0,0,0,0,7.23

16,03:45-04:00,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,7.25,21.75,0,0,6.42,13.47,39.71,0,13.47,0,0,0,0,0,0,0,7.24

17,04:00-04:15,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,7.24,21.72,0,0,6.49,13.48,38.83,0,13.48,0,0,0,0,0,0,0,7.23

18,04:15-04:30,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,7.2,21.6,0,0,6.56,13.46,38.34,0,13.46,0,0,0,0,0,0,0,7.21

19,04:30-04:45,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,7.24,21.7,0,0,6.54,13.47,37.94,0,13.47,0,0,0,0,0,0,0,7.23

20,04:45-05:00,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,26.05,78.16,0,0,31.21,51.84,41.9,0,51.84,0,0,0,0,0,0,0,26.06

21,05:00-05:15,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,23.77,71.32,0,0,29.57,49.78,41.79,0,49.78,0,0,0,0,0,0,0,23.77

22,05:15-05:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,70.440000,151.260000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,22.44,67.32,0,0,28.21,47.74,41.68,0,47.74,0,0,0,0,0,0,0,22.44

23,05:30-05:45,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,0.000000,77.230000,20.79,62.36,0,0,8.41,44.44,41.34,0,44.44,0,0,0.341495,0,0,0,0,20.78

24,05:45-06:00,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,70.440000,231.700000,10.330000,107.160000,10.760000,33.770000,0.000000,101.130000,9.27,27.81,0.67,0.03,8.11,39.44,41.07,0,39.44,0,0,2.692932,0,0.33,0.14,0,9.27

25,06:00-06:15,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,94.680000,271.520000,10.330000,168.890000,10.760000,55.990000,0.000000,101.130000,8.6,25.81,2,0.38,7.74,19.2,40.84,0.03,19.2,0.52,5.52,4.673603,8.88,1,1.93,1.26,8.61

26,06:15-06:30,11.880000,0.000000,0.350000,0.000000,28.960000,0.350000,94.680000,271.520000,10.330000,168.890000,10.760000,55.990000,0.350000,101.130000,7.9,23.7,3.33,1.26,7.41,17.87,43.14,0.03,17.87,1.32,13.8,7.386049,16.78,1.67,6.32,1.93,7.9

27,06:30-06:45,11.880000,0.000000,0.680000,0.000000,28.960000,0.680000,94.680000,271.520000,10.330000,168.890000,10.760000,55.990000,0.680000,101.130000,7.58,22.75,4.67,2.42,7.29,16.27,42.55,0.33,16.27,2.77,23,10.781485,25.48,2.33,12.12,5.47,7.59

28,06:45-07:00,11.880000,0.000000,1.100000,0.000000,28.960000,1.100000,94.680000,271.520000,10.330000,168.890000,10.760000,55.990000,1.100000,101.130000,7.29,21.88,8.67,3.81,7.17,14.75,42.55,1,14.75,4.25,33,14.430603,33,4.33,19.06,10.02,7.3

29,07:00-07:15,11.880000,0.000000,1.440000,0.000000,29.930000,1.440000,70.440000,231.700000,10.330000,122.610000,10.760000,41.010000,1.440000,101.130000,7.29,21.86,12.67,5.42,7.17,13.45,42.37,4,13.45,5.92,33,18.14802,33,6.33,27.12,15.49,7.29

30,07:15-07:30,11.880000,0.000000,1.880000,0.000000,28.960000,1.880000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,1.880000,77.230000,7.24,21.72,20,7.34,13.44,23.91,41.58,8.33,23.91,7.72,32.76,22.284988,32.76,10,36.71,22.78,7.23

31,07:30-07:45,11.880000,0.000000,2.370000,0.000000,28.960000,2.370000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,2.370000,77.230000,7.17,21.51,23.33,9.82,11.92,22.54,40.86,13.47,22.54,9.89,30.67,26.763451,30.66,11.67,49.13,30.67,7.17

32,07:45:08:00,11.880000,0.000000,3.120000,0.000000,29.930000,3.120000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,3.120000,77.230000,7.25,21.74,30,12.06,11.49,21.21,39.94,20.17,21.21,12.39,31,31.02726,31,15,60.29,31,7.24

33,08:00-08:15,11.880000,0.000000,3.870000,0.000000,28.960000,3.870000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,3.870000,77.230000,7.26,21.79,33.34,13.9,10.76,20.21,41.14,29.53,20.21,15.78,32.33,35.300826,32.34,16.66,69.51,32.33,7.27

34,08:15-08:30,11.880000,0.000000,4.650000,0.000000,29.930000,4.650000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,4.650000,77.230000,7.3,21.9,40,16.79,9.43,19.22,41.75,36.9,19.22,19.07,32.33,39.691476,32.34,20,83.95,32.33,7.29

35,08:30-08:45,11.880000,0.000000,5.410000,0.000000,29.930000,5.410000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,5.410000,77.230000,7.21,21.64,50.67,19.48,8.65,18.07,41.91,45.27,18.07,21.74,32.33,44.609004,32.34,25.33,97.38,32.33,7.21

36,08:45:09:00,11.880000,0.000000,6.560000,0.000000,29.930000,6.560000,70.440000,149.330000,10.330000,107.160000,10.760000,33.770000,6.560000,77.230000,6.84,20.51,54.67,22.3,6.72,13.55,41.96,52.87,13.55,24.3,32.33,49.887541,32.34,27.33,111.51,32.33,6.83

37,09:00:09:15,0.000000,0.000000,7.500000,0.000000,29.930000,7.500000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,7.500000,77.230000,6.81,20.42,61.34,24.86,6.57,13.46,42.09,59.23,13.46,26.67,32.33,54.366004,32.34,30.66,124.31,32.33,6.79

38,09:15-09:30,0.000000,0.000000,8.200000,0.000000,29.930000,8.200000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,8.200000,77.230000,6.77,20.3,64.67,27.46,6.56,13.63,42.29,56.5,13.63,28.9,32.33,57.410188,32.34,32.33,137.32,32.33,6.76

39,09:30-09:45,0.000000,0.000000,9.250000,0.000000,28.000000,9.250000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,9.250000,77.230000,6.83,20.49,58,32.69,6.38,13.51,42.54,62.33,13.51,30.93,32.33,59.693326,32.34,29,163.45,32.33,6.83

40,09:45-10:00,0.000000,0.000000,9.720000,0.000000,28.000000,9.720000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,9.720000,77.230000,6.79,20.38,58.67,35.14,6.35,13.4,42.95,67.14,13.4,32.87,32.33,62.113062,32.34,29.33,175.69,32.33,6.8

41,10:00-10:15,0.000000,0.000000,9.790000,0.000000,28.000000,9.790000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,9.790000,77.230000,6.88,20.64,60,37.57,6.45,13.41,43.08,71.19,13.41,34.43,32.33,65.127975,32.34,30,187.86,32.33,6.88

42,10:15-10:30,0.000000,0.000000,10.000000,0.000000,28.000000,10.000000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,10.000000,77.230000,6.9,20.69,59.34,25.87,6.25,13.46,43.15,75.01,13.46,35.61,32.33,67.586739,32.34,29.66,129.38,32.33,6.89

43,10:30-10:45,0.000000,0.000000,10.290000,0.000000,28.000000,10.290000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,10.290000,101.130000,6.79,20.38,72,29.21,6.17,13.51,43.33,77.62,13.51,36.61,32.33,69.518625,32.34,36,146.04,32.33,6.8

44,10:45-11:00,0.000000,0.000000,10.290000,0.000000,28.000000,10.290000,70.440000,193.080000,10.330000,107.160000,10.760000,33.770000,10.290000,101.130000,6.75,20.25,74.67,32.54,6.08,13.54,43.52,78.88,13.54,37.29,32.33,71.831034,32.34,37.33,162.71,32.33,6.75

45,11:00-11:15,0.000000,0.000000,9.390000,0.000000,28.000000,9.390000,66.270000,193.080000,10.330000,155.430000,10.760000,33.770000,9.390000,101.130000,6.84,20.51,78,34.21,6.22,13.38,39.75,79.79,13.38,34.57,32.67,73.07993,32.66,39,171.04,32.67,6.83

46,11:15-11:30,0.000000,0.000000,9.390000,0.000000,28.000000,9.390000,66.270000,193.080000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.9,20.7,81.34,45.04,6.32,13.46,39.89,83.33,13.46,35.16,32.67,72.650622,32.66,40.66,225.21,32.67,6.9

47,11:30-11:45,0.000000,0.000000,9.390000,0.000000,28.000000,9.390000,66.270000,193.080000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.86,20.58,84.67,45.04,6.12,13.47,40.49,85,13.47,35.55,32.67,72.29937,32.66,42.33,225.21,32.67,6.86

48,11:45-12:00,0.000000,0.000000,9.390000,0.000000,28.000000,9.390000,66.270000,193.080000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.8,20.41,86.67,45.04,6.34,13.41,40.89,86.7,13.41,43.28,32.67,72.709164,32.66,43.33,225.21,32.67,6.81

49,12:00-12:15,0.000000,0.000000,9.390000,0.000000,28.000000,9.390000,66.270000,193.080000,10.330000,162.910000,10.760000,33.770000,9.390000,101.130000,6.85,20.55,88,45.04,6.16,13.45,41.33,86.7,13.45,43.76,32.67,75.32404,32.66,44,225.21,32.67,6.86

50,12:15-12:30,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,66.270000,193.080000,10.330000,162.910000,10.760000,33.770000,9.390000,101.130000,6.82,20.47,88,45.04,6.19,13.63,41.75,86.7,13.63,44.05,32.67,76.368039,32.66,44,225.21,32.67,6.83

51,12:30-12:45,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,66.270000,193.080000,10.330000,162.910000,10.760000,33.770000,9.390000,101.130000,6.55,19.65,88,45.04,6.18,12.69,37.08,86.7,12.69,41.76,32.67,73.743406,32.66,44,225.21,32.67,6.55

52,12:45-13:00,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,66.270000,193.080000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.53,19.58,88,38.33,6.29,12.68,37.32,86.67,12.68,38.89,32.67,73.76292,32.66,44,191.67,32.67,6.52

53,13:00-13:15,0.000000,0.000000,9.390000,0.000000,29.930000,9.390000,66.270000,149.330000,10.330000,162.910000,10.760000,33.770000,9.390000,101.130000,6.42,19.25,88,38.33,6.35,12.78,37.55,86.58,12.78,35.11,32.67,73.56778,32.66,44,191.67,32.67,6.41

54,13:15-13:30,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,66.270000,149.330000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.43,19.3,88,38.33,6.14,12.91,37.89,86.54,12.91,35,32.67,73.07993,32.66,44,191.67,32.67,6.43

55,13:30-13:45,0.000000,0.000000,9.390000,0.000000,29.930000,9.390000,70.440000,193.080000,10.330000,162.910000,10.760000,33.770000,9.390000,101.130000,6.49,19.48,88,38.33,6.32,12.87,38.09,86.58,12.87,31.18,32.67,78.046243,32.66,44,191.67,32.67,6.49

56,13:45-14:00,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,70.440000,193.080000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.56,19.69,88,38.33,6.32,12.94,38.12,86.35,12.94,31.74,32.67,76.163142,32.66,44,191.67,32.67,6.57

57,14:00-14:15,0.000000,0.000000,9.390000,0.000000,29.930000,9.390000,70.440000,231.700000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.51,19.53,88,38.33,6.38,12.86,38.29,56,12.86,17.71,32.67,73.187257,32.66,44,191.67,32.67,6.51

58,14:15-14:30,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,70.440000,271.520000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.56,19.68,88,38.33,6.24,12.69,38.49,60,12.69,14.29,32.67,69.147859,32.66,44,191.67,32.67,6.57

59,14:30-14:45,0.000000,0.000000,9.390000,0.000000,28.960000,9.390000,66.270000,271.520000,10.330000,166.080000,10.760000,33.770000,9.390000,101.130000,6.55,19.66,85.34,38.33,6.2,12.7,38.95,63.33,12.7,16.07,32.67,64.552312,32.66,42.66,191.67,32.67,6.57

60,14:45-15:00,0.000000,0.000000,7.580000,0.000000,28.960000,7.580000,66.270000,271.520000,10.330000,166.080000,10.760000,33.770000,7.580000,101.130000,6.45,19.36,84.67,37.93,6.1,12.72,39.75,16.67,12.72,17.95,32.67,59.098149,32.66,42.33,189.63,32.67,6.47

61,15:00-15:15,0.000000,0.000000,7.580000,0.000000,28.960000,7.580000,66.270000,271.520000,10.330000,166.080000,10.760000,33.770000,7.580000,101.130000,6.46,19.38,83.34,43.42,6.08,12.75,40.09,17.67,12.75,15.05,32.67,53.897668,32.66,41.66,217.12,32.67,6.45

62,15:15-15:30,0.000000,0.000000,7.550000,0.000000,29.930000,7.550000,66.270000,271.520000,10.330000,166.080000,10.760000,49.890000,7.550000,101.130000,6.43,19.28,71.34,40.93,6.1,12.63,40.55,18.67,12.63,16.05,32.67,49.936326,32.66,35.66,204.63,32.67,6.42

63,15:30-15:45,0.000000,0.000000,7.370000,0.000000,31.860000,7.370000,66.270000,271.520000,10.330000,212.360000,10.760000,64.870000,7.370000,101.130000,6.78,20.33,66,37.59,6.35,13.15,40.69,20,13.15,16.47,32.67,46.316479,32.66,33,187.93,32.67,6.78

64,15:45-16:00,0.000000,0.000000,7.030000,0.000000,31.860000,7.030000,66.270000,271.520000,10.330000,235.170000,10.760000,64.870000,7.030000,101.130000,6.74,20.23,2.67,35.31,6.14,13.88,41.15,21,13.88,16.79,32.67,42.813716,32.66,1.33,176.56,32.67,6.74

65,16:00-16:15,0.000000,0.000000,3.630000,0.000000,30.890000,3.630000,66.270000,271.520000,10.330000,235.170000,10.760000,64.870000,3.630000,101.130000,6.72,20.15,3.33,38.08,6.14,14.84,41.72,22.67,14.84,5.5,32.67,38.871888,32.66,1.67,190.4,32.67,6.71

66,16:15-16:30,0.000000,0.000000,3.350000,0.000000,30.890000,3.350000,66.270000,271.520000,10.330000,235.170000,10.760000,74.030000,3.350000,101.130000,6.76,20.28,2.67,34.32,6.36,15.41,42.16,25,15.41,5.5,32.67,34.461724,32.66,1.33,171.58,32.67,6.76

67,16:30-16:45,0.000000,0.000000,3.060000,0.000000,30.890000,3.060000,66.270000,271.520000,10.330000,235.170000,10.760000,74.030000,3.060000,101.130000,6.77,20.32,2.67,30.28,6.08,14.83,42.16,26.67,14.83,5.5,33,29.602738,33,1.33,151.42,30.65,6.77

68,16:45-17:00,0.000000,0.000000,2.780000,0.000000,31.860000,2.780000,66.270000,271.520000,10.330000,235.170000,10.760000,74.030000,2.780000,101.130000,6.89,20.66,2.67,27.35,6.43,14.95,43.48,28.33,14.95,5.5,33,24.665696,33,1.33,136.75,16.82,6.88

69,17:00-17:15,0.000000,0.000000,2.480000,0.000000,31.860000,2.480000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,2.480000,101.130000,6.86,20.57,2,24.19,6.41,16.78,43.29,27,16.78,16.05,33,20.557999,33,1,120.95,7.77,6.85

70,17:15-17:30,0.000000,0.000000,2.090000,0.000000,31.860000,2.090000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,2.090000,101.130000,6.82,20.44,2,8.43,6.34,16.21,43.13,26.19,16.21,13.6,31.28,17.143049,33,1,42.13,2.22,6.81

71,17:30-17:45,0.000000,0.000000,1.680000,0.000000,31.860000,1.680000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,1.680000,101.130000,6.76,20.27,20,7.59,6.41,44.1,43.2,19.19,44.1,10.64,18.4,13.884211,21.74,10,37.97,0.66,6.75

72,17:45-18:00,0.000000,0.000000,1.320000,0.000000,30.890000,1.320000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,1.320000,101.130000,6.81,20.42,13,6.76,6.17,42.88,43.11,10.64,42.88,7.89,11.04,10.693672,12.44,6,33.8,0,6.81

73,18:00-18:15,11.880000,0.000000,1.010000,0.000000,30.890000,1.010000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,1.010000,101.130000,16.22,48.66,13,5.93,6.4,40.44,43.12,7.09,40.44,5.47,0,7.454348,0,7,29.63,0,16.22

74,18:15-18:30,11.880000,0.000000,0.740000,0.000000,28.960000,0.740000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.740000,101.130000,15.99,47.96,8.67,5.09,6.36,39.55,43.09,1.9,39.55,3.44,0,4.790687,0,4.33,25.47,0,15.98

75,18:30-18:45,11.880000,0.000000,0.370000,0.000000,29.930000,0.370000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.370000,101.130000,14.87,44.61,6.67,4.26,9.45,37.44,43.2,0.95,37.44,2.49,0,2.527063,0,3.33,21.3,0,14.87

76,18:45-19:00,11.880000,0.000000,0.240000,0.000000,29.930000,0.240000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.240000,101.130000,14.44,43.33,4.67,3.43,9.28,36.77,43.02,0.32,36.77,1.56,0,1.112298,0,2.33,17.13,0,14.44

77,19:00-19:15,11.880000,0.000000,0.120000,0.000000,29.930000,0.120000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.120000,101.130000,14.07,42.22,2,2.59,8.62,36.55,43.12,0.03,36.55,0.75,0,0.331738,0,1,12.97,0,14.08

78,19:15-19:30,11.880000,0.000000,0.020000,0.000000,28.960000,0.020000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.020000,101.130000,12.99,38.99,2.67,1.26,23.44,34.53,43.21,0,34.53,0.23,0,0,0,1.33,6.3,0,13

79,19:30-19:45,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.000000,101.130000,12,35.99,1.33,0.76,22.88,32.29,43.04,0,32.29,0,0,0,0,0.67,3.78,0,11.99

80,19:45-20:00,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.250000,235.170000,10.760000,74.030000,0.000000,101.130000,10.88,32.65,0,0,20.77,28.55,43.21,0,28.55,0,0,0,0,0,0,0,10.89

81,20:00-20:15,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,11.5,34.51,0,0,19.22,21.88,43.05,0,21.88,0,0,0,0,0,0,0,11.52

82,20:15-20:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.18,30.53,0,0,17.91,20.77,43.14,0,20.77,0,0,0,0,0,0,0,10.17

83,20:30-20:45,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,8.52,25.57,0,0,17.39,20.55,43.13,0,20.55,0,0,0,0,0,0,0,8.53

84,20:45-21:00,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,7.64,22.92,0,0,16.98,19.55,43.09,0,19.55,0,0,0,0,0,0,0,7.63

85,21:00-21:15,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,7.08,21.24,0,0,16.61,18.55,43.15,0,18.55,0,0,0,0,0,0,0,7.09

86,21:15-21:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,7.08,21.24,0,0,16.21,16.31,43.19,0,16.31,0,0,0,0,0,0,0,7.09

87,21:30-21:45,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.05,30.16,0,0,14.75,24.86,40.05,0,24.86,0,0,0,0,0,0,0,10.06

88,21:45-22:00,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.21,30.62,0,0,14.08,25.16,40.18,0,25.16,0,0,0,0,0,0,0,10.21

89,22:00-22:15,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.22,30.66,0,0,14.27,25.54,40.15,0,25.54,0,0,0,0,0,0,0,10.22

90,22:15-22:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.55,31.66,0,0,13.86,26.4,40.07,0,26.4,0,0,0,0,0,0,0,10.56

91,22:30-22:45,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,10.56,31.67,0,0,13.36,25.96,40.03,0,25.96,0,0,0,0,0,0,0,10.56

92,22:45-23:00,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,13.55,40.65,0,0,12.99,25.49,40.1,0,25.49,0,0,0,0,0,0,0,13.55

93,23:00-23:15,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,13.77,41.3,0,0,12.95,25.1,40.04,0,25.1,0,0,0,0,0,0,0,13.76

94,23:15-23:30,11.880000,0.000000,0.000000,0.000000,29.930000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,14.4,43.19,0,0,13.4,25.89,43.06,0,25.89,0,0,0,0,0,0,0,14.39

95,23:30-23:45,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,15.35,46.06,0,0,12.81,27.86,43.03,0,27.86,0,0,0,0,0,0,0,15.37

96,23:45-24:00,11.880000,0.000000,0.000000,0.000000,28.960000,0.000000,115.890000,271.520000,10.330000,235.170000,10.760000,74.030000,0.000000,101.130000,15.42,46.27,0,0,12.66,29.75,43.06,0,29.75,0,0,0,0,0,0,0,15.43

