Block,Time Block,DHAULIGNGA,DADRT2,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,SINGRAULI_HYDRO,VALLURNTECL,UNCHAHAR1,TALST2,UNCHAHAR4,TANAKPUR,TEHRIPSP,TALA,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,PARBATI2,NNTPP,NTPL,PARBATI3,RAMPUR,RAPPC,RIHAND2,RIHAND1,RAPPB,RAPPD,SALAL,SEWA2,SINGRAULI,RIHAND3,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,NLCIIST2,NAPP,NLCTS2EXP,MAPS,NLCEXP,NLCIIST1,NJPC,KHSTPP-II,KKNPPU2,KOTESHWR,KKNP,KUDGI,KISHANGANGA,KOLDAM,JHAJJAR,KHSTPP-I,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,40.81,142.68,0,32.62,45.29,19.68,40.51,0.63,0,17.65,0,3.09,11.45,0,24.3,35.53,23.05,0,0,3.89,37.71,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,58.08,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,81.25,0,9.75,0,0,6.78,8.28,237.46,37.42,16.7,53.23,0,0,0,0,0,0,0

54,13:15-13:30,40.81,142.68,0,32.62,45.29,19.91,40.51,0.63,0,17.65,0,3.09,11.45,0,24.3,35.53,23.05,0,0,3.89,37.71,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,58.08,0,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,84.37,0,9.75,0,0,6.78,8.28,237.46,40.3,16.7,53.23,0,0,0,0,0,0,0

55,13:30-13:45,40.81,142.68,0,32.62,45.29,22.11,40.51,0.63,0,17.65,0,3.09,11.45,0,24.41,35.53,23.05,0,0,3.89,37.71,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,55.84,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

56,13:45-14:00,40.81,142.68,0,32.62,45.29,19.68,40.51,0.63,0,17.65,0,3.09,11.45,0,23.57,35.53,23.05,0,0,3.89,37.71,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,55.84,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

57,14:00-14:15,40.81,142.68,0,32.62,45.29,18.13,40.51,0.63,0,15.26,0,3.09,11.45,0,28.37,35.53,19,0,0,3.89,31.75,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,14.95,53.23,0,0,0,0,0,0,0

58,14:15-14:30,40.81,142.68,0,32.62,45.29,24.02,40.51,0.63,0,15.26,0,3.09,11.45,0,28.37,35.53,19,0,0,3.89,31.75,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,168.95,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,14.95,53.23,0,0,0,0,0,0,0

59,14:30-14:45,40.81,200.35,0,32.62,45.29,24.02,40.51,0.63,0,17.57,0,3.09,11.45,0,23.57,35.53,22.93,0,0,3.89,37.53,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

60,14:45-15:00,40.81,248.41,0,32.62,45.29,23.56,40.51,0.63,0,17.57,0,3.09,11.45,0,23.57,35.53,22.93,0,0,3.89,37.53,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

61,15:00-15:15,40.81,296.46,0,32.62,45.29,23.12,40.51,0.63,0,20.81,0,3.09,11.45,0,23.57,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

62,15:15-15:30,40.81,344.52,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,23.57,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,237.46,42.88,16.7,53.23,0,0,0,0,0,0,0

63,15:30-15:45,40.81,432.94,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,27.8,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,285.64,42.88,16.7,53.23,0,0,0,0,0,0,0

64,15:45-16:00,40.81,478.11,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,27.8,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,36.86,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,285.64,42.88,16.7,53.23,0,0,0,0,0,0,0

65,16:00-16:15,40.81,453.04,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,23.26,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,50.25,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,343.3,42.88,16.7,53.23,0,0,0,0,0,0,0

66,16:15-16:30,40.81,453.04,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,23.26,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,362.28,42.88,16.7,53.23,0,0,0,0,0,0,0

67,16:30-16:45,40.81,522.72,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,21.6,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

68,16:45-17:00,40.81,524.02,0,32.62,45.29,23.97,40.51,0.63,0,20.81,0,3.09,11.45,0,21.6,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

69,17:00-17:15,40.81,524.02,0,32.62,45.29,24.02,40.51,0.63,0,20.42,0,3.09,11.45,0,21.55,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

70,17:15-17:30,40.81,524.02,0,32.62,45.29,24.02,40.51,0.63,0,20.81,0,3.09,11.45,0,21.55,35.53,26.61,0,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

71,17:30-17:45,40.81,524.02,0,32.62,45.29,23.12,40.51,0.63,0,19.38,0,3.09,11.45,0,21.42,35.53,26.61,0,0,3.89,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

72,17:45-18:00,40.81,472.17,0,32.62,45.29,24.02,40.51,0.63,0,19.38,0,3.09,11.45,0,21.23,35.53,26.61,15.19,0,3.89,43.25,45.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,402.89,42.88,16.7,53.23,0,0,0,0,0,0,0

73,18:00-18:15,40.81,520.84,0,32.62,45.29,24.02,40.51,0.63,0,19.38,0,3.09,11.45,79.94,21.23,35.53,26.61,30.38,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,403.85,42.88,16.7,53.23,0,0,0,0,0,0,0

74,18:15-18:30,40.81,528.01,0,32.62,45.29,23.79,40.51,0.63,0,19.38,0,3.09,11.45,79.94,21.17,35.53,26.61,45.58,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,451.91,42.88,16.7,53.23,0,0,0,0,0,0,0

75,18:30-18:45,40.81,528.01,0,32.62,45.29,24.02,40.51,0.63,0,19.38,0,3.09,11.45,79.94,20.89,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,9.75,0,0,6.78,8.28,451.91,42.88,16.7,53.23,0,0,0,0,0,0,0

76,18:45-19:00,40.81,528.01,0,32.62,45.29,21.67,40.51,0.63,0,19.38,0,3.09,11.45,79.94,20.64,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,19.5,0,0,6.78,8.28,412.12,42.88,16.7,53.23,0,0,0,0,0,0,0

77,19:00-19:15,40.81,528.01,0,32.62,45.29,22.24,40.51,0.63,0,19.38,0,3.09,11.45,79.94,20.73,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,29.25,0,0,6.78,8.28,448.18,42.88,16.7,53.23,0,0,0,0,0,0,0

78,19:15-19:30,43.07,528.01,0,34.3,47.66,22.8,40.63,0.63,0,19.38,0,3.09,11.45,79.94,20.73,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,330.86,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,451.9,42.88,16.7,55.43,0,0,0,0,0,0,0

79,19:30-19:45,43.07,528.01,0,34.3,47.66,24.02,40.63,0.63,0,19.38,0,3.09,11.45,79.94,20.71,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,431.44,42.88,17.78,55.43,0,0,0,0,0,0,0

80,19:45-20:00,43.07,528.01,0,34.3,47.66,24.02,40.63,0.63,0,19.38,0,3.09,11.45,79.94,20.81,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,431.45,42.88,18.03,55.43,0,0,0,0,0,0,0

81,20:00-20:15,43.07,528.01,0,34.3,47.66,24.02,40.63,0.63,0,19.38,0,3.09,11.45,79.94,20.77,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,433.69,42.88,18.03,55.43,0,0,0,0,0,0,0

82,20:15-20:30,43.07,528.01,0,34.3,47.66,24.02,40.63,0.63,0,19.38,0,3.09,11.45,79.94,21,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,433.69,42.88,18.03,55.43,0,0,0,0,0,0,0

83,20:30-20:45,43.07,528.01,0,34.3,47.66,23.84,40.63,0.63,0,19.9,0,3.09,11.45,79.94,26.28,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,433.69,42.88,18.03,55.43,0,0,0,0,0,0,0

84,20:45-21:00,43.07,528.01,0,34.3,47.66,24.02,40.63,0.63,0,19.95,0,3.09,11.45,79.94,26.39,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,433.69,42.88,18.03,55.43,0,0,0,0,0,0,0

85,21:00-21:15,43.07,528.01,0,34.3,47.66,23.5,40.63,0.63,0,19.95,0,3.09,11.45,79.94,26.46,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.16,0,0,6.9,8.28,433.69,42.88,16.7,55.43,0,0,0,0,0,0,0

86,21:15-21:30,40.81,528.01,0,32.62,45.29,23.17,40.51,0.63,0,19.95,0,3.09,11.45,79.94,26.67,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.26,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,433.69,42.88,16.7,53.23,0,0,0,0,0,0,0

87,21:30-21:45,40.81,528.01,0,32.62,45.29,23.96,40.51,0.63,0,19.81,0,3.09,11.45,79.94,26.81,35.53,26.61,60.77,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.26,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,16.7,53.23,0,0,0,0,0,0,0

88,21:45-22:00,43.07,528.01,0,34.3,47.66,20.47,40.63,0.63,0,19.81,0,3.09,11.45,79.94,27.04,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.26,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.82,0,0,6.9,8.28,431.45,42.88,16.7,55.43,0,0,0,0,0,0,0

89,22:00-22:15,43.07,528.01,0,34.3,47.66,22,40.63,0.63,0,19.81,0,3.09,11.45,79.94,27.04,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.26,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.82,0,0,6.9,8.28,431.45,42.88,16.7,55.43,0,0,0,0,0,0,0

90,22:15-22:30,43.07,528.01,0,34.3,47.66,21.18,40.63,0.63,0,19.81,0,3.09,11.45,79.94,27.04,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.26,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.82,0,0,6.9,8.28,431.45,42.88,16.7,55.43,0,0,0,0,0,0,0

91,22:30-22:45,43.07,528.01,0,34.3,47.66,20.44,40.63,0.63,0,19.81,0,3.09,11.45,79.94,27.15,35.53,26.61,61.07,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,12.48,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,41.82,0,0,6.9,8.28,431.45,42.88,16.7,55.43,0,0,0,0,0,0,0

92,22:45-23:00,40.81,528.01,0,32.62,45.29,20.81,40.51,0.63,0,19.81,0,3.09,11.45,79.94,27.27,35.53,26.61,60.17,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,16.7,53.23,0,0,0,0,0,0,0

93,23:00-23:15,40.81,528.01,0,32.62,45.29,23.23,40.51,0.63,0,19.81,0,3.09,11.45,79.94,22.68,35.53,26.61,60.17,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,17.29,53.23,0,0,0,0,0,0,0

94,23:15-23:30,40.81,528.01,0,32.62,45.29,22.08,40.51,0.63,0,19.81,0,3.09,11.45,79.94,22.85,35.53,26.61,60.17,0,3.89,43.25,46.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,17.29,53.23,0,0,0,0,0,0,0

95,23:30-23:45,40.81,528.01,0,32.62,45.29,19.5,40.51,0.63,0,19.81,0,3.09,11.45,79.94,22.82,35.53,26.61,60.17,0,3.89,43.25,46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,17.29,53.23,0,0,0,0,0,0,0

96,23:45-24:00,40.81,528.01,0,32.62,45.29,19.36,40.51,0.63,0,19.81,0,3.09,11.45,79.94,22.84,35.53,26.61,60.17,0,3.89,43.25,46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.04,120.4,94.5,0,22.48,63.65,11.74,107.48,125.75,324.37,0,0,0,0,0,23.53,0,0,0,0,0,93.75,0,38.99,0,0,6.78,8.28,431.45,42.88,17.29,53.23,0,0,0,0,0,0,0

