Block,Time,DULHASTI,JHAJJAR,KISHANGANGA,DADRT2,DHAULIGNGA,KOLDAM,CHAMERA1,CHAMERA2,CHAMERA3,BSIUL,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,KOTESHWR,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TEHRI,URI2,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,NJPC,RAPPC,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
6,01:15-01:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.7686,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,111,0,16.68048,26.39091,2.324,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

7,01:30-01:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0.7686,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,6.726,26.39091,2.324,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

8,01:45-02:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0.7686,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,2.324,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

9,02:00-02:15,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,2.324,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

10,02:15-02:30,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,2.324,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

11,02:30-02:45,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

12,02:45-03:00,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

13,03:00-03:15,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,26.496,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

14,03:15-03:30,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,26.496,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

15,03:30-03:45,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.76,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

16,03:45-04:00,0,653.1525,0,683.129127,0,0,0,0,0,0,7.5579,0,10.91181,42.392196,0,2.76,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

17,04:00-04:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.5124,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,12.782,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

18,04:15-04:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.5124,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,66.815,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

19,04:30-04:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,15.561,4.7082,26.39091,66.815,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

20,04:45-05:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,24.192,4.7082,26.39091,66.815,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

21,05:00-05:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,31.122,4.7082,26.39091,12.782,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

22,05:15-05:30,16.4224,653.1525,0,683.129127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,31.122,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

23,05:30-05:45,32.957704,653.1525,0,683.129127,0,0,0,0,0,1.1,0.2562,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

24,05:45-06:00,32.957704,653.1525,0,683.129127,9.136036,0,0,0,0,1.1,0.2562,0,10.91181,42.392196,0,2.208,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,17.046,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

25,06:00-06:15,32.957704,653.1525,0,683.129127,18.272072,0,8.295,0,0,1.1,0.2562,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,37.88,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

26,06:15-06:30,32.957704,653.1525,0,683.129127,18.272072,0,14.04936,3.3325,0,1.1,0,0,10.91181,42.392196,0,36.432,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,56.82,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

27,06:30-06:45,32.957704,653.1525,0,682.829127,27.408108,0,27.65,13.17004,1.2734,1.1,0,0,10.91181,42.392196,0,36.432,17.748,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,80.495,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

28,06:45-07:00,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,4.416,26.622,21.4668,3.819,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,108.905,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

29,07:00-07:15,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,137.315,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

30,07:15-07:30,32.957704,653.1525,0,682.829127,27.408108,0,27.65,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,12.782,0.70781,140.3454,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

31,07:30-07:45,32.957704,653.1525,0,682.829127,18.272072,0,14.04936,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,55.776,0.70781,140.3454,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

32,07:45:08:00,32.957704,653.1525,0,682.829127,18.272072,0,14.04936,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,55.776,0.70781,140.3454,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

33,08:00-08:15,32.957704,653.1525,0,682.829127,9.136036,0,8.69,26.7933,29.062808,13.0416,0,0,10.91181,42.392196,0,3.312,26.622,21.4668,16.350412,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,55.776,0.70781,113.64,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

34,08:15-08:30,32.957704,653.1525,0,682.829127,0,0,0,26.34008,1.2734,0,0,0,10.91181,42.392196,0,3.312,17.748,21.4668,3.819,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,6.972,0.70781,93.5636,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,10.0009,418.77

35,08:30-08:45,32.957704,653.1525,0,682.829127,0,0,0,26.34008,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,64.396,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

36,08:45:09:00,16.478852,653.1525,0,682.829127,0,0,0,26.34008,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,34.092,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

37,09:00:09:15,16.478852,653.1525,0,682.829127,0,0,0,13.17004,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,46.683,4.7082,26.39091,1.743,0.70781,20.1711,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

38,09:15-09:30,16.478852,653.1525,0,682.829127,0,0,0,13.17004,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,31.122,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,71.4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

39,09:30-09:45,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,31.122,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,60.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

40,09:45-10:00,16.478852,653.1525,0,682.829127,0,0,0,0,0,0,0,0,10.91181,42.392196,0,3.312,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,15.561,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,31.5,0,83.296,0,8.768,0,0,0,60.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

41,10:00-10:15,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,15.561,4.7082,26.39091,1.743,0.70781,0,54.4401,0,0,0,30.975,0,83.296,0,8.768,0,0,0,60.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

42,10:15-10:30,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,15.561,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,30.975,0,83.296,0,8.768,0,0,0,60.5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

43,10:30-10:45,0,653.1525,0,682.829127,0,0,0,0,0,0,7.0455,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

44,10:45-11:00,0,653.1525,0,682.829127,0,0,0,0,0,0,7.0455,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

45,11:00-11:15,0,653.1525,0,682.829127,0,0,0,0,0,0,7.0455,0,10.91181,42.392196,0,3.864,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

46,11:15-11:30,0,653.1525,0,682.829127,0,0,0,0,0,0,7.0455,0,10.91181,42.392196,0,36.432,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

47,11:30-11:45,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,36.432,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

48,11:45-12:00,0,653.1525,0,682.829127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,4.416,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

49,12:00-12:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

50,12:15-12:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

51,12:30-12:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

52,12:45-13:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0.6405,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

53,13:00-13:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

54,13:15-13:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

55,13:30-13:45,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,83.296,0,8.768,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

56,13:45-14:00,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,74.528,0,17.536,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

57,14:00-14:15,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,74.528,0,17.536,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

58,14:15-14:30,0,653.1525,0,683.129127,0,0,0,0,0,0,0.8967,0,10.91181,42.392196,0,2.4288,8.874,21.4668,0,0,0,92,59.0625,123.665625,0,125.5875,0,4.7082,26.39091,1.743,0.70781,0,0,0,0,0,31.5,0,74.528,0,17.536,0,60.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6885,147.515625,20.73185,0,10.0009,418.77

