Block,Time,CHAMERA1,DHAULIGNGA,KHSTPP-I,NTPL,PARBATI2,RAPPD,RIHAND1,SIMHST1,URI2,JHAJJAR,KUDGI,NJPC,RAPPC,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,ANTA_RF,RIHAND2,SALAL,SEWA2,SIMHST2,SINGRAULI,AURY_RF,DADRI_GF,DADRI_RF,CHAMERA2,CHAMERA3,KGSU1AND2,KISHANGANGA,KOLDAM,NLCTS2EXP,TALST2,TANAKPUR,UNCHAHAR1,AURY_CRF,DADRI_CRF,BSIUL,DADRT2,DULHASTI,NAPP,NLCEXP,NLCIIST1,RSTPSU7,TALA,ANTA_GF,ANTA_LF,BRBCL,KKNPPU2,MAPS,NLCIIST2,NNTPP,RIHAND3,RSTPSU1TO6,TANDA2,TelanganaSTPP,VALLURNTECL,DADRI_LF,FSTPP I & II,KGSU3AND4,KOTESHWR,PARBATI3,RAMPUR,RAPPB,SASAN,TEHRI,URI,ANTA_CRF,AURY_GF,KHSTPP-II,KKNP,AURY_LF
58,14:15-14:30,0,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,180.89,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.28,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

59,14:30-14:45,0,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,180.89,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.28,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

60,14:45-15:00,0,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,180.89,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,688.92,58.69,0,0,0,0,20.29,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.98,0,416.25,29.61,37.53,0,0,148.3,0,0

61,15:00-15:15,12.25,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,159.04,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,688.92,58.69,0,0,0,0,24.28,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.32,0,416.25,29.61,37.53,0,0,148.3,0,0

62,15:15-15:30,12.25,10.95,45.53,0,26.3,19.86,47.55,0,35.34,670.67,0,159.04,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,688.92,58.69,0,0,0,0,20.29,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.32,0,416.25,29.61,37.53,0,0,148.3,0,0

63,15:30-15:45,23.7,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,159.04,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.64,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.32,0,416.25,29.61,37.53,0,0,148.3,0,0

64,15:45-16:00,23.7,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,159.04,68.56,1.13,45,27.68,3.2,48.55,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,573.92,58.69,0,0,0,0,20.13,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.32,0,416.25,29.61,37.53,0,0,148.3,0,0

65,16:00-16:15,23.7,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,159.04,68.56,1.13,45,27.68,3.2,47.89,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.64,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,6.32,0,416.25,29.61,38.64,0,0,148.3,0,0

66,16:15-16:30,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.89,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,20.13,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

67,16:30-16:45,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,26.32,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

68,16:45-17:00,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,80.18,0,0,135.57,80.77,0,101.83,32.53,23.33,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,26.32,0,0,20,0,0,0,0,130.79,0,5.7,0,0,0,20.8,0,20.85,23.02,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

69,17:00-17:15,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,81.92,0,0,135.57,80.77,0,101.83,32.53,18.42,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,573.92,58.69,0,0,0,0,26.32,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,9.2,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

70,17:15-17:30,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,81.92,0,0,135.57,80.77,0,101.83,32.53,18.42,0,5.75,9.59,0,0,11.53,21.64,0,0,6.52,573.92,58.69,0,0,0,0,26.17,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,9.2,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

71,17:30-17:45,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,81.92,6.3,0,135.57,80.77,0,101.83,32.53,18.42,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,24.75,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,9.2,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

72,17:45-18:00,42.15,10.95,45.53,0,26.3,19.86,47.55,0,38.1,670.67,0,142.25,68.56,1.13,45,27.68,3.2,47.24,124.58,81.92,6.3,0,135.57,80.77,0,101.83,32.53,18.42,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,24.58,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,9.2,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

73,18:00-18:15,42.15,21.88,45.53,0,33.82,19.86,47.55,0,38.1,585.67,0,142.25,68.56,1.15,45,27.68,3.2,47.24,124.58,81.92,12.61,0,143.68,80.77,0,101.83,32.53,18.42,0,8.63,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,24.28,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,33.76,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

74,18:15-18:30,42.15,21.88,45.53,0,41.33,19.86,47.55,0,38.1,585.67,0,142.25,68.56,1.15,45,27.68,3.2,47.24,124.58,81.92,18.9,0,145.3,80.77,0,101.83,32.53,18.42,0,8.63,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,22.2,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,39.9,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

75,18:30-18:45,42.15,32.83,45.53,0,48.84,19.86,47.55,0,38.1,585.67,0,142.25,68.56,1.15,45,27.68,3.2,47.24,124.58,81.92,18.9,0,146.91,80.77,0,101.83,48.81,18.42,0,8.63,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,21.87,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,31.28,27.62,5.65,0,416.25,29.61,38.64,0,0,148.3,0,0

76,18:45-19:00,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,585.67,0,182.59,68.56,1.15,45,27.68,3.2,47.24,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,21.87,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,416.25,29.61,38.64,0,0,148.3,0,0

77,19:00-19:15,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,585.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.5,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,11.53,21.64,0,0,20.46,573.92,59.5,0,0,0,0,21.87,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,416.25,29.61,38.64,0,0,148.3,0,0

78,19:15-19:30,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,585.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.5,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,11.02,21.64,0,0,20.46,573.92,59.5,0,0,0,0,21.9,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,416.25,29.61,38.64,0,0,148.3,0,0

79,19:30-19:45,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,585.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,4.61,21.64,0,0,20.46,573.92,59.5,0,0,0,0,22.02,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,416.25,29.61,38.64,0,0,148.3,0,0

80,19:45-20:00,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,585.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,4.61,21.64,0,0,20.46,573.92,59.5,0,0,0,0,22.08,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,416.25,29.61,38.64,0,0,148.3,0,0

81,20:00-20:15,33.99,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,7.76,0,0,4.61,21.64,0,0,20.46,573.92,59.5,0,0,0,0,22.2,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,19.74,38.64,0,0,148.3,0,0

82,20:15-20:30,36.52,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.68,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,22.23,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,19.74,38.64,0,0,148.3,0,0

83,20:30-20:45,42.15,43.78,45.53,0,48.84,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,18.9,0,148.52,80.77,0,101.83,39.52,27.63,0,8.11,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,22.29,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,31.28,13.81,6.98,0,410.62,29.61,38.64,0,0,148.3,0,0

84,20:45-21:00,42.15,43.78,45.53,0,48.84,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.15,44.5,27.68,2.3,47.89,124.58,81.92,18.9,0,148.52,80.77,0,101.83,39.52,27.63,0,8.11,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,22.44,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,31.28,12.28,6.98,0,410.62,29.61,38.64,0,0,148.3,0,0

85,21:00-21:15,42.15,43.78,45.53,0,48.84,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.15,44.5,27.68,2.3,48.55,124.58,81.92,18.9,0,148.52,80.77,0,101.83,39.52,27.63,0,8.11,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,19.78,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,31.28,15.35,6.98,0,410.62,29.61,38.64,0,0,148.3,0,0

86,21:15-21:30,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.15,44.5,27.68,2.3,48.55,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.11,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,20.11,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,29.61,38.64,0,0,148.3,0,0

87,21:30-21:45,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.15,44.5,27.68,2.3,48.55,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.11,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,10.44,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,29.61,38.64,0,0,148.3,0,0

88,21:45-22:00,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.15,44.5,27.68,2.3,48.55,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.11,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,10.49,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,29.61,38.64,0,0,148.3,0,0

89,22:00-22:15,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.18,44.5,27.68,2.3,48.81,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.11,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,24.96,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,39.49,38.64,0,0,148.3,0,0

90,22:15-22:30,42.97,44.78,45.53,0,59.51,19.86,47.55,0,40.16,605.67,0,182.59,68.56,1.18,44.5,27.68,2.3,48.81,124.58,81.92,20.09,0,148.52,80.77,0,101.83,51.37,36.84,0,8.11,9.59,0,0,5.13,21.64,0,0,20.46,573.92,59.5,0,0,0,0,25.17,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,34.76,78.83,7.15,0,410.62,39.49,38.64,0,0,148.3,0,0

91,22:30-22:45,42.15,43.78,45.53,0,48.84,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,48.81,124.58,81.92,18.9,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,25.23,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,50.64,6.98,0,410.62,29.61,38.64,0,0,148.3,0,0

92,22:45-23:00,42.15,43.78,45.53,0,48.84,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,48.81,124.58,81.92,18.9,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,13.04,573.92,58.69,0,0,0,0,25.34,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,50.64,6.98,0,410.62,29.61,38.64,0,0,148.3,0,0

93,23:00-23:15,42.15,32.83,45.53,0,41.33,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,49.2,124.58,81.92,12.61,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.43,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,50.64,6.98,0,410.62,29.61,52.99,0,0,148.3,0,0

94,23:15-23:30,42.15,32.83,45.53,0,41.33,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,49.2,124.58,81.92,12.61,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.54,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,50.64,6.98,0,410.62,29.61,52.99,0,0,148.3,0,0

95,23:30-23:45,42.15,32.83,45.53,0,41.33,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,49.2,124.58,81.92,12.61,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.64,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,43.73,6.98,0,410.62,29.61,52.99,0,0,148.3,0,0

96,23:45-24:00,42.15,32.83,45.53,0,41.33,19.86,47.55,0,38.1,605.67,0,180.89,68.56,1.19,44.5,27.68,2.3,49.2,124.58,81.92,12.61,0,148.52,80.77,0,101.83,48.81,35.03,0,5.75,9.59,0,0,5.13,21.64,0,0,6.52,573.92,58.69,0,0,0,0,25.7,0,0,20,0,0,0,0,95.79,0,5.7,0,0,0,20.8,0,20.85,43.73,6.98,0,410.62,29.61,52.99,0,0,148.3,0,0

