Block,Time,CHAMERA1,DADRT2,NLCIIST1,RIHAND3,TALST2,TANDA2,ANTA_LF,FSTPP I & II,KHSTPP-II,KOTESHWR,KUDGI,NLCEXP,NNTPP,RAPPC,RAPPD,TANAKPUR,UNCHAHAR4,AURY_CRF,DADRI_CRF,DADRI_GF,DHAULIGNGA,PARBATI3,RIHAND1,URI2,VALLURNTECL,ANTA_CRF,DADRI_LF,CHAMERA3,KGSU3AND4,KKNP,RAMPUR,SALAL,TEHRI,UNCHAHAR2,UNCHAHAR3,ANTA_GF,AURY_LF,AURY_RF,BRBCL,CHAMERA2,JHAJJAR,KISHANGANGA,KOLDAM,NAPP,NLCIIST2,NTPL,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST1,SINGRAULI,TALA,UNCHAHAR1,AURY_GF,DULHASTI,PARBATI2,SASAN,TelanganaSTPP,ANTA_RF,BSIUL,KGSU1AND2,KKNPPU2,NJPC,NLCTS2EXP,SIMHST2,SINGRAULI_HYDRO,URI,KHSTPP-I,MAPS,RIHAND2,SEWA2,DADRI_RF
57,14:00-14:15,0,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,7.19,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

58,14:15-14:30,0,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,7.19,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,405,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

59,14:30-14:45,0,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

60,14:45-15:00,14.05,344.46,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

61,15:00-15:15,14.05,688.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,544,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

62,15:15-15:30,28.1,688.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

63,15:30-15:45,28.1,573.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,0,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

64,15:45-16:00,42.15,573.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,19.83,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,48.55,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

65,16:00-16:15,42.15,573.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,19.83,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.89,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

66,16:15-16:30,42.15,573.92,0,130.79,0,5.7,0,18.2,148.3,10.43,0,0,0,67.71,19.14,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.89,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

67,16:30-16:45,42.15,573.92,0,130.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,0,98.41

68,16:45-17:00,42.15,573.92,0,130.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,6.27,3.2,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,604,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.3,98.41

69,17:00-17:15,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.88,58.31,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,610.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,6.3,98.41

70,17:15-17:30,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.38,3.2,0,0,0,21.91,58.31,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,610.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,12.61,98.41

71,17:30-17:45,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.64,3.2,0,0,0,43.78,58.31,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,610.67,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,12.61,98.41

72,17:45-18:00,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.64,3.2,0,0,0,43.78,58.31,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,557.34,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,12.61,98.41

73,18:00-18:15,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.64,3.2,0,0,0,43.78,64.44,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,557.34,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,6.52,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,18.9,98.41

74,18:15-18:30,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,10.43,0,0,0,67.71,19.14,5.64,3.2,0,0,0,43.78,67.51,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,557.34,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,18.9,98.41

75,18:30-18:45,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,19.14,5.64,3.2,0,0,0,43.78,69.05,97.23,38.1,0,0,0,35,0,0,6.98,80.18,30.33,45,27.68,0,0,80.77,20,48.81,537.34,8.63,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,58.69,48.84,337.5,0,47.24,13.04,0,0,180.89,0,0,1.06,50.79,45.53,0,124.58,18.9,98.41

76,18:45-19:00,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,19.14,5.64,3.2,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,45,27.68,0,0,80.77,20,51.05,537.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.24,20.46,0,0,182.59,0,0,1.06,50.79,45.53,0,124.58,20.09,98.41

77,19:00-19:15,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,19.14,5.64,3.2,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,45,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.5,20.46,0,0,182.59,0,0,1.06,50.79,45.53,0,124.58,20.09,98.41

78,19:15-19:30,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,19.14,5.64,3.2,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,45,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.5,20.46,0,0,182.59,0,0,1.06,50.79,45.53,0,124.58,20.09,98.41

79,19:30-19:45,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,19.14,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.89,20.46,0,0,182.59,0,0,1.06,50.79,45.53,0,124.58,20.09,98.41

80,19:45-20:00,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,19.14,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.89,20.46,0,0,182.59,0,0,1.06,50.79,45.53,0,124.58,20.09,98.41

81,20:00-20:15,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.89,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

82,20:15-20:30,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,135.57,0,21.94,0,59.5,59.51,337.5,0,47.89,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

83,20:30-20:45,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,31.28,0,0,0,67.71,0,5.64,2.24,0,0,0,43.78,27.62,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.54,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,138.84,0,21.94,0,58.69,48.84,337.5,0,47.89,13.04,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

84,20:45-21:00,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,31.28,0,0,0,67.71,0,5.64,2.23,0,0,0,43.78,27.62,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.54,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,140.45,0,21.94,0,58.69,48.84,337.5,0,47.89,13.04,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

85,21:00-21:15,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,31.28,0,0,0,67.71,0,5.64,2.3,0,0,0,43.78,33.76,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.53,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,142.07,0,21.94,0,58.69,48.84,337.5,0,48.55,13.04,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

86,21:15-21:30,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,143.68,0,21.94,0,59.5,59.51,337.5,0,48.55,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

87,21:30-21:45,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,145.3,0,21.94,0,59.5,59.51,337.5,0,48.55,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

88,21:45-22:00,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,59.5,59.51,337.5,0,48.55,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

89,22:00-22:15,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,59.5,59.51,337.5,0,48.81,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

90,22:15-22:30,42.97,573.92,0,95.79,0,4.44,0,18.2,148.3,34.76,0,0,0,67.71,0,5.64,2.23,0,0,0,44.78,78.83,97.23,40.16,0,0,0,36.84,0,0,7.15,80.18,30.33,44.52,27.68,0,0,80.77,20,51.05,509.34,8.68,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,59.5,59.51,337.5,0,48.81,20.46,0,0,182.59,0,0,1.11,50.79,45.53,0,124.58,20.09,98.41

91,22:30-22:45,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.24,0,0,0,21.88,53.7,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.55,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,48.81,19.56,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

92,22:45-23:00,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.23,0,0,0,21.88,53.7,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.51,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,48.81,19.56,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

93,23:00-23:15,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.3,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.5,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,49.2,19.56,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

94,23:15-23:30,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.3,0,0,0,21.88,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.5,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,49.2,19.56,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

95,23:30-23:45,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.3,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.5,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,49.2,13.04,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

96,23:45-24:00,42.15,573.92,0,95.79,0,4.44,0,18.2,148.3,20.85,0,0,0,67.71,0,5.64,2.3,0,0,0,10.95,50.64,97.23,38.1,0,0,0,35.03,0,0,6.98,80.18,30.33,44.5,27.68,0,0,80.77,20,48.81,509.34,8.63,9.59,25.38,0,0,0,0,0,0,146.91,0,21.94,0,58.69,48.84,337.5,0,49.2,13.04,0,0,180.89,0,0,1.11,50.79,45.53,0,124.58,18.9,98.41

